# df dtau f tau ell mf af z
3.270763715391211690e-01 -1.000096921430486674e-01 2.589260791149773695e+02 3.953518736578471443e-03 8.564119952172006833e+01 6.913694025927627251e+01 7.046166586047145630e-01 1.099124112756163785e-01
2.735846391520638798e-01 -1.895846528160865518e-01 2.512026929559367545e+02 3.902704768557821446e-03 8.172855812053256841e+01 6.922669258553997906e+01 7.048624040558232329e-01 1.070229177347336025e-01
1.848088379733750231e-01 1.439257201598127534e-01 2.399602212148585636e+02 4.726138677623953864e-03 9.837522625446636937e+01 7.451616800284547537e+01 7.257575550617453297e-01 1.070001816279551182e-01
1.247212627091172643e-01 4.896104717374192838e-01 2.371927790272939376e+02 4.071029035694816341e-03 2.214701091055287208e+01 6.907219826225687598e+01 6.890211966971699908e-01 1.002057470831719810e-01
2.419437775963202419e-01 -3.623982514154804047e-02 2.500362216901050090e+02 4.347492514080197358e-03 1.002882434160344332e+02 7.441337175405068649e+01 7.452207909997871083e-01 1.280109879752101831e-01
4.334948681341834198e-01 2.531233066867565329e-01 2.502251058044125216e+02 4.288702423394978071e-03 7.709943695533799257e+01 6.966368241152017049e+01 7.019303441695482482e-01 9.175244509242728996e-02
4.658465757360619741e-01 -2.124703020854687430e-02 2.425896490392746330e+02 4.081670760541999086e-03 7.564243842307290322e+01 6.992028369792856779e+01 6.549354510356363290e-01 1.108822031774485406e-01
4.992166243756213095e-01 3.466725582066870759e-03 2.427590578491983138e+02 4.050239503939898240e-03 7.266596560604303079e+01 6.921812514749203160e+01 6.479306080516848976e-01 1.076122533824065836e-01
2.599930475368085192e-01 4.035495242520421577e-01 2.415060840176699060e+02 4.354352510987809059e-03 7.822000510426362041e+01 6.904709310005816292e+01 6.492102711859657482e-01 1.041572464631216055e-01
4.563281614684011056e-01 -1.667700527568696800e-01 2.415092268256926502e+02 4.272293306616869839e-03 7.962991159795254248e+01 7.350704036601348434e+01 7.432637630573384335e-01 1.419794224835337071e-01
5.521297939535831784e-02 1.425952416144566359e-01 2.431947492487397255e+02 4.039081393577842113e-03 7.954324180259993682e+01 6.654023651310852472e+01 6.458507524307178782e-01 1.070975065019333095e-01
2.574632992849616997e-01 4.896218622265897658e-01 2.507398897142702197e+02 4.283768641274857299e-03 7.625976349084977812e+01 6.649121108920591894e+01 6.454133826105968863e-01 1.112315935320238730e-01
4.289925444828772139e-01 9.310940572690173944e-02 2.450382116883617414e+02 4.372134636097517284e-03 8.257560888851622849e+01 7.247316771490503129e+01 7.161853551471328849e-01 1.021158180134793952e-01
1.060756007913363497e-01 1.149399028692243419e-01 2.491050842124923577e+02 4.330986932215482102e-03 9.359175957298903370e+01 6.895940633795376584e+01 6.918848317663730541e-01 9.992173836901147022e-02
7.497760817322449145e-02 6.433863742802969909e-04 2.410216730008823163e+02 4.426123131706900284e-03 1.171817905295613826e+02 7.464892892505901045e+01 7.160465488333732642e-01 9.676084189910767741e-02
1.428803769982661120e-01 6.370294504031276395e-02 2.488116456473025551e+02 4.340181697076834003e-03 9.497445382043923701e+01 7.085396646742077564e+01 7.195135015649537502e-01 1.170412514719236796e-01
2.533367173247209614e-01 -9.688187441697242164e-02 2.482857674322481785e+02 4.083109290667176657e-03 8.604868308158118850e+01 7.087292278674084400e+01 7.182083011286389818e-01 1.110376893255396874e-01
1.106807255798218370e-01 -7.441651238601065810e-02 2.377310017442481183e+02 3.962744301574981816e-03 1.821169570862025466e+01 6.766629000716204700e+01 6.552702667473827569e-01 1.117102285200680806e-01
2.332206854458107881e-01 1.852298650798918089e-01 2.435650754670006108e+02 4.055216932254964574e-03 6.910031826061852200e+01 6.779868293647105304e+01 6.685385339396440196e-01 1.027652222280858868e-01
3.547643822896043853e-01 4.275785503489457628e-01 2.451014554109374615e+02 4.071067410414352938e-03 6.462750865838893333e+01 6.732991381938137465e+01 6.658467567278414379e-01 1.143894832096628705e-01
-9.670368721068856033e-02 4.271238702523623698e-01 2.400100925989488587e+02 3.951327295090831249e-03 2.608321219251753220e+01 6.734868517641714902e+01 6.643745603586356241e-01 9.517884594393885567e-02
1.629881824988033828e-02 2.133592751057511450e-03 2.490246748474244782e+02 4.080569687952083358e-03 1.280695921652582854e+02 6.874707516673446150e+01 6.834283905005014148e-01 6.944561964637160911e-02
4.249358882161799467e-01 1.242794017237444648e-01 2.420066921872498824e+02 4.131841015395192745e-03 6.731885166436302370e+01 6.944711752110374903e+01 6.901158060539688277e-01 7.308020227160859361e-02
2.401452159377831519e-02 -2.377429076894088666e-05 2.496567897682940895e+02 4.088281822718059511e-03 1.237712651396886372e+02 6.934708074331481953e+01 6.913439757550539078e-01 5.112014944492449670e-02
6.750095230854150086e-02 -1.013670720438618611e-01 2.420918876178079415e+02 3.912793451007396707e-03 8.556462045318606613e+01 6.876247614675409636e+01 6.863595880524586690e-01 9.780451652128568929e-02
3.116642076381528348e-01 1.347389299529971884e-01 2.556504442856227115e+02 4.321558566454275496e-03 8.662996438342625538e+01 6.996545706644849361e+01 7.102440341028973814e-01 7.757963983346709280e-02
2.778922936748131622e-01 2.738615112745769187e-01 2.513229758462845211e+02 4.453931079601011929e-03 8.482949300020030137e+01 6.982316308840972852e+01 7.025063878379146365e-01 8.919184253279245633e-02
9.381964917320115283e-02 2.571045808203029637e-01 2.469084205663508271e+02 4.234775210005499620e-03 8.188280190439729722e+01 6.694835735912155883e+01 6.638086944408319034e-01 9.557067561293140778e-02
6.062394169100945862e-02 1.808899695960567433e-01 2.413551605184247251e+02 3.934106805456702785e-03 5.615950066890253112e+00 6.705155547214242517e+01 6.658110677477865336e-01 9.911764019899065026e-02
3.103294278003898565e-01 1.151384668814858236e-01 2.430729356072434655e+02 3.994125055790493165e-03 5.689865192751564393e+01 6.764540950128169072e+01 6.798840334499406390e-01 1.087974358970203864e-01
2.154086564727118180e-01 3.579628230763807206e-01 2.485886485387035236e+02 4.208565140628723993e-03 7.478159084540398283e+01 6.748327014266936885e+01 6.790551948983720720e-01 1.157429379314824508e-01
4.540245827223343689e-01 5.861684736348601182e-02 2.408851862128913695e+02 4.119321326571676392e-03 6.560883805345289943e+01 6.963149411375957243e+01 6.900278671903080641e-01 9.358282008844814870e-02
2.768963522616015860e-01 -1.187226895405515958e-01 2.498269962789512135e+02 3.930402737110650670e-03 7.412263141559400026e+01 6.787804245540272063e+01 6.925227384188326063e-01 1.239770046043316976e-01
1.912634549413474994e-02 4.609495934871314371e-01 2.416317270461762234e+02 4.005026737286291119e-03 3.606185056261446675e+01 6.786312742979949064e+01 6.909779320051584461e-01 8.749192561338899055e-02
4.897513729060896659e-01 -6.502414383247528962e-02 2.593603571344169154e+02 3.961293941108104920e-03 7.871467609272099253e+01 6.823333077160519622e+01 6.842399371303250488e-01 7.810680630934888069e-02
4.847163227755713066e-01 6.581630778429359285e-02 2.588770756450284694e+02 4.258107354283473776e-03 8.431769075642961297e+01 7.063374399389451241e+01 7.182584694998558339e-01 1.088981850240206828e-01
4.576216244409847533e-01 -1.450234075261372380e-01 2.474121090733421511e+02 4.069668018963278240e-03 7.204276007846888774e+01 6.980606608084093523e+01 7.154724649228697553e-01 1.274426283076957600e-01
2.879707898717148162e-01 4.469192688702063876e-01 2.513914614522611259e+02 4.619606276611143772e-03 8.334145047838656239e+01 6.992805142144790409e+01 7.145424004825323694e-01 9.829269890248684693e-02
4.092679374149840732e-02 -8.898747216773417179e-03 2.460141557253160158e+02 4.143767773648299527e-03 1.123952311657515963e+02 7.081370369333420456e+01 7.189657311465497136e-01 7.910557479741156528e-02
3.577583698736088169e-01 -7.219593685014219497e-02 2.458135831713013602e+02 4.100418885144247599e-03 7.469418392843154209e+01 6.996207022403837072e+01 7.105975653984007989e-01 9.957809129404088244e-02
1.255581308838497057e-01 7.479392097148274132e-02 2.532474978026879171e+02 4.453683620523439003e-03 1.019658087463060951e+02 7.090172403925276967e+01 7.193700494789179167e-01 7.972795713452439370e-02
4.591994594304390498e-01 -1.191913006836622935e-02 2.535693785807330300e+02 4.190591098511517107e-03 8.218919807108295572e+01 7.086488698498439476e+01 7.199481098158223569e-01 8.822397974911315444e-02
4.549282023680633058e-01 -7.353617110951488067e-02 2.378605614877766641e+02 4.166656852295884395e-03 6.058776095714672039e+01 7.059227794122358546e+01 7.104621756243890696e-01 8.183864183552533311e-02
3.617717386120882228e-01 3.768328775659474661e-01 2.461194330436208020e+02 4.527920274735370253e-03 8.108923759865284353e+01 7.119521996158381683e+01 7.128835277261464931e-01 1.039264039578593479e-01
1.313015140571567041e-01 -9.782649110803925963e-03 2.447404738687048962e+02 4.199274772042802320e-03 9.530827711786380974e+01 7.131446328237876742e+01 7.107078152859568343e-01 1.064888725998529850e-01
5.146561172372875886e-02 1.799756213924603165e-01 2.427930051521555868e+02 5.215543414466824144e-03 1.113960554092426491e+02 7.194640963076000162e+01 7.171624925836487252e-01 9.400619815736349638e-02
2.274667846185121634e-01 -6.028750512439702558e-02 2.444287909398985903e+02 4.135124044042840993e-03 8.353002381622854955e+01 7.086520024096842008e+01 7.137416960255199561e-01 1.174748519714547135e-01
3.424770871963020991e-01 1.725432076207930043e-01 2.433135711478073802e+02 4.292671840948268126e-03 7.609424858934060865e+01 7.079455594713587629e+01 7.137178940470018107e-01 1.208622308665400769e-01
4.000979388660544922e-01 3.683394116778697658e-01 2.396656882518424254e+02 4.294040457290052883e-03 6.691518126943294931e+01 7.080156915581642352e+01 7.165306050591092601e-01 1.091562421503162461e-01
2.247364751684560735e-01 1.161547627242406344e-01 2.506394155935069250e+02 4.384193859606973047e-03 8.990091072258741178e+01 7.085825355549363280e+01 7.198773234510773555e-01 1.070867520356948710e-01
1.645819799416633478e-01 -1.183832628055208613e-01 2.504603178919556967e+02 3.693574257439131460e-03 7.363299005794365826e+01 6.487301289423368189e+01 6.277896865459463571e-01 9.364886195985588913e-02
4.271490187043270881e-01 3.907456099515136394e-01 2.480980005918165432e+02 3.738267915347554243e-03 3.050822815043991909e+01 6.404713284743618829e+01 6.331660897168694957e-01 1.036438521826740788e-01
8.407198921176639583e-02 4.924716559374304747e-01 2.450301300028344826e+02 4.746292968171912478e-03 8.612671448624543302e+01 6.839044839714796353e+01 6.862492488087967857e-01 7.035036086305238023e-02
4.755680523337076915e-01 3.035470782413766666e-01 2.484860491797903705e+02 3.972233721431164301e-03 6.194284961840634196e+01 6.648511030104432962e+01 6.649617447959120797e-01 8.518093779933537391e-02
9.272059039555305415e-02 9.840605413144265512e-02 2.419764513243063675e+02 3.932668159158886866e-03 4.530216353053971190e+00 6.697314416118642555e+01 6.693559999922359394e-01 1.076153871192911393e-01
7.911668043245720372e-02 1.661433731803272362e-01 2.439139334583399545e+02 3.832800598880825495e-03 1.594100883262235158e+01 6.553872608570998182e+01 6.455487039086407197e-01 1.052994028767973572e-01
4.832300787019732646e-01 -1.051502924692807039e-01 2.414536985512878289e+02 3.924557081667699905e-03 3.366482639113825570e+01 6.690893259086139722e+01 6.634581153054733837e-01 1.077515563255404540e-01
3.250786058658008404e-01 1.612815939314776736e-01 2.536181339778454173e+02 4.311778630835978558e-03 8.548186855760260983e+01 6.970252726568621426e+01 6.887897968691553130e-01 8.204426432603716124e-02
4.954953443883047814e-02 1.890506416122859079e-01 2.442333557882501793e+02 4.126046019876461989e-03 8.027966571026178144e+01 6.687157741402936040e+01 6.650229818286208516e-01 9.856350052470461143e-02
7.022266415039796206e-02 3.524273026239402307e-01 2.512712578417399243e+02 4.743046406865139564e-03 9.134904554730231041e+01 6.653409973609299755e+01 6.657963184182517091e-01 7.539090801487566273e-02
3.630549922735003543e-01 3.863559764974444088e-01 2.503910694481765233e+02 4.308387455796989021e-03 7.600185461766635342e+01 6.863570147087844475e+01 6.919187437364754389e-01 1.329926545486690148e-01
-7.093480180779809796e-02 3.203306976491270830e-01 2.428252346112739986e+02 3.904347672674689240e-03 3.287667121830119044e+01 6.652283809487217070e+01 6.640731191352363671e-01 1.020250429505054346e-01
6.720169585663954281e-02 4.198642855708721866e-01 2.366095152786889741e+02 4.069080473948273081e-03 3.597892159576023374e+01 6.906448928467470694e+01 6.836390094029404230e-01 6.867745635028554840e-02
6.907608585190834483e-02 -2.036208304814707271e-02 2.447205250673495982e+02 4.153187446500916126e-03 1.110838518873103169e+02 7.204633269664876138e+01 7.051468646978911181e-01 9.897803364279167404e-02
1.809289375346223305e-01 6.271100007905025531e-03 2.508991953380688642e+02 4.064504263501408227e-03 8.884199090925251596e+01 6.889204705135023232e+01 6.810420250267233966e-01 9.155810722143302438e-02
4.579724352262278808e-01 4.467347707393435341e-01 2.456372447368105156e+02 4.224130040252449363e-03 6.949371714774906650e+01 6.879524380270188999e+01 6.829669179641140175e-01 1.091079289328381330e-01
1.310623902183835898e-01 1.711189978689071634e-01 2.406948191272426527e+02 4.149667941714544998e-03 7.397635943301590089e+01 6.884528270932148075e+01 6.832730506035981088e-01 7.822843457081202212e-02
2.470734925126424342e-01 -1.047341255521274661e-01 2.465725809026887987e+02 4.074522526206538105e-03 8.263825128455096092e+01 7.050796166388207098e+01 7.157152855760887666e-01 1.095421474711622267e-01
2.032073462810078945e-01 4.833149807089673899e-01 2.381955619104590482e+02 4.560340627186702279e-03 8.109128149456671508e+01 7.045130846977508554e+01 6.699879790753821007e-01 1.114815119357166207e-01
2.918305084567853758e-01 2.881928552920982600e-01 2.439777024780152317e+02 4.232460202149022736e-03 7.450150796102505524e+01 6.908370720728038350e+01 6.811662562598507220e-01 1.105228669431789074e-01
4.786051589337980694e-01 7.505741441758828625e-02 2.501035644309505415e+02 4.079051364347358044e-03 7.386601165973505090e+01 6.862726436004274433e+01 6.785896205000537806e-01 1.125218250862339842e-01
7.423916342425718184e-02 4.972651309810318665e-01 2.428737217098204439e+02 4.647020001111636794e-03 8.388476931442983187e+01 6.850401531396012444e+01 6.841541379014369761e-01 7.844374207927426457e-02
1.555011245554582533e-01 1.208253213280564564e-01 2.454125238250537961e+02 4.224954974005758375e-03 8.374273158930176919e+01 6.924898614465243440e+01 6.941454963173877557e-01 1.022217374474909679e-01
5.696014309116181895e-02 1.588972836572001279e-01 2.376298675052588294e+02 4.089608477816200453e-03 3.222082190023576764e+00 6.927123610601944392e+01 6.978537548782915989e-01 7.808891499027588445e-02
1.269229941867011102e-01 -8.149945844962949715e-02 2.531988831495735042e+02 3.868293362361574419e-03 9.658438825984168830e+01 6.927753725654918071e+01 6.973439127916484237e-01 1.088276090327908868e-01
3.860625620540820702e-01 4.338594746980950490e-01 2.442445036699662069e+02 4.258264316776269598e-03 6.981499926741108197e+01 6.929471081691303880e+01 6.971764929231994978e-01 9.126596917221337091e-02
1.172949390865168917e-01 6.078320136410786390e-02 2.491226572488062345e+02 4.175789770628749245e-03 8.999008919456994704e+01 6.884370236205583637e+01 6.981163838333506177e-01 1.251201994516306093e-01
2.697366270794601117e-01 4.102322237772525471e-01 2.449925114249613500e+02 4.202324424615044851e-03 7.023992013127229939e+01 6.831917869277702948e+01 6.877047819659053429e-01 8.070758230373015207e-02
9.756654446669726921e-02 2.076378103357823246e-01 2.415197382568821922e+02 4.319462105574853154e-03 8.418165794122862167e+01 6.912585454645153504e+01 6.828982102139850019e-01 1.219549166825282110e-01
2.190977086086687009e-01 1.740985160476861138e-01 2.447777075692569611e+02 4.217798691935526270e-03 7.944161786819226734e+01 6.911984207751827114e+01 6.836019841954329435e-01 1.100004996277205160e-01
6.397020038757550431e-02 4.420604100456509977e-02 2.453902579284830097e+02 4.209592080917337782e-03 9.888099626605317383e+01 6.912960942105122797e+01 6.830418355554842558e-01 9.846368874446616293e-02
-1.489515486292358748e-02 2.962570064981225881e-01 2.414744864875786448e+02 3.892324419120252784e-03 3.463501896578051742e+01 6.644765960617669975e+01 6.521295920983772865e-01 6.110050165179511245e-02
4.015600551668553342e-01 4.118720333613222762e-01 2.434747071103624592e+02 4.010228592053452501e-03 5.960419044530510746e+01 6.716192319655365850e+01 6.607599005934149394e-01 5.831701228981962803e-02
3.838034683282799397e-01 -7.595529177810278476e-02 2.507782836453646951e+02 3.851916296813303036e-03 7.474059468990058974e+01 6.690748443512512722e+01 6.352254333980997814e-01 9.531105410565139657e-02
4.887275056135298446e-01 9.436609850965595181e-02 2.435529303173244386e+02 4.104341196362184391e-03 7.209747231159275316e+01 6.924601498049908344e+01 6.611254322088268021e-01 1.100387371198096736e-01
1.496483710450322580e-01 -7.285361766054904153e-02 2.448801825885191761e+02 3.866442979870776415e-03 2.791425732287016004e+01 6.591604443638721023e+01 6.628884334318111415e-01 7.305056043492870466e-02
-6.314078058057587262e-03 4.550543584609909042e-01 2.448775110782040088e+02 3.859867639564334985e-03 9.893465024528783403e+00 6.583525559078256606e+01 6.604422699187660895e-01 9.457005919358585366e-02
3.931183912569163330e-01 2.832199062330476025e-01 2.513964614458599840e+02 3.951340055002960754e-03 6.500235573330527927e+01 6.581942290139157592e+01 6.605325418125114201e-01 9.640711908049684475e-02
4.267920310183426214e-01 3.839209808398891255e-01 2.491284641042223598e+02 3.904290335601739905e-03 5.643295295318758065e+01 6.562269805899123298e+01 6.636895141254661734e-01 1.113292657981400230e-01
-1.921508339533001264e-02 8.743072704714288657e-02 2.423858545774438369e+02 4.093231121115870064e-03 9.232841742314920452e+01 6.582007724294695095e+01 6.607335361126877027e-01 7.953981970771439869e-02
3.817936654943926422e-01 3.475656802938436041e-01 2.526225290789672044e+02 4.328999485209716197e-03 7.774989146922375483e+01 6.883423616631834818e+01 6.979976806322550908e-01 9.024272703164182285e-02
4.048924617225222455e-01 2.580781546537807003e-01 2.470720678525295284e+02 4.184776351726077377e-03 7.096387403269149274e+01 6.895969537436796770e+01 6.990593892236128815e-01 8.676398982827801531e-02
4.112973181959995728e-01 5.705025587322243297e-02 2.470291245270239244e+02 4.216591121102615351e-03 7.722189959603326770e+01 7.057919858602531349e+01 7.140713651174462884e-01 1.132962177210649624e-01
2.821288678285324703e-01 -5.904539106271464166e-02 2.419006187754436610e+02 3.966440130175601098e-03 5.909573524023457480e+00 6.739830803533443770e+01 6.808166359769982634e-01 7.065667182243204336e-02
2.531220815797164958e-01 1.516546648210637116e-01 2.530934791971955065e+02 4.140220779215358048e-03 8.087187613873160785e+01 6.772056158328534536e+01 6.761049058378093557e-01 1.179322581111587470e-01
4.500099610720552645e-01 -1.797728774351345926e-01 2.576464793670836002e+02 3.824202594019826453e-03 7.548551741256676451e+01 6.724922044665370890e+01 6.761193067655573152e-01 1.180588941480691517e-01
3.111346638480426141e-01 4.723619178372646665e-01 2.459630461152649161e+02 4.589511152113575319e-03 8.180925073270685743e+01 7.042406111357422560e+01 6.920510612097000580e-01 1.069705536928803047e-01
3.300149110277545983e-01 6.317546584637573348e-02 2.507021690984493603e+02 4.027264804862902906e-03 7.576409045605197434e+01 6.777158606016095632e+01 6.734064647640294332e-01 9.378521441784924695e-02
9.346225593846846369e-02 4.807182914735672052e-01 2.489685498888243558e+02 4.641321882668493319e-03 8.469409132884101155e+01 6.710221743760679658e+01 6.752427724192732184e-01 1.094528669076870048e-01
4.394544282213720399e-01 2.758785781119410530e-01 2.431694699589299091e+02 4.247087961676161531e-03 7.307404557333143202e+01 6.987710315153611873e+01 6.817563917165787579e-01 1.066374952419000127e-01
3.610406129725646229e-02 1.428230433685592077e-02 2.498897793273920058e+02 3.981194498269060959e-03 9.853913478402381543e+01 6.682678526361230809e+01 6.757443613215671219e-01 7.139241324448490633e-02
5.928609571760301566e-02 -1.493577556402695405e-01 2.440612436642420562e+02 3.913546904071308653e-03 5.581826317041055319e+01 6.684124569101683733e+01 6.783104610270455082e-01 8.834009489959990247e-02
2.700390209080407167e-01 -1.727761184267002231e-02 2.579201885672558205e+02 3.913403975177360931e-03 8.042829604181179093e+01 6.685123729232881828e+01 6.781520961132153635e-01 1.017888337624579392e-01
2.950151196705199652e-01 1.208163612467967329e-01 2.497982360789559095e+02 4.020904676948827347e-03 7.596344180961915526e+01 6.713478339653239857e+01 6.517529753587602004e-01 7.576631990917276349e-02
4.898593316242067508e-01 -1.670614841795132754e-01 2.442728703807446493e+02 3.913355669563603652e-03 7.755839015303603645e+00 6.656421534457416556e+01 6.753207146391183580e-01 1.089635456248154305e-01
