# domega, dtau
3.096236204092826794e-02 7.005976441611025396e-02
9.324303827425749203e-02 -1.737618468517734271e-01
3.659599028602602416e-02 7.850682771208525312e-03
3.499319760831783033e-02 3.595300891437314128e-01
4.273712934466349922e-01 2.345101864848299356e-01
3.182052890595440942e-02 -8.529860434998921825e-02
2.741055602778316724e-01 -8.777551935434053931e-02
8.030990699354420559e-02 1.636749656798773822e-01
7.244980766932292149e-02 1.881493510919676204e-01
1.198699663206377330e-01 2.346945349580409346e-03
4.544088005724157553e-02 2.712600142699910233e-01
1.228648580522670175e-01 3.854779319037294205e-01
1.902618127147403387e-02 3.340496183584451551e-02
4.026967756968082013e-02 2.649176129262330037e-01
3.805185015665627640e-02 2.519196606261511762e-01
5.199233424811174759e-02 7.496441639903417276e-02
8.424005850365487436e-02 1.958548965159387090e-01
5.609996515233485470e-02 1.243640062997034001e-01
1.222752055008932137e-01 -1.772224138221695777e-01
8.323030426071478804e-02 3.125604171633947215e-02
1.331598127163909351e-01 1.539173604152010988e-01
5.119681650169483761e-02 1.864475210277788675e-01
2.685243965261449595e-01 -3.938523600684621512e-02
2.114135023167121319e-01 -1.230151071538990309e-01
1.119095774773976176e-01 2.769530801408878751e-02
1.997445107619031379e-01 1.113874243750251347e-02
-3.342475205407756389e-02 3.593670321223245701e-01
9.217374779856211953e-02 3.831137540822762144e-01
-6.156904869052020474e-02 -6.997454234177066801e-02
1.188549388471920182e-01 -1.787779920101432302e-03
1.922695442011896072e-01 -3.268562061985827993e-01
2.619710069196942714e-02 3.003241999967767861e-01
1.371905970596366819e-01 -2.526782412698599933e-01
1.567573078208472359e-01 -1.990750107667289548e-01
1.242584703124307022e-01 1.943087515372690088e-01
7.739894306702357896e-02 1.322386901895590827e-01
-1.752973116742654464e-02 -4.746414015333977332e-02
8.651028947399314051e-02 -7.842364908354168551e-02
1.676028651319873969e-02 2.677957130794192397e-01
1.522167906025258532e-01 1.137467775993039054e-01
1.425603418705536918e-01 4.094365468804838093e-01
1.173152236537458593e-01 -8.424703968541738530e-03
6.810012669960109621e-02 9.697618480919222017e-02
5.997911800430284768e-02 -8.579253697085453823e-02
2.263069285685917476e-02 2.425905121827797717e-01
1.600435684103292955e-01 3.790526176636752620e-01
-2.386753674242989010e-02 1.099986433722269508e-01
5.609146029488222551e-02 1.511216944676752327e-01
6.835828253779827057e-02 1.315253362333575204e-01
-6.386645651199847340e-02 -3.130033414412816684e-02
5.420988774216148331e-02 -8.036353508623197972e-02
8.716353816417002354e-02 -5.601750265601346257e-02
4.705738804035444756e-02 2.039538401078255792e-01
2.275963166025410378e-02 6.989284075373414229e-02
5.668717863938807500e-02 1.572695736353222351e-01
3.786061927909957492e-02 1.221631220518297201e-01
-1.322940532437665018e-02 2.829518856332225996e-01
3.779811711072795372e-03 7.529454741976945864e-02
3.433910863883557485e-02 3.243320170461931884e-01
7.996253255640378699e-02 -2.080780292604350046e-01
1.610146310129900726e-03 9.457577531105254565e-02
6.648506992693177520e-02 1.043057798266966985e-01
2.481854368680909417e-01 1.392444743936971374e-01
1.198984434116957820e-01 3.027128681415211520e-02
6.100984532672711069e-02 -4.781500707492573887e-02
3.731867769959775621e-02 1.524540177249830986e-01
6.869183180904979424e-03 -8.746238533027483886e-02
4.846959885616498181e-02 1.482440218985021929e-02
9.640783887779000305e-02 2.820642370762156403e-01
1.347829177762021047e-01 -4.894255304439154575e-02
2.715497907258983545e-01 -1.791729732226248206e-01
2.187794689689737115e-01 1.389483272051271756e-01
2.467241234614424295e-01 -2.393875854195637309e-01
-1.658437145781871402e-04 2.934157431810151540e-01
-2.776048918570851384e-02 3.271352658412590708e-01
3.949293324961174884e-02 2.315267929534087776e-01
1.002765566815000675e-01 1.813672063197344364e-01
1.497950262681045919e-01 1.444715087860244385e-01
4.015825555717845302e-02 3.224584866979145203e-02
1.002904788019812893e-01 -5.966704022454413781e-02
4.369421766053981082e-02 3.373718173864610481e-01
8.330357577952182679e-02 -3.919290572221832691e-02
1.179197745606642284e-01 -2.749433254010028027e-02
4.104524772457151388e-02 2.384248262186083323e-01
1.109635395665233976e-01 -6.921143652776636825e-03
3.957996777173694025e-01 -2.714039411630826404e-01
-3.940986550074737638e-02 -3.329831742772056402e-01
8.259342581321973964e-02 8.108611231292769950e-02
9.116157404265413933e-02 3.741881619627479560e-01
8.608257085642802287e-02 2.299578474049385202e-01
1.484551349298136036e-01 1.647579357997396576e-01
1.063286412027658612e-01 -6.878132435845030201e-02
3.710026094271062086e-02 8.394252442491564881e-02
1.265326091334870173e-01 1.669546165297997042e-01
1.251196999855523906e-01 1.462381815019602183e-01
1.040361713729022058e-01 1.590584502757791674e-01
1.052292774880770748e-01 1.282911047370735580e-02
1.131718036755522960e-01 2.383363874287077189e-01
1.808206409248421243e-01 1.025673491138528737e-01
6.250682967675717794e-02 3.274020229386351288e-01
8.473991347583664790e-02 2.171590150398811370e-01
8.420725789413570361e-02 3.139979126566827539e-04
5.036514165051620556e-02 1.390630387103854726e-01
1.304575886993107614e-01 1.024345980305550047e-01
8.973779463834080650e-02 -2.606054440151914231e-02
3.151699608509590800e-02 2.071684985711974847e-01
7.171604169781144178e-02 2.763861738739729068e-01
1.133193142294296601e-01 1.333544325354485416e-02
5.774939365512954392e-02 4.010318807710527844e-02
7.793619655443087546e-02 -2.527512934657876187e-01
1.422051696420153222e-01 6.505091472268390018e-02
1.447505808862338816e-01 1.370122770629553233e-02
2.547424664415333107e-01 4.767016605763352288e-02
1.105291724890814786e-01 3.891301088612339476e-03
2.577714942588965608e-02 2.975879706761986460e-02
1.452921360824146746e-01 -1.384988675055080082e-02
1.080610179709757673e-01 9.510866395687225805e-03
2.407657075491559662e-01 -1.963493261272819534e-02
4.432444651439524930e-01 -1.944912821018673077e-01
7.322113497295618112e-02 -1.981632510941546133e-01
2.007505952013751427e-01 -9.088603382471674430e-02
1.462668363421565643e-01 -2.470432929083966715e-03
2.807819922131812307e-01 -1.722758318394355115e-01
1.649172910973464579e-01 1.169670925867922762e-01
2.248129992685198864e-01 1.979247229482697101e-01
2.662608657129775791e-01 -1.188699230170104787e-01
1.585345558233446916e-01 3.514644399196190094e-02
9.196608491139479646e-02 1.562327492169425514e-02
6.379764678744155593e-02 -6.690598519087942453e-02
7.709230969710575976e-02 -5.659727943511994042e-03
2.081828173182634634e-01 -3.413680914048313267e-03
1.123455471765781033e-01 1.120530482626065361e-01
1.069290144377415680e-01 3.226504832049683080e-01
1.452247525003400319e-01 2.914222249558078848e-01
1.491009577551837550e-01 -5.876449770208247436e-02
1.956216165780239047e-01 3.568628674293208847e-03
1.217562025878719811e-01 -1.909736802255279642e-02
2.083037362694009909e-01 -5.716141864891643998e-02
2.905319708901157316e-01 -1.202520336351600161e-01
1.167391027573266987e-01 -4.331419861117920267e-02
6.773683019844527198e-02 -4.060143910271118983e-02
5.114104125201848761e-02 3.296950224595479595e-01
9.556463637434660374e-02 2.708696209958534329e-01
9.472765640088327832e-02 3.701380767792727955e-01
1.535527268730468020e-01 3.948225261787385865e-02
9.778549529455755895e-02 1.056206308921845971e-01
1.426096366097359125e-01 -6.270145921622784224e-02
3.083050027355413100e-02 2.764633492785455449e-01
1.260456267222556104e-01 8.723670482153758621e-02
4.775205159158902452e-02 1.231838903337544033e-01
2.029108408040361522e-02 -2.608245911681424944e-01
1.208015054607124439e-01 -6.017104955683041934e-02
8.277196902887108687e-02 -5.447227897444009703e-02
1.932755383161729457e-01 1.756541080979918679e-01
1.318419343317099313e-01 8.025552795662131700e-02
1.435195710161052962e-01 1.575363428140491573e-01
3.686190795301994005e-02 1.443143343521702537e-01
9.855756884574128074e-02 1.333889498139092245e-01
1.080948489310537830e-01 3.494044396792693463e-02
1.242882573824932724e-01 1.779878922055583013e-01
1.942961004626877763e-01 1.221122033975421406e-01
1.462086439617525380e-01 7.161214007798688552e-02
1.194702205444620746e-01 -1.246125526692400814e-01
1.318409775672519380e-01 5.172209893586288132e-02
9.113114024152813020e-02 2.543993522879949842e-01
7.899501117218774016e-02 2.359057266020974930e-01
1.807959011108352665e-01 2.163896597465575222e-01
3.620020601543261912e-02 -5.403401493824901841e-02
4.900958350768094829e-02 2.670842256552807825e-01
1.997969152602478426e-01 5.302380129119574348e-02
-1.898401894747578367e-02 2.192107435265269744e-01
-5.786462821434110865e-03 1.592568668131857379e-01
1.068241444561657261e-01 3.875214273335811921e-01
4.664847919800496623e-02 2.607934128822387843e-01
7.717825271739592319e-02 3.402789835730282153e-01
2.109970588727502760e-02 -4.036998196872278177e-02
1.850666192265679744e-01 1.698535011342013346e-01
1.736147655626719272e-02 1.570829416015447622e-01
1.460700119588657919e-02 5.698398341734949024e-02
2.438270581391435710e-02 1.286170251420503952e-01
5.241614182508835817e-02 1.842102324519567236e-01
3.922905589198818349e-02 2.502608170954809808e-01
3.807424853512938329e-02 2.669098132246994215e-01
4.174598799532772825e-02 -6.786930676498481585e-02
1.001345829073193860e-01 2.604648208476001980e-01
6.908227653678773728e-02 2.137411640713607619e-01
8.371836440484110853e-02 2.900159293293875229e-01
1.002975500712633417e-01 2.119652942832601916e-01
8.100521101229905818e-02 -9.031617763465593640e-02
4.716066076313599892e-02 2.214138634020672847e-01
4.870053460986323995e-02 2.261052122316228041e-01
-3.197859854037474192e-02 2.686496203839226493e-01
4.062506914963984195e-02 -1.248100095405782484e-03
9.921132179227246106e-02 2.475088153927940127e-01
6.342848228874076177e-02 4.328148147625726638e-01
1.151747878062892444e-01 1.707886856038204892e-01
1.737080041564063870e-02 9.763909021729273718e-02
6.581440192909807085e-02 8.974711648247049589e-02
6.292271262715702640e-02 1.504917028850747962e-01
1.045631484321227073e-01 8.260625884643349459e-02
6.572302118858588948e-02 1.492711848101064831e-01
1.128806531496859555e-01 2.264360213045280013e-01
1.517227548705169793e-01 2.217080795028150142e-01
3.959483815521045585e-02 1.958077549552457719e-01
1.069856590809155350e-01 -1.528897636198334187e-02
3.059071598162637629e-01 -2.387229582553235252e-01
6.536000519582270407e-02 -9.733501981758485577e-03
8.590153188848344279e-02 5.762141906971831110e-04
9.066558169779355414e-02 -8.821374243801363702e-02
1.563972641719034440e-01 -6.923456369866909377e-02
2.620727372295832414e-01 -3.238900647740287908e-02
1.606054122572773413e-01 -5.730426182463027596e-02
1.232447303572555969e-01 -3.384005992105634797e-02
9.878031533470160719e-02 3.002933157389437446e-01
3.613623639568452894e-02 -1.132239274064985313e-01
1.283186328695913869e-01 1.366708985201916804e-01
1.193944813856931825e-01 -8.368084201882231010e-03
1.255930158417806475e-01 3.457942807632020665e-01
1.505332320273692348e-01 1.083981299607104931e-01
1.157055482643407941e-02 4.581564925779517128e-01
1.440965186365281148e-01 8.525578623348405161e-02
2.035130574497258094e-01 -2.197357900110049889e-01
6.238640795973709324e-02 1.763156985350618489e-01
1.502217981903188337e-01 3.672640238779425470e-01
1.066474437800231656e-01 -2.488978996911638819e-01
1.476155529886871015e-02 2.744587807685352487e-01
1.280853707197905922e-01 4.064948781869225924e-01
7.226804865563192515e-02 3.321478573850056293e-02
7.542830248282834937e-02 3.186783526203985639e-01
8.906806915541831682e-02 2.962939789216579300e-01
2.722948709932340172e-01 -1.126897443861368808e-01
1.687096300635136936e-01 1.466571325973300144e-01
1.679827837358764120e-01 -5.433127790870809215e-02
1.565652991226391122e-01 -8.932790759463203611e-03
1.153051688842743339e-02 9.631270797668657624e-02
2.772421167640978235e-01 -2.412184506710447485e-01
1.577760060469703407e-01 7.400220332932617995e-02
1.695142539428296513e-01 -4.140454745668487035e-02
2.155037981503314382e-01 -2.910274247495285849e-01
9.071361382068805768e-02 1.504957645734663618e-01
1.431950960712979060e-01 2.048656878830915073e-01
5.926707156217373568e-02 3.995887365316189155e-02
1.596239267547340523e-02 4.660260937547178184e-01
-3.084770967019093840e-02 6.821216699622306701e-02
2.385359557750725210e-02 1.742556413787814673e-01
7.280030708212570367e-02 -4.656565755742104323e-02
7.791746122729981128e-02 1.527180367850009823e-01
8.214043798689427134e-02 1.905956164234098305e-01
1.665341898190959291e-01 -6.290846921948123338e-02
2.248939782103254875e-02 2.971007694082826167e-01
1.712099595204122360e-01 2.528811619041922421e-01
3.934884470454928784e-02 2.663656505766331395e-01
5.993941935180876340e-02 1.647467073788102809e-01
4.941128959205895455e-02 -8.105844312963571274e-02
3.113805727307235316e-02 3.701444142590237796e-02
4.329362014281477877e-02 4.278349711316523640e-01
8.386901720763953461e-02 2.244820868869181196e-01
5.936737725227159146e-02 3.969922274376166960e-01
-1.360643056022033288e-02 1.974132173580762650e-01
8.202154428436939093e-02 2.040232309477162664e-01
1.085470119837441128e-01 1.594820926217403456e-01
1.803502461009217905e-01 9.177841680803447422e-02
1.885920507513210997e-01 2.836377521859893003e-01
1.187376577042191517e-02 2.893574482162307171e-01
1.016944916022120143e-01 2.469837804775385504e-01
1.898108863969617810e-01 1.093595856642319009e-01
2.293939612688015439e-01 2.409005856124846745e-01
2.021693500167922874e-01 2.450056596727281655e-01
2.032109929668125814e-01 1.690294699507812193e-01
8.744021684121278115e-02 4.549328531050467195e-02
8.072670745970435269e-02 9.141345294581132430e-04
8.874803600981110915e-03 1.217724968624961102e-01
2.090780394888056004e-01 3.231729067283695134e-01
8.355702341754643603e-02 1.593066316045276820e-01
2.423008196784260659e-01 -1.711061226605400387e-01
1.585875853482195466e-02 1.755347135084864285e-01
-1.167814340635175974e-04 2.106195274146057672e-01
4.266920033848237148e-03 1.220612538415573323e-02
2.395074960241744266e-01 4.037929864420358728e-02
5.899870682504677888e-02 1.459408708166959057e-01
3.768012799764407228e-02 4.563953873484455359e-02
1.523017116655887015e-01 1.804823214219264393e-01
8.942262603179088054e-02 2.163199194827570282e-01
1.564336380745698640e-01 1.910657271568141913e-02
1.162323977128910946e-01 -1.568569325458242236e-01
5.644867052349871600e-02 2.469639861718433138e-01
1.388001219762990956e-01 3.207283279277495791e-01
1.117854802850825613e-01 -3.769054068157418058e-03
1.027180294085241891e-01 3.181943575797832602e-01
5.635606246610906644e-02 9.445254176505257782e-02
5.417963423424008995e-02 1.876825287124808117e-01
1.144578748079013303e-01 1.145696363387331829e-01
-4.077740605352370151e-02 4.255589929766253054e-01
1.014918588955080331e-01 2.779887261056610548e-01
9.546226572981841851e-02 1.958425240023486391e-01
4.075744214281498690e-02 1.926729767482091571e-01
2.559728810156972068e-01 -1.590958117705010277e-01
3.987032612080698701e-02 4.177774767981584647e-02
1.158076690397792791e-01 8.382427766404695890e-02
3.491019325539240770e-02 2.213444792065665245e-01
6.000451839622743949e-02 8.751549873387148848e-02
1.473769995237267372e-01 -5.123667510296513183e-02
5.306076072308702624e-02 1.605886989953013155e-01
9.566614736867974644e-02 3.389572827452585480e-01
2.495489064505680421e-01 1.642451775936359937e-02
2.751231348016058148e-02 -6.072852465598644472e-02
5.435544720014346548e-02 -7.319040713191625469e-02
5.617419141599971910e-02 1.044542690731562196e-01
3.963807742276945212e-02 1.333728760010788328e-02
7.707489300731629189e-02 1.067761268401594688e-01
5.512559255542460318e-02 1.410997027391008019e-01
7.488526780650872627e-02 2.410231518480854263e-01
1.302328545390939729e-01 -4.887634168337051666e-02
2.553990874539023570e-02 3.978703944458988895e-01
1.589457072197698606e-01 1.677035583960240772e-01
5.081834526081285830e-02 1.528271406248418729e-01
1.654107119345485377e-01 2.922616261831471052e-01
1.773024185720959711e-01 -5.408289765010509953e-03
6.154881513365238754e-02 1.742914629544225491e-01
1.740405222574102906e-01 -1.526824869022306019e-01
2.924552404562202890e-02 -2.165573933086850644e-02
1.382670313134641837e-01 -1.971238397293999522e-01
1.363326545601862283e-01 1.194772141984276337e-01
7.628568691825503290e-02 -1.129114343053320285e-01
1.016751227713864753e-01 -1.084013885886696560e-01
7.863072493071381064e-02 6.692730506082056330e-02
1.771771037848155206e-01 2.919923930017640501e-01
8.674352886001614193e-02 1.290774608486751698e-02
1.123911618640764110e-01 3.033485618297517838e-01
1.461190465910200686e-01 3.199672235824280175e-01
1.346188609131516445e-01 -1.197593653391779978e-01
2.090625356550567249e-01 5.086034901461466973e-01
9.032656697191025763e-02 1.668095522509848716e-01
1.873356175302875459e-01 -1.550649796329734986e-01
9.457961361825528712e-02 -2.130331506862573610e-01
1.694515106950375272e-01 -9.020602993341242382e-02
1.816906401233901736e-01 5.877945532649077320e-02
2.776894610836913024e-01 -1.421860594502519781e-01
1.518457765492042533e-01 6.396841714384414457e-02
2.172299649011427691e-01 7.131880967179374253e-02
1.799279204061545456e-01 6.328712857636399625e-02
1.966303467349667655e-01 3.010254962819803870e-01
1.552029881516617804e-01 -1.108979240772522967e-01
1.376996841259059967e-01 5.812923918072207541e-02
-5.202241479665878354e-02 3.333679233516706475e-01
6.749774835662075700e-02 7.454618453062225591e-02
4.618980922164618586e-02 2.370780274936181709e-01
8.416574088620243366e-02 1.410983015899626714e-01
1.153859639937211967e-01 6.406775202286496551e-02
6.032050118816914552e-02 2.286514440350238542e-01
1.263763533935612637e-01 3.561481354751725448e-01
1.409786577705562927e-01 1.644534945343504861e-01
9.088933578184503481e-02 2.346560308970451758e-01
7.089452475525596931e-02 2.326278946345876619e-01
1.423816263875105070e-01 2.041097011883598877e-01
4.851017744441397939e-02 1.483553441251337368e-01
1.365906007886114326e-01 2.849083765284834979e-02
4.382010069536135255e-02 2.274188260723613575e-01
5.999247577911286100e-02 2.227488477335083372e-01
1.222970538552076020e-01 1.122921285664464086e-01
2.635923915584271332e-02 1.308636128650855768e-01
1.395421990171751003e-01 -1.308343880431999118e-01
-1.185003248228020944e-01 2.821682169574943888e-01
-3.950470985243939581e-03 -2.456601454988813216e-03
1.721323875377341051e-02 3.188435593687721781e-01
6.998583963225953053e-02 -7.151037505922339110e-02
-1.184638867730859746e-02 1.751742703409431834e-01
2.827182471520547219e-02 5.028404533796115849e-01
9.612236812384604423e-02 1.319837522312615197e-01
4.566763336985228960e-01 -1.587918742357190549e-01
1.580490314940801166e-01 -6.276268588863516407e-02
1.138707543419248958e-01 4.448705166803842287e-02
1.245033980137415647e-01 -2.827861055828780057e-03
3.945315178832137226e-02 -6.295804469009280702e-02
-2.189722697291843212e-02 1.835739857320498047e-01
6.532268792849127426e-02 -9.160878263664072596e-02
7.388849588253433576e-02 1.885430347374281168e-01
6.393796370141671681e-02 -3.125748578547754564e-02
2.262376193828578852e-02 1.855507651729585983e-01
1.013232049106311955e-01 3.120186745660741834e-01
1.477461685212362041e-01 -2.500553638886109376e-01
8.146863256384388741e-02 2.546858095816347811e-01
6.353088783370862414e-02 -1.882785408089628076e-02
1.102969664717470821e-01 -5.029084908965022332e-02
6.604293324095317219e-02 -1.718449596705774463e-01
8.100936941861555662e-02 1.481067553202114473e-01
3.683294278195696492e-02 1.091479698342916194e-01
7.894700907776096288e-02 3.361170568869664699e-02
1.041703865231215220e-01 1.817450207386208660e-01
1.620166243321434496e-01 1.888614002259308144e-01
1.331592938422090089e-01 -6.092514632503131383e-02
9.676126248928984541e-02 9.677164449408680313e-02
1.647970608640483003e-01 2.106737882715622456e-01
-5.738248303583159959e-03 9.621672143003343058e-02
8.642045897939074073e-02 1.418117547401864798e-02
1.003645882926625446e-02 -9.793419820129950493e-02
7.407189862215365905e-02 5.200690322817989042e-01
1.781593638731319429e-01 1.936623545041436800e-01
7.159615456914111831e-02 4.541804599422331612e-01
9.963236846326448126e-02 1.130843797121324767e-01
7.034115019900247234e-02 2.363105483914465510e-01
1.169407187023675521e-01 2.335758998418137333e-01
5.801745325761015204e-02 3.785039749221420502e-01
8.820488123135335201e-02 2.208027293442546557e-01
1.822288915017819810e-01 6.543771872813630708e-02
9.386008741003802613e-02 1.947608266927807197e-01
1.195169576107632942e-01 3.084737241291103382e-01
1.063963731640990840e-01 2.327751036657016437e-01
1.952174389922831099e-03 1.357189080544524695e-01
3.949824323614400945e-02 1.539295576669380827e-01
5.157375408671151240e-02 1.610450026591737915e-02
5.187591310041872461e-02 2.140280602417390654e-01
1.278237508377279980e-02 1.917397488574643372e-01
8.744775822395536857e-04 1.239020357024595564e-01
8.519847055665798197e-02 2.792925194583004145e-01
4.531387489479760111e-03 -9.747188224046315908e-02
4.177795039544843214e-02 3.111053337563451926e-01
1.070783394579129522e-01 -2.064656193050682653e-01
1.015036117859071108e-01 -7.561209797273482636e-03
9.559837075127392003e-02 7.201397932767342192e-02
1.324997271681146727e-01 2.237215261859182291e-02
8.107240315584855750e-02 7.250474854816213455e-02
2.115681025616920549e-02 3.613107504722664620e-01
2.075182217680844876e-01 5.460051254966558770e-02
2.232378903427988392e-01 6.088116631048773320e-03
2.100751701574996022e-01 3.453910769588805496e-02
1.687638933194449686e-01 8.690496471855152505e-02
1.419202796127222443e-01 3.326765645655867243e-02
1.613027715219405578e-01 7.612925157073424653e-02
9.592426319705876780e-02 1.844816903087480031e-01
6.316559747805272629e-02 1.801196798883869798e-01
8.672525824438048758e-02 -1.738022751227905893e-01
4.788811770311637850e-02 7.798850908211241162e-02
8.384374089020776855e-03 1.702614129740969984e-01
1.715075533944253883e-01 1.736060181564631488e-01
-2.115955091182960754e-02 -6.690053551659541631e-02
1.157423167017057608e-01 -3.343399313181717042e-02
1.183373640219463965e-02 2.096214834751139455e-01
1.487614837396035172e-01 3.245919288026432037e-01
8.863215510011433762e-02 2.139537052222000302e-01
-5.314159394525952429e-03 2.189192676867739995e-01
1.405107000242482029e-01 2.988062674526013041e-01
6.740684662831313012e-02 4.702894489186180138e-01
4.439920635183827041e-02 3.525475017990426507e-01
8.248935738709164966e-02 2.833531883798579010e-01
-1.730629220768844373e-02 3.273190512298083110e-01
1.502784460779519604e-01 2.233142856451349467e-01
1.103162950950046794e-01 7.394835261623444733e-02
9.677189538217541298e-02 3.319272083052948186e-01
7.319398746816759005e-02 -8.835700431628334961e-02
7.926690559880653075e-02 2.684843070354171468e-01
1.767213522631232436e-01 -3.174643244618807758e-02
4.974500850841601096e-02 -4.076202091846418962e-02
2.064317495010515036e-01 -6.032684030280818788e-02
8.284322786015300977e-02 1.941419632345453006e-01
1.414830658759487492e-01 2.016451809802551898e-01
1.144382217008897418e-01 3.254595901755796272e-01
9.011188643469843218e-02 2.407000946093622584e-01
2.960639578670635867e-03 -5.625470957846367970e-02
4.687586362135739981e-02 2.623199444472353314e-01
1.315067297960642589e-01 3.120377558386562278e-01
8.284414317274231554e-02 1.402974560927839898e-01
8.815692218707640859e-02 5.033564920634742146e-02
8.730741458826682400e-02 2.510715094953368531e-01
8.710395574206261649e-02 1.237819854858712709e-01
5.003291480821486781e-02 -1.726718681857343229e-01
7.958695959174595658e-02 3.357189894043596246e-01
4.700285424743306378e-02 4.153108163254514706e-01
6.057804049896314824e-02 5.483191528758007971e-03
4.970518774283072538e-02 1.840540348955479466e-01
1.293552722085489770e-01 2.572636617222826549e-01
2.536892175991194986e-01 -1.074164242539166203e-02
1.511987330663545070e-01 2.771099599867635765e-01
1.603344569003681552e-01 2.868230828129451626e-01
1.408992848984303159e-01 3.012693681273896917e-01
1.578957005663941815e-01 -8.945358573548925496e-02
5.974311981283982054e-02 1.271422071394359699e-02
8.926355446299194529e-02 6.190407967702828834e-02
8.274167842322116551e-02 1.074091868740567335e-01
1.171485470974728549e-01 2.163752497237072525e-01
5.108278775818936995e-02 1.513172778764404203e-01
1.204270582125122752e-02 2.399374932524508119e-01
3.355214456010406632e-02 1.475576146152427492e-01
1.121548641170440688e-02 3.371783852748904131e-01
4.901393726216652508e-02 2.451694086332091016e-01
8.735201280226906340e-02 3.792573561484170463e-01
8.647554339626527253e-02 5.321633447389870208e-02
3.370720285898351487e-02 2.678340202583413543e-01
-2.166221532646128017e-03 6.620968899723445045e-02
2.280226130299588955e-02 6.629603511048132169e-02
1.920470675718900511e-01 -1.077024378178776942e-01
9.011938334383556848e-02 1.151177672817664810e-01
1.125788703286471765e-01 -1.016159145229305338e-01
1.643594336891463503e-01 -8.823045492174808047e-02
2.083310667787377501e-02 2.515056172473184581e-01
1.669630524826219986e-01 1.603420074396784412e-01
2.570523380034581695e-01 -7.212963138140371377e-02
1.925305385406499703e-01 1.641781835992337513e-01
-4.571724676552542388e-03 1.105825825977901911e-01
2.324717562527195691e-01 2.538595449375334601e-02
2.179960801991651931e-01 -1.112087968840617114e-01
3.294275684455622022e-02 -2.022796927794817679e-02
2.151436803362087868e-01 8.494966907838530368e-02
2.497106965185234284e-01 1.092324271622304027e-01
4.044432723336975621e-02 2.266158256833153695e-01
2.515318186781102527e-01 1.106430326550905674e-02
4.005779679657555103e-01 -1.237152897521493072e-01
3.544788630624119974e-01 -2.792722109642314376e-01
1.950648127169135604e-01 -7.988888585225209504e-02
1.885562431422133922e-01 -4.939078986032402474e-02
2.571422387892031702e-01 -1.456849975068138514e-01
1.114835005049746308e-01 3.341536414455615334e-01
4.381949309527606584e-02 2.806252545589852862e-02
1.437236651706675916e-01 7.999991426669469941e-02
1.268938521120882568e-01 2.297999291881951400e-01
3.681445398920762946e-02 2.354778739106904717e-01
1.081370917459520686e-01 1.904326154091363910e-01
1.509529328029497464e-01 3.049219387419746519e-02
1.655765756758822427e-01 3.187742282415771955e-01
2.137141439882013494e-01 2.511096463089064201e-01
1.228311650742679173e-01 3.085162377356738261e-01
1.629255144835498048e-01 5.315876310511891134e-02
1.465291017638638837e-01 -1.655315170280397541e-01
3.114340050213506433e-02 1.387364739976235661e-01
1.482295550416231622e-01 -1.392514445648829202e-01
1.029138097462156398e-01 4.277266636892318452e-02
7.916996576610820652e-03 2.820118983127110068e-01
2.584533322937422606e-02 2.051389996298143004e-01
-4.074318104701192544e-02 2.049672549375181341e-01
5.701208141315123462e-02 2.487573374551035887e-01
4.302990234602641073e-02 -2.580987802620292315e-02
1.157617146291288340e-01 3.714768954675177204e-01
-8.083251154434513419e-03 4.619794761213236178e-02
6.054335561461279824e-02 2.591390448644396716e-01
3.964114215130069147e-02 4.073716868034216176e-02
1.455259262640257178e-01 9.272747630086497495e-02
5.979249048100998554e-02 -9.136507687156618374e-03
4.798928264380693254e-02 1.400318994755521962e-01
1.539222457411767719e-01 1.322388681169728852e-01
5.396086567009613505e-02 6.970384016867132992e-02
5.420785014737054819e-02 3.453059769415882663e-01
4.577417972279691771e-02 2.437480326717254009e-01
1.041006558704778429e-01 3.463554533503569455e-01
3.095824190534557374e-03 -1.191981286797651196e-01
1.803474074701854474e-02 2.515541016797699370e-01
1.698952269301308438e-01 -2.361322599028474745e-01
9.163533299913778629e-02 -5.553085969850118930e-02
-2.350046990630684507e-02 -4.207602579323665992e-02
1.459308287664043136e-01 -2.579170678010943296e-02
2.014909016298452871e-01 1.283899472140273001e-01
6.727235308422931104e-02 -7.493574349620939212e-02
2.345493793362925516e-01 -1.020067634070169205e-01
3.419480597307032743e-02 3.124999881884217290e-01
5.575586518331267921e-02 4.573115113675271237e-01
2.761134469177712325e-01 4.638399320232680645e-02
7.547748474772607297e-02 1.558435293175985670e-01
2.840388078262338634e-01 8.455066776414935092e-02
2.194388012819359635e-01 -7.664557357582306441e-02
1.143703637169600773e-01 -3.347422518707550421e-02
1.115138209322939222e-01 1.977929836763507865e-01
3.555162365617969833e-02 1.339551186815367834e-01
6.409906710706914090e-02 3.014089640473648357e-01
2.549107893677848291e-01 -1.916455977268105570e-01
1.826316455004254879e-01 3.198646501314098556e-01
1.925827628787573353e-01 1.606494061918977145e-01
2.128634063870304127e-01 2.660341841071485192e-01
1.707652481347165796e-01 1.773508898778526077e-01
6.292075768125378332e-02 2.065513097981190038e-01
8.878246785510314487e-02 1.150443839527781620e-02
5.000736499755546044e-02 3.967812828215464549e-01
2.574444559439126867e-01 -5.533803063603093264e-02
1.220263546368617613e-01 1.677468487424060295e-01
8.676521143625663679e-02 2.885448436405335104e-01
5.235489490141398417e-02 1.766942541715992854e-01
7.508729569216968103e-02 -8.136886991997588359e-02
