# df dtau f tau ell mf af z
5.759037498352069795e-01 -2.082563589842114093e-01 2.505402868396886618e+02 4.159476848305753392e-03 5.137334027464706310e+01 7.321407901604467838e+01 7.308828816942645190e-01 1.195916659556632011e-01
5.837432392928957325e-01 -1.472513242603152861e-01 2.428003586626724655e+02 4.064712788711506535e-03 2.784240110879018459e+01 6.965123214570436971e+01 6.906118645845742421e-01 9.918182378071438432e-02
1.832455554830208388e+00 8.473275873742931452e-01 2.404124646296985759e+02 4.122372879466950669e-03 1.218854365181788069e+01 6.923654895331208081e+01 6.833840459137358048e-01 9.169781190188412701e-02
9.030781419939128973e-01 1.779453925435930284e+00 2.525389733935386403e+02 4.572694108004944809e-03 2.884370462284770298e+01 6.828148579781756666e+01 6.860635303854744071e-01 8.708162164010777029e-02
5.112107061698041299e-01 3.447808918450854243e-01 2.544247232695976209e+02 4.125288946240428418e-03 3.584831550956785406e+01 6.725219022522000500e+01 6.811533930050767127e-01 1.013998526094462560e-01
7.244682008923617467e-01 1.388063903163636148e+00 2.476428483511867853e+02 4.196574395077583286e-03 2.076429889454937694e+01 6.745377718627111108e+01 6.831055685340615691e-01 1.028580304331575407e-01
-1.897993652360521200e+00 1.390731861867436692e+00 2.399378181697168202e+02 4.005711921872870049e-03 5.892532978014692446e+00 6.772471681456093506e+01 6.835912293135439910e-01 9.107668221994286162e-02
2.705720317339561087e-01 1.189094977692400246e+00 2.430594243819033977e+02 4.171304868135647381e-03 2.251943172229442425e+01 6.719073560227215580e+01 6.653923176648115501e-01 1.233563027511236920e-01
-6.108717468163968878e-01 -7.495486510638879052e-01 2.420504338829580888e+02 3.934106460948607990e-03 1.631358728484025189e+00 6.698072680074687923e+01 6.710363946353226083e-01 1.203986883085950421e-01
8.264137869130518954e-01 -1.325301124293205568e+00 2.433248696449161628e+02 3.920868649251281306e-03 1.104871029258689674e+01 6.762287674263492931e+01 6.837437949240339208e-01 1.123541147612628910e-01
4.490073871551643059e-01 -1.599889212465770427e+00 2.447665672651166346e+02 3.837714197836888247e-03 1.050481750851912111e+01 6.648080623191732741e+01 6.706029678531232330e-01 1.072613489340757537e-01
1.614327995677697691e+00 5.646830529807109755e-01 2.563194731850056201e+02 4.142451799101839506e-03 2.474523290424010469e+01 6.820081431184112830e+01 6.809781310874396532e-01 8.754533343560068348e-02
1.700058795292860303e-01 1.902635951181506524e+00 2.397834425394597986e+02 4.230991974207379616e-03 1.744095376667058162e+01 6.823888925259487337e+01 6.805597099103489755e-01 9.138426507138491806e-02
1.602166087209205614e+00 1.192883805861828961e+00 2.597744346259173653e+02 4.164048561548671333e-03 2.303414630214921033e+01 6.670717515573434753e+01 6.773011049677939432e-01 8.094817576752334765e-02
-4.007266301535024056e-01 1.834129691946432050e+00 2.433148055945101760e+02 3.994635740270755138e-03 9.741019070381067735e+00 6.676800010332252100e+01 6.796599622747062641e-01 8.806797606990125760e-02
1.124538414758502025e+00 -1.372298524681037080e+00 2.556471032406661834e+02 3.639555650278422302e-03 2.300569799441458585e+01 6.658318377542295252e+01 6.781204123361765923e-01 6.470489883912744489e-02
2.469713034930258733e-01 -1.243131363558371838e-01 2.509179223181762382e+02 3.982852477278205940e-03 6.068377379972832131e+01 7.011624752163106677e+01 7.094294527808315820e-01 9.399973820493286170e-02
1.958141574685299924e+00 -6.302096565326360533e-01 2.586373492476652132e+02 3.989127963170057030e-03 2.669115011027221840e+01 7.015681184703183249e+01 7.101609000511199810e-01 1.048570808263136894e-01
7.641566205474168427e-01 1.521102166557191104e+00 2.503455058130864188e+02 4.572796327201064485e-03 3.111546989282744491e+01 6.849860536248858978e+01 6.761329550531222088e-01 1.123391030305097155e-01
9.083283513556428268e-02 5.804845041992695576e-02 2.507495704467808366e+02 4.264044909067626551e-03 9.103603826836743451e+01 6.920631491562403426e+01 7.002321533283035748e-01 8.756766644155455914e-02
9.735921673178432600e-01 1.883074720989875717e+00 2.517865976913659551e+02 4.748501552397253397e-03 3.066881087240612658e+01 6.949589286417040057e+01 6.962311733622529308e-01 1.104166245961322179e-01
1.741901180205285726e+00 1.679664956693335931e+00 2.481702326737158444e+02 4.289984525144245955e-03 1.821771269753943656e+01 6.915484178651519187e+01 7.012797831166985851e-01 1.059585787795262052e-01
1.368171960713550961e+00 1.454239578556509649e+00 2.533423959189054528e+02 4.412647028246780359e-03 2.528593505785329754e+01 6.895818820052265608e+01 6.968507334363764905e-01 1.063599251720006300e-01
1.928840840468515339e-01 3.999191102397938735e-01 2.570241289677525174e+02 4.155925852763048961e-03 4.966617102879081358e+01 6.447757650076155755e+01 6.402121530323326981e-01 9.039011817539087390e-02
1.111898683545650357e+00 6.391750500794062262e-01 2.601099754685332073e+02 4.406862512520258110e-03 3.574968921555827706e+01 6.958744860081486650e+01 6.989165966052715007e-01 9.359930593184880021e-02
1.119355216452803337e+00 1.575242729362243299e+00 2.513454267011196066e+02 3.830710006312478943e-03 1.156077643005636801e+01 6.414788882505587253e+01 6.382810400641870663e-01 9.930496333493406269e-02
3.731503958648753616e-01 4.006535878704751141e-01 2.521478392581382479e+02 4.428683693511281487e-03 4.796374061008138767e+01 6.927342370273177607e+01 6.994619856374709732e-01 1.188464741229571103e-01
2.707683289780182800e-01 4.770017856993193917e-01 2.504322970642938344e+02 4.607757157520853651e-03 5.409444224610553675e+01 6.939345153099844765e+01 6.983632486108922732e-01 8.792857417519962804e-02
-6.969214171066591135e-01 -2.681011292944508462e-01 2.393534558510216925e+02 3.879501927315646189e-03 1.070062443034647437e+01 6.648930411134583096e+01 6.487318540156338242e-01 7.541980356159036503e-02
8.139393181705223412e-02 6.308876761697146396e-01 2.485514543670375360e+02 5.325843688789587242e-03 7.773511267760714816e+01 6.628628405477670071e+01 6.297607085082806977e-01 7.577511813264642404e-02
1.873661339023411088e-01 2.603283835601984952e-01 2.574730563709824196e+02 4.318028549899634305e-03 6.485250453275519078e+01 6.648553490966190793e+01 6.619726718976611801e-01 5.171423995392226969e-02
1.183199128469287764e+00 6.653562759506281843e-01 2.476375841867819076e+02 3.920245530453390567e-03 1.399784817193063802e+01 6.607410386047067163e+01 6.546825292150391107e-01 1.102128876785560818e-01
1.286817551173187635e+00 4.422862051147111728e-01 2.556361484372033317e+02 4.570090136453657144e-03 3.821351027435948566e+01 7.316608070418209309e+01 7.295172202368119807e-01 8.981598169542666377e-02
1.789542850363273097e+00 -1.066823910337602044e-01 2.610452283914655709e+02 4.300086446498968713e-03 3.597570246160726271e+01 7.324487005432828823e+01 7.262959681579183036e-01 8.616246119007085758e-02
-1.434576099650790137e+00 -9.370307704314413400e-01 2.396723496036277652e+02 3.923626313736702786e-03 4.548892848078788020e+00 6.706757620739122672e+01 6.590027254237762477e-01 9.153169267946488497e-02
2.075872055607612954e-01 8.869945067995338439e-01 2.445344752985865568e+02 4.368317190000894391e-03 3.649690157719923889e+01 6.698915305523090069e+01 6.507998100640541850e-01 8.910139945115358451e-02
1.287128207894807197e+00 -8.919492161067592573e-01 2.562069096236245969e+02 3.883052409411981865e-03 3.622162994947218806e+01 7.231780156682512484e+01 7.274999911112886020e-01 9.244025925201349025e-02
6.872662731911146627e-01 1.825133822094425540e+00 2.467664390868107205e+02 4.526966728022079577e-03 2.608203395299708660e+01 6.892900850334746110e+01 6.982482132423225574e-01 8.876681270801584089e-02
1.086223757747504015e+00 -1.326155071700063193e+00 2.666722397122780421e+02 3.296191633095469243e-03 3.257033655298458541e+01 6.563243267994485564e+01 6.491941499307850583e-01 1.056080565296235591e-01
-3.123695748666069916e-01 6.760677171824482912e-01 2.415579294108835029e+02 3.893411839092498009e-03 9.537533883945313207e+00 6.615242439910730354e+01 6.481913835737124208e-01 8.388503358249319031e-02
2.808110062221214065e-01 1.277340103861413834e+00 2.506346191784827795e+02 4.768681141352280883e-03 4.185325090834491846e+01 6.680574219657701462e+01 6.620544535146316578e-01 1.247429048276737229e-01
5.939635614956579879e-01 1.331564550077887654e+00 2.451459709698378049e+02 4.104252462015122414e-03 1.915942483600368362e+01 6.683544844319237654e+01 6.598367694844510245e-01 8.546402256768331762e-02
5.461699207204580020e-01 1.370185502107147624e+00 2.547149281192442913e+02 4.626793827193655291e-03 3.688870291515780053e+01 6.684763291808707208e+01 6.589828890128218708e-01 9.213232086792359776e-02
7.538685153895170465e-01 -6.804731153700327440e-02 2.571886109851109836e+02 4.059602720923451841e-03 4.114041798738109179e+01 6.953214405014198007e+01 6.936112889923942149e-01 8.248417907525767978e-02
1.008189872600286918e+00 6.467058478100862207e-01 2.540119531340345418e+02 4.178538599817380531e-03 2.745750552024741964e+01 6.787207696001502200e+01 6.833846715559409590e-01 8.745502372317306983e-02
4.869951426323378962e-01 -9.871636409736153084e-01 2.453058971006711317e+02 3.810269292540705444e-03 2.000420166468523675e+01 6.732279203612110052e+01 6.774948538195036951e-01 1.027185480525684563e-01
4.951329333560261503e-01 8.035152950026009933e-01 2.535267511691714049e+02 4.552581636887595602e-03 4.138176276329013348e+01 6.858442767336583756e+01 6.902350670080233952e-01 6.899647889364224351e-02
-1.449685175781621815e+00 -1.532598806266963098e+00 2.428501726978093700e+02 3.873563696719660703e-03 7.788685632536846981e+00 6.648687530892556197e+01 6.756719421546234505e-01 1.143528289138507764e-01
5.101019993143977027e-01 -5.242150342799953844e-01 2.430140145682487685e+02 3.906169730780760258e-03 1.952961924193083121e+01 6.775482132342571617e+01 6.725339784086310502e-01 7.497736714062991359e-02
1.847788328655161960e+00 3.938926288288775446e-01 2.517697324144110951e+02 4.051571052959358592e-03 1.796756335146486450e+01 6.793827559378520675e+01 6.892344072363839613e-01 9.252403140208281807e-02
7.951751278650096566e-01 4.079624045181612368e-01 2.591491888750128965e+02 4.288476869058447001e-03 3.948617799964697639e+01 6.878712176806678258e+01 6.884406044140263248e-01 7.562606732885721050e-02
1.362636241101410572e+00 1.210079177994425326e+00 2.472119982151156989e+02 3.879576462946992838e-03 5.591291847719029207e+00 6.579435394946918336e+01 6.706474160960865794e-01 8.368253283875091986e-02
1.197262660871273532e+00 1.198847767424776833e+00 2.512968502485881857e+02 3.964035200669871646e-03 1.456049540414074350e+01 6.581054567593963611e+01 6.708745723806832650e-01 8.392470613320023032e-02
1.834664475379574888e+00 -1.665562728445774798e+00 2.420022553642537844e+02 3.927384572988575767e-03 6.590414862784156114e+00 6.735358905196653723e+01 6.689733315513466394e-01 1.011152047839340984e-01
2.164537708535841931e-01 5.637534469098968160e-01 2.516046651678945238e+02 4.166468084115098128e-03 3.653102681442723565e+01 6.597735902942048369e+01 6.728067705594336090e-01 9.088821612537974215e-02
1.173709581307532668e+00 9.326035917785917562e-01 2.491254854963813443e+02 3.825070955666024040e-03 4.132290192390314587e+00 6.505817979566113252e+01 6.670294381143747620e-01 9.639958562584018120e-02
6.142278046607434483e-01 8.641055358484023285e-01 2.495785332305445081e+02 4.120516932018145236e-03 2.424828202541884181e+01 6.683613063798101450e+01 6.729539854017106970e-01 8.905489694967591574e-02
1.201200369648313782e+00 3.944203800608829802e-01 2.565627152781491418e+02 4.048674428886326997e-03 2.612816135318969657e+01 6.717396365180619000e+01 6.722804832092817984e-01 1.024867278880820520e-01
6.565367990226463890e-01 1.741332009706357820e+00 2.524506069226495129e+02 4.645944015384231157e-03 3.170890412239040757e+01 6.779658008378731893e+01 6.819232586095672621e-01 1.203509137106001797e-01
1.593135200620650727e+00 -1.272784943627671472e+00 2.512141781449502105e+02 3.811300852961717854e-03 1.893342939607302355e+01 6.767713099883204109e+01 6.809768073738534655e-01 1.207228836713265807e-01
1.264729912534426237e+00 1.852582082626610394e-01 2.644135044023636283e+02 4.054048389556351786e-03 3.179091082915205746e+01 6.764446709580185768e+01 6.847711077051457096e-01 7.921569580924239795e-02
1.832039992945595053e+00 2.152571015888482542e-01 2.602162784263063600e+02 4.030808467996027655e-03 2.382914756498509234e+01 6.765517086878259079e+01 6.855143937720212799e-01 8.717707430826834858e-02
1.235898822801408947e+00 1.647320865688807867e+00 2.574698497557087649e+02 4.431727948956667475e-03 2.683202816519129641e+01 6.768143857881946701e+01 6.859598368511331534e-01 8.286215867597034046e-02
1.893961311260650149e-01 7.796149036646862207e-01 2.463227558622502329e+02 4.717826869636326109e-03 4.822399141742521778e+01 6.865486758285629776e+01 6.903787116074387997e-01 1.273613954928110581e-01
6.242516438643972432e-01 1.269340799561629263e+00 2.455019319999574066e+02 3.978076564877703301e-03 1.544335789522127200e+01 6.599663698162848391e+01 6.486244549644198942e-01 1.106448076913690154e-01
1.018636151524741962e+00 2.635842525762512878e-01 2.561424563223677637e+02 4.652978845113239260e-03 4.780121607176073439e+01 7.477697053397523064e+01 7.373971060821662427e-01 1.075704714541285689e-01
1.861185284397358863e+00 -2.458741168040923242e-02 2.481202435786492799e+02 4.077565350876823265e-03 1.710288774125146460e+01 6.905543181966876887e+01 7.022419401965027674e-01 1.078021167211884596e-01
1.832649844385500604e+00 1.329418827684381910e+00 2.517037437382352039e+02 4.315010470952515900e-03 2.095493068180301677e+01 6.936823875541068674e+01 7.056730821509283880e-01 1.124136336642948264e-01
6.336052598450034878e-01 1.892162982045903830e+00 2.478527500374696615e+02 4.694657835542317276e-03 2.944521039490481940e+01 6.923894180118524844e+01 7.048715295875659370e-01 1.121969251532791700e-01
5.941733781178109020e-01 1.290517615470630375e+00 2.557354190389828545e+02 4.606330707943186338e-03 3.604407661600056656e+01 6.752492062509656989e+01 6.837781558278374083e-01 1.175678279905695844e-01
1.332410066894222478e+00 1.740692650072768188e-01 2.505251683742720274e+02 4.140210726826743827e-03 2.330524155257278451e+01 6.940829138901543161e+01 7.080843297044782103e-01 1.084082841793860691e-01
7.977084190193813873e-01 1.286409131764403524e+00 2.557670125534689305e+02 4.737925798849804485e-03 3.640606022495619953e+01 6.954562302495229176e+01 7.102420359146904838e-01 1.029186009300175342e-01
5.675913296913077666e-01 1.457596150805025026e-01 2.543172251216360849e+02 4.206400741651980177e-03 4.131744919104446012e+01 6.954595633727734594e+01 7.103099866041110433e-01 9.324577259643983262e-02
9.208632506978826626e-01 -6.488375076489329984e-01 2.507464547283637728e+02 3.868753672223487761e-03 2.418897424562402776e+01 6.801101467161518599e+01 6.918462839267535136e-01 1.015211310687161028e-01
1.776901571224450138e-01 5.418058719613805252e-02 2.563836330641079257e+02 4.166983118630415359e-03 7.604252617122838842e+01 6.869749079329497476e+01 6.920304623826342150e-01 9.388515955379569955e-02
1.078227859593370308e+00 6.835317939634502071e-01 2.562224657622228960e+02 4.297599369470833305e-03 3.094389836189510135e+01 6.877325837169087208e+01 6.925054282425372465e-01 1.037374559579193889e-01
1.622254021913810185e+00 -9.118498923562117220e-01 2.525328802854174057e+02 3.802475869117988121e-03 1.404593311026817659e+01 6.588869766806033113e+01 6.727186406037853894e-01 6.481996085126619234e-02
-5.508563528431311695e-01 -5.757274429403698157e-01 2.450360635499891941e+02 3.842860487663163783e-03 1.107024945205053079e+01 6.586549054833653827e+01 6.721544041559619487e-01 5.854390900295186606e-02
7.201623437111954740e-01 -8.466176037846473434e-02 2.409490600138416596e+02 3.968212805333764560e-03 1.518835710970861896e+01 6.777578007863095877e+01 6.617402843774058407e-01 8.924597885166508926e-02
3.695237567974734572e-01 8.160251131099666155e-01 2.532841754287339313e+02 4.643283734807293790e-03 4.988654903329318557e+01 6.656169329898784781e+01 6.110662186378174043e-01 6.863188898303705654e-02
2.783840264028064060e-01 1.152678613230368576e+00 2.419941103513695566e+02 4.190640764902609817e-03 2.082810240645651234e+01 6.802283005670199145e+01 6.821160155625802801e-01 7.737230104999601177e-02
1.907534043109051058e+00 -8.526287909451983893e-01 2.479533130450844851e+02 3.929349983065208614e-03 1.498309602076946945e+01 6.794361004871370824e+01 6.840689106995948565e-01 1.066421385839046165e-01
1.540594219159617140e+00 -7.655738683444193171e-01 2.411207059028098456e+02 3.992327656475947763e-03 6.112999449677797514e+00 6.799192028876092309e+01 6.831490317445992888e-01 6.947252524044313093e-02
9.479212387358478820e-01 9.105800783757764805e-01 2.521639987647697296e+02 4.239977429226193459e-03 2.654953702163329510e+01 6.793619062017269528e+01 6.836537871869786676e-01 6.721199302823890886e-02
1.407299867237289392e-01 5.816991428328327496e-02 2.521233880512150165e+02 4.104059935945983222e-03 6.155557406381575447e+01 6.805445273449518595e+01 7.031217657266283227e-01 1.216064248097942085e-01
1.238690697049200429e+00 -8.128247782356017304e-01 2.443147720104155098e+02 3.933897992052765025e-03 1.302409651367000443e+01 6.773811850912551336e+01 6.798524134401459085e-01 8.585383607480091828e-02
1.130825675365750405e+00 1.483374242118168596e+00 2.442527135462250385e+02 4.322088781085448028e-03 1.868391334096924439e+01 6.981354194155221649e+01 7.130775208936585008e-01 9.003526925577151618e-02
3.195315862381219452e-01 6.641672339230595412e-01 2.516790985653198334e+02 4.221325398732180684e-03 3.651104748072941675e+01 6.620452052159205891e+01 6.607878859914929626e-01 9.440912299394865759e-02
4.531095486916140169e-01 9.755426331441192644e-01 2.472719149234707174e+02 3.981292530296003281e-03 1.910431336306547934e+01 6.567764513925597214e+01 6.500872829284105592e-01 7.466516406676214357e-02
5.873792797312682445e-01 -3.412554838531907109e-01 2.491247458919621351e+02 3.799499814535766979e-03 1.008408541858836927e+01 6.503308001754041356e+01 6.604955813561473876e-01 6.770928487038037347e-02
-9.466909085389305645e-01 1.179940579525283750e+00 2.465711991246867285e+02 3.842362480010523291e-03 7.910092828131723763e+00 6.504866580038108737e+01 6.598072647197447127e-01 7.437668481846154700e-02
-9.678738668486315255e-01 1.839542117152990652e+00 2.419119377707537524e+02 3.973426923035920655e-03 2.300871609033517728e+00 6.743430667961965241e+01 6.825432561472565274e-01 1.152949623652056582e-01
8.770735047530282547e-01 -2.610257114509799692e-01 2.568612861434446586e+02 3.827534839456774984e-03 3.262396677240583642e+01 6.712142463478241439e+01 6.569848212871089999e-01 7.229950991598277366e-02
6.991862812712625885e-01 1.395750380904213106e+00 2.521302749125771641e+02 4.738191614905581418e-03 3.512711638079738918e+01 6.950227862902548281e+01 7.054561229445467374e-01 1.304283606579386134e-01
1.379131739325166528e+00 2.709558091873230379e-01 2.435217816951364682e+02 4.014146675982911694e-03 1.163539331351879724e+01 6.795565325901074516e+01 6.828199487479665875e-01 9.844136693537339222e-02
8.964042366442447340e-01 -1.285792930353724106e+00 2.464986137932313284e+02 3.830905709649217762e-03 2.127272648931398535e+01 6.858684488699279314e+01 6.942363409424406884e-01 1.350156838920021363e-01
3.719059869262020257e-01 7.849131978865815373e-01 2.610674955237970494e+02 4.809204138320199995e-03 5.312854548126689735e+01 6.749783770227602986e+01 6.854526367471347470e-01 9.416781386182615510e-02
5.369414087935889812e-01 2.533864789603528234e-01 2.479149564511466792e+02 4.003963883533429718e-03 2.280506589594684996e+01 6.717578000218523471e+01 6.816627863359113748e-01 7.054383483481684036e-02
1.873584718980841668e+00 -4.790762607827385722e-01 2.545329953195834776e+02 3.883499937504275058e-03 1.839713447762298770e+01 6.705242506900286514e+01 6.789397498355188576e-01 9.063380804613349606e-02
8.810806437395758417e-01 -1.295238347356992836e-01 2.634555225889046142e+02 3.883525805113072216e-03 3.580614818367597962e+01 6.708172415809488598e+01 6.786314765497626356e-01 1.015465737738419222e-01
1.142850756581786698e+00 7.306820769978896735e-01 2.535123191834471186e+02 4.089889541396578808e-03 2.320601143842116443e+01 6.704732043423996402e+01 6.738336608365775859e-01 8.620199322810963294e-02
1.137855284819024426e+00 -1.693046167213176023e+00 2.504759213035745518e+02 3.680966258668191392e-03 2.000300699506899349e+01 6.701219963242601807e+01 6.720809726781120652e-01 9.782739995389430621e-02
1.172810225685009033e+00 1.818527273297287472e+00 2.543831381903287649e+02 4.393665168446664326e-03 2.505713965818330635e+01 6.742133283640609420e+01 6.752989660933303995e-01 1.196172842682909632e-01
2.433834606783395471e-01 1.055069821573799027e+00 2.414525906659901580e+02 3.960740921621390236e-03 5.890211614439373022e+00 6.718905894161170522e+01 6.708301028264768151e-01 9.477853705883397539e-02
-2.240842260590264479e-03 -1.338099403412597699e+00 2.404902700799540867e+02 3.791722002699618281e-03 1.751296797060307853e+01 6.724147247687977824e+01 6.662747493316385494e-01 9.892413768334451518e-02
1.516874233817638640e+00 4.042896263609764285e-01 2.433385244894082575e+02 4.325964451923205306e-03 2.731113325970386541e+01 7.180813335946623965e+01 6.733463896035466467e-01 1.054412717750933953e-01
1.587709016456097189e+00 1.786482621145231597e+00 2.537090177703315703e+02 4.422291045871517591e-03 2.399696807216322014e+01 6.863217683184755913e+01 6.845283672785221762e-01 8.522873696342636585e-02
3.397692156585128131e-01 4.496125257416889731e-01 2.529852247049529410e+02 4.484029069136684711e-03 5.131160612926423426e+01 6.872075114931193696e+01 6.842687309111065153e-01 9.236582902645064375e-02
1.223391457963497686e+00 1.370936009352681006e+00 2.480876596131494409e+02 4.562401085987048861e-03 3.160247996446569019e+01 6.965800032667345931e+01 6.317351039171359428e-01 1.102339764765351282e-01
1.613240984556415292e+00 1.660193514699232153e+00 2.520874324366345434e+02 4.392132714190738647e-03 2.298145313040934923e+01 6.900954119554882027e+01 6.918940003612257250e-01 1.013483854509647925e-01
1.855697225917158022e+00 1.142721351911318184e+00 2.583287062345809773e+02 4.428478250556695632e-03 2.759092836780209268e+01 6.974338028510464937e+01 6.911707728770547510e-01 1.195900140497382913e-01
5.269801462041158180e-01 4.779295937017463691e-02 2.581322013518815766e+02 4.047854876912365674e-03 4.518091370803788465e+01 6.815468002727666885e+01 6.816478165343825557e-01 8.003831484397519458e-02
6.935197515928135381e-01 7.949256568178544313e-01 2.490941790790430730e+02 4.370636721538443369e-03 3.186774939268991247e+01 6.909926408832249933e+01 6.908229279031337100e-01 1.092962405363488293e-01
-7.497724127001073047e-01 -8.620046582634750543e-01 2.424604084032493745e+02 3.953792245145267177e-03 1.413469820157121637e-01 6.719808616302685778e+01 6.796679241007531624e-01 1.137580204669182554e-01
1.911462486513676229e+00 7.980688700293002702e-01 2.465630407231747938e+02 4.001236731881406203e-03 1.250833205626469180e+01 6.729579564459410790e+01 6.723111706987858760e-01 9.773696710175405755e-02
8.475527543820937648e-01 1.505606609791421135e+00 2.571094374102643201e+02 4.554583171038812522e-03 3.222572595785773331e+01 6.743949773769719513e+01 6.768779529282688001e-01 1.001346624923843687e-01
1.334394634167479943e+00 1.454869405422866357e+00 2.519325585001328420e+02 4.265965378157449833e-03 2.208476708235654584e+01 6.794652791377998824e+01 6.840860690410431877e-01 7.915843396218565087e-02
1.805358331136794225e+00 1.733022921812214789e-01 2.677260333196778106e+02 4.124336434988969471e-03 3.102194441007187109e+01 6.888907217990063714e+01 6.926759788451199995e-01 4.100303431494417561e-02
7.571420526627560266e-01 -9.754447204766059087e-02 2.597478641763071323e+02 4.010502820578788069e-03 4.117468493702401133e+01 6.901209189108513442e+01 6.943757946461289743e-01 5.614358652566853181e-02
1.195973698220928805e+00 -1.030636887738677565e+00 2.487740086909446120e+02 3.829398545541816933e-03 2.316954984722000432e+01 6.856512920799472965e+01 6.801343442573853926e-01 6.628095501061428974e-02
2.414412992075947173e-01 -5.117306882437882010e-01 2.532347409142933827e+02 3.323720742806897648e-03 6.164915081349110437e+01 6.868519761669439561e+01 6.818569684010454823e-01 7.727642578735248458e-02
1.949526782902340827e+00 -1.952900508887905229e+00 2.493656615760653779e+02 3.803392347555238553e-03 1.877640366539218064e+01 6.886017068354178150e+01 6.875646357140335896e-01 1.088067793240307529e-01
1.642178634547134752e+00 1.775635196727242793e+00 2.461961114888281372e+02 4.299446583045983192e-03 1.826567260141061055e+01 6.922398948187671408e+01 6.920416565747066207e-01 1.115463664141901068e-01
