# freq tau
7.064756620181682933e+01 1.751133456126157881e-02
6.776322861122311281e+01 1.816910066397963569e-02
6.746517144222976015e+01 1.936520919485207326e-02
6.841551803191855186e+01 1.833165087465737572e-02
7.382736930422660748e+01 1.702459687634102353e-02
6.617838050400112593e+01 1.762068138411764656e-02
6.788566618692186694e+01 1.912170301199027367e-02
7.098763821836843135e+01 1.552705078555010991e-02
6.723447609679196546e+01 1.737799390901402855e-02
7.121569144977917176e+01 1.545320634529692878e-02
6.827166425521089366e+01 1.579822087429044036e-02
6.982196593144661279e+01 1.542123984353158117e-02
6.852822774488498681e+01 1.576882406563642411e-02
6.876292254513388968e+01 1.627473746604786789e-02
6.662132272458029547e+01 1.693186546049550711e-02
6.776615758972455694e+01 1.678264569277636287e-02
6.649430569247439848e+01 1.758276598382299202e-02
6.476571317027351427e+01 1.768808940721226103e-02
6.542627017337922268e+01 1.765451227881819490e-02
6.988859634005358146e+01 1.612807674732773255e-02
7.043512156891991083e+01 1.745390961055993950e-02
7.279577015119853911e+01 1.375164349965033415e-02
6.721153224591874675e+01 1.728051635353716753e-02
6.827666344785475872e+01 1.749789734204291666e-02
6.968017567346073804e+01 1.665908402526274090e-02
6.613087695101695829e+01 1.717274723104957740e-02
6.451432997404666025e+01 1.737689570107077419e-02
6.491842620751548054e+01 1.731923625471177078e-02
6.434126099649465402e+01 1.742124230783832425e-02
6.405207930555509677e+01 1.763961876157955216e-02
6.312011430758748531e+01 1.783304062760783515e-02
6.318277536136042727e+01 1.799745361127307389e-02
6.334435807638503491e+01 1.871282027745681600e-02
6.453880736164516918e+01 1.823635789387448303e-02
6.632564028039550408e+01 1.812492919397892116e-02
6.813599888422422168e+01 1.768370283783590735e-02
6.909808886095800062e+01 1.791062013340144823e-02
7.010952499949726757e+01 1.761564591438965349e-02
7.469211633452194121e+01 1.915540249883449994e-02
6.828577896675663794e+01 2.071804829479065649e-02
6.841611750715428286e+01 1.955215748955280164e-02
6.901841458150538244e+01 1.632579534740727020e-02
6.648962688445203639e+01 1.703594602488472248e-02
6.655159139906605503e+01 1.701915691418344825e-02
6.749152323519341223e+01 1.691906576771563114e-02
6.776535288134213886e+01 1.748480969575780947e-02
7.265857513795111799e+01 1.649198368542302909e-02
6.648083617676239498e+01 2.062759901549698210e-02
6.965567682362363655e+01 1.644759050414780141e-02
6.654713608748355114e+01 1.692937866434084809e-02
6.592897749588584588e+01 1.874892168715873095e-02
6.745551584351025554e+01 1.686894725131181036e-02
6.765387849781492946e+01 1.694901420938940001e-02
6.665253648762256944e+01 1.723209225110497803e-02
6.580761563647399726e+01 1.740601044565635164e-02
6.591914090457328257e+01 1.741898923628152490e-02
6.254669215506227431e+01 1.714068771662085461e-02
7.334494408020545109e+01 1.445994560470838589e-02
6.809371268398531640e+01 1.705561433447875738e-02
6.763440354138423061e+01 1.620326267737943332e-02
6.894333084197738515e+01 1.770085875355336194e-02
6.106698217468736800e+01 1.722079955188472386e-02
6.498725756215064564e+01 2.083996545555830485e-02
6.257123986952412054e+01 1.609896649582878356e-02
6.761051633034573172e+01 1.917227423227961178e-02
6.757691387061855437e+01 1.912637909477722317e-02
6.738519299970660370e+01 1.902952455754498839e-02
6.439611466564736020e+01 1.774141323559746269e-02
6.629265759696455973e+01 1.741954164379471912e-02
6.622972981474180187e+01 1.629557342854478716e-02
7.171834349866367120e+01 1.762208413311236455e-02
6.901585098211589298e+01 1.921054034200394417e-02
6.879394587699826502e+01 1.926480964453056166e-02
6.846619756388352585e+01 1.924924171445770854e-02
7.110973986850878248e+01 1.901047232920769978e-02
6.641913017344157311e+01 1.880860344408763485e-02
6.581453247799272788e+01 1.844139332508603485e-02
6.568196456405884476e+01 1.842954478255470416e-02
6.923543106054239615e+01 1.805953697396624202e-02
7.275918098466407002e+01 1.517924275525944951e-02
7.053173612862117636e+01 1.546822950429737643e-02
7.116485807611555003e+01 1.504731540953303630e-02
6.972268486434377621e+01 1.551774838905777519e-02
6.871092206318536455e+01 1.647922403127640226e-02
6.592425849530638970e+01 1.754886005894547990e-02
6.618298707146098536e+01 1.745135304779867405e-02
6.585835811724318489e+01 1.772586271594283475e-02
6.766601320193018410e+01 1.969053169809251158e-02
6.873825832559603555e+01 1.783726803979356415e-02
7.168387041667564574e+01 1.919628826095503421e-02
7.200333892876219011e+01 1.910383270875767869e-02
7.187064215746251250e+01 1.906155109601717287e-02
7.016771214453561356e+01 1.851373020055699717e-02
6.972225476158304502e+01 2.114367341197074396e-02
7.240865446412880146e+01 1.689849533901913170e-02
7.246306748482071214e+01 1.683493548293602329e-02
7.268911349742862171e+01 1.669558042710273318e-02
6.561058224529378435e+01 1.903786237895687544e-02
5.643587739122736480e+01 1.883561691439615896e-02
6.877373778756519584e+01 1.834697722979995380e-02
6.789897346722271720e+01 1.644107710228914429e-02
6.817767082287670632e+01 1.720490362419622651e-02
6.814273011604781516e+01 1.768902755606979391e-02
7.225630202738560115e+01 1.802734006993734692e-02
6.509136275745676414e+01 1.700444247301165571e-02
6.856622532323967789e+01 1.735762803677989158e-02
4.946930536015054969e+01 1.722019960235965375e-02
6.937582221485553191e+01 1.734974267462086397e-02
7.074367101587311879e+01 1.634397984387757352e-02
6.571985240996018263e+01 1.717983024809118311e-02
6.507505493201533397e+01 1.734661688997858955e-02
6.279685914106988776e+01 1.699715802262191308e-02
6.899231610800745784e+01 1.517351765989028572e-02
6.682613137026220329e+01 2.012223134859019574e-02
6.869126337088050605e+01 1.995395519511657459e-02
6.820705918792754119e+01 1.991739871401011081e-02
5.050719361490298809e+01 1.852448197158512028e-02
6.729694804246216222e+01 1.621166851815451088e-02
4.848465625260467249e+01 1.928257976559871745e-02
7.083840408540510225e+01 1.977876030729043902e-02
6.987789134957351678e+01 1.962572486498013677e-02
7.056963367921629526e+01 1.557920363122793778e-02
6.815507642599038718e+01 1.577138555290861360e-02
6.864236878091156768e+01 1.778771657148749477e-02
5.211758757800876651e+01 1.821034529158476606e-02
6.842454049844144492e+01 1.791686168104476493e-02
6.850331557184556175e+01 1.784518223847753396e-02
6.852341066778812717e+01 1.794253476913827000e-02
6.613214889891681025e+01 1.741549852623869299e-02
6.972380127800840910e+01 1.531972958248338512e-02
7.186046093215765040e+01 1.677887820260149168e-02
6.373670809924751524e+01 1.264871577861040493e-02
6.574173318149355794e+01 1.602594097955517896e-02
7.287229667227077812e+01 1.696597431592250169e-02
7.306044665520266790e+01 1.717409912914550502e-02
6.569175604896219056e+01 1.718396792164765194e-02
7.032210055969925122e+01 1.431498731000245377e-02
6.770442436079700599e+01 1.620743845396588334e-02
6.082289532295125412e+01 1.649278537085036370e-02
5.842631943882685164e+01 1.652380397819265545e-02
7.211354929605960251e+01 1.628877865017107698e-02
7.167188274169006945e+01 1.668391663335040340e-02
6.866044028128115428e+01 1.818184627403272163e-02
7.084132234249463522e+01 1.830400361755493352e-02
7.073970027413301409e+01 1.835607334962970072e-02
6.284020668536254561e+01 1.749401870255587813e-02
6.982196428537579891e+01 2.095072872161007210e-02
7.134949139935764606e+01 2.024362672066990637e-02
7.094314737357645129e+01 2.019380053179943568e-02
6.463154013956651056e+01 1.619233640173083077e-02
7.346090299911705301e+01 2.033888153563081017e-02
7.505100589045659376e+01 1.931453688045227726e-02
7.380047333670043486e+01 1.894287090464510590e-02
6.682201163450949366e+01 1.695071168487628441e-02
7.246204154451481827e+01 1.866141116283191390e-02
7.129901543924346186e+01 1.957500739557367989e-02
6.509808904101865323e+01 1.714671269504428747e-02
7.152793511874757826e+01 1.717211037616887814e-02
7.163393454953921946e+01 1.751958195208884114e-02
7.098549439375439363e+01 1.804565085462534607e-02
6.971094208562693950e+01 1.811029489045088217e-02
6.978017447324765499e+01 1.805925008743660895e-02
6.933947702993728512e+01 1.800092517185604424e-02
6.887662289108776292e+01 1.778671369023084384e-02
7.052284894993543674e+01 1.739980459107074925e-02
7.079530528369490128e+01 1.721337945514916576e-02
7.116104751672304474e+01 1.705801189747040841e-02
6.943081293106241958e+01 1.969243322607076851e-02
6.621528115821188010e+01 1.531162268224555388e-02
6.517648625533945506e+01 1.784736021265832806e-02
6.428486292391397683e+01 1.735517400255683421e-02
6.736833824729885123e+01 1.389341507864495437e-02
6.381732231347162099e+01 1.456590407864483301e-02
6.600232190889208539e+01 1.700280558018608598e-02
6.736325323643991680e+01 1.687947564584833110e-02
6.714490390007749454e+01 1.553539653798469838e-02
6.687073487040926523e+01 1.538088248092381316e-02
6.574480434752275926e+01 1.564330618312005303e-02
6.611490798792024748e+01 1.572916031382496846e-02
6.623901392193093329e+01 1.571885666889547006e-02
6.625098031453777025e+01 1.571219025126928404e-02
6.613606766466651266e+01 1.569577720524898551e-02
6.612359104134573329e+01 1.568638137065889518e-02
7.494270132209547342e+01 1.772839119151135845e-02
7.654747752741607769e+01 1.746785768759630611e-02
7.182260058234081157e+01 1.732154272434336534e-02
7.145159055107609447e+01 1.788203772656960303e-02
7.656224226406595790e+01 1.742997033519487135e-02
6.883804176127209473e+01 1.773099506398674585e-02
7.191406940975721795e+01 1.756565044675323026e-02
6.855675151561995051e+01 1.894156037674235224e-02
6.805515339727271851e+01 1.852655836570391706e-02
6.847201094767011398e+01 1.824914089485871194e-02
6.892704795108269877e+01 1.823388083020017342e-02
6.843184071760610721e+01 1.757088571410722264e-02
6.851702092434550195e+01 1.759186977081608413e-02
6.396499539035043114e+01 1.685511914746014306e-02
6.843963397229403256e+01 1.755968587878467546e-02
6.276723820095782713e+01 1.853919031436898623e-02
6.780867113787320477e+01 1.786509273320844096e-02
6.759788343438461311e+01 1.714552461773261038e-02
6.660318340102341494e+01 1.909417835740165326e-02
6.500250133930974528e+01 1.748827396796336087e-02
6.825887185423697190e+01 1.694534629947429955e-02
6.840252430642129866e+01 1.721964044640348496e-02
6.740137390823871044e+01 1.732730881539167739e-02
6.775377086368372659e+01 1.708503601596047736e-02
6.682288615038881119e+01 1.660896323674264721e-02
5.286194709743077880e+01 1.996433336571550032e-02
5.211500517282662770e+01 2.011352275432624209e-02
6.534120110948663296e+01 1.804407196597131516e-02
6.567299456081956066e+01 1.666908875209344512e-02
7.155430446476260897e+01 1.783912344237511410e-02
6.804803902268000115e+01 1.952725863820991073e-02
6.603889299709042859e+01 1.603931457609613156e-02
6.935230666098000540e+01 1.990550867381907230e-02
6.419246785946532441e+01 1.608295463279765802e-02
6.890073031531689196e+01 1.714487948412749679e-02
6.490994232937642039e+01 1.789252200291440928e-02
6.653518902019180814e+01 1.750988130728001191e-02
6.528054394963628226e+01 1.779203209799993038e-02
6.757091989224348083e+01 1.728577438807297334e-02
6.724364306818884529e+01 1.738702879824550671e-02
6.774644014002804226e+01 1.718630780016228154e-02
6.615232863406167496e+01 1.907292683577063372e-02
6.256832678127219793e+01 1.884314992492416505e-02
6.688810648595831765e+01 1.487210188834954018e-02
6.601140053621433879e+01 2.070730249851320676e-02
7.132927114950871328e+01 1.482036009818315375e-02
6.603211666524723000e+01 1.598324750706958328e-02
6.754530177245077027e+01 1.755094403219629312e-02
6.841704051248149199e+01 1.731526696362816614e-02
6.924335995499431817e+01 1.635151837317121853e-02
6.750239826052803949e+01 1.768559011751517918e-02
6.662614984566941700e+01 1.743158261846730617e-02
7.099470249609464645e+01 1.833604502786109758e-02
6.705544014211911019e+01 1.746439348750895848e-02
6.712746526013806658e+01 1.741730253661850913e-02
6.613578536340345693e+01 1.675769690581464105e-02
7.340911484426681000e+01 1.704552468574883212e-02
6.629369099289999667e+01 1.693537599591394063e-02
6.704766497275151949e+01 1.711940371926748070e-02
6.675773937103170397e+01 1.720035837924963409e-02
6.506749345682564467e+01 1.771684849307076162e-02
6.448549503722378518e+01 1.782779711667218520e-02
6.320201796558984597e+01 1.645818873363652513e-02
6.387381304727869491e+01 1.750851133940273252e-02
6.386697759834780186e+01 1.746020801991093191e-02
6.999757409792630369e+01 1.515724728905831591e-02
7.003363087912148899e+01 1.537394821668539024e-02
6.990868030108548226e+01 1.531117940222513803e-02
6.642857970581107452e+01 1.923073359985571704e-02
6.834233065882509095e+01 1.945193367031942955e-02
7.129046564062579705e+01 2.017088678525356255e-02
6.475987177043101894e+01 1.401334126188915133e-02
7.111616563856827611e+01 1.459190959474022768e-02
7.228705400806465775e+01 1.932485404174831209e-02
7.184277570199422769e+01 1.907581491411671284e-02
6.971906048755930385e+01 1.959477521766312194e-02
6.707696461099278906e+01 1.835532504265735207e-02
4.832105383709683366e+01 1.636088916482894215e-02
4.894074558519006501e+01 1.732719798488895416e-02
6.872338680382007681e+01 1.562936584231655948e-02
6.649841773896221753e+01 2.236499008850488524e-02
6.656735740608655760e+01 2.308102941408676778e-02
6.627388800087979348e+01 1.701792471257829523e-02
6.463329019709570389e+01 2.280082749038819800e-02
6.525546322229007501e+01 2.240590935515091725e-02
6.618637026358629782e+01 2.318128208882570124e-02
6.615745519409614417e+01 2.314000982266267020e-02
6.665915998608524262e+01 1.771393308425427485e-02
6.673779665349171353e+01 1.772114212276518913e-02
7.209214683903397258e+01 1.727122093985903467e-02
6.497086071890164760e+01 1.949328204155171065e-02
6.562709120841714139e+01 1.909115981861193162e-02
6.585241544119962498e+01 2.012978010408728730e-02
6.586040684753169216e+01 2.264016472463918628e-02
6.595181696163028562e+01 2.269190577878486478e-02
6.824049567793447579e+01 1.572769549045536022e-02
6.812632806600497304e+01 1.575351885116104550e-02
7.092202886022062103e+01 1.435091001305683657e-02
7.154665601779075246e+01 1.627100449670194904e-02
6.769009411963349976e+01 1.465602370904514444e-02
6.836304024994991835e+01 1.929649705454389297e-02
6.687326556862831239e+01 1.885672039867435784e-02
6.719661722575813201e+01 1.831527949357297791e-02
5.305323368352372881e+01 1.779420334125849171e-02
7.122351799520114923e+01 1.752662098329120510e-02
7.073991392055444294e+01 1.739096898108109107e-02
7.060040536373550424e+01 1.746689602166516878e-02
7.031887790579979480e+01 1.456675484730147498e-02
6.964846656614867015e+01 1.706549199247594031e-02
4.710630597603156389e+01 1.973723942624983074e-02
4.716065486318385780e+01 1.974348227071307318e-02
6.676090204920237170e+01 1.762620201282924862e-02
6.632645757855138413e+01 1.736625001166842291e-02
6.642966072970466485e+01 1.737150752009459717e-02
6.841457701705044769e+01 2.237197576972509150e-02
6.728583996259699518e+01 2.205258975049696063e-02
6.680907318100300074e+01 2.196456376755295814e-02
5.476253675526866971e+01 1.802884094018183600e-02
6.734493151234897823e+01 1.628071523293781256e-02
6.889601100448446402e+01 1.595053426693065698e-02
7.247790461577230303e+01 1.812942274821200891e-02
6.859500386255182036e+01 1.722210157811649572e-02
7.442371228275331418e+01 1.617490376496579646e-02
7.470382490375814655e+01 1.767957033872150779e-02
7.004545192006315801e+01 1.686604764251291647e-02
6.769752426489303332e+01 1.712538760692222314e-02
6.916212565048883221e+01 1.664138168561824296e-02
6.869209181914912676e+01 1.904024238831956636e-02
7.236882357476079619e+01 1.679345404726957994e-02
6.970067584775942748e+01 1.755850268273286691e-02
5.947646246232631739e+01 1.528675427130580036e-02
7.325148834120436447e+01 1.687439627767799849e-02
6.246468982622451449e+01 1.428108664976662084e-02
7.156278768936273593e+01 1.803250257487986133e-02
7.530505741058846070e+01 1.609859165917362431e-02
7.117155790980255858e+01 1.824819938557425622e-02
6.526827299865163923e+01 1.612263488330956812e-02
6.597508759945215218e+01 1.728424711421105639e-02
6.857494117197917660e+01 1.895633678221023480e-02
6.882361989045656969e+01 1.894510974326615513e-02
6.880143248851948101e+01 1.897271662872275846e-02
5.830895919463786470e+01 1.634317669026232045e-02
6.699641624822847064e+01 1.899460173905695784e-02
5.348145758249449244e+01 1.643982760155313430e-02
6.533864544653297912e+01 1.419983910939813000e-02
7.154138578556651851e+01 2.031953658121949877e-02
7.174150650412742891e+01 2.072628006459018707e-02
7.160354190900403637e+01 2.071028813702238333e-02
5.003451230116444037e+01 1.977935743028514173e-02
4.970704170528063770e+01 1.940925531664049186e-02
4.967903478816745633e+01 1.939965469879830276e-02
6.699724571725403166e+01 1.999354052902785686e-02
6.709848375986162239e+01 1.980214992067850371e-02
6.826732448713825363e+01 1.959385239201253889e-02
6.786097801434685550e+01 1.979883763311494210e-02
6.900323207275651782e+01 1.885069126995091507e-02
6.828491243115057330e+01 1.678785734510997857e-02
5.103464274320415939e+01 1.764869607411509445e-02
6.701410265926153897e+01 1.544051612438767512e-02
6.971846600335334188e+01 1.489934418704838212e-02
6.622158235366138967e+01 1.545603379523415380e-02
6.747731403861058652e+01 1.572847104182496444e-02
6.691010184746869527e+01 1.584103068373432163e-02
6.945437511818276732e+01 1.579284500719852630e-02
6.769725717189120928e+01 1.728585184561071825e-02
6.706965982482311972e+01 1.744055423533261845e-02
6.948705225162403565e+01 1.599794909708982318e-02
6.786432451122918508e+01 1.597480904377428235e-02
4.754268518970411606e+01 1.914514251454499036e-02
7.240204942075811800e+01 1.771997888368977148e-02
7.263105026749140336e+01 1.810973601261717594e-02
7.298212590282379608e+01 1.409427691077663920e-02
6.845579903143205058e+01 1.823264245767882569e-02
4.828282757851850704e+01 1.811568153840958581e-02
6.283089113490281363e+01 1.532002120309431184e-02
6.634605496089979226e+01 1.925793250904448556e-02
6.890852318628793682e+01 1.889902608101727208e-02
6.756663956375858504e+01 1.656600554162181507e-02
7.207015535075923651e+01 1.445270962180263997e-02
6.599991451641540152e+01 1.683893110755270428e-02
6.658466742397102678e+01 1.669756234703452871e-02
6.651423938699440441e+01 1.673606121338737374e-02
6.305219729857795841e+01 1.765569833085153459e-02
6.723691713363558620e+01 1.722546831261689143e-02
7.332057033731719287e+01 1.788098844844718260e-02
6.197857780372216041e+01 1.879961540232186548e-02
6.935941930871500460e+01 1.542431100446386288e-02
6.807101918253860617e+01 1.826050785570294127e-02
6.581865392483598498e+01 1.842037970555484433e-02
6.725996817636593050e+01 1.757490561944035842e-02
6.718800059851182027e+01 1.751863873216032153e-02
6.691089266878510955e+01 1.727249527808100843e-02
7.181626862751187446e+01 1.881026520363926480e-02
6.813650965798547077e+01 1.828432330489779614e-02
6.472772479707651883e+01 1.685973245873199217e-02
6.864120140092771294e+01 1.766532023726916784e-02
6.996417692578248193e+01 1.635177067280638857e-02
6.827648823808922884e+01 1.734182786178148014e-02
6.846666525156680905e+01 1.804277909597696780e-02
6.400353899443464911e+01 1.551717630976539100e-02
6.445157150162036430e+01 1.601157758521635360e-02
6.548507107510458525e+01 1.720211217736116599e-02
5.118285800070197666e+01 1.896065682755176604e-02
6.874454593893116794e+01 1.695725277301085576e-02
6.313940272119668151e+01 1.620940318136166597e-02
6.960314793734630712e+01 1.435134733334557378e-02
7.295465456496239653e+01 1.390134551009518903e-02
7.279151056497450156e+01 1.388279692341725692e-02
6.934273821398994642e+01 1.475509670806078935e-02
6.883905972660558348e+01 1.479158396302197344e-02
7.491961611577933411e+01 1.361223591666726844e-02
6.949840251111508849e+01 2.022883314078151307e-02
5.272343347896406840e+01 1.862006901546182230e-02
7.235623263778114733e+01 1.719714336505744762e-02
7.051481575862896989e+01 1.805386309594085581e-02
7.078273811819178718e+01 1.733913798412868926e-02
4.837281700829829845e+01 1.801887347004823073e-02
6.753860831189784619e+01 1.818472219990520042e-02
5.121888865531040835e+01 1.774770366718752060e-02
5.221537201238574966e+01 1.793596693358410696e-02
5.174566225092367233e+01 1.793949346455514515e-02
7.103431945656227242e+01 1.369596222290085132e-02
7.008683140594590100e+01 1.454541124293108612e-02
7.210734545849771848e+01 1.470930740129407395e-02
7.142062794255313918e+01 1.480233288673462114e-02
7.354071364256726895e+01 1.604115567641574078e-02
6.713274482035059521e+01 1.660731801516121542e-02
7.013601959594545576e+01 1.690136460696883836e-02
6.458571504712520550e+01 1.687749435934010611e-02
6.990665995663231058e+01 1.688148095351597183e-02
7.076703235878922271e+01 1.673227662279888270e-02
6.940425697552969098e+01 1.448610989264837758e-02
6.786157006802176284e+01 1.561625572757975415e-02
6.596190558348089894e+01 1.706661745712318920e-02
6.819348288471883279e+01 1.507667633217022081e-02
6.709358173445907880e+01 1.717231655297150883e-02
6.890826955409626464e+01 1.393810757233078512e-02
6.779343127392137092e+01 1.701516443350228544e-02
7.170613694166257801e+01 1.769543378577881354e-02
7.082111401791198091e+01 1.713367184856312564e-02
7.067959431493405020e+01 1.712893683289021945e-02
6.937925116702412254e+01 1.682577683185098108e-02
6.699798338688063382e+01 1.738548673483145471e-02
7.173296531597095793e+01 1.653121633084419367e-02
7.042643133493047003e+01 1.688451705045421886e-02
7.086187888562010073e+01 1.688677172780497088e-02
6.714258606372595750e+01 1.546863135839376090e-02
7.256224293461571051e+01 1.674303096562991186e-02
7.339013570549037979e+01 1.582249652106671248e-02
7.357630825269964703e+01 1.585450181811617898e-02
7.147032096024759085e+01 1.657176479444948808e-02
4.773521144205428612e+01 1.787171669524158582e-02
6.936137088794384908e+01 1.671940292824786178e-02
6.834925497280387674e+01 1.671932121370984722e-02
7.045421418146406722e+01 1.327756893293147340e-02
6.956655884506795928e+01 1.653511268664438483e-02
6.857602403391904033e+01 1.353410484581544192e-02
6.861078961118712982e+01 1.654792577861793207e-02
6.845278705734784808e+01 1.352508343894527620e-02
6.373053552234141961e+01 1.504593405998810342e-02
6.553314534266280589e+01 1.496780165007811567e-02
6.575223775854135511e+01 1.433772395418820428e-02
6.463488773797507747e+01 1.609717083106470062e-02
6.738398636104737704e+01 1.430440580369764583e-02
7.011111195905944271e+01 1.677748120064695078e-02
6.484838372571364573e+01 1.607308336683332950e-02
6.859813202653427311e+01 1.447976415783580953e-02
6.813214254634557676e+01 1.668207540812601322e-02
7.258291291937270273e+01 1.699040628829236177e-02
7.281700038841526634e+01 1.721716560847016270e-02
