# df dtau f tau ell mf af z
7.755664270798199311e-01 -6.856900283460460876e-01 2.345509310758347112e+02 3.977813146541783230e-03 2.079666269852144111e+01 6.817063014931906650e+01 6.419365895590539717e-01 1.254771041953413879e-01
3.413401079937030680e-01 9.582777926469479013e-01 2.511684490512596710e+02 4.553939499291034636e-03 6.317767974622402960e+01 6.759179530158763782e+01 6.818990111620829575e-01 1.163036124404828453e-01
6.296166323294229983e-01 2.602631742833874107e-01 2.539671263829237944e+02 4.072435123178314888e-03 5.674102530145481182e+01 6.743270269466319178e+01 6.830692702579063136e-01 7.909445962504560446e-02
9.053437909096500036e-01 -4.429861050521450849e-01 2.423101515871370850e+02 3.984130208524336476e-03 4.456603374871362178e+01 6.882706211180209266e+01 6.764331489267326747e-01 1.114787057895699346e-01
9.615408701642484957e-01 -9.967524670279011012e-01 2.468186685851177344e+02 3.902505314789672750e-03 4.843030652336301500e+01 6.927557289380631289e+01 7.035863198985908840e-01 1.174288083947107597e-01
4.663614770768917950e-01 2.220356984285232760e-01 2.519508534000129885e+02 4.229549506385823013e-03 6.506578639589476154e+01 6.920499134606524194e+01 7.030477223670188458e-01 1.222150089286329205e-01
8.585192738529839884e-01 5.410851269816880915e-01 2.491320411550547931e+02 4.206260504104442077e-03 5.157542484689062690e+01 6.890957261464016881e+01 7.001844401924559591e-01 9.623505629839548825e-02
9.551534073375296252e-01 -9.746788590422350573e-01 2.602096593391542569e+02 3.604389139830529911e-03 6.065646625128026415e+01 6.895146675195753971e+01 7.007734302210542054e-01 1.184062410484854055e-01
3.087797717204612269e-01 2.821595268189476258e-01 2.459616796897898041e+02 4.104169742829776382e-03 5.475379896785801037e+01 6.801125179348674976e+01 6.910015471528314634e-01 8.912830185955911144e-02
4.097021079732674487e-01 2.022813496845587977e-02 2.571882537375452671e+02 4.013270104997122313e-03 6.790081301545160386e+01 6.779740376245551658e+01 6.900268811872867225e-01 8.897599500400907302e-02
3.301168569858369817e-01 6.351294464794324801e-01 2.496066785854321211e+02 4.657973451112794837e-03 7.035144556051531595e+01 6.974419522918283576e+01 7.063592090229141585e-01 1.043859950346342075e-01
7.704411432179689712e-01 5.490365727762895887e-01 2.634935713721279171e+02 4.314596186683094733e-03 6.296060514326131141e+01 6.771055208904772371e+01 6.889556377496753869e-01 9.531059267794383949e-02
5.660158473556964331e-01 5.106750578054719547e-02 2.432986488435269337e+02 4.139042463064310749e-03 5.129885118738123140e+01 6.977070755517664224e+01 7.079239611441253688e-01 9.678598742386188003e-02
6.678630481148002396e-01 -3.283108735984168192e-01 2.404534656871433072e+02 4.032051996355610901e-03 7.902909986137572673e+00 6.838779621337894810e+01 6.918035589416616782e-01 7.229067584029455484e-02
2.110258071875419361e-01 -1.533868342249298244e-01 2.452847662972228591e+02 3.953213250242074150e-03 6.595065148650071762e+01 6.877330496610053956e+01 6.930254153130978034e-01 8.702125298304036471e-02
-1.484587133610939524e-01 -8.679418706431083486e-01 2.375915844944160824e+02 4.125670270609727887e-03 7.744438392258279791e+00 6.973949492213296253e+01 7.075819467839083998e-01 1.098371367200796644e-01
2.393958700164287023e-01 -3.008926538074436774e-01 2.478436200159324869e+02 3.728188352265144473e-03 2.835103083927890566e+01 6.407275953687289416e+01 6.303561379685486132e-01 9.863524080889023160e-02
6.359449250524941144e-01 2.132022210296579956e-01 2.527339010246211330e+02 4.150770880426569998e-03 5.908415953453184954e+01 6.869420855652866464e+01 6.996535169500356366e-01 1.066597852418936093e-01
1.327391104046348747e-01 4.170680840110798648e-01 2.486594929893161634e+02 4.529627777826124302e-03 7.698331475502578769e+01 6.768359906290956474e+01 6.759116737956861742e-01 8.806039809419613507e-02
6.593180649486521383e-02 -7.873120628612578775e-02 2.427135508182888088e+02 3.947654406035877757e-03 4.186236053154914316e+00 6.709439675680869186e+01 6.784378321336214102e-01 1.162919838203246292e-01
-3.366008561111946129e-01 7.511119134968952116e-01 2.420659378305402072e+02 3.933896194270566742e-03 9.486076286222159482e+00 6.695772496404273966e+01 6.702755196026816131e-01 1.153485280303927912e-01
-6.592809964670389711e-01 -4.009610322226657697e-01 2.410458563393556801e+02 3.982617261163557722e-03 1.606738396388831802e+01 6.767247776568544282e+01 6.813135675132494518e-01 1.226473511305037345e-01
9.585607508360327600e-02 7.579866277898594795e-02 2.464781054446416988e+02 4.007582476131526551e-03 6.909975867708421049e+01 6.703405156537556309e+01 6.747324389342423956e-01 1.088959964314033246e-01
4.422655626156791198e-01 -6.928899203816252239e-01 2.430208656641266884e+02 3.946024807047856728e-03 3.673638217823437913e+00 6.705886603224669784e+01 6.800693277763377731e-01 9.957004596345006564e-02
1.542458652375265915e-01 6.549677433466705168e-02 2.628246203449009499e+02 4.651728178203235961e-03 1.141108685750430141e+02 7.271649385922023612e+01 7.250834714261569225e-01 8.240500311456590288e-02
1.009167826278740687e-01 -5.420621271784598072e-02 2.524961093080912633e+02 4.021899265478135789e-03 1.128154628664031804e+02 7.231647653947263166e+01 7.261965095912131796e-01 9.020179451387332070e-02
2.735382337383924778e-01 9.349565542686466557e-02 2.571373183409373269e+02 4.483384457158500272e-03 9.110836553310845431e+01 7.210975293725918789e+01 7.298021125454949853e-01 8.345973289711472454e-02
3.388098324530463556e-01 1.471855339739196467e-01 2.545249417519548558e+02 4.500482692114893268e-03 8.351022620737968793e+01 7.200646568615454157e+01 7.298197681212107435e-01 8.732382278036840417e-02
6.499046609935228425e-01 7.047196932033203964e-01 2.487565182050690851e+02 4.019729836480774934e-03 4.471132724990307850e+01 6.653301900274537672e+01 6.709246574674975205e-01 1.050973018128765202e-01
5.390057958405898297e-01 -4.282601065404997853e-01 2.600122483200207171e+02 3.669865387736709512e-03 6.292999532842186738e+01 6.682067021779613469e+01 6.801642980630071555e-01 9.253839621423456951e-02
3.800239248073249421e-01 -9.154024533882898496e-02 2.408804716097509129e+02 4.154672252702765710e-03 5.792309794861536432e+01 7.074104104496808532e+01 7.132596985233927711e-01 1.307298158498413632e-01
2.115897610187746913e-01 3.679679152578346768e-02 2.434254495970310757e+02 4.235695729809477866e-03 7.353018867343713794e+01 7.090005126012326286e+01 7.164659424295733992e-01 9.597702286281584172e-02
9.262657211973355231e-01 -8.275972512428986239e-01 2.499606203481808677e+02 3.744856176682863184e-03 2.279011051264778231e+01 6.418505224531136832e+01 6.475952661850734593e-01 9.927038525857040385e-02
8.738874930286648635e-01 -6.490938957207961213e-01 2.570130064566571946e+02 3.814367327586035052e-03 6.509362929574569989e+01 7.083858653873012656e+01 7.152982052930275669e-01 8.492839919709238572e-02
6.951913326895340361e-01 2.465203683803087742e-01 2.497130262236352678e+02 3.750418299599714983e-03 7.201235154941638683e+00 6.410165908493090114e+01 6.479042816498684632e-01 1.295175872360139757e-01
-6.527567999559380496e-02 -1.375469619402842625e-01 2.480875321624623098e+02 3.650592018824293065e-03 6.073612558619321078e+01 6.386315911606860141e+01 6.447133613815444475e-01 1.121633414495131903e-01
9.367364999411714743e-01 1.781986399963946255e-01 2.550953658645376834e+02 4.280832021504418078e-03 6.201602748754835659e+01 7.077663562348476489e+01 7.177494844840609511e-01 1.242343258351127494e-01
2.497024455703557855e-01 5.085281614054095733e-01 2.391903060615532013e+02 5.006386311964583329e-03 8.264229444891438447e+01 7.284927510502063797e+01 6.866683563076897423e-01 1.269615691779209243e-01
3.379488074065102321e-01 4.173710054452115514e-01 2.444943304319218385e+02 4.911929013202047736e-03 8.360288131670903056e+01 7.301925386790881589e+01 6.868577963621667060e-01 1.363671397685947417e-01
7.317066501111307852e-01 6.368611805811630333e-01 2.468965322768698911e+02 3.798343202660257097e-03 6.241020451996957874e+00 6.490422214252549793e+01 6.497941112028468025e-01 1.113762486770127208e-01
3.592468346769956411e-01 4.222080966735277663e-01 2.440419844399503688e+02 4.981104461820312114e-03 8.427589231660624591e+01 7.394652878043081046e+01 7.001783575433101481e-01 1.201762995097151315e-01
6.432795113593932079e-01 7.522134581821027233e-01 2.546792163208944828e+02 4.245614129317718845e-03 5.688197753162044989e+01 6.707560969351887081e+01 6.733494120945723305e-01 1.052367242817581067e-01
6.534826265764418496e-01 -2.838936623027008554e-01 2.541809193454216995e+02 4.032284916587483559e-03 8.185852777042899220e+01 7.442090616896209099e+01 6.973297244740601641e-01 1.199131303652858915e-01
3.380172320578291867e-01 -3.485091659178793932e-01 2.450497376205271109e+02 3.809684662369785136e-03 5.644259290618965963e+01 6.729487368238275735e+01 6.547441451847401117e-01 8.157450044687653001e-02
6.936111728213234517e-01 1.932368868578642762e-01 2.479513368140295029e+02 4.015072952645142197e-03 4.941730606704001616e+01 6.756831629121441551e+01 6.745648862993598449e-01 1.030495611686123442e-01
8.662614283316647512e-01 -5.299390307469318273e-01 2.406811857831718555e+02 3.968421044678594779e-03 8.527839220781316953e-01 6.751399921417015548e+01 6.745598344095692367e-01 1.038848645059919501e-01
7.718028070101522475e-01 3.819941099661525730e-01 2.578185859272498988e+02 4.194950356289288244e-03 5.998503986409569677e+01 6.809262455645709622e+01 6.881296673391391616e-01 1.304760754327657091e-01
1.155291909841214548e-01 6.978421383587143367e-01 2.467521537987584281e+02 4.728744627332697077e-03 7.278139262769850859e+01 6.789670858227712813e+01 6.873170346385353291e-01 1.170691731257032381e-01
7.456979357484723181e-01 -4.125528424248616766e-01 2.509122271539617373e+02 3.886413328537133283e-03 5.178677687093093596e+01 6.782674694654268421e+01 6.883885950773703799e-01 1.077738313687447019e-01
4.083916293693039545e-01 5.331692917774777385e-02 2.485397107336557951e+02 4.174901435303737460e-03 7.573542080396583742e+01 7.031313840045761765e+01 6.530566147257294007e-01 9.137124805842343489e-02
2.414502226435599752e-01 5.058639445999716378e-01 2.434862892496976485e+02 4.817098742066656947e-03 8.058373396654840803e+01 7.005724778418075971e+01 6.428790379382455233e-01 1.073260752207423896e-01
5.672891518712432912e-01 2.329809003838976267e-01 2.523898949241012701e+02 4.016708229241788657e-03 5.486866679355090781e+01 6.694363809350237204e+01 6.742143557684431299e-01 8.709639926084376815e-02
6.771444464336431324e-01 -2.234501462292994844e-01 2.423044694410906459e+02 3.933925058050393060e-03 9.748451400027494884e+00 6.695747366401923273e+01 6.718106202842597519e-01 7.472414946246022649e-02
2.721041913535028334e-01 -1.152604514458754892e-03 2.417014728046979428e+02 4.101080240628233488e-03 7.543628968420323133e+01 7.014331489589544333e+01 6.477517284922932328e-01 7.546535200877145522e-02
1.332639904909540540e-01 1.292623503308203692e-01 2.481490423791562421e+02 4.748028551202467841e-03 1.099362369666207826e+02 7.119140978683003596e+01 6.113509051542159733e-01 9.195777114098951932e-02
5.474460454659069164e-01 4.053395068003247115e-01 2.430044168510771954e+02 3.981278549427445801e-03 4.971420895560486031e+01 6.670355809047740081e+01 6.207263032036270944e-01 8.177834919218501808e-02
9.091356007836908226e-01 7.080743350866389729e-01 2.535811438049498747e+02 3.956490405362311433e-03 4.576740013868324297e+01 6.539219652101516544e+01 6.500082272524344562e-01 7.723520329643637772e-02
5.745090776940295907e-01 3.609808382589371756e-02 2.472465841443219290e+02 3.832082378598175923e-03 3.546031592692235535e+01 6.541300639619592516e+01 6.520575952973581835e-01 8.747950227739519080e-02
8.592629219197978063e-01 7.694650566603833397e-02 2.452120835098320697e+02 3.830420272868549983e-03 1.086974830900238587e+01 6.543015477547677961e+01 6.515319010678005673e-01 7.918227304039826553e-02
9.148226067557534424e-01 -4.314658771595882847e-01 2.448392492964512428e+02 3.862408446669957866e-03 1.240015296988578797e+01 6.588383916378904814e+01 6.607512893339784199e-01 9.695832323735550928e-02
-3.591888633562787536e-01 -2.211406934841961824e-01 2.443850139969165411e+02 3.857197064487219527e-03 2.848281112804497184e+01 6.588276292159720526e+01 6.612682422369894342e-01 9.573505557435894875e-02
7.300180778434040008e-01 2.601235730393992029e-01 2.448954553053739289e+02 3.843351351133215445e-03 3.567756613793369169e+00 6.562262582020265711e+01 6.545675134080727320e-01 1.083957156530382243e-01
-4.871560958271048403e-01 2.410082852674846343e-01 2.436371961269326789e+02 3.789936259441837631e-03 2.891966290447480503e+01 6.487001990748612457e+01 6.298486342930095239e-01 9.927983423786179706e-02
-1.858339784934779360e-01 -6.940632676401944368e-01 2.396612985517080858e+02 3.953939289031732640e-03 2.778131719746679806e+01 6.759261152618972801e+01 6.699689304702444170e-01 6.388241381584484901e-02
4.931769027069670130e-01 3.146861332109169851e-01 2.469520286133269451e+02 4.037018526136805854e-03 5.466433366504148239e+01 6.714044877458491101e+01 6.496151990345552241e-01 1.251439891975775487e-01
8.593320389055751907e-01 -1.389863943375710953e-01 2.393437875481519370e+02 3.925922179083987315e-03 2.532321860295707694e+01 6.713445389497772453e+01 6.489387995802521347e-01 1.239674732500911786e-01
8.419603230549184136e-01 8.810184958052817983e-01 2.489879407331011976e+02 4.151501564871409346e-03 5.068094019463023869e+01 6.713321769542982054e+01 6.485935755003989778e-01 1.261906967923267231e-01
3.951617279765460289e-01 8.719233263986108096e-01 2.512415875470031779e+02 4.158795730844374455e-03 5.425475911363729153e+01 6.573685134248222539e+01 6.526976265178868752e-01 1.050690079769649038e-01
9.769326387881975826e-01 9.764909072276108937e-01 2.441977920243001563e+02 3.845034087833100814e-03 1.384973761841158435e+01 6.566469099845198798e+01 6.504258325152051379e-01 6.723960471372636416e-02
-2.889436225614803178e-01 4.817573660001821523e-01 2.413133487025833972e+02 3.962578578479267546e-03 4.249228300190770824e+01 6.646500309697435682e+01 6.651471269467661429e-01 7.256815829934402939e-02
-1.804464744270584120e-01 2.719491567702753132e-01 2.423510191531454439e+02 3.917252390652194161e-03 2.633633712095027590e+01 6.665977366846570362e+01 6.656624409992254465e-01 9.393566570538912364e-02
-1.138092177803406435e-01 7.235423331439143624e-01 2.428261186709248989e+02 3.906006177329807583e-03 1.318157526326899998e+01 6.654887147222868293e+01 6.650081360439531464e-01 1.092168908310462150e-01
8.275684917747603286e-01 6.959137909983070802e-02 2.467203644818121404e+02 3.900756210932873180e-03 4.034459706380698663e+01 6.642311110904520888e+01 6.586045472037183046e-01 1.338914457548301129e-01
1.748511497335216158e-01 6.579899039749195211e-01 2.426166067810876257e+02 3.897130614114054700e-03 2.760582886988485285e+01 6.627470534683408232e+01 6.545347757357325991e-01 1.005365739318431623e-01
8.891949426296754666e-01 -8.832029185866707710e-02 2.501567170050183222e+02 3.867465124197112282e-03 4.580015942426940256e+01 6.629019571168223024e+01 6.548630839135599624e-01 8.328582643605708657e-02
-8.518783546774304494e-01 2.441373134827795610e-01 2.424130101483831936e+02 3.883061232480629517e-03 6.186170112816569144e-02 6.629024967068028218e+01 6.549503124558841982e-01 7.210585395604710013e-02
3.140035771639386741e-01 1.415944522881123491e-01 2.505075502084378911e+02 4.063965062352335213e-03 6.532031280655827743e+01 6.752189426709168174e+01 6.711257726993435924e-01 9.510968700249408658e-02
4.057843509810643567e-01 2.044566552352309330e-01 2.414456522989460723e+02 4.226037227378965679e-03 5.786984159482464207e+01 7.026521683645322014e+01 6.996303571071496030e-01 1.200395566460535218e-01
3.349470794207206059e-01 -1.736657045296577939e-01 2.424813833948783781e+02 3.958406537639415877e-03 4.356920285112310864e+01 6.770924100285469649e+01 6.772010433451828293e-01 1.056749512354936554e-01
-1.395152495391210334e-01 6.325626329632543232e-01 2.402879735021912211e+02 3.981269096759633246e-03 1.165871793466757467e+01 6.769795185876142796e+01 6.766576734772047352e-01 7.591903409653841250e-02
4.121041339730791009e-03 3.002790060867077671e-02 2.357213531582483768e+02 4.108138477576702904e-03 1.340389496628320387e+01 6.965243480902529427e+01 6.928571954887779993e-01 1.287971583327595371e-01
2.650565009749903389e-01 6.279409991066168262e-01 2.512415013034786853e+02 4.790293282032832139e-03 7.569547356153323392e+01 6.889459110920097373e+01 6.835736429469819742e-01 8.249766491854262918e-02
9.502316790366716059e-01 -6.221430621132544303e-01 2.444035665327473907e+02 3.952899618998292897e-03 3.972998896252892109e+01 6.807213026924620181e+01 6.864702670856660527e-01 1.162094668527434010e-01
5.625902311760333507e-01 5.329926811271430420e-01 2.482358672374397770e+02 4.478868002954431403e-03 6.392463766415744431e+01 7.070577761513999349e+01 7.123248615603051670e-01 1.282213603076821085e-01
8.642966796431512666e-01 9.346458861021296194e-01 2.424262405181212898e+02 4.129557247905603010e-03 4.183216703041875917e+01 6.844374342822459312e+01 6.782861386301292095e-01 9.596119310666344215e-02
2.488106830872379716e-01 3.349774833280527719e-01 2.443321842529880428e+02 4.574841484060805825e-03 7.572772050726990756e+01 7.128259445727513821e+01 7.133499910057835569e-01 1.348698803527841050e-01
9.858102437497912041e-02 2.691503595205463339e-02 2.516028777492309132e+02 4.391143093390011999e-03 1.118811387520811422e+02 7.191668990532450323e+01 7.146289769991122087e-01 1.108126378728816475e-01
4.478780490481838045e-02 1.222016024114501963e-02 2.491078214289443054e+02 3.983377189940197002e-03 9.489798478981336416e+01 6.709681223790217075e+01 6.760150207663545574e-01 9.592361232859866749e-02
2.732113686830950350e-02 2.468096824580179316e-02 2.629114743948800310e+02 4.293292478271115188e-03 1.399878213074961479e+02 6.677319662972254832e+01 6.712590085672056617e-01 8.664692490943644299e-02
6.357982831758881570e-01 6.851294960170661863e-01 2.430154564020490398e+02 3.923738770162672751e-03 1.499567123756432352e+01 6.676201010962930127e+01 6.716634452272564060e-01 1.083578864751870569e-01
3.186971208366697894e-01 -6.629466446722491746e-01 2.472490141363239218e+02 3.757875399801816150e-03 4.828960723129748089e+01 6.642734775803444336e+01 6.692601482035938076e-01 8.272679051626381785e-02
2.326645569411935899e-01 -1.827684605763497672e-01 2.444497968820705864e+02 3.885523053367947316e-03 3.641268325609745915e+01 6.640594828968218621e+01 6.671821081200337566e-01 1.082512856390584893e-01
-2.706463503322307229e-01 -2.789396577081877382e-01 2.449293171181852813e+02 3.899763044878553665e-03 6.859522793987753886e+00 6.633865031748720753e+01 6.747837758802320840e-01 9.429655860621902197e-02
4.175603447422011616e-01 -5.580539728466078486e-01 2.443446395852330397e+02 3.899394827184498452e-03 6.430138455576223322e+00 6.637374115973995004e+01 6.714166707407938084e-01 9.882608329687159188e-02
1.234416585125838739e-01 2.957007553018061730e-01 2.519309606638486798e+02 4.276313666824514345e-03 7.516730658979376756e+01 6.640591866347267569e+01 6.711345368672768652e-01 1.125400960396335942e-01
9.617501992837620417e-01 -7.768802387177256019e-01 2.531006272221869153e+02 3.755125211193046340e-03 4.658534308286189685e+01 6.639888957723127305e+01 6.709948612565405091e-01 8.783965945847681256e-02
4.373195205896729387e-01 -8.306023929153552032e-01 2.407428082978971133e+02 3.949291677836362299e-03 2.039249459560792133e+01 6.733956991330541086e+01 6.696072659426074436e-01 8.257383520973227142e-02
2.838732715473372137e-01 -1.980318394081641009e-01 2.434200555238752202e+02 3.897710764943526467e-03 4.911760190240109125e+01 6.719109571643821255e+01 6.637983118082807499e-01 6.568501452110904471e-02
7.070031640407825613e-01 2.426579670876427564e-01 2.489085689181047201e+02 4.104080378791544539e-03 5.483503407783985040e+01 6.841096868171845813e+01 6.787958977245037717e-01 5.636184777008654279e-02
5.628118160277181259e-01 -1.823905266577694473e-01 2.407722550088372770e+02 3.965592565428808364e-03 1.309144214915841076e+01 6.748297816398783766e+01 6.738142582707102868e-01 7.670344438912898855e-02
4.081066622382749642e-01 4.295184147474522263e-01 2.523770551463057359e+02 4.473215679179695994e-03 7.062758644487442439e+01 6.953736193445914182e+01 6.954713522625173283e-01 8.421765052754727476e-02
6.174150144564993781e-02 -5.534905067274920043e-02 2.459698558967379824e+02 3.915101422249429690e-03 9.795454694850499777e+01 6.937174957346542215e+01 6.948865542343019008e-01 8.418106535410199709e-02
1.428081454014398233e-01 1.442355291146812379e-01 2.423347528696309325e+02 4.209473381476661925e-03 7.060205660704025377e+01 6.928338780797909635e+01 6.902443956178982987e-01 1.182134564443948072e-01
7.537064450261019566e-01 2.016377197096472784e-01 2.490822070896733464e+02 4.172043715981030819e-03 5.746052389668019345e+01 6.947368401217661926e+01 6.910473750011462135e-01 1.046202113389741867e-01
3.604811226363433541e-01 8.818934318796354255e-01 2.425050535025949614e+02 4.344569658947433459e-03 5.439576981523986632e+01 6.907642034101652939e+01 6.902002880288318210e-01 7.269956918402625812e-02
8.915800399950061239e-01 5.412098145304136132e-01 2.488659927002875918e+02 4.467573972868438444e-03 6.046495879751419267e+01 7.151835587898582958e+01 7.164373528520854295e-01 1.154188256251910405e-01
2.001645481307480767e-01 6.032507823152188919e-01 2.457456012841184361e+02 4.208522090644837253e-03 5.675361729859376680e+01 6.745896872029496194e+01 6.827254385224260647e-01 8.000683376205518227e-02
2.933595574324172617e-01 3.540453843452295857e-02 2.472714193846998114e+02 3.993958973216387397e-03 5.726123354195156878e+01 6.759402927289822571e+01 6.834413205933144164e-01 8.917019900135450539e-02
-4.294846508973080290e-01 4.957489310359584067e-01 2.419027485973855960e+02 3.976145938514108816e-03 2.788553213793306895e+00 6.752625838726598317e+01 6.840364410729101730e-01 6.755418149009076445e-02
-3.737314490320233773e-01 4.712943690863444224e-01 2.407447189079879308e+02 4.011163005851967230e-03 3.629691825334553812e+01 6.757850130647739206e+01 6.854980673475005171e-01 7.225850722419402405e-02
7.703638542428086211e-01 7.230896337971812748e-01 2.519858039161405827e+02 4.162082458133419330e-03 5.115631008649636158e+01 6.746822015538377570e+01 6.862423309248159020e-01 7.534988787235588625e-02
7.050594888311052522e-01 9.327386932488974658e-01 2.427614116495476253e+02 4.026003048037246276e-03 3.638920032868366405e+01 6.746357593999445612e+01 6.722818812931058430e-01 8.023481293517896462e-02
3.162141452809219544e-01 -4.186264041969312011e-02 2.393198422854889884e+02 4.053339087555301971e-03 3.014848714580969613e+01 6.873451544649947209e+01 6.934326311638022711e-01 1.244707002687435449e-01
4.025823649042363783e-01 4.712397109684227647e-01 2.478087038334770966e+02 4.564235916884777991e-03 6.900722251379144723e+01 7.109661507605413533e+01 7.234818805410064835e-01 7.985076645283986641e-02
4.167329432877744377e-01 -7.395014644017541272e-01 2.581273520971116682e+02 3.372304404564736326e-03 7.401513467020464532e+01 6.974179763107771635e+01 7.189454756472156705e-01 7.866842365047788110e-02
4.677822724213633876e-01 3.339135184477917129e-01 2.585329630545281248e+02 4.265163686514731115e-03 6.888330575592837590e+01 6.776934286779435013e+01 6.751400590290531634e-01 1.202193342337595505e-01
3.063023488709931130e-01 1.067708823108231009e-01 2.386799001906000228e+02 4.081450893101713599e-03 4.570759191675104205e+01 6.904394906157540390e+01 6.833162646602629620e-01 1.088988555426260996e-01
4.899812347709424643e-01 -9.639885748385548236e-01 2.499632752619325800e+02 3.595778925658547637e-03 5.563064379000559256e+01 6.722822639851381155e+01 6.714709219387393624e-01 6.850467060146660236e-02
3.062047028363723555e-01 -1.515216004002399863e-01 2.483400110181026719e+02 3.878662781635707716e-03 5.840591012107582713e+01 6.715820050202140123e+01 6.728599203581656640e-01 7.571910473584710088e-02
3.256169859814024847e-01 8.665561042637417999e-02 2.475320280242888487e+02 3.977742287909437867e-03 5.872658596090974470e+01 6.715054396526559799e+01 6.620753779786482385e-01 6.489903561292338641e-02
2.310745091851311439e-01 7.191413481967288135e-01 2.439476368145265326e+02 4.150132076265329074e-03 5.259777778937042569e+01 6.712948442521178549e+01 6.640231585799334368e-01 9.574393193612498743e-02
8.080821407603075990e-01 5.806222375229026511e-01 2.507032741425505264e+02 4.100792976355650647e-03 5.189351606476562040e+01 6.719793816094735917e+01 6.596954479164728324e-01 9.056207353037395991e-02
3.179120419886202198e-01 9.081968802946527308e-01 2.428644225516245854e+02 4.318013263474198941e-03 5.503545482964514690e+01 6.828545129340515984e+01 6.738512719043470156e-01 1.278338978160148409e-01
8.062070489738177859e-01 -1.639931175576791467e-01 2.543237628213120445e+02 3.995781440756612096e-03 5.691858169222464170e+01 6.867645654665284383e+01 7.020570439100963789e-01 6.824017114286277941e-02
-6.926757576489706025e-02 4.123729735491865611e-01 2.408927751696572557e+02 4.026891505610948399e-03 4.071450885669468533e+01 6.768176759784741137e+01 6.829402603476659728e-01 7.296472905925506514e-02
8.477142913934770929e-01 8.946992925906959160e-01 2.464196550338530187e+02 4.127200823056674170e-03 4.364198066394099129e+01 6.797971536924276847e+01 6.895347868093267829e-01 1.177984133001149514e-01
1.896825991105261511e-01 -6.653736723754898053e-02 2.489397877519722897e+02 3.942536265369477218e-03 6.925424160404418217e+01 6.787113455777401327e+01 6.882039174384056990e-01 1.119478942996062903e-01
6.444147156191031289e-01 7.102893038033677442e-01 2.494346245171942655e+02 4.376276139671163648e-03 5.927859889205603139e+01 6.906452827317727383e+01 6.838319458683050911e-01 8.504850587941498175e-02
7.218230897253645750e-01 9.507444787354395466e-01 2.450061166565324697e+02 4.311860477702437328e-03 5.196205436963786184e+01 6.907897726799745897e+01 6.837260610060894583e-01 9.740732166656115854e-02
9.605703293634089146e-01 -2.042496234100064090e-01 2.487016558015897942e+02 4.012122169312093770e-03 5.371475161069064086e+01 6.918679031654950506e+01 6.818488147921289988e-01 7.407687645402633025e-02
7.608706906418798432e-01 5.809701743555217845e-02 2.589861596947067142e+02 4.034350844865717232e-03 6.180301468436876888e+01 6.803909976256468894e+01 6.800229214825064261e-01 1.195514150566176353e-01
9.228340238148051711e-01 -3.868266694736486322e-01 2.506929863013791930e+02 3.995051434150032228e-03 5.166843471728864756e+01 6.912652057614754142e+01 7.104631716664130403e-01 1.141145327566056855e-01
6.953799959829498611e-01 5.464940220729463949e-01 2.458276100485667257e+02 4.014510386022617297e-03 4.287204014368515459e+01 6.714601976645084846e+01 6.702660263814489428e-01 7.531705716173962839e-02
-6.391615971037132304e-01 9.991057702404508856e-01 2.404699038272254086e+02 3.971433941801951438e-03 2.882730265987369833e+01 6.717354059519769294e+01 6.698883858844423278e-01 7.636839993097502277e-02
2.863356577588591634e-01 5.906391320451604976e-01 2.422322494965760029e+02 3.932515775460814628e-03 1.233584701134199157e+01 6.694080935496121754e+01 6.707328741232597702e-01 7.686826686069365977e-02
-2.765408543281475673e-01 -5.420755397314547253e-01 2.420810205944592894e+02 3.929779058329088519e-03 1.782767977098551881e+01 6.694562427244451897e+01 6.702263020042790176e-01 7.257677670064474618e-02
7.669530712374483805e-01 1.428506315564556928e-01 2.482087390948286725e+02 3.959685621109227532e-03 4.586090729656467602e+01 6.701011153601848491e+01 6.696628187201958404e-01 1.016483608905055375e-01
-5.629861008314063220e-01 -2.544520195729216283e-01 2.441738526380194116e+02 3.916979450829813705e-03 1.590930611393721250e+01 6.661535262044796468e+01 6.771362408872078076e-01 7.557493022998819365e-02
1.495253673041849751e-01 2.160132197252334074e-01 2.451212107224495753e+02 4.034355485280384339e-03 6.460318284619160067e+01 6.650261271815958253e+01 6.415313668911984957e-01 7.308475393122239316e-02
8.067777468971126797e-01 -9.645026619884324859e-01 2.448419558619903285e+02 3.752578003029398684e-03 4.217742947920351071e+01 6.637396324206510201e+01 6.362703958915981728e-01 7.324982203182463236e-02
5.045313453573609941e-01 -2.791036342344526133e-01 2.438972405290461438e+02 3.916518556063622140e-03 1.941687552090017377e+01 6.665358299080136817e+01 6.746226149733627331e-01 1.171803214648309555e-01
5.792393227978132053e-02 2.804670462577892320e-01 2.438432161763523141e+02 3.950200414155849438e-03 3.981473748968173254e+01 6.672389336140290084e+01 6.750958880229275261e-01 1.231020810446692842e-01
3.268380808956666828e-01 1.665215244425199970e-01 2.481423341757447361e+02 3.975621927158510052e-03 5.205124118562704183e+01 6.679237209310112178e+01 6.768974133789535941e-01 1.075241710297200753e-01
6.046184098660782880e-01 -4.166714130280921857e-01 2.473382469200891762e+02 3.874918122467259623e-03 4.242316857867448476e+01 6.678681134629192684e+01 6.770234728887868370e-01 9.726120802722877656e-02
