3.344248471113347705e+02  9.208591215541017672e-01
3.347665772225574301e+02  9.226392160381231555e-01
3.190611594077499831e+02  8.993895248156266176e-01
3.296626928903237399e+02  9.182258979268567156e-01
3.416031622809944679e+02  9.348821690547630681e-01
3.500212111718453230e+02  9.193246712621579997e-01
3.593769380006249889e+02  9.488848423501502483e-01
3.380451337685893236e+02  8.923331667904698117e-01
3.403889057506586937e+02  9.180658941835319053e-01
3.407905296646803208e+02  9.067209619800833398e-01
3.277561626964155721e+02  9.120100542855864578e-01
3.300314183510986368e+02  9.162183687794407394e-01
3.356728596104630924e+02  9.230818551415524986e-01
3.199637732546726170e+02  8.793114577838874180e-01
3.131551112945276714e+02  8.554840391735590854e-01
3.193908909282555442e+02  8.889643096178806436e-01
2.516504430305475921e+02  6.354490609953815650e-01
3.164903157783342635e+02  8.802761867474120372e-01
3.254549245106481408e+02  9.071003347836109620e-01
3.309216101048714904e+02  9.145155895264519552e-01
3.401802386213482237e+02  9.317214235198235661e-01
3.599288497575132624e+02  9.526024258740196649e-01
3.579499636824378399e+02  9.488759144699761006e-01
3.505677378684902123e+02  9.383804941131161925e-01
3.441940181776671466e+02  9.289276892353250936e-01
3.435071123007616052e+02  9.343779291950229382e-01
3.448625124596756564e+02  9.335731159752195252e-01
3.013512231271896553e+02  8.509885828266120500e-01
3.443840904531563183e+02  9.325295046593283788e-01
3.639762467928729279e+02  9.358377825466862587e-01
3.714202958611674603e+02  9.607754229442037053e-01
3.701375602389636583e+02  9.564630921968096944e-01
3.326740941886335463e+02  9.088090074129576701e-01
3.559551095588928433e+02  9.455420344389521281e-01
3.735881779322296552e+02  9.564154309105589169e-01
3.202410595623620111e+02  8.919131594016990183e-01
3.422835390802370057e+02  9.077255273036946015e-01
3.326000444456520313e+02  9.143936244104124977e-01
3.533673860775934941e+02  9.357884616474296813e-01
3.823084185627234888e+02  9.610842625239515158e-01
3.343187397366576192e+02  8.850872599538031071e-01
3.499259923337955911e+02  9.330700575618655623e-01
