# freq tau
6.655080605285755269e+01 1.548957647778003398e-02
6.338788337699524078e+01 1.622503799438294869e-02
6.442520889157195541e+01 1.579047768052332240e-02
6.391272450117236303e+01 1.549909128973071468e-02
6.747134020369132656e+01 1.232880411974093815e-02
6.762088493544020196e+01 1.429591380583374559e-02
6.436844380397970156e+01 1.595783649157632086e-02
6.441098476118041560e+01 1.561149437718058891e-02
6.681037571158454114e+01 1.543368682963399893e-02
6.721381246051180369e+01 1.508673830394066488e-02
6.199031985941028466e+01 1.612336862374226173e-02
6.754197382144359096e+01 1.499373083074661585e-02
6.100741351035611615e+01 1.683417284887388926e-02
6.421699497124424738e+01 1.595797951622608679e-02
6.527627716975139549e+01 1.550979610886820716e-02
6.233044261242040562e+01 1.645732843296084449e-02
6.720562184384301929e+01 1.510847244966408674e-02
6.644075110560469000e+01 1.396543530237843132e-02
6.501728275112307642e+01 1.554690305448184692e-02
6.362073389601133044e+01 1.614232735201386743e-02
6.960562258359529153e+01 1.463659809773323536e-02
4.667147894803127883e+01 2.141350379341531995e-02
6.337910892810276664e+01 1.572802345767926324e-02
6.539723376411370737e+01 1.539900522760790161e-02
6.186329606064200703e+01 1.593376529928373919e-02
5.173603843381049217e+01 1.939356205124864729e-02
6.626608743391935263e+01 1.553043427437856422e-02
6.648723426059360975e+01 1.550991790082179890e-02
6.686357644481287821e+01 1.542163528318567928e-02
6.068893274636636193e+01 1.676128928762739972e-02
6.337868838641087876e+01 1.607894787721880769e-02
6.575029847268041294e+01 1.513841265591544909e-02
6.969413404082999364e+01 1.454006407676461388e-02
6.563520940101149392e+01 1.544342507815238408e-02
6.642747157852151929e+01 1.458171965072231104e-02
6.282011145502519156e+01 1.610236447611607460e-02
5.966265294700686894e+01 1.653169890479909074e-02
6.909615694464268643e+01 1.485281702280984162e-02
6.715779246466183849e+01 1.512395891723791568e-02
6.502545205432987530e+01 1.363600694955077047e-02
6.669189735066609614e+01 1.541906162796057196e-02
6.613929371873996388e+01 1.558693618724258344e-02
6.210212219561591951e+01 1.632972620545406969e-02
6.675919290622729818e+01 1.517474123067101034e-02
6.414353916059306471e+01 1.348464973305786227e-02
6.264175268817324849e+01 1.380213669797424741e-02
5.962244273489264401e+01 1.465237124763531587e-02
6.686746357213739600e+01 1.541706668854568585e-02
6.472140844183017805e+01 1.553602097375593807e-02
5.029852187413555953e+01 1.776449707406117101e-02
6.734875681824740923e+01 1.424977048802841990e-02
6.727094565436308926e+01 1.433027097700579830e-02
5.946071504966226229e+01 1.524399843911284844e-02
6.794684252417843595e+01 1.515335455492708774e-02
7.604148719718800464e+01 1.232193807525141897e-02
6.671432216044344443e+01 1.545295766746393462e-02
6.565474287990531366e+01 1.542542793832690426e-02
6.237331863636983087e+01 1.598708722409532268e-02
6.614991764183812961e+01 1.354115453267043176e-02
6.920216380355451236e+01 1.449627863997007479e-02
6.703852468721160562e+01 1.487265929255801936e-02
6.864905924311509011e+01 1.396737205273766193e-02
6.833043030083310043e+01 1.288943098872203166e-02
5.679429654187083543e+01 1.571053802905654842e-02
6.513700360638671327e+01 1.532235826792968658e-02
6.755107823553755964e+01 1.417967338922552709e-02
5.224126840930995996e+01 1.590033710242899287e-02
6.476982023764368535e+01 1.592045257945734482e-02
6.400377305696046903e+01 1.610496803824588638e-02
6.577950669159038455e+01 1.548946658929300189e-02
6.424466083001740913e+01 1.574291188575350012e-02
6.505372910212763315e+01 1.560386404489593273e-02
6.393785831345714854e+01 1.423664191867321342e-02
6.376522922280591388e+01 1.602102336570442390e-02
6.657464158598445181e+01 1.545588237987206327e-02
6.630326501814921869e+01 1.510753276263012562e-02
7.080372995062253949e+01 1.456329504056395885e-02
7.064813116084854983e+01 1.380275861309342329e-02
6.658513977917016291e+01 1.420794953415085299e-02
4.828020687691076063e+01 2.028889302492940111e-02
6.795512398825509592e+01 1.506125537892119039e-02
4.728473970578562557e+01 2.073099139617720632e-02
5.451437269320457801e+01 1.582347706533214493e-02
6.277332196033045619e+01 1.629527968290464535e-02
5.738992680841332117e+01 1.415314184060008536e-02
6.451002431750795552e+01 1.552930924765992711e-02
5.128321750726106387e+01 1.757563475362853775e-02
5.066725259983781626e+01 1.746052589566721505e-02
6.670223451791683544e+01 1.444241637459373756e-02
6.374646009379739553e+01 1.608238116856128969e-02
6.607143363906079969e+01 1.524686328092980658e-02
6.701889417996554243e+01 1.372528770850706993e-02
5.500109476557117461e+01 1.791478478360442397e-02
5.278976736232040423e+01 1.762545062405428478e-02
6.823457138814202949e+01 1.325590047170041585e-02
7.205703270529468796e+01 1.249169436608040494e-02
6.909377889196581179e+01 1.276684232761997155e-02
6.664833827112153131e+01 1.530908585647488239e-02
6.213816533554354749e+01 1.657662121160094135e-02
6.492456038775586080e+01 1.536201494268004362e-02
6.656069178960046884e+01 1.424632079141818081e-02
6.383492977417383685e+01 1.569908358199054860e-02
6.658882234333589167e+01 1.548055188642510731e-02
5.801345367309252765e+01 1.567217771071422946e-02
6.767549946757654311e+01 1.523744701008015838e-02
5.566374791020542290e+01 1.612455064396718304e-02
6.339516223091034419e+01 1.575299335864099176e-02
6.532624322012040352e+01 1.452116122455222175e-02
6.526057809431513590e+01 1.452234983791310385e-02
6.541160669549761053e+01 1.470509737865137272e-02
4.566838244837571636e+01 2.092430442076580535e-02
4.766354447809847272e+01 2.101025576304963935e-02
4.893716170613159733e+01 1.947648069037437660e-02
4.975378044555902335e+01 1.856643661329238082e-02
6.390520686780367043e+01 1.593040190437977968e-02
6.357453047452714401e+01 1.306390718303698795e-02
6.879345073183102954e+01 1.305157797485176178e-02
6.093745764001431553e+01 1.460548549828254855e-02
6.866492210729394685e+01 1.419735165201787934e-02
6.773717572128693121e+01 1.495179993946055448e-02
6.762427669890085724e+01 1.364787349856388422e-02
6.640681933219788391e+01 1.353566057438314492e-02
6.573846839864005176e+01 1.558551811850220244e-02
7.166332350095497361e+01 1.269487526860508045e-02
7.114339557551420512e+01 1.341672531911902028e-02
6.736449608554990220e+01 1.530724854546330199e-02
6.654368353792516189e+01 1.530831613758614797e-02
6.728264278611412408e+01 1.528850591917637301e-02
6.635391464871374012e+01 1.552372849668364092e-02
5.934148687731477878e+01 1.479628563824363432e-02
6.497823704398922473e+01 1.544116076287085047e-02
6.671622850132351346e+01 1.504409488587349006e-02
6.493435713142731913e+01 1.579442077600817090e-02
5.365276068101488960e+01 1.463095823733181512e-02
6.715284147920782232e+01 1.535441227428748293e-02
5.593481505972879120e+01 1.403415112360185783e-02
6.658199268209561694e+01 1.525750619051173193e-02
6.416947835412055667e+01 1.606245486187346874e-02
6.297236995247257596e+01 1.565349221370675170e-02
7.033161104528896601e+01 1.343049485720777467e-02
6.276616700985135822e+01 1.626816128720880161e-02
6.392816542330072593e+01 1.577212562335516405e-02
6.990771185193541726e+01 1.449901319783421412e-02
6.957275788757696944e+01 1.302416841244770709e-02
6.592769796255183223e+01 1.374587737953368409e-02
6.238518154076031408e+01 1.576206174099936339e-02
7.136875458633905112e+01 1.350005094797297571e-02
6.600341691949141421e+01 1.485882626944505687e-02
6.517369548906701482e+01 1.549589114833182374e-02
5.291374534605652258e+01 1.838771553606017087e-02
6.776171627646635898e+01 1.470935078196917815e-02
6.677024298477584807e+01 1.539427510260672066e-02
6.188248022471579191e+01 1.628502331786065710e-02
6.547355320797942113e+01 1.540480482627050972e-02
6.758992439462912216e+01 1.379704199178534083e-02
6.821257454393658293e+01 1.501022431710240940e-02
6.349165924087003532e+01 1.624154527093767120e-02
6.602917265864243745e+01 1.546843351140282652e-02
4.607581105477132155e+01 2.135513883522494744e-02
6.560239463948703076e+01 1.402381485667942781e-02
6.827060128847345766e+01 1.485146114956103700e-02
6.287463675310993239e+01 1.581682616414739617e-02
6.456027665569679641e+01 1.523478037710237348e-02
6.972969431581715583e+01 1.375398103189216098e-02
6.620862061161034262e+01 1.551648226437889189e-02
6.475106985341692223e+01 1.439697626979190813e-02
6.219070491769647191e+01 1.654686656666906272e-02
6.808443368062651757e+01 1.459304625362226569e-02
4.790648121288834460e+01 2.092567207829195211e-02
6.786235458706286749e+01 1.348726902112697135e-02
4.830643276473357162e+01 2.058166231334572840e-02
6.554608428348288385e+01 1.561995690674247879e-02
6.757691868434221760e+01 1.510687414239136710e-02
6.513555905526008871e+01 1.516808411306399748e-02
6.624924841880985582e+01 1.473929924003628857e-02
6.236172541001337777e+01 1.529002932906365839e-02
6.419944856534780797e+01 1.538774876924155037e-02
6.811034875750587503e+01 1.405701638815390689e-02
6.930158457705840647e+01 1.485795072035490938e-02
6.701401916654965873e+01 1.343718407077041169e-02
6.619540428487407269e+01 1.556418860222962518e-02
6.613000718770386754e+01 1.521463040309882497e-02
6.520247107615617210e+01 1.504433006447883185e-02
6.447673660806168527e+01 1.570467243168808050e-02
4.857270702140812091e+01 1.998890140699209964e-02
6.400133645699563090e+01 1.580275010801248173e-02
6.492294400952759759e+01 1.548224265584480057e-02
6.680544617490141945e+01 1.538800531051928884e-02
6.711489466974320806e+01 1.516053138003585488e-02
6.111000660039435672e+01 1.642388165052133253e-02
6.329114971153578750e+01 1.403032128381660922e-02
6.706134045747828054e+01 1.537266729854024072e-02
6.341683401249841978e+01 1.447284482719599433e-02
6.800708877937593400e+01 1.350808462471201309e-02
6.435399469460749344e+01 1.546171492289052929e-02
6.737593329491109273e+01 1.496467338128448787e-02
6.354621098982119065e+01 1.545069623231572903e-02
6.662854279616159658e+01 1.543236491220555985e-02
5.102735663455191428e+01 1.965929869052994786e-02
6.377624657385673856e+01 1.600296249320706798e-02
6.700085984023738206e+01 1.443655064445466610e-02
6.563454879440108414e+01 1.424585308082942404e-02
6.820225188212231160e+01 1.377766045116279869e-02
6.441830246833421825e+01 1.519871352282874295e-02
6.289027541956276224e+01 1.572324385639086927e-02
6.510888120851038252e+01 1.565595916757878472e-02
6.496655843368417038e+01 1.488406890013332408e-02
7.073835438848372803e+01 1.414138148658915413e-02
6.365672030529862013e+01 1.594219113184586548e-02
6.823263745715014750e+01 1.474948152035702141e-02
5.010323476657673325e+01 1.902577968853378515e-02
6.872053135703984594e+01 1.377327204809945804e-02
6.665291111765010612e+01 1.529800982592604934e-02
4.514900234519192423e+01 2.179650451059147315e-02
6.862106273791003730e+01 1.497343838662230746e-02
5.165208100004334568e+01 1.716872606982287539e-02
7.234735300435069405e+01 1.315870967437865469e-02
5.470389864753189357e+01 1.500464323183213836e-02
6.478545581149639077e+01 1.517536238886292924e-02
6.820128839208953764e+01 1.409291312568707912e-02
6.687013582319998761e+01 1.440200372901324390e-02
6.733663406195097423e+01 1.465123437106260681e-02
6.685957940771437791e+01 1.541063899591123103e-02
6.830118546235547683e+01 1.504021252320203797e-02
6.108113040509257985e+01 1.452688922802413199e-02
6.604469573116696779e+01 1.343468480136727865e-02
6.587016897916065261e+01 1.347607274426801567e-02
6.834745930029309591e+01 1.298788381766146499e-02
6.805280606747294314e+01 1.484063421682398944e-02
6.849727867867757425e+01 1.478890165619632484e-02
6.134835938940171474e+01 1.680847272012619270e-02
6.887209114383610142e+01 1.399891688111672139e-02
6.895113482356542534e+01 1.443386076670418079e-02
5.311107763249803071e+01 1.716549089167451747e-02
6.729821981116869267e+01 1.530182958886129423e-02
6.519839601971466436e+01 1.579056835626240635e-02
6.333531852222882463e+01 1.598371746607296640e-02
6.324787968037897201e+01 1.569200245806968638e-02
6.609509078605888988e+01 1.521560502472000566e-02
7.051030080726469862e+01 1.242693784597134754e-02
6.818855462791192679e+01 1.384335057299908647e-02
6.349079305859712008e+01 1.400848708036808374e-02
6.280301067158330852e+01 1.453664180258714723e-02
6.494502946054643644e+01 1.428961654922171129e-02
6.675521904464027045e+01 1.409022693092248230e-02
6.497866830609297040e+01 1.550149074635445712e-02
6.546051421843050377e+01 1.375525451296761778e-02
6.844976543070153241e+01 1.405343265614517230e-02
6.316222642978578250e+01 1.593224098014589876e-02
6.192987707967686362e+01 1.625640111081291111e-02
6.685117436665449020e+01 1.186556244272051093e-02
6.509681040136551644e+01 1.550059342846257272e-02
6.483575139681751409e+01 1.578920994727083665e-02
6.846363153216246644e+01 1.372888362026986921e-02
6.897736120192037390e+01 1.367903721854308273e-02
7.012487398382958759e+01 1.387856900180500265e-02
6.576768886906612011e+01 1.563957100508825762e-02
6.681312531852746872e+01 1.543158466825407873e-02
6.408284937739011866e+01 1.604780490738719201e-02
6.113529356575332230e+01 1.650972800296780785e-02
6.358526541423120904e+01 1.601950398175629522e-02
6.006734092210344045e+01 1.648407416380889834e-02
6.557634088462393152e+01 1.546114380162666620e-02
4.881326548132732057e+01 2.074053343931169316e-02
6.760970436932333882e+01 1.421822560055653953e-02
6.467216672166883029e+01 1.558733561151934462e-02
6.686730322837946972e+01 1.539201809657337813e-02
6.303226790534593960e+01 1.355855356918414523e-02
6.573756593400113957e+01 1.464932626093607727e-02
6.698824305205556584e+01 1.415327965119295150e-02
6.801724760019672544e+01 1.420922745903008440e-02
6.056595825154379753e+01 1.681499451782864085e-02
6.103287044690127772e+01 1.621648780024612796e-02
6.420317999505716955e+01 1.533956069585134217e-02
6.547766992781131989e+01 1.428577923169743226e-02
6.220362230424972694e+01 1.657544650928092708e-02
7.126292014968673527e+01 1.137665524401245201e-02
7.125221337941756872e+01 1.421601378009997030e-02
6.066062173161173376e+01 1.477777779464532239e-02
6.278355420154907307e+01 1.618607946244703458e-02
6.453518593824220773e+01 1.283715369689779340e-02
6.563401101003073279e+01 1.567491908658805513e-02
6.452736026247600876e+01 1.450196486327685365e-02
5.056538048456424406e+01 1.998527771927181493e-02
6.198290480286731707e+01 1.542625946584654135e-02
6.473118730767762941e+01 1.534866585057962154e-02
6.429555237137697077e+01 1.595182672433710647e-02
6.691406623650077279e+01 1.506352558759094067e-02
5.743397465446098238e+01 1.486628784666465738e-02
6.672519531685365735e+01 1.452408779964532888e-02
6.660655889222547898e+01 1.392559008449116044e-02
6.713897529150132470e+01 1.534155812152393321e-02
6.159810879567360331e+01 1.654822738304045568e-02
6.678041136233923680e+01 1.437996728938558191e-02
6.360198045521660504e+01 1.608151072166979015e-02
6.760082724870119364e+01 1.525340901215549265e-02
6.153006212162927824e+01 1.601764890675844849e-02
6.340604106863916201e+01 1.555844691157880384e-02
6.712744844191465177e+01 1.445299275385254767e-02
6.556166786690812387e+01 1.567401057763688488e-02
6.642311073627269025e+01 1.514873834724300185e-02
6.663593404421256139e+01 1.458470246937923660e-02
6.632796674308670504e+01 1.263322307622538436e-02
6.168379033817957691e+01 1.358529775286946954e-02
6.831305484562167862e+01 1.437769702410759270e-02
6.079748168611549630e+01 1.604972279725612808e-02
6.234883580912067202e+01 1.529519145893403799e-02
6.126006770303239080e+01 1.405401671114287800e-02
6.721577433066669016e+01 1.533610412636814309e-02
6.662940122560057432e+01 1.545385270924753453e-02
6.579372994354386606e+01 1.423932630798795292e-02
7.204542383302516839e+01 1.322107828422807926e-02
6.607877907639270632e+01 1.533644584001653960e-02
6.756124574465231092e+01 1.525781320632659671e-02
7.067790025382632280e+01 1.296424648558970778e-02
6.527355529306954907e+01 1.299988033053122577e-02
6.712965652450738219e+01 1.292395589259466050e-02
6.619301982309883670e+01 1.494163806327949637e-02
6.241943426387075533e+01 1.577865341399292340e-02
6.347524973649689173e+01 1.554424528031923304e-02
6.370131194098717486e+01 1.521543021780066146e-02
4.581182651277134710e+01 1.950820169524131870e-02
6.597446818243190592e+01 1.554463533645299850e-02
6.335373544472793839e+01 1.610226079144773045e-02
6.698417324382418769e+01 1.510509859021808531e-02
5.694654022151430439e+01 1.731421628547605632e-02
6.778660964278866174e+01 1.519698133105825549e-02
7.351172670351215288e+01 1.321965217758445769e-02
6.856768123915486512e+01 1.439241082149012030e-02
6.667805769733230647e+01 1.542859302400015342e-02
6.663719000338679166e+01 1.535966387671046547e-02
6.474375341765716030e+01 1.563556101613680291e-02
6.800045944391717967e+01 1.442209195223663649e-02
6.566564089539591009e+01 1.459731470530698134e-02
6.626168033289474124e+01 1.541968484950612464e-02
6.684781697327051120e+01 1.518282713861334073e-02
7.147283850428237884e+01 1.394059408294720873e-02
6.493814950236972550e+01 1.418614996911947770e-02
6.601656466390930689e+01 1.512414420983959444e-02
6.236398682429601337e+01 1.572695796599125201e-02
6.866936596569334483e+01 1.322729090085813207e-02
6.708272461915207430e+01 1.533573597377007637e-02
7.073207332746854092e+01 1.324501552352197117e-02
6.419683765008802823e+01 1.572155233260699031e-02
7.073587099516437604e+01 1.309169839967696571e-02
6.615637057240012098e+01 1.554148898560647404e-02
6.694856595368682406e+01 1.511169210682329969e-02
6.489652240895050284e+01 1.570198246024465810e-02
6.525349550060821002e+01 1.514358837586521518e-02
6.850344781393346238e+01 1.474477746780012907e-02
6.437466806573958422e+01 1.556652157688792615e-02
6.698044525383893699e+01 1.537898570642736058e-02
6.474958537994724850e+01 1.544795429799987636e-02
7.000061811711333348e+01 1.448276538489223775e-02
6.597702848271843834e+01 1.275291216240038474e-02
6.692069152151044875e+01 1.256765255350003087e-02
6.789549813583185767e+01 1.368182272304151875e-02
6.907981427708254785e+01 1.344459089327974810e-02
6.803206108158164511e+01 1.363821201003465391e-02
6.636602848038135960e+01 1.520073623166809385e-02
