# df dtau f tau ell mf af z
7.851641680483092967e-02 2.825810233593719079e-01 2.580673024572434429e+02 4.960876436165189383e-03 1.000000000000000000e+00 6.664513299116484291e+01 6.750827983100143870e-01 1.101133755766722233e-01
4.308791347235093466e-02 3.598663895239341826e-01 2.447888473991288549e+02 5.440914947154777172e-03 1.000000000000000000e+00 6.899830418137509014e+01 6.878858591581239468e-01 8.196683508424743025e-02
7.520076134749863195e-02 3.463625337569046225e-01 2.534896258713049804e+02 5.325433163399196160e-03 1.000000000000000000e+00 6.817847428181140401e+01 6.883478569860116414e-01 1.438567644424195435e-01
8.239947447328985208e-02 2.691644261366885615e-01 2.500935498548087992e+02 4.997663347580517598e-03 1.000000000000000000e+00 6.809293071372516692e+01 6.488992515933674765e-01 7.850171252832809088e-02
1.175810599930497413e-01 1.658180186040436321e-01 2.650992863488077660e+02 4.552357312476692890e-03 1.000000000000000000e+00 6.690311131215426599e+01 6.820688092270016378e-01 1.281156720648336245e-01
1.423866701004706525e-01 3.152404996577447271e-02 2.646842323129707779e+02 4.172628176488482957e-03 1.000000000000000000e+00 6.867231172543183959e+01 6.964018164948876377e-01 1.196628583456383899e-01
1.992827746567469860e-01 -8.831263498309316340e-02 2.760145601385886494e+02 3.673627810811809242e-03 1.000000000000000000e+00 6.799472041412514045e+01 6.871265350793942517e-01 1.059028895700340200e-01
1.400472577526688522e-01 2.316520928108384558e-01 2.579595274155606148e+02 5.077342235984720793e-03 1.000000000000000000e+00 7.062190431959109560e+01 7.021513187576733372e-01 1.257983574032837115e-01
7.346662913500758008e-02 1.397614799096147387e-01 2.564098472440273326e+02 4.452255308622624433e-03 1.000000000000000000e+00 6.690585340311699269e+01 6.768533740058257919e-01 7.917786977765636780e-02
1.146814339914885711e-01 4.099909438300066156e-01 2.634844748456008574e+02 5.475279358150636315e-03 1.000000000000000000e+00 6.713875556009634238e+01 6.808766293168559969e-01 9.742654019551734434e-02
1.460452804190355003e-01 2.083605881724372999e-01 2.481589085260272043e+02 5.057118466250595627e-03 1.000000000000000000e+00 7.211067171627109929e+01 6.587062343351178795e-01 9.533892565966417543e-02
4.956938070732565260e-02 1.754105131215406566e-01 2.491205692726161658e+02 4.641761696981752151e-03 1.000000000000000000e+00 6.773757496578674875e+01 6.776000073131253076e-01 1.185347441298869320e-01
1.506244781349740380e-01 1.911040522371482142e-01 2.659597668130327293e+02 4.721085524110188274e-03 1.000000000000000000e+00 6.802918487986769946e+01 6.776316824169059672e-01 1.300864176044403686e-01
7.129675236347478295e-02 1.025079327806580065e-01 2.546361232613488994e+02 4.320824711772569722e-03 1.000000000000000000e+00 6.707249102260948348e+01 6.712230776599000803e-01 1.091137462242880718e-01
8.507196105244328732e-02 1.473082698285115844e-01 2.562007877608082822e+02 4.545411293366447524e-03 1.000000000000000000e+00 6.779221563598636635e+01 6.845879693916065989e-01 1.159116379971880106e-01
2.386604628875731715e-01 7.476608720436761502e-02 2.676906098364775062e+02 4.400327634011818624e-03 1.000000000000000000e+00 7.039457096450675522e+01 6.378207483342711592e-01 1.208497570968656148e-01
7.041824978421655501e-02 3.198585625257628351e-01 2.539804929017841459e+02 5.174361024242791519e-03 1.000000000000000000e+00 6.757356223465693290e+01 6.817751138951325673e-01 8.642443770941111991e-02
7.239110302454854554e-03 2.806058797581045816e-01 2.446881501670707735e+02 4.963173828656735655e-03 1.000000000000000000e+00 6.677685238529282685e+01 6.750593702335451196e-01 1.132877941290488244e-01
1.143665366565561892e-01 -2.488649146294807935e-02 2.617966117542040934e+02 3.881716545936824293e-03 1.000000000000000000e+00 6.754262101728127732e+01 6.806292231979250706e-01 7.753058663386308558e-02
4.558605741315059912e-01 1.595813784993663220e-02 2.517066012199809677e+02 5.032658416432562662e-03 1.000000000000000000e+00 8.503548489276121813e+01 6.241436579221546488e-01 1.025468433813637170e-01
1.209424181720073765e-01 2.967117763857349821e-01 2.627540144545811813e+02 5.100852820407685700e-03 1.000000000000000000e+00 6.772097151052429354e+01 6.841294122616398132e-01 8.533865546933173951e-02
7.979394480656698541e-02 7.472132784888785295e-03 2.556299996684538769e+02 4.007087765315226445e-03 1.000000000000000000e+00 6.760655793719404016e+01 6.818263188644001493e-01 8.333990336630159312e-02
6.479022676787921098e-02 3.563468639174717234e-01 2.552266261104875866e+02 5.240609583945726214e-03 1.000000000000000000e+00 6.674409994740290131e+01 6.750601689162315511e-01 9.658026264988683884e-02
8.597759592627225722e-02 8.242510495315066854e-02 2.584682909568879836e+02 4.239370361541284007e-03 1.000000000000000000e+00 6.691297521917766744e+01 6.755410127793514130e-01 1.104304929776012134e-01
7.282794486477686680e-02 8.161539943225255833e-02 2.550644267219367975e+02 4.253562574874720538e-03 1.000000000000000000e+00 6.719566380554758211e+01 6.752630131029865312e-01 9.900508309769917581e-02
4.924696043311999061e-02 1.181612569888612629e-01 2.427422230833117567e+02 4.618905438564462930e-03 1.000000000000000000e+00 7.039474623958912503e+01 7.011104357059022574e-01 8.029887124910263518e-02
9.212202171152512886e-02 -5.185518231371588627e-03 2.550832720605817769e+02 3.989311928082714571e-03 1.000000000000000000e+00 6.818849888277776472e+01 6.766914613486818553e-01 1.134285023067158199e-01
1.376667511528363308e-01 -1.357601648536346239e-01 2.615507897220884956e+02 3.513772060896136300e-03 1.000000000000000000e+00 6.855500030079619478e+01 6.748449217947092293e-01 1.084475257478243471e-01
-1.129791596282459648e-02 3.263571910983996127e-01 2.415279121481748064e+02 5.189343047839941117e-03 1.000000000000000000e+00 6.735713243205506728e+01 6.918334023840294611e-01 1.161902087366305375e-01
7.570732429155477283e-02 1.524010038596161909e-01 2.547381975036380197e+02 4.577186875961009906e-03 1.000000000000000000e+00 6.792377722344465951e+01 6.899410635818066240e-01 8.006052775211856820e-02
1.336568122385075885e-01 2.348221252635063205e-01 2.646108235605459527e+02 4.905078447393424607e-03 1.000000000000000000e+00 6.814233487594162852e+01 6.929418877977817637e-01 1.063329010079817893e-01
5.930615319764390159e-02 2.073859909549913283e-01 2.529114966368697992e+02 4.754664890247207142e-03 1.000000000000000000e+00 6.753780845984910286e+01 6.871762874145996847e-01 9.528210548213814080e-02
6.482638717781216697e-02 4.869387511815492786e-02 2.530527308618355846e+02 4.168377965430940073e-03 1.000000000000000000e+00 6.768671781816364330e+01 6.847847115711517274e-01 7.610030828032232630e-02
2.145457554183794746e-01 -2.427870016863767078e-01 2.697132570223560037e+02 3.262012865430009671e-03 1.000000000000000000e+00 7.123817221085340634e+01 7.151849988744256592e-01 6.165020109597735970e-02
7.347581658175594832e-02 1.794008100801183225e-01 2.570161789554834399e+02 4.601933369716685110e-03 1.000000000000000000e+00 6.690021354700303391e+01 6.811931592249713674e-01 9.453463268492823257e-02
5.533688608889025112e-02 3.277599040185290580e-01 2.514212639797666498e+02 5.143982807740014700e-03 1.000000000000000000e+00 6.694963160533779956e+01 6.653871606414104578e-01 8.870020322745650332e-02
6.306846181603918688e-02 2.353509183638007318e-01 2.488245066172147801e+02 4.913809254839833149e-03 1.000000000000000000e+00 6.843978350517329545e+01 6.749619809377075397e-01 1.012346782946798307e-01
1.221832447862197107e-02 3.747801895561537755e-01 2.439673408775146584e+02 5.353977032246195512e-03 1.000000000000000000e+00 6.729276314655676572e+01 6.769744615925601394e-01 1.205641554325198733e-01
1.877375127989053955e-02 2.106212582234512909e-01 2.468167244967131921e+02 4.719830442564413447e-03 1.000000000000000000e+00 6.694844724266735625e+01 6.798773211351147872e-01 7.797910625995038703e-02
8.914548434055942494e-02 8.949753080645672654e-02 2.582042833301814539e+02 4.314953164581338853e-03 1.000000000000000000e+00 6.754899628463614647e+01 6.875184611544270519e-01 9.513006767052736845e-02
1.296178462828473654e-01 5.198874616078796862e-02 2.540112933277763432e+02 4.210832841240586162e-03 1.000000000000000000e+00 6.877695806922017141e+01 6.341684783346467347e-01 1.033426717066471684e-01
1.114462634425541637e-01 1.356677877328693604e-01 2.613704216932874829e+02 4.507243678832234535e-03 1.000000000000000000e+00 6.782417638540376004e+01 6.893018286885301826e-01 7.817036428699815354e-02
1.103448643212294467e-01 4.050596678897262493e-01 2.490988047511428078e+02 5.578112152586612270e-03 1.000000000000000000e+00 6.909251031380813401e+01 6.309280134471405566e-01 1.081347595052505883e-01
2.360507382335556292e-01 7.743897072635766432e-02 2.695974831823117484e+02 4.583304548237954017e-03 1.000000000000000000e+00 7.221050987145542877e+01 7.117443450902850577e-01 7.384028454456811885e-02
-1.085367287438326889e-03 6.283669849251882766e-02 2.431400200702205723e+02 4.148405875266640390e-03 1.000000000000000000e+00 6.666040845705046536e+01 6.717370456621264418e-01 7.675886866602196767e-02
4.208548435758652229e-02 4.180658984514229459e-02 2.510515798434139469e+02 4.071847011292802597e-03 1.000000000000000000e+00 6.666801784893819161e+01 6.726086901207822821e-01 8.967739177826708485e-02
4.524313271798831998e-02 3.947687201385157163e-01 2.447555900571181269e+02 5.347290619114951349e-03 1.000000000000000000e+00 6.675610512372256267e+01 6.223670005134508409e-01 9.866392163976858698e-02
9.913307836884424629e-02 2.867827300233890403e-02 2.574821122281942394e+02 4.202602677797457643e-03 1.000000000000000000e+00 6.912636473608878873e+01 7.126443252561441843e-01 7.829680157354128311e-02
8.385140606916607897e-02 2.096955783567568954e-01 2.574907970642993291e+02 4.778399524720459805e-03 1.000000000000000000e+00 6.768689173796269642e+01 6.930590184489281436e-01 9.138044173097613354e-02
1.979200549410772836e-01 4.862271446652301488e-01 2.558968529565047731e+02 6.055638407744289194e-03 1.000000000000000000e+00 7.111354408303192542e+01 6.221637957973248367e-01 1.158958003437363937e-01
1.540480633305370828e-01 -1.558870386294259891e-01 2.681151242175248512e+02 3.428036592690711804e-03 1.000000000000000000e+00 6.811054904614348970e+01 6.912711370267050626e-01 9.335240555630340553e-02
1.167522255183877922e-01 4.299808628417788881e-01 2.616159059905091908e+02 5.610623100062404889e-03 1.000000000000000000e+00 6.783988415387177895e+01 6.846316461384597263e-01 1.001658213199336928e-01
5.441244357560773293e-02 3.346645562622438952e-01 2.502021569399853718e+02 5.256030436474312499e-03 1.000000000000000000e+00 6.789325432584000453e+01 6.837318312653262176e-01 9.901906917704655919e-02
1.193942795862090733e-01 2.721204292208716513e-01 2.592596268072783232e+02 5.126796861858106888e-03 1.000000000000000000e+00 6.915407155067930489e+01 7.006078741983378100e-01 8.382302333451155385e-02
1.104011754115894611e-01 1.078858491040084189e-01 2.598058252374507333e+02 4.420005878366640995e-03 1.000000000000000000e+00 6.811298572458531453e+01 6.871999212928084910e-01 6.791686146359138254e-02
4.699777514512577803e-02 5.215522595076211854e-01 2.488071574282502070e+02 5.904232831554721492e-03 1.000000000000000000e+00 6.739238086406430739e+01 6.693962879047418157e-01 1.254588719180979306e-01
9.007299044243112507e-02 5.857081143124143879e-02 2.541672072095171018e+02 4.309944365253694926e-03 1.000000000000000000e+00 6.916856754379529093e+01 7.008560495694605708e-01 7.945556349929577822e-02
6.328187925250056134e-02 3.657187490580153799e-01 2.490856648441022969e+02 5.478281941045519063e-03 1.000000000000000000e+00 6.910220143530818859e+01 6.964800636611867546e-01 1.297047778925111139e-01
9.948540608591616152e-02 -1.003781492037210676e-01 2.567157407786560270e+02 3.677697265927304653e-03 1.000000000000000000e+00 6.877529854579933044e+01 6.971367989063496085e-01 9.172478152046027733e-02
8.574823372774433017e-02 4.129894303759064078e-01 2.539059759012161805e+02 5.628254535265784023e-03 1.000000000000000000e+00 6.875541248810026218e+01 6.936038565412828705e-01 9.750139731196032222e-02
6.445539724900274658e-02 -1.842692228475573124e-02 2.531076739754919629e+02 3.920230215401320287e-03 1.000000000000000000e+00 6.771123606528047389e+01 6.869581009914114134e-01 9.788262931575453241e-02
9.757015383610721793e-02 5.216708259668068060e-02 2.580071936108720934e+02 4.176580652367468255e-03 1.000000000000000000e+00 6.769466064298515562e+01 6.779453772935902789e-01 8.800235823548328840e-02
3.100493330804071634e-02 1.333123733445822356e-01 2.476848296515917127e+02 4.469414084374722165e-03 1.000000000000000000e+00 6.744662622767810944e+01 6.838427790739706191e-01 8.027602750236384477e-02
6.703513809805827783e-02 9.720422955073962368e-02 2.541084092113841848e+02 4.337190721495076673e-03 1.000000000000000000e+00 6.747892829916686708e+01 6.845502138646809565e-01 1.158236305954714329e-01
9.169023238861470637e-02 2.481611570738375128e-01 2.586731330653642544e+02 4.874175125241098430e-03 1.000000000000000000e+00 6.717721660531893235e+01 6.771664433633112212e-01 8.563787494120314592e-02
1.359202844274117472e-01 -2.076536934650080601e-02 2.659054359137469987e+02 3.903357153756698006e-03 1.000000000000000000e+00 6.758932404958159168e+01 6.839872429585781566e-01 9.981062391096265363e-02
3.589078039870653714e-02 3.396801082690403817e-01 2.470693256199731707e+02 5.306464241380399495e-03 1.000000000000000000e+00 6.820601277609739554e+01 6.932910292424310228e-01 1.204938940549419579e-01
2.222904520446445376e-01 3.079139564208683844e-01 2.672143367490360220e+02 5.521075491517994129e-03 1.000000000000000000e+00 7.235317687417875732e+01 7.173326706480235293e-01 1.245185932709116650e-01
2.721033224069365208e-01 4.076030568298133483e-02 2.758061810479201199e+02 4.444316007629736491e-03 1.000000000000000000e+00 7.225544009130615564e+01 7.166693044302304694e-01 1.371780247259918595e-01
2.858285982099071365e-01 1.118174194898139129e-01 2.604607411332047491e+02 4.985680751651513747e-03 1.000000000000000000e+00 7.647757107440224900e+01 6.949555332079468961e-01 1.288905441008213471e-01
2.610463195679725290e-01 3.889999969843256356e-01 2.523903513709581148e+02 6.195577240714277359e-03 1.000000000000000000e+00 7.712203020792190955e+01 6.773846099778637608e-01 1.193073160904391389e-01
2.216887337234818567e-01 2.435076262017407955e-01 2.485227928215239785e+02 5.461189530488410118e-03 1.000000000000000000e+00 7.574640982039221626e+01 6.600058925592876546e-01 1.378173756120250615e-01
2.859696231833584457e-01 1.156900705976635080e-01 2.589943709787264652e+02 4.919350822884148260e-03 1.000000000000000000e+00 7.565872047850250226e+01 6.595360248291293193e-01 1.269763767958662914e-01
1.564172767885494142e-01 2.542690493958538744e-01 2.684099967303913559e+02 4.952103426750810271e-03 1.000000000000000000e+00 6.788779608511501351e+01 6.831844164491441829e-01 7.409170714021580395e-02
1.323344131110664179e-01 1.475571161356904470e-01 2.643028364722821948e+02 4.548533387901229803e-03 1.000000000000000000e+00 6.784796142720776402e+01 6.833905942038409620e-01 8.849877863038824177e-02
9.196878990159734757e-02 -9.250424469495477364e-04 2.569390725120892967e+02 3.991268005950991508e-03 1.000000000000000000e+00 6.786653308504210713e+01 6.825811608772550665e-01 7.407668103345074750e-02
1.176000268144630212e-01 2.436534571627388401e-01 2.661246671423505745e+02 4.784533335361970501e-03 1.000000000000000000e+00 6.624376355892810864e+01 6.702675826322955777e-01 1.069546870636310931e-01
2.023759870578127618e-01 6.523290291610561731e-02 2.806512571018845961e+02 4.170686481659069238e-03 1.000000000000000000e+00 6.678452490290518995e+01 6.799902129088432057e-01 9.283147248752482428e-02
5.805774520121441407e-02 3.201287145730546957e-01 2.473698694521110610e+02 5.159331499702282664e-03 1.000000000000000000e+00 6.768809008307667341e+01 6.499154631268071469e-01 1.063113308369225268e-01
9.625715516607953604e-02 3.759238233822231878e-01 2.563875007309244438e+02 5.362068502749294668e-03 1.000000000000000000e+00 6.748231352262729388e+01 6.621733992766923871e-01 9.915796495926354481e-02
7.892613011210034002e-02 -1.280886867279151797e-01 2.533891713920529583e+02 3.477399327818142798e-03 1.000000000000000000e+00 6.745347139620207599e+01 6.621544258775519110e-01 9.222379890311316331e-02
-5.029565473702424239e-03 1.626875353365938581e-01 2.428313492479598210e+02 4.457557048635359641e-03 1.000000000000000000e+00 6.594588799241334698e+01 6.555347493201071352e-01 7.316519795136318394e-02
1.252978932323841887e-01 1.428782146767512418e-01 2.627270225376656185e+02 4.472533822443398865e-03 1.000000000000000000e+00 6.720512259745676431e+01 6.622070639176547147e-01 1.174851009728531959e-01
1.043576396230081194e-01 2.108906255494427118e-01 2.574670969397404292e+02 4.747357802630075042e-03 1.000000000000000000e+00 6.753675353905092038e+01 6.603006474393006142e-01 1.230898631923438985e-01
1.654233793681012810e-01 -4.218437459574958526e-02 2.568760871907284127e+02 4.025379773889526183e-03 1.000000000000000000e+00 7.130032135877311816e+01 6.772665329555301872e-01 8.313734501183152326e-02
6.285642916567248106e-02 1.435002431539653817e-02 2.490568702897619744e+02 4.039284765687897391e-03 1.000000000000000000e+00 6.794658665631813221e+01 6.638654351977163470e-01 1.108259515601085488e-01
1.090839290813006290e-01 7.565278607467007532e-02 2.586437448489817825e+02 4.258432361880571879e-03 1.000000000000000000e+00 6.771727208708443868e+01 6.678306817900550030e-01 1.036762905737789731e-01
4.177293535897597804e-02 -4.097613787926279727e-03 2.494058319538476098e+02 3.894115065565758628e-03 1.000000000000000000e+00 6.667472135982661996e+01 6.607425834058443526e-01 7.354400007515438098e-02
1.560447165328733565e-01 8.217103799838998412e-02 2.700258938971481371e+02 4.214037906155725446e-03 1.000000000000000000e+00 6.669617538266155066e+01 6.608466833222719217e-01 9.362769391596044433e-02
7.661023003290651223e-02 -6.873841978587424961e-02 2.552502834763953956e+02 3.661425275234497789e-03 1.000000000000000000e+00 6.678816530364581183e+01 6.604431985851109133e-01 1.002929243734144715e-01
4.780771272554615314e-02 2.226670346647057208e-01 2.493788275090565492e+02 4.826145522075167386e-03 1.000000000000000000e+00 6.778412722669588675e+01 6.829019166424816767e-01 1.165490500349664893e-01
8.382073532011027894e-02 -8.390346607434626125e-02 2.540231375300867285e+02 3.732849243838287558e-03 1.000000000000000000e+00 6.868240765161027639e+01 6.944803537269715887e-01 1.244250318154358492e-01
1.418408772460025835e-01 1.302040173935677947e-01 2.631185743813266527e+02 4.546707594865573993e-03 1.000000000000000000e+00 6.876160395689467464e+01 6.876969461067635736e-01 1.238133959066233802e-01
1.515451658959447168e-01 2.019121978114449822e-01 2.602763357562959072e+02 4.872404106722949373e-03 1.000000000000000000e+00 6.963279968645151996e+01 6.775000628733844898e-01 1.226491599337927174e-01
1.005294902651995836e-01 5.266930356599774932e-02 2.497864093812173110e+02 4.296186991756109110e-03 1.000000000000000000e+00 6.975217579871457474e+01 6.669277565652017570e-01 1.155110309636568910e-01
1.689101306145334436e-01 1.470221936837114995e-01 2.659553556906710696e+02 4.646027182324898724e-03 1.000000000000000000e+00 6.927913886998018711e+01 6.884482337878560232e-01 1.122040074622075029e-01
1.473404787052456366e-01 6.349916928304422115e-02 2.611861171890124638e+02 4.362645401538856917e-03 1.000000000000000000e+00 6.976636649017801517e+01 6.959391019227734176e-01 8.391431078965980173e-02
1.541425809382866441e-01 -1.175483240289333653e-01 2.655874265360085928e+02 3.629172645100633022e-03 1.000000000000000000e+00 6.906153560268273850e+01 6.998519456276409700e-01 8.174670598804160970e-02
2.027883972766674203e-01 -1.797279620594451899e-01 2.746963517045572871e+02 3.396021455530904166e-03 1.000000000000000000e+00 6.907619171101099198e+01 7.048219410385953010e-01 9.320238777856787449e-02
1.343958020201451165e-01 2.518156924748773395e-01 2.578424797877506194e+02 5.151767894349639290e-03 1.000000000000000000e+00 7.048571799048801267e+01 7.075314805743372348e-01 8.208869925217002206e-02
7.917991572390310762e-02 5.847118651233307318e-02 2.562639301099957265e+02 4.201412009398317916e-03 1.000000000000000000e+00 6.759037208243239547e+01 6.874648396193553390e-01 8.050954824859060666e-02
-1.508707908156625699e-02 3.215118466457493884e-01 2.464419158494675628e+02 4.804289911890252326e-03 1.000000000000000000e+00 6.320071856474700667e+01 6.189973840915518055e-01 6.181821944806727143e-02
7.032509221944066580e-02 1.632496956000093480e-01 2.626739174989406251e+02 4.266646048701478421e-03 1.000000000000000000e+00 6.339085211820722066e+01 6.242895506378183246e-01 7.010133665255705027e-02
-3.246701505418145978e-02 4.493958759600534814e-01 2.429091800810925292e+02 5.266760444015514998e-03 1.000000000000000000e+00 6.335496271945980595e+01 6.219553154935509864e-01 7.052984021473328313e-02
1.960161450095004310e-01 2.444969645787153922e-02 2.690104662426257960e+02 4.175251992605727262e-03 1.000000000000000000e+00 6.938383499776247731e+01 6.790447705308774173e-01 9.574835178231383415e-02
1.534387709678142198e-01 1.063314504026026223e-02 2.707706024647162621e+02 3.969116187642163923e-03 1.000000000000000000e+00 6.685350441926584608e+01 6.746727528000416862e-01 9.673394383009578656e-02
6.731328809962916493e-02 2.731344415562687589e-01 2.547202901458945234e+02 4.948090334385493727e-03 1.000000000000000000e+00 6.696044768877582953e+01 6.738971955887066434e-01 8.661172306248131336e-02
6.995690738266627240e-02 1.849272664129667232e-01 2.557830209862505910e+02 4.604395159004518595e-03 1.000000000000000000e+00 6.673708263971576571e+01 6.720283336417772757e-01 1.125384207108460488e-01
7.772517786204624635e-02 2.887258906036025419e-01 2.543622103679728639e+02 5.051925338601913514e-03 1.000000000000000000e+00 6.756414216759569058e+01 6.746687387347282128e-01 9.361534091144847747e-02
7.823436591157365005e-02 2.462324523152918943e-01 2.576191252572583608e+02 4.817373724064624024e-03 1.000000000000000000e+00 6.656709509056170759e+01 6.699310437534875540e-01 9.361285860637494349e-02
4.249013815879160161e-02 -2.748413120616260419e-01 2.506700442582044275e+02 2.920782430808659819e-03 1.000000000000000000e+00 6.698995418924663170e+01 6.780922411122011217e-01 8.427991176876672985e-02
1.042796781564044595e-01 2.333073864608509532e-02 2.554937063052763051e+02 4.115423495324921702e-03 1.000000000000000000e+00 6.853050085915216982e+01 6.736525800879092918e-01 1.024204530909755412e-01
2.054359959787333545e-01 1.317425820861644337e-01 2.638756018049027716e+02 4.852860688862203897e-03 1.000000000000000000e+00 7.281772284237567305e+01 7.257359975157905430e-01 8.986275409004874926e-02
2.238506215014554601e-01 -4.914466987488808059e-02 2.661572967882967191e+02 4.150490948635064334e-03 1.000000000000000000e+00 7.321881913984471169e+01 7.304822286956698107e-01 1.002280523477465657e-01
1.785591882163868882e-01 -3.081456627865941655e-02 2.639394659798821294e+02 4.011922420977416352e-03 1.000000000000000000e+00 7.016291209911680937e+01 6.850871650140059055e-01 1.063818489211792312e-01
1.780170666145940994e-01 3.184879953960684240e-02 2.640007941630739765e+02 4.333731704420411279e-03 1.000000000000000000e+00 7.106948851175204140e+01 7.138195263129932799e-01 1.327594498686423263e-01
1.863089621967949916e-01 3.595786486316943087e-01 2.638051724353209693e+02 5.631360921175579577e-03 1.000000000000000000e+00 7.126501169649756662e+01 7.056261908728552745e-01 1.107285731008952195e-01
9.029527925920366460e-02 1.234708341108359253e-01 2.586491185202926317e+02 4.384893953603966575e-03 1.000000000000000000e+00 6.687084174088958832e+01 6.701049747521311550e-01 8.174624235447375264e-02
1.023482129693669002e-01 -4.182590699724147987e-02 2.562224328477707331e+02 3.922532833977998047e-03 1.000000000000000000e+00 6.913428818824745292e+01 6.994525209599564697e-01 1.025337720281380288e-01
1.571781432096999720e-01 -1.099124033804649292e-01 2.667473026613700995e+02 3.651772613559105610e-03 1.000000000000000000e+00 6.892103390911299243e+01 7.006384519702244518e-01 1.235618657317020253e-01
1.348607036836803330e-01 -9.932532703829929921e-02 2.525921324935483199e+02 3.827947036344884948e-03 1.000000000000000000e+00 7.157176113301440523e+01 6.940016517115799033e-01 1.180052728873429158e-01
1.836393393662548723e-01 1.746748141024035694e-01 2.689589403902722893e+02 4.787205052143113718e-03 1.000000000000000000e+00 6.963233042289382979e+01 7.022168369659778087e-01 1.136348689728988309e-01
1.544966181910094327e-01 1.987050617887575754e-02 2.585160466943802930e+02 4.255082531657339989e-03 1.000000000000000000e+00 7.082286370072523596e+01 6.938691753257834050e-01 9.312914964788875094e-02
8.807650680496442730e-02 1.547625065692663782e-01 2.605618432766663091e+02 4.409830806081932106e-03 1.000000000000000000e+00 6.569439361587362214e+01 6.531057865040622579e-01 9.616653330934563093e-02
5.858790133077552975e-02 2.947766731100158744e-01 2.527114684810376559e+02 5.068598352489857295e-03 1.000000000000000000e+00 6.740080996859913398e+01 6.831684523109468055e-01 1.259724487842143748e-01
7.285247887435407355e-02 4.414976043224041469e-01 2.514216464291437489e+02 5.598650846834680658e-03 1.000000000000000000e+00 6.743488166350115876e+01 6.550855567174579397e-01 9.214307780145282456e-02
4.783980247735537122e-02 1.647878852696860186e-02 2.471552079233246388e+02 4.008783205706161444e-03 1.000000000000000000e+00 6.738446529378495597e+01 6.553267529397882596e-01 1.095688495535354495e-01
9.554415970950172476e-02 2.560719847969017415e-01 2.583751600359774443e+02 4.855879461968154280e-03 1.000000000000000000e+00 6.675026252750262756e+01 6.561226894812648425e-01 1.051875430624425595e-01
1.291916151790793998e-01 1.053983658177573002e-01 2.585479541855150956e+02 4.468599271136164050e-03 1.000000000000000000e+00 6.908655905424393495e+01 6.802652438851310990e-01 1.065272063956979043e-01
8.399846940105017146e-02 1.191914750287671187e-01 2.515087653479303924e+02 4.509636751105684620e-03 1.000000000000000000e+00 6.889023441793000302e+01 6.815318086888096927e-01 1.075520696613568306e-01
1.170122239811029474e-01 5.228540180955826983e-03 2.658528344948031190e+02 3.951789903151584592e-03 1.000000000000000000e+00 6.677624461153369850e+01 6.845868725215472628e-01 8.177750723848238590e-02
1.166487614368530712e-01 9.557820277961104338e-02 2.610149400128238426e+02 4.420743164997482239e-03 1.000000000000000000e+00 6.865924498197091452e+01 7.031086028369921692e-01 1.201204107384003378e-01
8.363264428553324192e-02 7.997517420922428677e-02 2.612979838679635236e+02 4.125688915521631348e-03 1.000000000000000000e+00 6.545260023165712937e+01 6.576028175508081830e-01 1.078183762002630774e-01
9.454395268767054605e-02 1.397437189950212488e-01 2.549299669960730341e+02 4.557507517570896435e-03 1.000000000000000000e+00 6.843749637499115579e+01 6.809498959092840087e-01 8.037067515254894823e-02
