3.798956006567147625e+01 3.352910790190874479e+01 -7.009179055475184272e-02 6.879274526282203907e-03 5.233935367020242646e-01 5.513945035548180051e-01 2.469667642602073272e+02 4.106432338778220892e-03 3.762275724542122362e+02 6.370696559600288328e-03
4.294720966952353081e+01 3.064346523885675211e+01 -5.793883600466205597e-02 1.862487430329754778e-01 5.701666708015102891e-01 4.320316446603882365e-01 2.405491992115417190e+02 4.232700992744287648e-03 3.777023352899557835e+02 6.061361763995260638e-03
3.697873078738751929e+01 3.486665360951721482e+01 -3.560810568957935296e-02 -1.333445989302025313e-02 4.967585907614277541e-01 4.902010204091382661e-01 2.470559119290414571e+02 4.132168634453596730e-03 3.697830585781915147e+02 6.157761915565385102e-03
3.757666988759967808e+01 3.717992053581253487e+01 2.190498158714578036e-01 -6.188310084422523477e-02 5.577591031535825694e-01 5.678060981632517823e-01 2.446686207681107703e+02 4.350131879551331210e-03 3.811347712575562241e+02 6.820163288574944936e-03
4.523014591315188682e+01 2.766799213511619371e+01 1.047834678799727109e-01 -2.303498657116959947e-01 5.323722819156665453e-01 5.249845869087295114e-01 2.396715736899476781e+02 4.182830577268306302e-03 3.672660762855839494e+02 6.378752159984710929e-03
4.018402746217447685e+01 3.095927549614517460e+01 2.299378653240460174e-02 -1.776296795887864488e-01 4.936842143667232174e-01 5.799122111256322931e-01 2.458794761696519799e+02 4.074096994286114520e-03 3.672662921913680520e+02 6.436715590582867304e-03
3.668630208069252063e+01 3.590332923611140359e+01 -3.627675178674242412e-02 7.723867507672307897e-02 5.112816062329543776e-01 5.252308295761664025e-01 2.476161455384869612e+02 4.194633955046255316e-03 3.742177261586176087e+02 6.397785027023556587e-03
3.623645522803173691e+01 3.511856480266082059e+01 -1.282246091849622571e-01 2.505773568218199257e-02 4.913422166103020294e-01 4.954559136755304349e-01 2.468913992775316331e+02 4.092642726120148018e-03 3.681995666605731685e+02 6.120366767337520261e-03
3.956816398656032874e+01 3.352258639006090846e+01 6.589050820975149436e-02 -1.349533519784086588e-02 5.438522812145533125e-01 4.054995807867438629e-01 2.460633628325822428e+02 4.226247165465212528e-03 3.798854840324063957e+02 5.939988619362520685e-03
3.716811773330612567e+01 3.577022203152684199e+01 6.629105535330535870e-02 -3.978203924051222293e-03 5.400714411136846582e-01 3.266544288364570114e-01 2.473483333198315961e+02 4.221020991120589920e-03 3.809341041529410745e+02 5.599836192081782300e-03
3.936931364951696821e+01 3.234764456230785612e+01 1.199193768628997346e-03 -1.288038736017116659e-01 4.714555501633805878e-01 4.755641815876154865e-01 2.447563094528605347e+02 4.110243468605178502e-03 3.601480299819174888e+02 6.064928039878242014e-03
4.359217000806897602e+01 2.991974581027700708e+01 4.581340387929940493e-03 4.713835750895479376e-02 5.622733458544776353e-01 5.019173290566167900e-01 2.399449753128544955e+02 4.225074806965345778e-03 3.748596394029832481e+02 6.345713069141793207e-03
4.139809149574869451e+01 3.181955549182576704e+01 1.931550121720370869e-02 4.087541354620384537e-02 5.494342611996286818e-01 7.325040090771519630e-01 2.438070845583618507e+02 4.223297909542732785e-03 3.777630499379208118e+02 7.316880559809939288e-03
3.822070746801255581e+01 3.456850466496540264e+01 1.266886194020404484e-02 2.230655251536952169e-02 5.616755830343120870e-01 4.174055968852892207e-01 2.464732950410590604e+02 4.203637947699731710e-03 3.849113267356338497e+02 5.958259954348990063e-03
3.911791699971698932e+01 3.042636370218311370e+01 -1.273572968692289753e-01 -1.257114380420991107e-01 4.704429134731467621e-01 5.878203237357384481e-01 2.464459558711562295e+02 3.954309967220195031e-03 3.623847093648574855e+02 6.278733732303027129e-03
3.776342323494004916e+01 3.494635388932776010e+01 2.233229719210974573e-02 2.329829525716391213e-04 4.904477625408084074e-01 6.555182187244765757e-01 2.465622814135336967e+02 4.197717751074237641e-03 3.674882006597584905e+02 6.949398213966537924e-03
3.987669445450528372e+01 3.272961220739480837e+01 9.955619385107120078e-02 -1.216202100415432613e-01 5.156357697732529832e-01 5.000891552889190628e-01 2.459900057862441258e+02 4.188147530594003333e-03 3.728312517763610003e+02 6.282594691394131035e-03
3.639866349278040047e+01 3.547460199186438246e+01 -5.233280941698897210e-02 1.984453358310404869e-02 5.061045536777890597e-01 5.609947403265451715e-01 2.475856998587564703e+02 4.137498535231285378e-03 3.728899499827754767e+02 6.458613451604821448e-03
4.611067383574130218e+01 2.775701015075172862e+01 1.965476923326779299e-02 -4.017836380557515685e-02 5.292586120055333687e-01 5.705039301188838952e-01 2.347556242941918185e+02 4.226426578540297407e-03 3.590020601686281907e+02 6.637619551956444944e-03
3.651682916608887552e+01 3.460940008492309516e+01 4.240998555975347695e-02 -1.704169378149092140e-01 4.958754193842905833e-01 5.678753353197505405e-01 2.474392104552609055e+02 4.078411336990626912e-03 3.701382327118811304e+02 6.394440542556051668e-03
4.996241982367067891e+01 2.695949002670683470e+01 -2.446171395674999818e-02 3.288565961961834594e-01 6.211454873525255049e-01 5.979021148734762203e-01 2.246508302555262730e+02 4.400152866623813566e-03 3.641916796987446219e+02 7.031013571344780534e-03
4.353362911844369876e+01 3.001047966594625649e+01 2.059350727285846339e-01 -2.875261268256896763e-01 4.775122445557287154e-01 -4.174843509676007258e-02 2.430989690396931451e+02 4.251433058545220529e-03 3.591817033950205769e+02 4.073942381432325496e-03
4.278647979104611920e+01 2.927499453311323308e+01 -1.711801629482172238e-01 1.556587455608979820e-01 5.566609197268133080e-01 5.210798331008883455e-01 2.384477448364094130e+02 4.102946296823825612e-03 3.711822857838295704e+02 6.240908868394692832e-03
4.339832716611961416e+01 3.194657523391258991e+01 -8.188283038124524738e-02 4.164088212866551841e-01 5.801315065187373499e-01 6.213673237007696359e-01 2.397794457377959532e+02 4.365048960898856856e-03 3.788830568258913445e+02 7.077347751555404173e-03
