	maP	maxL	KL	stdev	mean	median	stacc	injection	value
h1v1_delay	-0.020906686782836914	-0.0211489200592041	None	0.0140566940962	-0.013705070433397578	-0.021178722381591797	None	None
l1_spcal_freq_8	192.68125191774047	192.68125191774047	None	2.84217094304e-14	192.6812519177405	192.68125191774047	None	None
l1_spcal_freq_9	255.75000000000009	255.75000000000009	None	5.68434188608e-14	255.75000000000003	255.75000000000009	None	None
l1_spcal_amp_3	0.017571375790846916	-0.030722603269557183	None	0.0546860962037	-0.012296293493319094	-0.012485572067194268	None	None
l1_spcal_amp_2	0.011246685226840547	0.019536362544816974	None	0.0237095358426	0.006997927734120913	0.007186920811451929	None	None
l1_spcal_amp_1	-0.011510526731716389	0.008618892388387658	None	0.0226141476628	0.005307555595996221	0.005280079481080579	None	None
l1_spcal_amp_0	0.021257439277876294	-0.03799378934067964	None	0.0204352851401	0.002599244662527889	0.002553480606270908	None	None
l1_spcal_amp_7	-0.00011932089492043346	-0.007145698721736355	None	0.0139826749602	0.0031364628259705715	0.003158606486209978	None	None
l1_spcal_amp_6	-0.006455581480094798	-0.0005130357922098922	None	0.00911299712804	0.0010142058351656606	0.0009757977396438165	None	None
l1_spcal_amp_5	0.0016186824862121345	-0.01671442090690012	None	0.0133964546199	-0.00040416945738792974	-0.00037577347533606894	None	None
l1_spcal_amp_4	0.029776933190449096	-0.026029197818397055	None	0.0340923782568	-0.00035089128071520936	-0.000596720497559964	None	None
l1_spcal_amp_9	-0.0007305178888162916	0.03709888251863275	None	0.0110495590804	0.007781819282310931	0.00786445801097892	None	None
l1_spcal_amp_8	0.0014250650506256674	0.01903474605661478	None	0.0182977012965	0.004044466444568898	0.004137776455013054	None	None
matched_filter_snr	17.06698417936277	17.31243245005414	None	0.182806369035	16.795090698702317	16.812224631903298	None	None
h1_spcal_freq_3	46.76904959222023	46.76904959222023	None	7.1054273576e-15	46.76904959222022	46.76904959222023	None	None
redshift	0.3527368757479221	0.38499813452518755	None	0.07349245055	0.41011036683472446	0.41683435895822396	None	None
logll1	77.09216645417837	78.04513243915017	None	24.0346921197	75.25635968817933	74.9024610511749	None	None
signalmodelflag	1.0	1.0	None	0.0	1.0	1.0	None	None
chi_eff	0.4246364419501321	0.5166385791826985	None	0.133289099429	0.3290362385215527	0.32268844264593055	None	None
temperature	1.0	1.0	None	0.0	1.0	1.0	None	None
m1	53.499056535785684	56.03180778950956	None	8.70679953269	51.8604107038253	50.18403671080356	None	None
l_peak_evol	4.26761452245349	4.7347879162213555	None	0.541841947565	4.044071878463995	4.104593814930116	None	None
v1_spcal_phase_8	-0.0005642554575951714	0.04838946996940142	None	0.0372624329179	0.0011829417722399034	0.0011076392091728601	None	None
v1_spcal_phase_9	0.0035308744709403378	0.0522060345804254	None	0.038692064299	-0.0014004893693673954	-0.0016918444438173484	None	None
time	1251009263.7349155	1251009263.7348204	None	0.0144270441982	1251009263.7402673	1251009263.7343245	None	None
v1_spcal_phase_4	-0.019433254997613614	0.024305895877531455	None	0.0354986574153	-7.098829830734107e-05	0.00020493774903912682	None	None
v1_spcal_phase_5	-0.007182471318065382	-0.0166207531912929	None	0.0356442704194	1.7000804804629637e-05	0.0001544216983772901	None	None
v1_spcal_phase_6	0.02985072179481696	-0.0610123223986186	None	0.0358763309571	-0.0008760122769701056	-0.0010320061707424083	None	None
v1_spcal_phase_7	0.004851207151319041	0.005924395971035716	None	0.0357738665796	-0.0012009382383528966	-0.00112520475122056	None	None
v1_spcal_phase_0	-0.012401077292326155	0.018621948164375013	None	0.035002267571	-0.0015312719279463789	-0.0018551742240383168	None	None
v1_spcal_phase_1	-0.007860386776745358	0.08244652846643008	None	0.0351656896195	-0.0015066611167294233	-0.0015079993899681677	None	None
v1_spcal_phase_2	-0.0319438049393611	0.009505038169470494	None	0.0344116542368	0.0011042122723874646	0.001144090044396006	None	None
v1_spcal_phase_3	-0.01792837436858391	0.011189728419079122	None	0.0349075056522	-0.0011504661587146462	-0.0009274213817193908	None	None
mtotal	89.73164363801888	94.73544996924954	None	7.09836936082	87.39919870807282	86.5114730182095	None	None
nifo	3.0	3.0	None	0.0	3.0	3.0	None	None
m2	36.2325871022332	38.70364217973998	None	4.88922144182	35.53878800424752	35.998199289099084	None	None
l1_spcal_freq_1	26.5464332886092	26.5464332886092	None	3.5527136788e-15	26.546433288609197	26.5464332886092	None	None
v1_spcal_freq_8	192.68125191774047	192.68125191774047	None	2.84217094304e-14	192.6812519177405	192.68125191774047	None	None
v1_spcal_freq_9	255.75000000000009	255.75000000000009	None	5.68434188608e-14	255.75000000000003	255.75000000000009	None	None
v1_spcal_freq_4	62.07757274857649	62.07757274857649	None	1.42108547152e-14	62.07757274857648	62.07757274857649	None	None
dtau220	-0.11120004050658458	-0.34226803250432764	None	0.385279286569	-0.11799709681710291	-0.2047434377541911	None	None
v1_spcal_freq_6	109.36719998797783	109.36719998797783	None	2.84217094304e-14	109.3671999879778	109.36719998797783	None	None
v1_spcal_freq_7	145.16545392214175	145.16545392214175	None	0.0	145.16545392214175	145.16545392214175	None	None
v1_spcal_freq_0	19.999999999999996	19.999999999999996	None	0.0	19.999999999999996	19.999999999999996	None	None
v1_spcal_freq_1	26.5464332886092	26.5464332886092	None	3.5527136788e-15	26.546433288609197	26.5464332886092	None	None
v1_spcal_freq_2	35.23565601732896	35.23565601732896	None	0.0	35.23565601732896	35.23565601732896	None	None
v1_spcal_freq_3	46.76904959222023	46.76904959222023	None	7.1054273576e-15	46.76904959222022	46.76904959222023	None	None
l1v1_relative_phase	-0.4370517522641473	-0.32741396800561384	None	0.78057813442	-0.017738974622543414	0.024473379869417666	None	None
lal_pnorder	8.0	8.0	None	0.0	8.0	8.0	None	None
randomseed	192772517.0	192772517.0	None	23.5374317985	192772521.6584878	192772519.0	None	None
mc	38.1837129316565	40.4026059554969	None	2.52187157292	36.842281542889474	36.550019821080895	None	None
theta_jn	2.0773881295872783	2.320861086307425	None	0.904622465994	2.099245410631163	2.4887888547576797	None	None
logprior	188.75896384174152	162.44079216340245	None	5.61154342924	171.00578834412033	171.33404593257495	None	None
logpost	334.0216334158539	312.27805794785854	None	6.41465764489	311.5305867806698	311.8989719112112	None	None
h1l1_delay	0.00047016143798828125	0.00030350685119628906	None	0.000208075969286	0.0003619668869923449	0.0003514289855957031	None	None
v1_cplx_snr_amp	1.7230321591461826	1.6814174516407896	None	0.604684032596	1.6406757779141856	1.7795288084879357	None	None
h1_end_time	1251009263.7545369	1251009263.7544975	None	0.00110750823338	1251009263.7535162	1251009263.753625	None	None
m2_source	26.784652471457438	27.94490563917515	None	3.64818123804	25.26151795751843	25.50976524214125	None	None
l1_spcal_phase_8	-0.0020783977355557965	0.01822750746772825	None	0.00952762489852	0.004373807700678641	0.004417646210489743	None	None
l1_spcal_phase_9	0.0016633726084191842	0.0021932639861684104	None	0.00540522849599	0.0035224732285488365	0.0035293582460755005	None	None
l1_spcal_phase_6	-0.018654836939932893	0.01478293111611641	None	0.0232661836934	0.0017655596409783024	0.0018130639410215165	None	None
l1_spcal_phase_7	0.02416007053890939	-0.027337803711991022	None	0.01893455332	-0.0005785603992018451	-0.0006686636663443464	None	None
l1_spcal_phase_4	-0.004541061866180921	-0.07965041139583531	None	0.0289856235755	-0.009060255047276452	-0.009070364803658276	None	None
l1_spcal_phase_5	0.0037002641796001785	0.016313145853672772	None	0.0273231530324	-0.0042473278236809416	-0.004352222517654739	None	None
l1_spcal_phase_2	-0.01989530441806271	0.00395059348608608	None	0.0410948233997	-0.006398383024702954	-0.0063522965990613425	None	None
l1_spcal_phase_3	0.02342043244352921	-0.01860735612387121	None	0.0399071191654	-0.004912906653006341	-0.004975406420335046	None	None
l1_spcal_phase_0	-0.0038693005749010955	-0.005633760894362298	None	0.00799233824119	-0.00034376061029301087	-0.000380693982821924	None	None
l1_spcal_phase_1	-0.004264682122250901	0.0023355031677041323	None	0.0171365233682	-0.001609149996385722	-0.0014900675469839604	None	None
nlocaltemps	1.0	1.0	None	0.0	1.0	1.0	None	None
spcal_active	1.0	1.0	None	0.0	1.0	1.0	None	None
v1_optimal_snr	1.673557549301779	1.8317269790759103	None	0.36794123941	1.9382711124309837	1.91690611249712	None	None
a1z	0.4191784671197833	0.7058250582870077	None	0.251857526944	0.4165937548899288	0.45159654748264305	None	None
samplerate	512.0	512.0	None	0.0	512.0	512.0	None	None
nulllogl	-2945.446730630508	-2945.4467306305264	None	2.00623735123e-11	-2945.446730630514	-2945.4467306305264	None	None
deltalogl	145.26266957411235	149.83726578445612	None	3.15177878762	140.52479843654945	140.78237511041743	None	None
l1h1_delay	-0.00047016143798828125	-0.00030350685119628906	None	0.000208075969286	-0.0003619668869923449	-0.0003514289855957031	None	None
segmentstart	1251009261.76	1251009261.76	None	2.38418579102e-07	1251009261.7599998	1251009261.76	None	None
h1_spcal_phase_8	0.005676691235342183	0.010214751283921446	None	0.00509172398597	0.004619991014976294	0.004599802137728601	None	None
h1_spcal_phase_9	0.00291242859366576	0.0031891123178292872	None	0.00462546880833	0.003024625994984024	0.0030346880918970046	None	None
spcal_npts	10.0	10.0	None	0.0	10.0	10.0	None	None
h1_spcal_phase_2	-0.0020665029053639986	0.014139792952998045	None	0.0144189992273	0.004929014548310656	0.004937469387422647	None	None
h1_spcal_phase_3	0.009920426226649003	-0.019263999443518975	None	0.0126754908943	0.004932086555644703	0.004860595860730978	None	None
h1_spcal_phase_0	-0.036863819160305455	-0.024506457163218937	None	0.0248383564647	-0.01702874648256288	-0.0170107915701309	None	None
h1_spcal_phase_1	-0.008896208077779404	0.0021398668199560196	None	0.0130469804091	-0.003985138909682705	-0.003909804729231891	None	None
h1_spcal_phase_6	0.010707546069903878	-0.006658895183449714	None	0.0159611642809	0.0006023264937646261	0.000766751245054648	None	None
h1_spcal_phase_7	0.0075417235476168765	-0.007817070896745928	None	0.00906249672987	0.0037058570137278152	0.0037522374719536774	None	None
h1_spcal_phase_4	-0.005971086663064494	-0.030348537728652505	None	0.013544466149	-0.0019676292499976426	-0.001998538130472256	None	None
h1_spcal_phase_5	-0.009664944315997398	0.005114490631696028	None	0.0162469488394	-0.0015940391589831504	-0.0014957365129157213	None	None
v1l1_delay	0.021376848220825195	0.02145242691040039	None	0.0139972892735	0.014067037320389924	0.02149033546447754	None	None
afz_evol	0.7994053245362505	0.8453458345592114	None	0.0459312976733	0.7776124797794021	0.7785920678629522	None	None
a2z	0.43269538908509203	0.24275064935123464	None	0.302273997373	0.18546211549407104	0.1386612048098263	None	None
azimuth	2.8464561184541477	2.8644873393610393	None	1.23555627487	3.12799513403049	2.859507427141465	None	None
a1	0.4191784671197833	0.7058250582870077	None	0.232718912817	0.4275797915115619	0.45196426014089125	None	None
a2	0.43269538908509203	0.24275064935123464	None	0.233507310035	0.2669084148764775	0.20499909384102857	None	None
optimal_snr	16.197150959486265	17.09845635612445	None	1.01579169019	16.546279499587545	16.54012789640242	None	None
phase	4.273133483392487	2.6694915757349267	None	1.79660532485	3.211567206260236	3.341040013361341	None	None
alpha	2.443619220732937	2.457542993596709	None	0.589242275329	2.147957412477417	2.4593170944363734	None	None
cycle	-100000.0	868000.0	None	775083.63672	1734135.7442150165	1862000.0	None	None
h1_spcal_amp_7	0.00393991150221018	0.004755092393489138	None	0.0135065283862	0.0013050644323136147	0.0012687682916139782	None	None
h1_spcal_amp_6	-0.01020998540581739	0.006207588668999014	None	0.00851524748976	8.272955673539989e-05	8.685211817848851e-05	None	None
h1_spcal_amp_5	0.021702703532425045	-2.791332399943976e-07	None	0.00997840646163	0.004918024553231563	0.004806035652012062	None	None
h1_spcal_amp_4	0.003825506825134335	0.026144326390288426	None	0.0168016092804	0.008305545550098077	0.00846029859830386	None	None
h1_spcal_amp_3	0.005910014096037981	-0.030089870710298772	None	0.0177128215961	0.006215548347406324	0.006350958502133609	None	None
h1_spcal_amp_2	0.002700896997333432	-0.008164860890790505	None	0.0136715056945	-0.003125949837990455	-0.003108595941357371	None	None
h1_spcal_amp_1	-0.03779708371386169	-0.03416755173257739	None	0.0220447410758	-0.010626881612996785	-0.010659133874194707	None	None
v1_cplx_snr_arg	0.41425522785123736	0.24941763968753394	None	0.776739269291	-0.022191880935486748	-0.06623776656965707	None	None
mtotal_source	66.33340544398678	68.40113903960402	None	4.71993817337	62.042089172041955	61.51774674640477	None	None
flow	20.0	20.0	None	0.0	20.0	20.0	None	None
h1_spcal_amp_9	0.0023948693909941416	0.008522230771241696	None	0.00861038961858	0.0067909622394207	0.006797689180433512	None	None
h1_spcal_amp_8	0.013115427623385606	0.025040153977717097	None	0.0120014298464	0.005349017806273726	0.005234204567767009	None	None
q	0.6772565620479141	0.690744127427318	None	0.170037938771	0.7103536856974293	0.7247592019241051	None	None
h1_spcal_amp_0	-0.02309828142712844	0.03440545194672267	None	0.0295262106934	-0.010158462208921925	-0.010320443832985665	None	None
