# freq_modGR tau_modGR
2.569229139157446866e+02 5.095481296413483831e-03
2.479126092824924399e+02 5.047198133120071525e-03
2.537871945943085734e+02 4.308009802316279183e-03
2.552115428056539486e+02 3.717823804499551486e-03
2.550957997481291670e+02 5.400378733469919298e-03
2.474327376329785864e+02 3.657878430617897501e-03
2.507759072206933411e+02 4.227173429809698117e-03
2.451849937664393337e+02 4.442512449701876455e-03
2.445851408988847595e+02 5.385889858610514759e-03
2.500171331037888081e+02 5.489473084819336372e-03
2.666377644442065389e+02 4.904925539371098216e-03
2.414785086558376008e+02 4.478390348085111577e-03
2.630215203829233701e+02 4.935229538578288916e-03
2.611835827378029649e+02 5.321920234876530501e-03
2.589008427793847886e+02 4.190634565583710447e-03
2.554932416048666255e+02 4.536668174490945775e-03
2.541999496226933104e+02 4.731259719781103455e-03
2.513054337803309295e+02 4.808192431713138523e-03
2.548642749295144654e+02 4.844163525687730613e-03
2.573886702326867635e+02 3.833255545829865503e-03
2.486800328044510877e+02 4.907415919076013253e-03
2.533316224030814112e+02 5.473705478206244285e-03
2.673313936270046725e+02 4.066166780510533339e-03
2.498908117722432678e+02 4.589565824476908064e-03
2.558725324738227016e+02 4.823048534948216719e-03
2.582904296277992557e+02 5.218275505655629865e-03
2.478086783123584098e+02 4.830105608521761962e-03
2.520519472113125801e+02 4.409621756708049373e-03
2.756194914534826808e+02 4.534359305633358858e-03
2.551294115538109111e+02 4.039806101281566419e-03
2.574048201751872966e+02 3.809708311023448507e-03
2.536978417090061271e+02 4.875562990496598754e-03
2.628427058033316825e+02 5.022074800838695341e-03
2.503491450942734673e+02 4.989253056580851033e-03
2.521963345910046428e+02 4.111900431183406618e-03
2.586525758330640770e+02 5.546654919648960104e-03
2.548303714336221617e+02 5.261351217048060996e-03
2.589816281489249832e+02 4.371993840374665055e-03
2.446363190464084028e+02 4.498896570474412993e-03
2.473881368712988547e+02 5.379360187901111034e-03
2.518946886277499289e+02 6.370582571736442545e-03
2.493667181949982137e+02 5.461377123036839296e-03
2.437536580260298251e+02 4.731988775887307000e-03
2.603998813706381839e+02 5.077636974406956119e-03
