# domega dtau
-1.391103078770725421e-01 -2.549306780598754041e-01
-1.510424990164270787e-01 -2.260630213681145140e-01
-8.685406968980251274e-02 -2.046197547237642300e-01
-7.554757819141562358e-02 -1.595718628618583157e-01
-3.383633491902878765e-01 -5.391571106736632313e-01
-4.896812127381358626e-02 1.009929664563701035e+00
-3.853689028387972948e-02 9.134173395452048760e-01
-5.939891015005382968e-02 2.107524767746951910e-01
1.475164061450580655e-01 1.767641586996107905e-01
-1.162900610611552615e-01 -6.784060873793389124e-02
-8.416315607249669206e-02 -1.490026458286715372e-01
1.977352246918390177e-01 5.603565957345413295e-02
3.653232393131573552e-01 -7.451848846025221906e-02
3.185704844791460433e-01 1.949583567664752159e-01
3.015828667089113790e-01 1.328457971351051647e-01
2.200306327514086613e-01 1.274192963756243802e-01
1.742626044399760432e-01 -1.222024834945015792e-01
2.234968864027633006e-01 3.227276568406445278e-02
1.826239281558842964e-01 7.147163914974249965e-02
-1.126521641226875536e-02 3.645882027073643269e-03
-2.666870780196810981e-02 -6.327797549252145437e-02
-3.381426916969871438e-02 9.358175662202050660e-01
-1.876347331185588413e-02 1.978065241765362692e-01
-2.313307397695425413e-02 8.612448886042285701e-02
-1.131918915720862839e-01 -3.915748710903331209e-01
-4.757436363282766673e-02 -3.551349483669583029e-02
-1.000851466151382596e-01 -2.899574575945560451e-01
-8.170569838630273307e-02 -1.244814992896787764e-01
-5.281532931952561544e-02 -3.112482092567973035e-01
-1.632574543572496983e-01 -2.149642357729209807e-01
-2.532331069774487187e-01 -3.937694380371830616e-01
-3.157034911990913573e-02 2.930044969718477166e-01
-3.710998757501592776e-02 1.376725497573840773e-01
-2.000649369551393830e-01 -3.761065220521973562e-01
-2.362991914932108806e-01 -4.751447176854809995e-01
2.455104585562840058e-01 -3.774098505607659249e-02
-5.631744886184491400e-02 4.166372916136912852e-01
-3.529640266029551027e-02 5.363710098374752100e-02
-8.806086795828509117e-02 -2.096743371241104881e-01
-1.495972033198693651e-01 2.081557203650374888e-01
-2.169789917847902982e-01 -2.836468370930239069e-01
7.975118204714551351e-02 2.412649538737365873e-01
-6.925850935109638395e-02 1.094321330665118247e-01
-5.431184240338039065e-02 2.705849549515872837e-02
4.605251679762504408e-03 2.555333623988106373e-01
-1.247969605944096103e-02 1.217453129110072398e-02
-1.472423609742645745e-03 1.325962256389475735e-01
-1.061784337413683027e-01 1.782274321908704218e-01
