# omega_modGR tau_modGR
1.812708026464289333e+03 3.790581660593394988e-03
1.587169226566864381e+03 4.070944069712874314e-03
1.874217563221423461e+03 3.282900375268793091e-03
1.518393793352558987e+03 3.722645009231615159e-03
1.539613633491375822e+03 2.236603596041092986e-03
1.609050517140884267e+03 3.384778851812948047e-03
1.560546141112190980e+03 3.233357565828578074e-03
1.419142852838881709e+03 2.961096095870902663e-03
1.486132593695237119e+03 2.830630287178696400e-03
1.073057584233382158e+03 3.372537969996954391e-03
1.720939574923711234e+03 3.467945360378439819e-03
1.600140822573674313e+03 3.609029717599856416e-03
1.576958613943659884e+03 5.848157993293579861e-03
1.707760268094911453e+03 1.673055441012946763e-03
1.450776956881241176e+03 3.191360457312080855e-03
1.415428147285050954e+03 2.617284180575757142e-03
1.541411765287840353e+03 3.480403668583402152e-03
1.628073344942802350e+03 3.073378088643122230e-03
1.540666723257531658e+03 4.153586355808519710e-03
1.482208210690690748e+03 3.958109809303518752e-03
1.454660693729948434e+03 4.627454614038288561e-03
1.580250420338345975e+03 4.901858174397039601e-03
1.648944740544994602e+03 2.476400129798158895e-03
1.777506792128575398e+03 2.152664403642142159e-03
1.566721612379919861e+03 6.184213327980061549e-03
1.562392286324631186e+03 3.719381282572226371e-03
1.746952528259061410e+03 4.512054592620555644e-03
1.373139396883179870e+03 2.528748223444378385e-03
1.871530483274499602e+03 2.116209086135739572e-03
1.524237793677320496e+03 4.313919206681188917e-03
1.565984616389871917e+03 4.317249752271322058e-03
1.618952152219799473e+03 3.346685311446083184e-03
1.614412299687912764e+03 1.734220958796575630e-03
1.461663988404570546e+03 1.642798033100329336e-03
1.767006407163844642e+03 2.456602549169315062e-03
1.642275443750851991e+03 5.633997496058114687e-03
1.648216894082216641e+03 4.936170131894145920e-03
1.737028118455230469e+03 4.327598028878235949e-03
1.506768145427915670e+03 3.727846421651079874e-03
1.812481898879865412e+03 4.375345618971630997e-03
1.816945786887904660e+03 2.997412490965035634e-03
1.589672275986249360e+03 5.711520935187251735e-03
1.614691956180068019e+03 7.103043628280330396e-03
1.680287999185557283e+03 3.667050548639584108e-03
1.438905393888711160e+03 1.944084661955611639e-03
1.541310541671359488e+03 2.682264469113502560e-03
1.043607725026401113e+03 3.890946633362438178e-03
8.895083550728068076e+02 5.022666229681115556e-03
1.493726545247661761e+03 3.684948557567980024e-03
1.627259378525735883e+03 2.778510818417782424e-03
1.716019234035829641e+03 4.005843717540911487e-03
1.819219777838010032e+03 4.575641717423150484e-03
1.622964224303508445e+03 1.965624300895453969e-03
1.609919481339444246e+03 2.820336954814967219e-03
1.685203852536192471e+03 2.501934543482297289e-03
1.587915249899049968e+03 4.148003619351427716e-03
1.635826246104651773e+03 4.277424307009140489e-03
1.730131986874369886e+03 2.730171976835046865e-03
1.611610707130382252e+03 3.379158982476573782e-03
1.670819591150481301e+03 4.041383327582648462e-03
1.745149398534072134e+03 4.842122393898705239e-03
1.573337559497117581e+03 4.585295675755606502e-03
1.067214709473261792e+03 3.482288753613360134e-03
1.616358496958466958e+03 2.890429429621862306e-03
1.627007925073465685e+03 2.124249503564752325e-03
1.743275465878180285e+03 2.744055727463153536e-03
1.658844393338175905e+03 3.020364818064333063e-03
1.691674668729401901e+03 2.691591793938613759e-03
1.678101966641567287e+03 2.567651407482749587e-03
1.762146083633989520e+03 4.029257704641708328e-03
1.763346898023271933e+03 5.045986215645159416e-03
1.562324956876376746e+03 3.492803939636726553e-03
1.792161243155070451e+03 3.306063393869774179e-03
1.833907464293074781e+03 1.923842703385485967e-03
1.746048603827565103e+03 3.541630835562612194e-03
1.543064534110342265e+03 4.181122794418340796e-03
1.658294328376507565e+03 4.799426598939758766e-03
1.721780574458913179e+03 4.349782115788456902e-03
1.807674569469355902e+03 3.544397887243612259e-03
1.554250050520587592e+03 3.831811711649080014e-03
1.532375231858301504e+03 2.404347945941874131e-03
1.422561329941267559e+03 2.169086644450409895e-03
1.754181389969540987e+03 3.832512880731104091e-03
1.808270473571275943e+03 2.250503174094562603e-03
1.612532590829550827e+03 2.896832084289651874e-03
1.705244208112009119e+03 4.688905845922864898e-03
1.694709890764377860e+03 4.158053526151774155e-03
1.605325379964587000e+03 3.270702597834938569e-03
1.619211236809268485e+03 3.477999768399446349e-03
1.590711989060537235e+03 4.548761850576074975e-03
1.448609444078957495e+03 3.033009556682465021e-03
1.705935282704194606e+03 3.804117348953907091e-03
1.677521085013856919e+03 4.279677096937489246e-03
1.612911173652004436e+03 3.833316687460956457e-03
1.593591854293666984e+03 4.147774808755797481e-03
1.641937698742321345e+03 3.334844054079256267e-03
1.733323349719921680e+03 5.151526874620695334e-03
1.502932972849240514e+03 2.815915653586342597e-03
1.679713153458545548e+03 2.100559650438075469e-03
1.604881431220410150e+03 3.109585425952618009e-03
1.595972006420624666e+03 3.801061213628652638e-03
1.651320119473263730e+03 3.588711845367065483e-03
1.932745321912698046e+03 1.737906041207780894e-03
2.027774843998070310e+03 2.197075390107548851e-03
1.545086691271586005e+03 2.688926801477027877e-03
1.578750370247895944e+03 5.422445711135044644e-03
1.484884742053893888e+03 3.451426338317237132e-03
1.517887852303589398e+03 2.629202943770299079e-03
1.335978673530552669e+03 3.131557078371635661e-03
1.521126071306608765e+03 2.702461759630017928e-03
1.653867658061309839e+03 5.716148354197297249e-03
1.606242542260133860e+03 4.791753713027324842e-03
1.547592809215944726e+03 4.702193056583886359e-03
1.467538212142231714e+03 2.755747458590207272e-03
1.544407718727838301e+03 4.389381045035892909e-03
1.597607293415080676e+03 2.931581911406638038e-03
1.411650825896319020e+03 2.197692537440695468e-03
