# omega_modGR tau_modGR
1.587036587318872080e+03 4.972785158827751698e-03
1.537645661788909138e+03 3.064399091069614292e-03
1.530295231021889322e+03 2.603245452243162748e-03
1.459546401906712617e+03 3.647746807859701332e-03
1.516977002564967279e+03 3.763626615465344438e-03
1.498025760125746729e+03 2.487859573491989391e-03
1.321427256527567351e+03 2.823669006071907305e-03
1.552042735120845464e+03 4.392297738652086413e-03
1.549233831351315075e+03 4.429522398421865785e-03
1.518017236057035916e+03 4.593553985912407489e-03
1.478253766952816932e+03 4.395980734577458610e-03
1.514149559223669257e+03 4.319773777371571470e-03
1.480178035174084926e+03 4.344791144114292306e-03
1.226678298607326042e+03 3.291928122069867624e-03
1.504041751282984251e+03 5.566177243926458303e-03
1.570992102782468237e+03 5.348632381954533839e-03
1.492971841864075486e+03 4.857154846991803762e-03
1.669544274821673753e+03 2.958973701260734536e-03
1.535439561066322995e+03 6.058711341064817492e-03
1.591176605846209441e+03 3.092450797795108682e-03
1.624007953105261095e+03 3.217097368012098585e-03
1.489394038883081294e+03 3.342521861475727333e-03
1.559734000321629765e+03 5.620649072179195911e-03
1.492065246304129687e+03 3.460529111855787168e-03
1.184257401089161021e+03 3.641225212439167490e-03
1.529341001441876415e+03 3.871798707844439393e-03
1.417496663550169842e+03 3.904264163141716454e-03
1.424528733190128150e+03 3.882755839820355073e-03
1.370495566735235798e+03 3.580762972689634054e-03
1.484150437342378154e+03 4.538015936529441081e-03
1.432177828270976306e+03 4.293048097408838637e-03
1.522374576800064233e+03 7.185854499166771485e-03
1.424080499314014787e+03 3.480894683061619421e-03
1.438112512325759553e+03 3.999926009896956521e-03
1.505790785067905972e+03 8.291205553789099056e-03
1.485510885522105582e+03 3.403856952592354199e-03
1.605914810377168351e+03 7.730052213535607009e-03
1.487075833592986328e+03 5.979300771254581794e-03
1.582287933199154395e+03 4.634015414477593749e-03
1.426777022993883065e+03 4.135155478652872280e-03
1.491274768819529527e+03 5.334545685248479920e-03
1.753121236442704003e+03 4.934880900398427687e-03
1.342809239590372272e+03 3.679885209432276136e-03
1.693739860767626624e+03 4.199950397455118334e-03
1.411279540964934540e+03 3.992809661312425769e-03
1.317666594448817705e+03 2.023208846934240919e-03
1.435453936478528703e+03 2.516475538498555865e-03
1.432684193667721956e+03 4.194825143079972465e-03
1.582981184280664820e+03 5.178983798276449134e-03
1.569048613542412113e+03 5.811576114222796741e-03
1.508949124657222001e+03 5.467601338585223111e-03
1.655058034313860844e+03 4.659562260205638191e-03
1.680389527269545852e+03 5.936462409267655345e-03
1.531122353764671743e+03 2.448614765525254297e-03
1.629592878823572619e+03 2.345268888952886741e-03
1.667362475340833726e+03 3.533311596067768411e-03
1.481977910682228412e+03 6.206837723900403801e-03
1.458336279312695297e+03 4.831924411644970309e-03
1.508696508328712753e+03 5.964590202636053419e-03
1.440388064600128473e+03 3.057722405547238717e-03
1.569116815008113690e+03 3.506151138208291485e-03
1.523073967343533013e+03 3.516725638034380163e-03
1.522792906168099307e+03 5.486054743966102022e-03
1.547880124189567368e+03 6.126281555928092537e-03
1.545487997075183102e+03 5.523325392887985102e-03
1.734476746625163287e+03 7.476948165537226042e-03
1.951515938230851816e+03 1.235801498592827745e-03
1.533793827004658624e+03 4.551618569366882965e-03
1.657630963564577314e+03 4.137410456387292761e-03
1.544903398723451119e+03 3.598686411495100827e-03
1.579519005664073120e+03 6.561980070551046151e-03
1.439445195587900798e+03 3.487182433210551328e-03
1.338577940870480006e+03 3.166441608336648724e-03
1.593414296024216128e+03 5.476901263160013043e-03
1.591105221784687956e+03 3.695761042002173105e-03
1.475870029672066266e+03 4.887052243024090671e-03
1.512461407797403126e+03 4.041081204338175907e-03
1.508016044150296011e+03 4.708790693999823779e-03
1.573790781886162222e+03 4.108509810777861287e-03
1.188888226169662858e+03 2.766265595278887338e-03
1.555765101653512374e+03 3.856422176532980483e-03
1.539237490534644849e+03 5.211168227982919399e-03
1.507577640569053301e+03 2.956939848964529327e-03
1.630853006822215775e+03 3.351966298437423272e-03
1.655292563294165802e+03 3.612443462522849352e-03
1.617698282167910975e+03 4.076508457339417593e-03
1.544934613441783995e+03 3.654754089334980895e-03
1.511133729196727700e+03 4.201017067699142765e-03
1.522434967844139237e+03 4.095279390284095253e-03
1.436179177882254862e+03 2.439264903975458740e-03
1.440197754569732751e+03 3.880674606818449411e-03
1.476220384692687730e+03 3.732583007590898651e-03
1.463637058696947179e+03 3.617979816545755824e-03
1.531059268700641269e+03 2.186395183723971198e-03
1.476067607369330972e+03 3.442903304629382245e-03
1.411610039547517545e+03 4.012736658714289965e-03
1.370934519391158574e+03 3.507908959862692921e-03
1.515896447566690995e+03 3.903952911055879639e-03
1.445287110717373707e+03 2.631790819505709124e-03
1.565540441504103001e+03 3.267989662559072934e-03
1.584366002077652638e+03 5.381854431534533953e-03
1.468067467551790969e+03 5.469489757362077688e-03
1.478334945391436577e+03 3.879470928014267742e-03
1.542603968322034461e+03 5.953564340471433763e-03
1.456364281188964242e+03 4.510484056029224163e-03
1.550655069916731009e+03 2.891504879152387644e-03
1.346479814789079455e+03 2.645197424769961999e-03
1.433873164428486461e+03 2.141407298460072748e-03
1.018613182826554180e+03 2.534244738238242405e-03
1.158297620133990449e+03 4.269697783003866855e-03
1.262888972364587289e+03 3.812612442403641878e-03
1.344486971381012381e+03 4.561832485656604382e-03
1.391930221604466624e+03 4.378100899173936050e-03
1.608637962004861492e+03 5.883657336207034905e-03
1.597813477814891939e+03 3.325310941356568375e-03
1.752448723267992136e+03 5.631781883294079138e-03
1.627522968362901111e+03 3.071414390255414965e-03
1.605005908979811693e+03 5.943942551878710935e-03
1.623203057454027430e+03 3.989808759242867431e-03
1.605478096931435630e+03 3.026226785694293396e-03
1.558953416764787107e+03 4.528399567407386493e-03
1.645469133559851798e+03 3.484666851206865389e-03
1.413413625979019116e+03 2.631372870876925139e-03
1.396977414937051435e+03 4.661943123089213291e-03
1.634931545936100974e+03 5.486633478799708523e-03
1.654440215376916285e+03 4.604904160173086541e-03
1.725473194771700037e+03 7.140085837786513782e-03
1.461070874849945767e+03 3.884772464730845264e-03
1.679551029853323598e+03 4.184306204679926269e-03
1.485158038052705024e+03 3.656231949846372366e-03
1.623948896750569247e+03 4.145612640665406051e-03
1.497187245702034488e+03 4.389101421169481522e-03
1.469314001002810755e+03 3.529920458833278856e-03
1.637274147594158876e+03 4.164791534658271802e-03
1.658058792392044097e+03 3.889859486656665772e-03
1.712180192828010377e+03 4.209575255711244836e-03
1.722221245200154499e+03 3.850184953670050900e-03
1.695958303133200161e+03 3.456861607469915391e-03
1.673780033582461556e+03 2.244401212048217128e-03
1.669606731657356022e+03 4.113847353605164583e-03
1.452737720111754243e+03 2.759457762365346515e-03
1.017328569754091632e+03 4.283545858219830853e-03
1.457553073468180401e+03 3.288435130799060094e-03
1.645245365604821473e+03 4.142401166120089455e-03
1.730263282639003364e+03 6.240254155574971942e-03
1.645418311990096072e+03 5.628865901239617046e-03
1.445000445858203875e+03 2.832719151059742441e-03
1.433506694593420889e+03 3.788115703988182738e-03
1.557838383536128958e+03 2.620593006058843152e-03
1.717360222333468300e+03 6.956222494498902516e-03
1.472748578113832536e+03 6.027574628037836099e-03
1.624041150029121809e+03 6.475120207118689394e-03
1.706507515578479570e+03 5.126501041193918390e-03
1.710225494186918240e+03 3.202790846137582807e-03
1.636807774261507348e+03 5.686668972120662371e-03
1.619009905619523124e+03 3.799540394080726507e-03
1.615908517247820100e+03 4.911529453672514901e-03
1.644905842084606775e+03 4.575684561245394778e-03
1.567865808354411456e+03 8.582212913113009337e-03
1.584572262721109382e+03 7.484479142084928503e-03
1.310506076210922402e+03 2.000188961058929887e-03
1.609990514084305460e+03 5.503828825229068779e-03
1.769898859041535388e+03 6.420706754457033288e-03
1.481090056104799714e+03 5.190127088080587203e-03
1.703826903135394787e+03 3.890397753010113764e-03
1.640899589694430460e+03 4.532428532200715593e-03
1.609771398118386060e+03 4.432228898580404391e-03
1.115004052171341982e+03 1.984484441129303993e-03
1.540499324317449009e+03 4.238445091236500532e-03
1.484040586636797798e+03 3.064313840284214972e-03
1.286191813761990716e+03 3.871286800715563556e-03
1.498485570875611074e+03 4.854354248488497968e-03
1.418155930684340547e+03 3.489035922659386967e-03
1.414884903697719210e+03 3.565529832322014269e-03
1.522277667295132005e+03 3.656895787616163112e-03
1.485059681307561732e+03 4.225349801157245351e-03
1.448967824561441830e+03 3.651074805123451228e-03
1.598249850444406320e+03 7.606483816422098150e-03
1.506652429691291672e+03 3.670405895243925715e-03
1.474070679534394458e+03 2.665492715003467232e-03
1.628008467099096833e+03 4.321878235111304908e-03
1.600326208763409795e+03 4.124317445507640935e-03
1.123818132965722498e+03 3.171520261456708002e-03
1.389655505239215017e+03 2.865866494947608405e-03
1.662203482875999725e+03 2.957368105389311577e-03
1.435768853742415331e+03 3.364772175804966754e-03
1.603128099570001041e+03 6.061961259655366044e-03
1.634648978933680837e+03 3.862004145127031097e-03
1.519481705888826582e+03 4.914367133580679718e-03
1.575675210265796522e+03 4.612578284935642779e-03
1.523180685188629923e+03 5.966565302871922917e-03
1.582649633862707333e+03 3.018796938305267491e-03
1.591027441958223108e+03 4.125848503516665530e-03
1.619181424178588486e+03 2.715238706285797669e-03
1.046193151132485809e+03 2.420335481157645866e-03
1.493825971029966922e+03 5.164987768828618181e-03
1.493966129750275968e+03 3.757036486748731221e-03
1.457678043881523308e+03 2.672110974216852699e-03
1.389133262761841934e+03 2.973652028070046961e-03
1.486326285570916070e+03 3.940381611136387768e-03
1.401063322010272032e+03 4.261729039209157313e-03
1.661931459772356902e+03 3.670705881525461803e-03
1.416661240251419031e+03 4.735969981009151980e-03
1.446000561039506238e+03 4.407964986684223367e-03
1.616689023572582983e+03 4.088248351123579920e-03
1.549586799584715436e+03 4.058727193252727010e-03
1.571254011234368363e+03 3.378977287189206032e-03
1.608031113344345385e+03 3.260686033800108598e-03
1.204953896596431832e+03 2.517468341531480316e-03
1.262553183573229035e+03 2.805858908156178780e-03
1.507991897683363277e+03 4.004779249166012453e-03
1.506088618901000700e+03 2.869881929276514587e-03
1.696665968025765096e+03 4.360630271644820241e-03
1.627449257819914692e+03 4.805319050129500981e-03
1.558639126855816812e+03 4.026302852140018970e-03
1.616890711451318111e+03 4.179436461487406364e-03
1.512780658474605616e+03 4.318589157094802726e-03
1.575487701587830315e+03 2.849357152486652056e-03
1.600451738508609424e+03 5.714675669848557488e-03
1.670202655074788481e+03 3.617328969818864488e-03
1.515047971339364494e+03 2.161552531948213954e-03
1.590833716841460273e+03 4.388349553053024106e-03
1.645170435982211075e+03 4.051969060781769258e-03
1.678957520040416057e+03 4.540804478870562842e-03
1.646815111466540657e+03 5.468273230421896898e-03
1.513301595886593077e+03 2.573529200011831931e-03
1.838086990238975432e+03 3.248395515754225627e-03
1.652611552642043080e+03 4.292704450426717243e-03
1.680270665470434778e+03 3.857339790225156138e-03
1.671899083168480274e+03 4.678175514394536209e-03
1.596337758848301064e+03 5.728365303178737343e-03
1.763365130450472407e+03 6.535293187535129097e-03
1.551625881730418769e+03 3.482070754013911508e-03
1.598003043288008712e+03 3.859413534561332172e-03
1.397296716418782125e+03 1.740588299693135270e-03
1.706848399946522022e+03 3.538202895419174845e-03
1.546057167561289816e+03 1.621209684571588844e-03
1.562342524328277250e+03 3.396159356818047488e-03
1.314632781153924270e+03 2.304123380200929702e-03
1.387786867759877168e+03 1.691167630498677720e-03
1.741388192815310276e+03 4.349495623820450255e-03
1.995929113548284477e+03 2.235526359265492622e-03
1.632905204431295260e+03 3.645269414463692560e-03
1.655267141584643014e+03 3.577673695827570440e-03
1.655239122119950480e+03 4.317268968478059875e-03
1.577958343035188364e+03 2.965464983706516972e-03
1.729752405858588418e+03 2.418262114632102437e-03
1.352477429987486403e+03 2.609877421469842997e-03
1.504526178141833498e+03 2.891845875672696773e-03
1.537758819214888717e+03 3.651213992966742192e-03
1.544297400422266037e+03 5.040081640441289486e-03
1.548894682546047989e+03 3.862026741838788923e-03
1.748805356290017471e+03 3.388348040725705588e-03
1.414888565562455597e+03 4.280510231659282426e-03
1.534804744672929019e+03 5.368669572350961289e-03
1.544087718430104587e+03 5.334871154130428617e-03
1.496287365339729149e+03 3.974889984751686992e-03
1.478513542161648047e+03 2.157467494599430574e-03
1.640620016595341212e+03 4.061697673483710171e-03
1.435473374225830185e+03 3.167278413916409328e-03
1.750215062862920604e+03 4.099217511177167921e-03
1.687016156217310481e+03 2.622249069030829771e-03
1.584918645231690107e+03 4.993291916102306389e-03
1.617358988010348185e+03 6.790273150651572262e-03
1.664888635488924365e+03 3.854435455965142619e-03
1.473213464035657353e+03 1.809129333377341607e-03
1.680276723397457772e+03 3.248144372214156750e-03
1.279256003138295000e+03 2.780530735465944030e-03
1.555544467842076983e+03 4.113494600160333414e-03
1.584381398619201264e+03 3.919781060842326623e-03
1.409282998502199234e+03 3.980806112790311740e-03
1.498175371200713698e+03 4.143018848852240282e-03
1.512893693325028607e+03 3.797239441769472996e-03
1.516006062257509939e+03 5.197246132534073110e-03
1.656535460459399246e+03 5.277229845350390851e-03
1.522409883350919927e+03 4.424875705331723572e-03
1.560162278040894307e+03 7.443624715234197636e-03
1.423006361033913663e+03 3.290724117847610656e-03
1.465976850067745090e+03 6.534182462263275759e-03
1.416446375815001602e+03 4.294436479098879059e-03
1.512205990064194111e+03 7.102880165489926234e-03
1.475035016352832145e+03 4.635427949195251168e-03
1.498574367553109369e+03 3.407700752092701103e-03
1.599620589739035267e+03 3.401537490348929046e-03
1.512801930184788716e+03 3.627570314736947108e-03
1.553557923805743712e+03 3.655152451230828797e-03
1.553004140484574691e+03 2.550927581988449329e-03
1.407252938920083579e+03 2.885276398458538720e-03
1.581582379567693124e+03 4.457679262890447240e-03
1.507896160752228297e+03 2.491151085149609628e-03
1.797905442406485463e+03 3.172669355791184198e-03
1.570509532781223243e+03 3.006766357682400317e-03
1.707203244531108794e+03 2.194539443444003431e-03
1.592968641162528456e+03 3.689749659352301470e-03
1.568697288751863653e+03 3.432168181263428510e-03
1.681603703953082459e+03 4.355298783053121979e-03
1.712486855863214487e+03 3.495199361127793950e-03
1.663157602158631562e+03 3.511825479079951594e-03
1.840047280259644594e+03 2.527902284509433214e-03
1.650430645145130029e+03 4.471127258362834686e-03
1.646745785992125548e+03 3.686456110987419623e-03
1.711287124216392385e+03 2.946592035306490852e-03
1.689148912085337997e+03 3.947196428286956285e-03
1.777583172494799328e+03 5.228786024214752623e-03
1.581202242135436336e+03 7.725928438513778203e-03
1.693187000532702314e+03 7.661826992765789768e-03
1.642667136238907005e+03 5.658495615484066855e-03
1.588943741460421961e+03 3.768806659163922209e-03
1.732377250121091947e+03 3.957467996433225964e-03
1.888340996829968162e+03 2.947883991086524581e-03
1.507222853621161903e+03 4.511437001056872557e-03
1.571389312706154442e+03 5.279031214143520626e-03
1.550572926086858615e+03 2.866907794123959002e-03
1.758302278322597886e+03 2.936580046183144815e-03
1.652910464322066900e+03 6.524184319715005918e-03
1.524351229252408530e+03 3.472747791824139663e-03
1.598680584136450761e+03 4.754832733641612373e-03
1.577763489222041244e+03 5.625068860617653092e-03
1.587351628227777155e+03 7.052091294388695628e-03
1.640413193947199716e+03 2.784312692097060376e-03
1.377418429867981104e+03 3.649121083986726823e-03
1.651354027910153036e+03 3.230442977402234270e-03
1.341126418277216999e+03 2.013502013684446718e-03
1.484310952567291451e+03 2.562975854073958146e-03
1.606769145740800241e+03 2.438078555391854241e-03
1.551392688678027980e+03 3.415643519277309845e-03
1.606784112517937729e+03 3.893529851693228270e-03
1.578470824894741327e+03 2.515923369074313850e-03
1.674501452576723523e+03 4.419134704335588894e-03
1.543314895202662683e+03 5.493986777509371304e-03
1.542046789683791985e+03 4.111235949593719172e-03
1.707432678998462507e+03 6.455124742955282817e-03
1.559320222988547584e+03 2.254986363885634788e-03
1.586114695611155639e+03 4.070839501353752492e-03
1.682780689101439748e+03 2.954835153421446828e-03
1.721539904208279040e+03 5.437854244665665110e-03
1.563134348100778197e+03 3.440518191790711399e-03
1.565428737502752256e+03 5.160936158544539125e-03
1.651838157164268750e+03 4.704781730378357514e-03
1.612962239013203998e+03 2.605678000268616019e-03
1.096018616018016701e+03 2.980070610820727359e-03
1.591671434449720437e+03 2.714079330825490584e-03
1.620693953553659867e+03 6.042095639529073726e-03
1.473347162297871591e+03 3.813267804278504865e-03
1.493636625822304268e+03 4.422188886643555090e-03
1.602547055666334927e+03 6.179927145665581149e-03
1.422713213360489590e+03 4.070462343114036700e-03
1.432851720652341555e+03 1.990070165589540377e-03
1.698721328135855629e+03 2.977188764214218353e-03
1.357732056081999417e+03 4.188569566452911980e-03
1.540220518137700083e+03 7.555627403135624365e-03
1.463895516132291505e+03 4.163694292125917976e-03
1.368110792481962790e+03 1.045765577974563541e-03
1.695762503922186170e+03 5.863542608065955460e-03
1.440794109463121004e+03 5.605800500761840173e-03
1.459455423697181914e+03 3.857389288143089380e-03
1.534896121532129655e+03 5.564678391274557011e-03
1.534378431167502640e+03 5.543270477309579329e-03
1.578701961179991713e+03 3.859650238389788438e-03
1.530103497327788318e+03 6.691354888183818211e-03
1.606850809931850108e+03 6.568327404785358550e-03
1.304602841597207771e+03 3.543022398833732371e-03
1.632968319591451973e+03 2.295158680801422015e-03
1.386502321660949519e+03 4.980014288653326557e-03
1.605362563011371321e+03 3.473586098407001593e-03
9.891583012092165745e+02 3.575412836784423471e-03
1.591598645744516944e+03 4.236138927439027022e-03
1.476488430512215928e+03 4.340253772087601832e-03
1.547549977201546653e+03 4.324078628950353900e-03
9.986135268358790427e+02 3.789852461830491622e-03
1.600609964102871345e+03 5.574083590304571359e-03
1.339485872682575064e+03 3.480012769751504500e-03
1.544130601345503237e+03 3.852224751924913839e-03
1.402368506123627867e+03 3.851251398713818452e-03
1.619577364372185684e+03 4.715873765755973154e-03
1.498666541522717580e+03 5.729588835406479973e-03
1.512255994611324695e+03 4.179381911344203469e-03
1.498625172316346379e+03 3.408908696664058029e-03
1.510244093146111254e+03 4.872677312945105331e-03
1.487088854709294537e+03 6.115224486243434239e-03
1.500849707830281204e+03 2.249350086354644576e-03
1.488105029338315944e+03 3.622793914775181839e-03
1.595658687978843318e+03 3.767863902291389375e-03
1.425524468748465779e+03 3.434269131336730764e-03
1.474035192849303485e+03 3.953636872516070634e-03
1.523286988034608385e+03 7.997960951762991474e-03
1.559055464036765670e+03 7.291686882638253632e-03
1.472057891212750974e+03 4.805025378528699799e-03
1.367365152130350452e+03 2.797267949557153376e-03
1.578389046650340333e+03 4.327160282520216457e-03
1.618453204263770886e+03 4.337017160506420090e-03
1.454181557226790119e+03 5.020393897663308000e-03
1.678547185659735987e+03 4.899644766386299782e-03
1.477535092328277642e+03 6.971760877097071644e-03
1.577720315183085859e+03 6.455974313220760701e-03
1.429422993145978126e+03 5.564051718138979252e-03
1.513483183243215080e+03 5.525765158233082210e-03
1.274609772824258926e+03 2.059162405507047877e-03
1.512716642869710995e+03 3.858932232961700959e-03
1.279698141632605711e+03 1.580654844083510249e-03
1.571737133819989367e+03 2.699981616053830948e-03
1.554231475275622415e+03 4.184047959230392799e-03
1.548425611301623576e+03 2.957118951403023971e-03
1.590080669137501445e+03 6.387548173086996829e-03
1.479439586676003728e+03 3.345655116417659263e-03
1.437163475488630411e+03 3.138429067517963748e-03
1.584119968477743441e+03 5.054946425029776397e-03
1.652897068700206546e+03 6.126395157335973000e-03
1.483850876543591085e+03 4.673637396495751613e-03
1.554340710009285658e+03 1.568941062063696325e-03
1.639129985066449535e+03 3.932485920914979144e-03
1.302158515451208132e+03 2.859388174811342952e-03
1.459101601245452002e+03 5.594105328025804694e-03
1.512610634344858227e+03 5.798874419415422400e-03
1.629523281682353854e+03 4.272376967721210929e-03
1.618894465643469857e+03 4.144739224710096599e-03
1.551665820765123726e+03 4.832997003392815877e-03
1.608760770574566095e+03 4.505279175178554009e-03
1.642102107638073221e+03 4.682516037545819167e-03
1.685084135033344864e+03 3.125130871940197830e-03
1.557365967971157716e+03 5.919546639111962494e-03
1.646264220866114101e+03 4.843304395629767327e-03
1.444985757098569366e+03 3.811998833402089563e-03
1.430291820900407629e+03 4.469050144882876982e-03
1.500964987203225746e+03 4.439864532811733065e-03
1.516954033822328029e+03 2.948222153156529468e-03
1.513924095094875156e+03 4.875203295911139170e-03
1.504812241481676438e+03 3.324199372811439176e-03
1.507600865161883803e+03 2.809565184879572134e-03
1.528445769372184031e+03 6.226092396976327589e-03
1.516927123593720580e+03 2.122365943430788542e-03
1.496460346264993404e+03 4.466606504294347302e-03
1.574349372828379501e+03 6.543575734848247616e-03
1.533283915607982408e+03 5.316047577922642861e-03
1.511594268055944667e+03 6.240648630083277769e-03
1.522304556100809350e+03 6.794086041404730734e-03
1.519345946240257945e+03 3.226733501257727458e-03
1.520392579852437393e+03 8.936984179534056272e-03
1.481902942634424107e+03 4.977621343536329374e-03
1.602288752784771305e+03 5.969342899547004470e-03
1.595040861510397463e+03 5.142004939038835772e-03
1.443504935100540933e+03 3.444252731337313703e-03
1.444821558018810720e+03 4.462562385491896863e-03
1.566399035153806608e+03 3.874788158888391263e-03
1.421467721872893662e+03 4.277530553493560754e-03
1.693095388767796067e+03 3.606740031681989270e-03
1.571064373153266160e+03 5.016679962894173700e-03
1.467687867890302186e+03 4.211260682485957162e-03
1.472811944663712893e+03 7.392270740335273385e-03
1.484347664007714002e+03 5.643981311527328411e-03
1.517139463211354723e+03 4.694181337199703451e-03
1.533540058432533215e+03 5.545933913130724965e-03
1.472845663472032811e+03 5.246408457817918272e-03
1.409363013141022293e+03 3.708739489528873560e-03
1.452192890464863240e+03 5.527409871572557670e-03
1.517129535540493180e+03 7.018349182815328963e-03
1.578813706227270586e+03 5.054185101668953739e-03
1.627820351442624769e+03 3.282178159518256855e-03
1.542609490395662533e+03 5.428485986428723681e-03
1.633160692968359854e+03 4.826105851156925995e-03
1.532712163416922522e+03 3.757677681207640275e-03
1.303704015119719088e+03 3.316682197579850101e-03
1.322588619090280190e+03 1.833809223310390408e-03
1.623555566930375107e+03 3.392833770678340202e-03
1.570170028422734504e+03 4.509090227226056000e-03
1.452279377144005366e+03 3.087275525379799129e-03
1.603589231971570598e+03 4.309043610564627751e-03
1.541665963954159224e+03 2.952171570267773503e-03
1.477863529512725790e+03 3.016864668869850743e-03
1.504352114622543240e+03 6.183454990085494180e-03
1.247145171343954189e+03 3.574421646463773940e-03
1.596124295838950502e+03 5.458078644501143314e-03
1.356759239241813248e+03 2.293809891006932684e-03
1.521795931312321045e+03 4.165323036699697390e-03
1.529237063261211460e+03 1.989387174562237941e-03
1.510752069053286505e+03 3.785529004291483986e-03
1.717895399768312245e+03 2.394634314751149275e-03
1.709080307393914836e+03 4.639880343809688924e-03
1.574942689635497572e+03 3.358224106775049671e-03
1.466713044178703967e+03 3.386261509174826219e-03
1.778915648604142234e+03 6.199675167586540976e-03
1.594283558630716698e+03 4.895036398181330101e-03
1.537342884297141836e+03 4.287007368531372750e-03
1.624055066167665245e+03 1.723782758685186598e-03
1.575790977150227945e+03 1.973122335238775438e-03
1.602851668029506982e+03 2.494376593587305149e-03
1.479662181751153184e+03 3.230761792512191252e-03
1.605056810827432628e+03 3.370407815759443246e-03
1.520699667932698503e+03 8.014676360387633022e-03
1.533243185707573502e+03 4.413257518106858054e-03
1.502006486880856755e+03 3.596598058867875747e-03
1.237394842849596216e+03 1.849589485552734745e-03
1.602328815569478365e+03 5.885478336376659576e-03
1.587419402531702417e+03 4.766638924939461952e-03
1.677149180343336184e+03 5.605826742044399402e-03
1.716054246604067657e+03 1.888023841537931746e-03
1.715939862198553101e+03 2.726461066884756316e-03
1.618309291910167758e+03 4.999225326678810241e-03
1.547574818318757707e+03 3.565245905714079996e-03
1.532781635852401905e+03 3.173755341110687765e-03
1.577700715456798889e+03 3.383308695152645318e-03
1.520518287169993300e+03 4.812062517185342926e-03
1.516444247818783651e+03 5.798706653596360887e-03
1.514929996641395519e+03 3.170488616291818745e-03
1.715381289397544833e+03 2.794421790287158688e-03
1.575398000489242349e+03 4.151006400886075691e-03
1.574007720545034090e+03 4.981952257019060977e-03
1.543474595421740787e+03 5.617390515394309579e-03
1.360055426486356509e+03 2.465979472194521852e-03
1.578473227256527707e+03 2.996766981444436671e-03
1.586666618660360200e+03 5.749828299093663261e-03
1.405537391974310594e+03 2.550457135184959478e-03
1.554099185022040047e+03 6.000706625944960543e-03
1.611934660544753569e+03 2.980085171116640761e-03
1.708531928337511090e+03 6.870407227152582584e-03
1.709390738266412654e+03 3.523144818572655594e-03
1.654552577986215510e+03 3.955819896637764212e-03
1.666024789846772137e+03 2.556231828380461403e-03
1.718980778801994120e+03 5.051168356210629547e-03
1.582889768295116028e+03 3.105601027339585391e-03
1.586073268451550575e+03 4.016107773730090078e-03
1.557835536759978822e+03 3.593315638093933298e-03
1.650831667928862544e+03 5.251535900381965050e-03
1.578137218026921346e+03 5.461667387851617921e-03
1.561060665879688713e+03 3.125337028226811247e-03
1.700446251712386129e+03 2.188282950054392956e-03
1.628381176542454568e+03 4.279221342719326596e-03
1.600810483627252324e+03 6.418226894240828054e-03
1.108066722671058187e+03 3.420514239374427765e-03
1.589775205268057789e+03 4.867908736303216098e-03
1.466593930811639211e+03 3.055077105425724367e-03
1.538113531155174314e+03 2.194821916108502004e-03
1.543638979721254373e+03 3.744637740608315005e-03
1.471321000473245249e+03 5.447602949524615358e-03
1.382025029386850520e+03 2.672882902262473624e-03
1.391511896338329962e+03 4.683024102746087720e-03
1.521377396080094286e+03 1.357694788161222486e-03
1.520703738735439174e+03 3.944707082605776807e-03
1.559264785728760899e+03 4.009339773401566533e-03
1.602736671143451531e+03 2.269359016342727825e-03
1.489498701499138178e+03 4.950219291435887202e-03
1.486239888424461242e+03 6.259237472120302882e-03
1.553984079964912098e+03 6.206271402054317106e-03
1.455082246930263182e+03 5.021488792127767192e-03
1.659888717382009190e+03 4.012080260783007502e-03
1.626672565111403401e+03 4.517929579978879548e-03
1.418444399151152993e+03 4.258684434115416785e-03
1.687860963282754710e+03 3.095590365137095533e-03
1.485437427172870002e+03 2.631839878029379205e-03
1.556122916872997166e+03 3.512467275948267294e-03
1.665509812129294914e+03 4.020994397643955047e-03
1.618975372630550282e+03 3.160631459288507951e-03
1.686436771112144243e+03 3.221537460910541516e-03
1.612256510284676324e+03 2.524939666276491794e-03
1.733891140091078796e+03 4.442525627152564376e-03
1.588172215244389463e+03 4.278427456134463111e-03
1.599716266306710622e+03 4.569460411351610775e-03
1.599711837289535879e+03 3.761945415181438754e-03
1.616934417940456342e+03 3.842277597947261428e-03
1.645317299842174862e+03 4.286606275850729508e-03
1.744920458203675707e+03 3.037240079113854435e-03
1.579358039386706196e+03 2.686333214235344258e-03
1.706070437113324260e+03 4.831781692048298278e-03
1.650267293449080398e+03 4.794677708913085146e-03
1.521110184192456927e+03 4.173303254554972322e-03
1.686053089780253686e+03 2.912679535901567529e-03
1.502282578351289658e+03 3.634347764458694275e-03
1.634417580417849877e+03 5.423109651506422338e-03
1.462341471806484151e+03 3.944314861558692424e-03
1.590723163695351104e+03 3.807072073035578340e-03
1.485515612919290106e+03 5.993362984671208628e-03
1.542515263954579268e+03 5.285947594799261101e-03
1.502032903415816691e+03 6.766727210195314438e-03
1.751515496978784540e+03 4.355066897278959785e-03
1.615847076714849209e+03 3.819269826691819737e-03
1.452585932409916495e+03 1.994722777759985743e-03
1.515536052617774430e+03 3.174858298340806941e-03
1.572682535699676919e+03 4.545090539236490423e-03
1.784470162928708532e+03 3.045115895918435508e-03
1.450966342972878920e+03 4.051131631796365574e-03
1.649550828646388936e+03 3.979244194164323345e-03
1.615813195284074027e+03 5.416909779150152517e-03
