# omega_GR tau_GR
1.655259752400711250e+03 3.938435893932510160e-03
1.657370401924629050e+03 3.960276344638095393e-03
1.665676747935260209e+03 3.961111657081532213e-03
1.669074201491003578e+03 3.962245900401177752e-03
1.638861941330745822e+03 3.851902606859588119e-03
1.691047496200684918e+03 3.793753515280967603e-03
1.609504510274809491e+03 3.973999710060416475e-03
1.509028371573472441e+03 4.037822489879982872e-03
1.553391131664023078e+03 3.986271393577801858e-03
1.574644845297985967e+03 3.968951151549126623e-03
1.574344460068892886e+03 3.958985309683187015e-03
1.420680218727844476e+03 4.385062720650507485e-03
1.564925272581344416e+03 3.929591187990496073e-03
1.669153970841582804e+03 3.812277349813473094e-03
1.525289471885038211e+03 4.132863457052379959e-03
1.696841253371321272e+03 3.501083966949326484e-03
1.704479439007416204e+03 3.488184621122517211e-03
1.624851791407608061e+03 3.875005755683755965e-03
1.653671013038805313e+03 3.814723199820613080e-03
1.657357512014737949e+03 3.801552411496006683e-03
1.662920330468974953e+03 3.856233301632702899e-03
1.665186522010230874e+03 3.842367278810363863e-03
1.674144413796518393e+03 3.798158956460146157e-03
1.677172191507516573e+03 3.773830079584365726e-03
1.689702823027362911e+03 3.745136872161463314e-03
1.467157713540865188e+03 4.140722382266386406e-03
1.469276157202930108e+03 4.166207401650200842e-03
1.477753289197180266e+03 4.151733885567045375e-03
1.512791602240711200e+03 4.084170722820635625e-03
1.683353633762724940e+03 3.905338533023432635e-03
1.438428269337869096e+03 4.214156494779980160e-03
1.474287424343323210e+03 4.152757233805963281e-03
1.631861884748594093e+03 3.809831848988171933e-03
1.696443373233742477e+03 3.831684215700247725e-03
1.626475848232704948e+03 4.104892097497109954e-03
1.653539693615161923e+03 4.067787627190828578e-03
1.651171342538272484e+03 4.080466660097659300e-03
1.645362014522293748e+03 4.095630172523955469e-03
1.647521613275113623e+03 4.157726719573454251e-03
1.651927428955720416e+03 4.137389534107798784e-03
1.644105888461435825e+03 4.145840330993505636e-03
1.638664639573918976e+03 4.129022349247691084e-03
1.634079479108134365e+03 4.134160943623253759e-03
1.683756047802318335e+03 4.097701674272378851e-03
1.678649641615175369e+03 4.120122069302929214e-03
1.662222217047002005e+03 4.176598684213622507e-03
1.678699786947931443e+03 4.135211397421399357e-03
1.678305835181167367e+03 4.120002401013447488e-03
1.684062924942248856e+03 4.081113903108273856e-03
1.672245092650424567e+03 4.088754871508278738e-03
1.689290467369107319e+03 3.909472653934270223e-03
1.689672284739890756e+03 3.917255997020843185e-03
1.693676679861991715e+03 4.029469721225966035e-03
1.696432092665592563e+03 4.050059990451949574e-03
1.691944715293980835e+03 4.066645905054938788e-03
1.699212683994065173e+03 4.014341475993746418e-03
1.697715052687630305e+03 4.008588452582776372e-03
1.696413281225523406e+03 4.002198948998481574e-03
1.677492592758730325e+03 4.049590295554812876e-03
1.661137350711090221e+03 4.197074597441564393e-03
1.666404834562478072e+03 4.183685887013422269e-03
1.686431269818461033e+03 4.010219947943970478e-03
1.668525186246331259e+03 4.196135064498949727e-03
1.684523581367009001e+03 4.095504966187927219e-03
1.662375970671756249e+03 4.006751424433947426e-03
1.695699758451414709e+03 4.046028212693359577e-03
1.692842400159879844e+03 3.666601819852903683e-03
1.686021696968127571e+03 4.027602251335871304e-03
1.683955063236886645e+03 4.024958394644651515e-03
1.682200537566423236e+03 4.018069822105894626e-03
1.683005598088612942e+03 4.016357535741066874e-03
1.683542679953042807e+03 4.002456109939123499e-03
1.683688928468670156e+03 4.001380792584940081e-03
1.681681796731953455e+03 3.999323417493095591e-03
1.682208105677701042e+03 3.996918360255478572e-03
1.682421096192333835e+03 4.000754365069401387e-03
1.682850901472978421e+03 3.998729739508505125e-03
1.683097258721800927e+03 4.003764542304771336e-03
1.689737560938267507e+03 3.979785699318822041e-03
1.690431768406477886e+03 3.998051928819566260e-03
1.700353007120512302e+03 3.674845595856738017e-03
1.622666475466228349e+03 3.809719012982880001e-03
1.685255085859435667e+03 3.870728302990926115e-03
1.682609746967147657e+03 3.877680650002488568e-03
1.689167815656352559e+03 3.896385687960259546e-03
1.688991233492159381e+03 3.881206140575658211e-03
1.686833214303777822e+03 3.926056863092183477e-03
1.707849116486051344e+03 3.838187071597160775e-03
1.692676349446097674e+03 3.850484955186142359e-03
1.697190842220241848e+03 3.841469689015870534e-03
1.696767104347911300e+03 3.850268559710591683e-03
1.696597216784216698e+03 3.845969784861653397e-03
1.672597401908419670e+03 3.913522687183671953e-03
1.687781306894425825e+03 3.911463307875861529e-03
1.681946936209665637e+03 3.917120813877912611e-03
1.675075604380960613e+03 3.685528328830514882e-03
1.444868268324717747e+03 4.096117437706973778e-03
1.476882435554925678e+03 4.075871987107867675e-03
1.693633609195400595e+03 3.927776990835299235e-03
1.511092989961918875e+03 4.071400951640876537e-03
1.692777512893288986e+03 3.884660373757471002e-03
1.701439302960691521e+03 3.870605063149179948e-03
1.487588435623511941e+03 4.109930892730192208e-03
1.510868668982233430e+03 4.080069272451135841e-03
1.734766046999340688e+03 3.649045591892091395e-03
1.713728915239692697e+03 3.773835543742202862e-03
1.471181036369813228e+03 4.169687965058895690e-03
1.704279763184287731e+03 3.782544228749390187e-03
1.702954583804694494e+03 3.762814799816448490e-03
1.699947917323758929e+03 3.768684368841964793e-03
1.693998384728204201e+03 3.776266523693237991e-03
1.697499882861979586e+03 3.766208831516045311e-03
1.683280206329001885e+03 3.805177036346971738e-03
1.686167282368710403e+03 3.789338697930336088e-03
1.685743459556962762e+03 3.789702176904312641e-03
1.683296917094424089e+03 3.795585436143869475e-03
1.665759676590252639e+03 3.924216844139003825e-03
1.675491543639743441e+03 3.941929941967901516e-03
1.674866051423198769e+03 3.962784493880162906e-03
1.678259357794460129e+03 3.969971699453422355e-03
1.678363053653867155e+03 3.977339929376073370e-03
1.701869517465576337e+03 3.891951644743374839e-03
1.714153906273337043e+03 3.836600568977631843e-03
1.714218414491006797e+03 3.826579745417506024e-03
1.684280931159714555e+03 4.054420309665266939e-03
1.681174661566124314e+03 4.043836030661818008e-03
1.673503948702349135e+03 4.017972623980529435e-03
1.673793747588240649e+03 4.004560487310168670e-03
1.606708923682412205e+03 4.841519968343008934e-03
1.665000085063311190e+03 4.084601110404547687e-03
1.667003753314350888e+03 4.098598416051077442e-03
1.658835747711538261e+03 4.042498066593660545e-03
1.662876190575485680e+03 4.033133987449350963e-03
1.657673013825343105e+03 4.039343209077794067e-03
1.658366417864976256e+03 4.030402596357158737e-03
1.658791342362860178e+03 4.027713065241841917e-03
1.661635687004277770e+03 4.029273778426214862e-03
1.685104397393297859e+03 3.772626443867455655e-03
1.661703472980071638e+03 4.038502450914324346e-03
1.673258441193094313e+03 3.742134925776715096e-03
1.657507920432653691e+03 4.061845637359174678e-03
1.653876254972249399e+03 4.072748544984738060e-03
1.690509885643491998e+03 4.140073379973150357e-03
1.677395110393984169e+03 3.999986977974319229e-03
1.678617641244996776e+03 4.020656693339546423e-03
1.677027945076039032e+03 4.005716524104742556e-03
1.668073816640230234e+03 4.038477630130372746e-03
1.693019243641120966e+03 3.919684341360217539e-03
1.696914384221255887e+03 3.930937506985011931e-03
1.688627547024232172e+03 3.895789498237768080e-03
1.639929853216472566e+03 4.354757579337499747e-03
1.690840511210019940e+03 3.888911384423091987e-03
1.692599243724421967e+03 3.891529172677563563e-03
1.687201328520235847e+03 3.872955171022656514e-03
1.684314176870371057e+03 3.735898407237902771e-03
1.632646116597039509e+03 4.294330211054049953e-03
1.677492813549121138e+03 3.782665232969633327e-03
1.679348424682734048e+03 3.775948280363329666e-03
1.697878532361779662e+03 3.690783558721391633e-03
1.641589534923473366e+03 4.063552464418918909e-03
1.653931817521598759e+03 4.049268125723836688e-03
1.672876440538835368e+03 3.662388742021539193e-03
1.553384075380171680e+03 4.389876576217777507e-03
1.545921812852143148e+03 4.386878391175769165e-03
1.531279849081329530e+03 4.368505280539735497e-03
1.549241639593303489e+03 4.333444946523614359e-03
1.550554015413667685e+03 4.323741269894316834e-03
1.556208714131054876e+03 4.357457895139834995e-03
1.578693619581671328e+03 4.284283411932788069e-03
1.577738243199953331e+03 4.284893527451568221e-03
1.563420315608421106e+03 4.312921656916590511e-03
1.564092681025965703e+03 4.313988763250968875e-03
1.530874124493771660e+03 4.351282341970959949e-03
1.699980655512938711e+03 3.515621887598682077e-03
1.634157522314094422e+03 4.202355886868106363e-03
1.679272631672825128e+03 3.566669253837193628e-03
1.689448286813584446e+03 3.613161953619439207e-03
1.688794294100685875e+03 3.621173696194893068e-03
1.685335045217898823e+03 3.610683481171370057e-03
1.680503682081113766e+03 3.615296358237551216e-03
1.675107334759567721e+03 3.902347115763789634e-03
1.659166423274247336e+03 3.902414959449073458e-03
1.655833669308887011e+03 3.836004662066921315e-03
1.662573165778862176e+03 3.849205209050627578e-03
1.649067157272431359e+03 3.874779362697995840e-03
1.464405359380600430e+03 4.054808696465321202e-03
1.631660749385211375e+03 3.898045799774645537e-03
1.629988918313811610e+03 3.886676955902261792e-03
1.272078417569829980e+03 5.065939311524918914e-03
1.282146370832880393e+03 5.027447213060720101e-03
1.336414561105993698e+03 4.763362692585175126e-03
1.359845759327161204e+03 4.723836130603756463e-03
1.359439265447308799e+03 4.725080845937934711e-03
1.356798653996885378e+03 4.730170325740501100e-03
1.347152035612769623e+03 4.749190528478298805e-03
1.358711826310536708e+03 4.742781886344537429e-03
1.606262309904646145e+03 4.139847456454654774e-03
1.620323393652298137e+03 4.106288011026698256e-03
1.611709334012860381e+03 4.105611235579648133e-03
1.609856664824415930e+03 4.121464713936031851e-03
1.592955105298284479e+03 4.137571721532721201e-03
1.600203860343172209e+03 4.150518245134226028e-03
1.679598801561597611e+03 3.992272311486940242e-03
1.669291044936251637e+03 3.993446538500051296e-03
1.673297337771838556e+03 3.954634461323475354e-03
1.672915393913957132e+03 3.941254514575419539e-03
1.650533667617698484e+03 3.981342482624859909e-03
1.652105811917724850e+03 3.986056438285469523e-03
1.685862846531088735e+03 4.031992237677838216e-03
1.689180907071830688e+03 4.028743996423033054e-03
1.676984427874853054e+03 4.033222049545283176e-03
1.679701059485807491e+03 4.049189144460878936e-03
1.345784300594977140e+03 4.503512715822419014e-03
1.660534353447196509e+03 4.092055740849189112e-03
1.673182501639830207e+03 4.066302715381947194e-03
1.650406763169776468e+03 4.103050202051956342e-03
1.705623677533988484e+03 3.786262206280426208e-03
1.596511413422798796e+03 4.040643213396077731e-03
1.548994503454757933e+03 4.128531904707694565e-03
1.584203838442861752e+03 4.033305302660314395e-03
1.595450731498516461e+03 4.043834723988847663e-03
1.593194615753961671e+03 4.053315433692071881e-03
1.599285523878510958e+03 4.058852572577753386e-03
1.707971540965762415e+03 3.788458512521629060e-03
1.706148189280575934e+03 3.788202226432277071e-03
1.706733094831640528e+03 3.788391793962873639e-03
1.708737420526457981e+03 3.777218004258468299e-03
1.707178251541997724e+03 3.776300326829654715e-03
1.743954411425537273e+03 3.611002693639314698e-03
1.462172922806855468e+03 4.792398912376663600e-03
1.452694209830524414e+03 4.832036511549044934e-03
1.712713666523072561e+03 3.634262051997871369e-03
1.707629034828299382e+03 3.751217834895858010e-03
1.691274963589643448e+03 3.944990579457519075e-03
1.512755879216118274e+03 4.751355376497136060e-03
1.692815034411463103e+03 3.981770814728061852e-03
1.514697780717172691e+03 4.790448927905196358e-03
1.685062474145961460e+03 3.987289898518934367e-03
1.702802773372467527e+03 3.973501248008170367e-03
1.697478452363524411e+03 3.987174044763669781e-03
1.696947947019071762e+03 3.919950333979193430e-03
1.720827722805350504e+03 3.758413359170192664e-03
1.723194540484664913e+03 3.759468668951624747e-03
1.710137694571390966e+03 3.882880614422545406e-03
1.696582735793288975e+03 3.825075393405790846e-03
1.695608400544240340e+03 3.877307956662023013e-03
1.687336486124576140e+03 3.937675711034285125e-03
1.689291079264496830e+03 3.995044630810418336e-03
1.648171024654433040e+03 4.107003046199814503e-03
1.610217734281787671e+03 4.177272415502016577e-03
1.614299667565165691e+03 4.180699944378790840e-03
1.649570202076188252e+03 4.042987816230131717e-03
1.636476278827748501e+03 4.095839808533073383e-03
1.605920424429020159e+03 4.168075991462931104e-03
1.624297014375038771e+03 4.117619506833320418e-03
1.631699763725192042e+03 4.169516135002365904e-03
1.676064295530425397e+03 4.125337181366558678e-03
1.648781615521192862e+03 4.154656089613976457e-03
1.612502794123065996e+03 4.180997211041305624e-03
1.600196798762202434e+03 4.204506939357613611e-03
1.616855829205449936e+03 4.198787096292479898e-03
1.602701647679530424e+03 4.198148541269938229e-03
1.640335443172617943e+03 4.133474607388687785e-03
1.680471517601273717e+03 4.031962123976852268e-03
1.698242777157295222e+03 4.059840057913084374e-03
1.697539985820725633e+03 4.064710914493844390e-03
1.695743479819231879e+03 4.041904855661586533e-03
1.696171123838347057e+03 4.057353567552323369e-03
1.694703066772336115e+03 4.057885581011313504e-03
1.668300070974735718e+03 4.076197115834196555e-03
1.677884077544011916e+03 4.071594406061282249e-03
1.700758932339472494e+03 4.017146891905152249e-03
1.700334698852687325e+03 4.018456082078653881e-03
1.697997323276119232e+03 4.021736179017878360e-03
1.698728527576803799e+03 4.029959052373481045e-03
1.693559381413354004e+03 3.996883447074648689e-03
1.683550824876915158e+03 3.988930762732915795e-03
1.699277843211105619e+03 3.978287133379571766e-03
1.698465151028089622e+03 3.983519659090961097e-03
1.698312650166662479e+03 3.980886697683065287e-03
1.697934259992146053e+03 3.931292633211265833e-03
1.688598124470091079e+03 3.985601882793570090e-03
1.686135537188427861e+03 3.976588235939733547e-03
1.691646611576411487e+03 3.980624154381167019e-03
1.683934885902073347e+03 4.030247696043370333e-03
1.685840698571243138e+03 4.122813693134887505e-03
1.687142556657863679e+03 4.123256896421003022e-03
1.688526528304746307e+03 4.150049890286851458e-03
1.682274866757546079e+03 4.149700465246738794e-03
1.687227352519033275e+03 4.128897209963254544e-03
1.689344843762446772e+03 4.092319090398154752e-03
1.685879062493783067e+03 4.094417596575031064e-03
1.685792980846460750e+03 4.088698724354447069e-03
1.637676468767283041e+03 4.081290465961363682e-03
1.640454153871451808e+03 4.064832527805429564e-03
1.638170560737539063e+03 4.066662120003040025e-03
1.645672638682949128e+03 4.041072142193596027e-03
1.655756362903937088e+03 4.051833655173242392e-03
1.640906381394825985e+03 4.080045788366384353e-03
1.660735683766841476e+03 4.053692842185509931e-03
1.673494986343165920e+03 4.115051526125521400e-03
1.672944267274030381e+03 4.094165009601108407e-03
1.684918524786964326e+03 4.004499028383511593e-03
1.687935899027887217e+03 3.986173824897447197e-03
1.660247213666345715e+03 3.997849619608946983e-03
1.692749267750143645e+03 4.053112211850455789e-03
1.680599640973446412e+03 4.048292397465080156e-03
1.680805163421512361e+03 4.051819481184552180e-03
1.680527309074649565e+03 4.051573659056261975e-03
1.666681107913782625e+03 4.051719429232505075e-03
1.668623132539041990e+03 4.061494743512103142e-03
1.671715411832444715e+03 4.061108629257083845e-03
1.665624064794766809e+03 4.057087603237878072e-03
1.670190726818392022e+03 4.055735745636931087e-03
1.690973020660371049e+03 4.082579169353856702e-03
1.691398524048556055e+03 4.084144575514884502e-03
1.697790053949507183e+03 4.040846300645565582e-03
1.696770771184772912e+03 4.048827023700483051e-03
1.690191614374130495e+03 4.034377116229344307e-03
1.696152479086735184e+03 4.049749921627187818e-03
1.698291945377615775e+03 4.044634080640227211e-03
1.690824829291090964e+03 4.091405162371202636e-03
1.698469611873322492e+03 4.110722100812893437e-03
1.694017368405551679e+03 4.105598085375604389e-03
1.694126770387944134e+03 4.082144040396416471e-03
1.689148146547961232e+03 4.121156503393666980e-03
1.688216515157272852e+03 4.132607283822926046e-03
1.677257074339175460e+03 4.109319543086777105e-03
1.676864234170227519e+03 4.104764380418138292e-03
1.676052954950266894e+03 4.107330146669938530e-03
1.677576818022587986e+03 4.101119183970169252e-03
1.674863740526098582e+03 4.069376698202705270e-03
1.675356194809346107e+03 4.072204606603348556e-03
1.671957975019804508e+03 4.065998401183669973e-03
1.664788161249157611e+03 4.016348926530817660e-03
1.632501428797565495e+03 4.085727757058947585e-03
1.641069260303885585e+03 4.083192440568086598e-03
1.643780597123331745e+03 4.091128901445459376e-03
1.660721077029977778e+03 4.068761914065533065e-03
1.662061108832174341e+03 4.070769968309387657e-03
1.675877452472551795e+03 4.072042536820774140e-03
1.676132551484469786e+03 4.030794333859151132e-03
1.668774515888194173e+03 3.781649863665407195e-03
1.687051950258141005e+03 4.087821699802517313e-03
1.631626211150108020e+03 4.174761938048633485e-03
1.581184737585656649e+03 4.270527672227193705e-03
1.633235315321221833e+03 3.954397319251515101e-03
1.666315086983194533e+03 4.004013922509611946e-03
1.648221531208931083e+03 3.911302457759973338e-03
1.687445486289248947e+03 3.921114066607178823e-03
1.682491374270848610e+03 3.970343084389036867e-03
1.687496101170896736e+03 3.926026707293787769e-03
1.686343768779391212e+03 3.927740271393277520e-03
