# freq_modGR tau_modGR
1.455276986883144446e+02 4.642586299056158071e-03
2.447484900917527284e+02 3.884058090850773214e-03
2.385051155211293406e+02 3.132783007150955271e-03
2.570112322799737399e+02 3.904218972215375144e-03
2.497402111922380641e+02 3.031459449858272832e-03
2.557196508800813604e+02 3.272890961276399280e-03
1.705390143592953223e+02 1.697583002930483668e-03
2.514850441060260096e+02 3.936501266975716076e-03
2.454670873597449372e+02 3.924318069725262446e-03
2.278602213923250588e+02 5.558530624508472608e-03
1.975871605003079310e+02 3.588702988636035054e-03
2.793240040354199891e+02 2.524517992782073991e-03
2.607369881053681979e+02 3.618070064288072402e-03
2.867942081948474424e+02 2.213552145954434443e-03
2.491900890450066299e+02 3.947462565894711839e-03
2.558852585140415954e+02 2.665451890644059043e-03
2.725281179035570744e+02 2.194815736161064967e-03
1.528339475705413406e+02 2.435693089378118247e-03
2.624064018566947425e+02 3.048420784269015218e-03
2.640410937036651262e+02 4.960017449601769601e-03
2.348741239640026492e+02 4.004514437612882380e-03
2.101133392100794879e+02 4.305498367451605218e-03
2.612439719924885253e+02 3.229064031689583489e-03
2.288513330702657242e+02 2.919855868690136164e-03
2.751310463495730687e+02 2.423416227317520561e-03
2.449370082185805870e+02 3.234694225638467743e-03
2.446526008044092180e+02 4.549367663826611209e-03
2.406603317441252159e+02 5.477697134255570324e-03
2.605036889988958819e+02 1.678057595548087134e-03
2.325326675469339364e+02 3.108873789603220760e-03
2.550360126769576539e+02 2.367609712064647383e-03
2.599871271105914730e+02 3.339565295035597584e-03
2.409731790498906605e+02 2.039231965652283252e-03
2.511759818897411662e+02 4.222640952702105301e-03
2.644021909476753081e+02 3.613486778142957143e-03
2.743134728230331802e+02 4.998273119660771001e-03
2.498114533665365968e+02 5.356607738177082169e-03
2.576467352491690690e+02 3.309368229485770696e-03
2.343676204422940543e+02 2.629465310210115508e-03
2.364881800119626973e+02 2.060906945882024551e-03
2.196516204555819911e+02 2.832604163960563293e-03
2.666346728472605037e+02 1.606681033951792327e-03
2.234939547265361455e+02 2.028362853730549496e-03
2.006989847409370213e+02 2.572906870123447490e-03
2.664855557842062126e+02 3.393459266196805629e-03
2.460045769398113862e+02 2.912080355037087020e-03
2.586464206353568898e+02 4.239691890105349963e-03
2.656632916362976289e+02 5.964827474996017148e-03
2.462128233906282730e+02 3.525251385735670914e-03
2.413465740122590262e+02 4.554631937371523241e-03
2.828212421409407398e+02 2.053402377438843813e-03
1.791195938389761579e+02 2.797066461112462845e-03
2.511848503378490136e+02 5.994935558754155638e-03
2.449392461430377352e+02 3.081659646190608882e-03
2.447633532930311446e+02 4.140587694727114638e-03
2.738332801020912939e+02 3.495742653261149635e-03
2.380719025890361991e+02 3.432154996535795050e-03
2.598313372430733921e+02 3.444273592259854740e-03
2.653705638760607144e+02 5.256884896272044291e-03
2.287311201941263334e+02 3.011164094783274747e-03
2.783271075790476061e+02 4.859489689267956769e-03
2.633130033741605871e+02 3.255724681477307082e-03
2.927673011157371548e+02 2.790442337324545649e-03
1.500826832991332651e+02 4.269712643788752503e-03
2.512420756553189563e+02 3.182556499825673051e-03
2.297385784274146374e+02 1.286579734196505610e-03
2.507512925291716215e+02 2.628903346775494747e-03
2.515681717710881742e+02 6.345843971073422511e-03
2.393548152081123703e+02 5.138332569019752119e-03
2.724635140253130885e+02 3.534579079780031038e-03
2.362044636376006963e+02 2.641013883095010527e-03
2.468075424224711014e+02 2.149069030616329763e-03
3.019075657742318981e+02 1.645491871682502015e-03
2.051805791742736460e+02 1.704399350791028708e-03
2.260194015822452229e+02 2.572206055001800048e-03
2.057499200129877863e+02 2.292403594035933440e-03
2.421471602106796865e+02 3.662404609266173717e-03
2.445715609156898438e+02 6.572561815915659023e-03
2.399788051426481559e+02 4.751795865757419378e-03
2.606437288165172390e+02 2.055914961980329862e-03
2.423524303595154947e+02 4.507891010586547245e-03
2.501989553387795411e+02 4.658328314210356293e-03
2.371610363574370695e+02 4.124812388124319412e-03
2.390307390137222399e+02 3.289675859137622307e-03
1.782992513859895212e+02 3.183291600863564618e-03
2.777829323178174832e+02 4.075105311474282004e-03
2.355557962317067222e+02 2.958844179872458045e-03
2.456302640157747703e+02 3.926661112610165677e-03
2.445367879134703060e+02 4.129866741363398888e-03
2.282400187908482962e+02 3.819930304548277682e-03
2.324668772206462108e+02 2.068317683774053943e-03
2.607174829253476673e+02 3.634286702598676748e-03
2.668010599990930700e+02 3.702375784564618504e-03
2.545307779064023350e+02 3.576243834583650669e-03
2.442954014196891421e+02 2.900229870710589828e-03
2.563814323903242780e+02 3.622855283458372138e-03
2.573686374894231790e+02 3.810822142019382533e-03
2.468948830331876252e+02 3.583945164504988030e-03
2.433996398456355905e+02 2.986170151563974275e-03
2.420489176517653220e+02 3.638017931049110972e-03
2.445809773337748254e+02 4.498051365617509664e-03
2.489214238725452333e+02 5.686605967457568009e-03
2.699259475221977596e+02 2.508110749685279594e-03
3.162409689143596552e+02 2.747258300206072493e-03
2.536171671878202858e+02 4.739588557276646144e-03
2.299371021187295412e+02 6.473793496121710810e-03
1.870890822084744514e+02 3.184928703021336089e-03
2.340508806909525674e+02 3.426107958787125499e-03
2.366473140708766607e+02 2.403706172208640388e-03
2.793046695538558879e+02 3.569006789528156396e-03
2.695474914649394691e+02 4.164559348214593414e-03
2.700060478683478209e+02 2.160832681897479138e-03
2.500080438074959090e+02 2.676356685881481779e-03
2.707743329159476389e+02 1.994404113316199708e-03
2.530605082218002337e+02 5.225371793872654602e-03
2.681782540970633590e+02 3.407327530927292507e-03
2.502484031304227869e+02 5.649761279314778444e-03
1.775883372464814443e+02 1.767819273755466764e-03
2.583458357741039322e+02 2.618415892902562023e-03
2.487164378868931180e+02 2.347042728106523129e-03
2.539585572222916596e+02 5.304653445895552571e-03
2.501788118550030902e+02 2.937203714539365386e-03
2.524720712041639956e+02 3.163334862671964530e-03
1.209415374387949669e+02 1.700522710254670933e-03
2.275709610150109938e+02 2.315006502425702700e-03
2.725811231373908186e+02 2.361438312612873947e-03
2.402026862480998659e+02 4.174546740127681697e-03
2.396232020267475775e+02 1.840575498267882576e-03
2.712551395784967667e+02 3.546147154849597048e-03
2.648016034062133599e+02 4.808451191049437599e-03
2.696982833957001731e+02 2.583396226425312050e-03
2.989501758033331384e+02 1.948547403376698706e-03
3.001256090772181437e+02 2.506288993105991719e-03
2.471583056463529431e+02 1.169937911591045288e-03
2.756399082169671146e+02 4.864731618089783091e-03
2.410720312562660865e+02 3.226229874362542167e-03
2.788898930068663731e+02 3.896750304761911927e-03
2.720547554063182361e+02 4.507543361860838309e-03
2.165601367259804135e+02 2.587060521466766870e-03
2.605044849008174310e+02 2.312567258194416983e-03
1.934340018043751286e+02 2.303848649996350414e-03
2.538862415856781638e+02 2.837772422551112714e-03
2.534549619933720805e+02 4.525208290375249201e-03
2.673024073300363170e+02 3.194580581821127984e-03
2.666069712780329724e+02 3.181636811556287289e-03
2.744715040955771315e+02 3.623466692158031945e-03
2.752966544879855633e+02 2.861832425767403022e-03
2.467089438728782227e+02 3.974718085674590166e-03
2.814593248100322853e+02 4.067220067253408435e-03
2.570556213033229938e+02 3.940178813932525455e-03
1.520545547604458818e+02 2.604581952768337226e-03
2.658160340892112572e+02 2.692406097140744720e-03
2.055008674216321367e+02 2.134429006999939010e-03
2.560937311050318499e+02 2.895709370809596787e-03
2.279586499328473792e+02 2.216595593566923934e-03
1.663223481763018583e+02 2.673874965861220560e-03
2.381587824264816504e+02 4.160540289380256634e-03
1.524262515241321694e+02 3.199596130786317404e-03
2.723353347410226775e+02 2.750110252995178247e-03
2.613184365418666175e+02 4.432870014466840265e-03
2.669094644534895338e+02 3.929824934939399501e-03
2.226929370832934580e+02 2.600856645432470405e-03
2.535120070437447453e+02 5.187046742636857236e-03
2.428347322964779380e+02 4.929870705532067056e-03
2.612041580087056900e+02 2.483580965240836033e-03
2.273433818194955904e+02 3.481564065393415869e-03
2.273578493264785152e+02 1.774997697368727381e-03
3.224922120723968533e+02 2.084033324234712756e-03
2.193079764555211000e+02 2.288880485181119754e-03
2.245321205820631576e+02 2.641287884363380679e-03
2.455553003025258363e+02 5.215773525254174293e-03
2.424038050922672198e+02 4.195674569820883985e-03
2.573123916495788990e+02 2.937680107187799240e-03
2.151013903109876537e+02 3.345650602250991625e-03
2.241056136807848418e+02 3.091880437947014566e-03
2.205023854607828468e+02 2.285656666327413877e-03
2.470918418102822045e+02 5.474154370645390420e-03
2.467231513432981842e+02 5.367029702352065119e-03
2.405255296809962999e+02 1.890686611412101216e-03
2.447626179425823807e+02 5.025747275231556843e-03
2.545066289583667469e+02 8.212735268508993339e-03
2.328275145916267945e+02 3.081151955139659060e-03
1.947394903997984841e+02 2.607890518687963101e-03
1.599312880225259050e+02 2.695983770171907039e-03
2.157955447606568100e+02 3.386786235895265264e-03
2.590979680691278872e+02 3.307911098282150398e-03
1.854036072134030064e+02 3.261678041631940143e-03
2.529406753521599001e+02 2.192122715581094287e-03
2.497607722076239440e+02 3.899289360171327452e-03
2.534865664206291456e+02 5.876187859764395692e-03
2.551281737079615652e+02 3.351046810300097739e-03
2.344167469009110505e+02 4.012571840113749767e-03
2.164439514928323831e+02 2.845176529994641098e-03
2.247005559191068187e+02 2.231322315029910571e-03
2.446404995642729432e+02 3.385107056145208321e-03
2.799127755308866199e+02 2.252445511716282250e-03
2.564892033826773172e+02 3.162124117292560745e-03
2.220661831558903714e+02 2.296562515173502638e-03
2.588067757321683189e+02 2.840127124206037832e-03
3.068797169374864211e+02 2.545602506639434940e-03
1.497152910141936957e+02 2.020090454163916537e-03
2.654413055877018337e+02 1.901299420158538561e-03
2.552968020674047978e+02 3.161777014943481078e-03
2.183909982430996024e+02 2.544281984753664697e-03
2.621797188840546369e+02 4.876980570422584545e-03
2.658429510499304342e+02 2.897410937341176902e-03
2.586241891894990772e+02 4.606219947572042471e-03
2.670790375448422083e+02 2.935533597494639421e-03
2.270991734168856055e+02 2.878369158198086555e-03
2.292270313323929258e+02 3.805487545185233956e-03
2.452164996977299722e+02 3.083178259696011878e-03
2.317693123531862796e+02 3.290601154628603961e-03
2.536413845564183021e+02 2.751023892751127374e-03
2.197230602261778358e+02 3.413269782940235239e-03
2.533791011477593145e+02 5.164850608019916009e-03
2.451846754255778080e+02 4.418416124226421347e-03
2.630398868214939512e+02 2.501490034943684975e-03
2.720572423991189908e+02 4.273646418257549123e-03
2.564651355825648125e+02 4.821186580217950816e-03
2.535420318397627568e+02 4.529138470999657939e-03
2.654757770991905090e+02 5.240733583616480687e-03
2.573218052637654409e+02 4.003748219083239947e-03
2.590854217548628640e+02 3.015926187338281977e-03
2.512672739336825316e+02 4.026496592624418357e-03
2.580520307325850240e+02 5.373502707842516858e-03
2.596205123406847406e+02 4.687439448224896277e-03
2.595260509489170886e+02 4.801561210123578456e-03
2.029737276666244270e+02 2.863503851925508319e-03
2.251583766555310149e+02 3.708317343263300200e-03
2.484571841525288960e+02 3.047775491120816721e-03
1.520534288030204380e+02 2.353169472450249936e-03
2.456838281544819722e+02 2.534783636854419549e-03
2.049215831694549195e+02 4.323037202749708575e-03
2.304511644942917030e+02 2.598349092669420980e-03
2.690200641398637345e+02 5.849945866034969924e-03
2.713362239115497232e+02 3.756186585091914488e-03
2.543580830402362380e+02 3.489967294785509006e-03
2.533494261848509836e+02 7.469662436117133902e-03
2.551052284086900386e+02 3.677662782345710729e-03
2.555048712811627354e+02 5.035703250045102559e-03
2.318941655093181282e+02 3.352909526493803687e-03
2.368080819078280967e+02 3.478788212742287781e-03
2.701237157396483326e+02 4.287395119087360033e-03
2.360543456649673999e+02 3.433543862837428514e-03
2.525642863285207511e+02 5.555997421014005795e-03
2.602418099717119162e+02 3.235735027043431730e-03
2.571302407007619308e+02 3.007929482646729338e-03
2.473112038269270272e+02 4.499016081660097734e-03
2.627930736666610869e+02 2.372132795612795150e-03
2.455957980434903902e+02 2.174504553999551809e-03
2.692604256753555774e+02 2.205271760328082579e-03
2.313898968165099745e+02 2.698025430451343569e-03
2.277153638415410626e+02 2.794441464213828340e-03
2.442304377701860290e+02 2.875535304161265428e-03
2.464605063674185885e+02 3.279642316967761647e-03
1.747147763056936185e+02 1.798400185262830379e-03
2.506293429833257846e+02 7.710099563692960137e-03
2.544096167709336669e+02 7.365135990465195188e-03
2.468675185488791612e+02 4.691398710342072759e-03
2.674486097387289192e+02 4.771553544383878680e-03
2.294878713127379513e+02 3.633599999829587555e-03
2.375871207999466606e+02 3.307551805991498090e-03
2.424905608867937872e+02 5.349812562205308146e-03
2.786077683080376914e+02 4.652809445929727977e-03
2.804559644753684893e+02 5.692020055814314000e-03
2.816966005577676810e+02 5.351377906909423471e-03
2.639676320409668620e+02 5.327147322645286315e-03
2.535716906713695948e+02 4.152131764583016568e-03
2.623249578840184313e+02 4.902460041592856740e-03
2.557373431955180934e+02 5.081756281891289598e-03
2.527646949317177985e+02 4.154940851890969421e-03
2.510050850673111711e+02 3.846450418899716086e-03
2.478377581813257962e+02 7.947714349906122994e-03
2.514091316792863324e+02 4.936717323515960737e-03
2.476618277082075963e+02 4.493917971173066496e-03
2.258526032756738289e+02 2.525279598337716244e-03
2.545990416025019556e+02 3.850492769366264771e-03
2.390857077291565815e+02 2.835516933156795923e-03
2.445542085835748480e+02 3.462355634435297994e-03
2.521905274145048850e+02 2.714546104688552071e-03
2.198043946170731999e+02 3.125496238497142785e-03
1.963554891020876880e+02 2.416469234597304772e-03
2.598426575183539171e+02 5.213384095073028170e-03
2.588647867411930292e+02 4.583391454730345420e-03
2.135029572507525870e+02 2.516300931826571594e-03
2.041622193942332331e+02 2.125238311560900123e-03
2.667736728115551728e+02 4.333545709714714360e-03
2.493985483959893656e+02 5.796958761848852726e-03
2.568960009015464152e+02 4.284407404757375679e-03
2.395394115467242955e+02 3.242745870749764395e-03
2.308490159921517204e+02 4.574394343319644271e-03
1.989599089393336158e+02 2.894527546094888097e-03
2.661912014879878257e+02 5.124601964263245969e-03
2.346714556387792925e+02 4.474678505238905563e-03
2.401327971471662579e+02 4.153254807651066138e-03
2.547325281184174628e+02 5.089072755326400424e-03
2.513576871310160072e+02 4.108267200228566014e-03
2.714318613833189602e+02 4.290793812271737930e-03
2.427100224259716299e+02 4.463363781869039704e-03
1.848961904430560139e+02 1.571579973694925934e-03
2.530549822068499850e+02 4.845717683199222275e-03
2.531895081204137341e+02 4.750695626619247033e-03
2.601552272721666554e+02 2.917869027078865644e-03
2.705999266590617367e+02 3.606950433633853911e-03
2.631265158364485046e+02 5.966614725512722241e-03
2.234848570131930785e+02 2.382441547318045819e-03
1.834982399494705589e+02 2.344109477055665840e-03
2.197552564078260673e+02 3.222917365792154869e-03
2.885014427941458734e+02 3.790581660593394988e-03
2.526058279314568438e+02 4.070944069712874314e-03
2.982909896163363896e+02 3.282900375268793091e-03
2.416598777721136173e+02 3.722645009231615159e-03
2.450371202218261431e+02 2.236603596041092986e-03
2.560883434875422040e+02 3.384778851812948047e-03
2.483686322809876401e+02 3.233357565828578074e-03
2.258635999828422314e+02 2.961096095870902663e-03
2.365253483765762894e+02 2.830630287178696400e-03
1.707824187529906226e+02 3.372537969996954391e-03
2.738960401115738250e+02 3.467945360378439819e-03
2.546703215557317321e+02 3.609029717599856416e-03
2.509807584604773467e+02 5.848157993293579861e-03
2.717984882832455469e+02 1.673055441012946763e-03
2.308983240114670537e+02 3.191360457312080855e-03
2.252723862318191550e+02 2.617284180575757142e-03
2.453233017855641833e+02 3.480403668583402152e-03
2.591159205638033995e+02 3.073378088643122230e-03
2.452047246636293210e+02 4.153586355808519710e-03
2.359007634228169081e+02 3.958109809303518752e-03
2.315164399286069283e+02 4.627454614038288561e-03
2.515046657198931541e+02 4.901858174397039601e-03
2.624377063431187480e+02 2.476400129798158895e-03
2.828989923466808705e+02 2.152664403642142159e-03
2.493514890591686708e+02 6.184213327980061549e-03
2.486624554172129251e+02 3.719381282572226371e-03
2.780361302193136339e+02 4.512054592620555644e-03
2.185419225681819739e+02 2.528748223444378385e-03
2.978633275603003767e+02 2.116209086135739572e-03
2.425899793112300529e+02 4.313919206681188917e-03
2.492341925043136257e+02 4.317249752271322058e-03
2.576642376550436779e+02 3.346685311446083184e-03
2.569416976836856179e+02 1.734220958796575630e-03
2.326310488940021912e+02 1.642798033100329336e-03
2.812278041751761180e+02 2.456602549169315062e-03
2.613762547913840422e+02 5.633997496058114687e-03
2.623218659807556605e+02 4.936170131894145920e-03
2.764566113417642441e+02 4.327598028878235949e-03
2.398095984382605934e+02 3.727846421651079874e-03
2.884654534713154135e+02 4.375345618971630997e-03
2.891759033132034915e+02 2.997412490965035634e-03
2.530042006193552595e+02 5.711520935187251735e-03
2.569862063967798917e+02 7.103043628280330396e-03
2.674261408883720605e+02 3.667050548639584108e-03
2.290089060789790665e+02 1.944084661955611639e-03
2.453071915466435939e+02 2.682264469113502560e-03
1.660953280868392312e+02 3.890946633362438178e-03
1.415696516313780080e+02 5.022666229681115556e-03
2.377339633037450426e+02 3.684948557567980024e-03
2.589863737850164966e+02 2.778510818417782424e-03
2.731129435375702883e+02 4.005843717540911487e-03
2.895378202134589856e+02 4.575641717423150484e-03
2.583027787592069444e+02 1.965624300895453969e-03
2.562266434351129192e+02 2.820336954814967219e-03
2.682085232486405175e+02 2.501934543482297289e-03
2.527245612324360593e+02 4.148003619351427716e-03
2.603498331070146605e+02 4.277424307009140489e-03
2.753590579124581836e+02 2.730171976835046865e-03
2.564958103796251976e+02 3.379158982476573782e-03
2.659191969463786904e+02 4.041383327582648462e-03
2.777491532105456145e+02 4.842122393898705239e-03
2.504044497461052572e+02 4.585295675755606502e-03
1.698524963530506113e+02 3.482288753613360134e-03
2.572514445995262804e+02 2.890429429621862306e-03
2.589463537251301659e+02 2.124249503564752325e-03
2.774509075653391506e+02 2.744055727463153536e-03
2.640132850200470216e+02 3.020364818064333063e-03
2.692383856316288870e+02 2.691591793938613759e-03
2.670782230032363032e+02 2.567651407482749587e-03
2.804542596603738502e+02 4.029257704641708328e-03
2.806453752061640330e+02 5.045986215645159416e-03
2.486517396027075790e+02 3.492803939636726553e-03
2.852313206658456579e+02 3.306063393869774179e-03
2.918754381153664212e+02 1.923842703385485967e-03
2.778922661778594261e+02 3.541630835562612194e-03
2.455863481134535107e+02 4.181122794418340796e-03
2.639257394623758728e+02 4.799426598939758766e-03
2.740298893447392174e+02 4.349782115788456902e-03
2.877003432325617496e+02 3.544397887243612259e-03
2.473665783411795758e+02 3.831811711649080014e-03
2.438850928218379011e+02 2.404347945941874131e-03
2.264076675115333899e+02 2.169086644450409895e-03
2.791866392934641681e+02 3.832512880731104091e-03
2.877951843159910368e+02 2.250503174094562603e-03
2.566425327273037169e+02 2.896832084289651874e-03
2.713980448998509587e+02 4.688905845922864898e-03
2.697214562218767355e+02 4.158053526151774155e-03
2.554954694922391241e+02 3.270702597834938569e-03
2.577054722481365729e+02 3.477999768399446349e-03
2.531696760945254425e+02 4.548761850576074975e-03
2.305533536347686265e+02 3.033009556682465021e-03
2.715080328372424674e+02 3.804117348953907091e-03
2.669857728208349386e+02 4.279677096937489246e-03
2.567027860548669196e+02 3.833316687460956457e-03
2.536280208818165534e+02 4.147774808755797481e-03
2.613225010037717766e+02 3.334844054079256267e-03
2.758669790845275429e+02 5.151526874620695334e-03
2.391992117647539544e+02 2.815915653586342597e-03
2.673346513494028613e+02 2.100559650438075469e-03
2.554248128551239176e+02 3.109585425952618009e-03
2.540068338581325520e+02 3.801061213628652638e-03
2.628157596412690964e+02 3.588711845367065483e-03
3.076059717201424064e+02 1.737906041207780894e-03
3.227303898996898397e+02 2.197075390107548851e-03
2.459081844213741306e+02 2.688926801477027877e-03
2.512659253331125910e+02 5.422445711135044644e-03
2.363267466196111855e+02 3.451426338317237132e-03
2.415793547532570074e+02 2.629202943770299079e-03
2.126276097577409416e+02 3.131557078371635661e-03
2.420947333144016511e+02 2.702461759630017928e-03
2.632212130002740196e+02 5.716148354197297249e-03
2.556414404051928955e+02 4.791753713027324842e-03
2.463070454801901406e+02 4.702193056583886359e-03
2.335659606386787175e+02 2.755747458590207272e-03
2.458001225848130105e+02 4.389381045035892909e-03
2.542670978666741064e+02 2.931581911406638038e-03
2.246712068611557243e+02 2.197692537440695468e-03
2.136937877673951220e+02 1.589391707774257933e-03
2.142128121602223132e+02 2.756792353963373465e-03
