# mf_modGR af_modGR
5.918851408222082000e+01 5.088709350707403267e-01
6.605350128024686285e+01 7.196919084243742493e-01
7.110176971734726692e+01 8.386196580921279065e-01
7.283108991286921707e+01 7.625294602275353162e-01
5.819493109055162705e+01 -5.017098158264443608e-01
5.152442672303639171e+01 2.484213982514373864e-01
3.340575109618770000e+01 -9.067042314241040568e-01
4.889665221909348247e+01 2.973079051536074990e-01
5.363743113515943151e+01 3.829341081015336101e-01
4.794445624723687160e+01 1.906666294715415599e-01
4.545628808597903259e+01 4.857213242274038834e-02
6.445811795278491729e+01 7.529097031880956914e-01
7.203173102769565617e+01 8.573475656494414787e-01
6.115212084241552049e+01 5.115374111840037541e-01
5.663996776280277601e+01 6.075432542838267169e-01
3.087154487267499192e+01 -7.796620504654561135e-01
5.984040447915064220e+01 6.489451051566559325e-01
6.957456375617503852e+01 6.852580274351911527e-01
7.271316651299066791e+01 8.134799146771460876e-01
6.790008663943736167e+01 7.835452670454469137e-01
5.913277763939645126e+01 6.796115562420298462e-01
6.554335457749149896e+01 6.128074033084143224e-01
3.994694017649680973e+01 -5.441453536322162776e-01
2.873335538879878115e+01 -1.839279915708980084e+00
6.275185207864927861e+01 7.165700829417184226e-01
3.928398206272331095e+01 -1.300078000252382626e-01
5.163851940052170164e+01 2.480833955539026858e-01
7.087196594440774788e+01 8.155633838284090942e-01
6.674053412376342465e+01 7.482006156937970331e-01
5.769921952288031264e+01 4.576670943977704242e-01
6.043940632902702959e+01 5.511173388071685109e-01
7.215300509114314309e+01 7.642837235183053135e-01
5.385259788643891454e+01 1.018541821935897707e-01
6.316092867032271840e+01 6.899294640598220285e-01
6.812611751447717268e+01 7.596411591091383197e-01
6.477261880149123385e+01 6.487891311028828323e-01
6.837744629272830821e+01 7.041093373517492982e-01
5.834229600923587356e+01 5.160211770047582469e-01
7.339349605400693122e+01 8.585387128605889151e-01
4.967703148621246356e+01 -3.730757436414933181e-03
3.370893948017035058e+01 -7.793467300899774575e-01
5.524504483409653943e+01 3.760961674950361600e-01
6.463733369275612972e+01 6.310108512111942680e-01
6.147881988979295187e+01 6.077367004619851354e-01
2.645409726082149504e+01 -1.101107593510401106e+00
3.907152613572044686e+01 1.377356076090937576e-01
4.722516879832642900e+01 -6.112779417703606555e-02
7.906797229423727913e+01 8.435699279321416943e-01
6.111929829538042469e+01 4.204088550614369924e-01
4.557691618648109966e+01 -1.998301953806771447e-01
5.509770114300805233e+01 -3.903833275616519494e-02
4.732142937747610034e+01 -9.579781321360436586e-02
7.882597281041361725e+01 8.763971213443109143e-01
