# mf af
6.783607370852888607e+01 7.340721054072120166e-01
6.592162009604882655e+01 7.286820138338914177e-01
6.317586658422605694e+01 6.889259941292573686e-01
6.328214356519181649e+01 6.856889582722621723e-01
6.331384495724825001e+01 6.809221044418691804e-01
6.306124689543349859e+01 6.795535817669984269e-01
6.293528731114743380e+01 6.734781542407439758e-01
6.240759341583881081e+01 6.701663100719127408e-01
6.226711047693932954e+01 6.683107538808780168e-01
7.143299072078308143e+01 7.377921276370464909e-01
7.147561594418502295e+01 7.179965451946701549e-01
7.226255792051283322e+01 7.201552195077325358e-01
7.252879709350307280e+01 7.201199805346677474e-01
7.249822915255148814e+01 7.229525047819237438e-01
7.192377003794143775e+01 7.166592131491266171e-01
6.912430908255571183e+01 7.124295907677319351e-01
6.952776224983949760e+01 7.106372257653061908e-01
6.900680021892384275e+01 7.113076753587650458e-01
6.868266467346609261e+01 7.137016243090844592e-01
6.795642873130466910e+01 7.180644805570025602e-01
6.751097374081939506e+01 7.477463736128798777e-01
6.766031741292647439e+01 7.529499812756679233e-01
6.764647000925903342e+01 7.530655314403610356e-01
6.745075952478023851e+01 7.479264216516279262e-01
6.743415571037945710e+01 7.486405113848307868e-01
6.741794694427522927e+01 7.446264607907898680e-01
6.741192831395065355e+01 7.480395251001822343e-01
6.188983702217393557e+01 5.206036481914262382e-01
6.145493549585636117e+01 5.231027821164350167e-01
6.722765251456087299e+01 7.399401897657004179e-01
6.704311420443576708e+01 7.327023726940624648e-01
6.798056318501281226e+01 7.379044534145308143e-01
6.043680160566268000e+01 5.312313713945565619e-01
6.820509914698709508e+01 7.412790039054044655e-01
6.644741347907410045e+01 7.379617041821600054e-01
6.647127909974132365e+01 7.345053317124164982e-01
6.666636094532884727e+01 7.380962434434127362e-01
6.662129736379043266e+01 7.402944688309096577e-01
6.661840578946544156e+01 7.401881710203020992e-01
6.715351888801393443e+01 7.416853150893988333e-01
6.714024298224789788e+01 7.422725947583647121e-01
6.722554507773637056e+01 7.433088405515024810e-01
6.637392122990237908e+01 6.681345462391127255e-01
6.566770206465534443e+01 6.884465209870773705e-01
6.890504304158250193e+01 7.138665478364552008e-01
6.829455858810898405e+01 7.363209515600965815e-01
6.732149228447642031e+01 7.325655729461058030e-01
6.792384141085349825e+01 7.321413502828407749e-01
6.926417298515367804e+01 7.436150012626585593e-01
6.851961063932964180e+01 7.197917741400564617e-01
6.778943637337692962e+01 7.092431247149658669e-01
6.829789410042126008e+01 7.046227721386029152e-01
7.400517813106498011e+01 6.795859141697114802e-01
6.688295189656611228e+01 6.562030413244466232e-01
6.476884101815124950e+01 6.668532028636843245e-01
6.821434634069764513e+01 6.497168407473518092e-01
6.771812987462695332e+01 6.477555451183040214e-01
6.776308297315793538e+01 6.588840900972825487e-01
6.758976993216450069e+01 6.621065269180382851e-01
6.799473807525777147e+01 6.568387246189967277e-01
6.801747825676574166e+01 6.557519697847414841e-01
6.765039540856957956e+01 6.566828879841040134e-01
7.079354580340455527e+01 6.663821755637732158e-01
7.192125518802890838e+01 6.419155678256452946e-01
7.116458417830583016e+01 6.584031656455185955e-01
7.116587884114788665e+01 6.588429663218463572e-01
7.257359993374507212e+01 6.309609012894340507e-01
7.080495219427669440e+01 6.580642780771664979e-01
7.030446272062243906e+01 6.581604414309875084e-01
6.698489245316005736e+01 6.448460692382803616e-01
7.169455262778421911e+01 6.528978189246501529e-01
6.659071397949986704e+01 6.410843918670796615e-01
7.070223459461792004e+01 6.569457930678651580e-01
6.687024128015826818e+01 6.283289312443537389e-01
6.803926277766768749e+01 6.354116875665775099e-01
6.847501381645911067e+01 6.429872956233180226e-01
6.582601579256065349e+01 7.222369319786562381e-01
6.446606702188556426e+01 6.691067315090507561e-01
6.659533270236440217e+01 6.655302840226955396e-01
6.428337634194710404e+01 6.553514933501846107e-01
6.402587356801149099e+01 6.521390605548194053e-01
6.393608062829011374e+01 6.499709562353336301e-01
6.411282892965280666e+01 6.577262840686862733e-01
6.530756449444925238e+01 7.068532168392636095e-01
6.583526672897441756e+01 7.122444495988436985e-01
6.548612872198215484e+01 7.246643739819332852e-01
6.365005748951084286e+01 6.475777318701749774e-01
6.367558597356719474e+01 6.501585085617174187e-01
6.403366989335239623e+01 6.501080154973504222e-01
5.918076988463884902e+01 6.078639540354990878e-01
5.929592341844750791e+01 6.044056812363219899e-01
5.932822967079759025e+01 6.029545958437422248e-01
6.153442456924791770e+01 6.675411589993439643e-01
6.151559658790478835e+01 6.670104170813765387e-01
6.991575873822995391e+01 6.965105415145328438e-01
7.034948856069277667e+01 7.527000856565972953e-01
7.034423996740447649e+01 7.537332029786861787e-01
7.022536089958924777e+01 7.562860216301641181e-01
6.982117143213744725e+01 7.453434224814697862e-01
6.413810850215716641e+01 6.165813821913813664e-01
7.765778073062375597e+01 6.969971053966044217e-01
7.138599607860970764e+01 7.691219614404530835e-01
7.968978231946026369e+01 6.881971677282660016e-01
6.562557237954408151e+01 6.567316018429522062e-01
7.900299146891595115e+01 7.058792070975677957e-01
7.846931285318066784e+01 7.137801588426686550e-01
7.721646881453170863e+01 6.463619118528676211e-01
7.632063379963474858e+01 6.625460413475268151e-01
7.349480289963642576e+01 7.210946838959281235e-01
6.880922788703287551e+01 7.696666329833045106e-01
6.906523217010399662e+01 7.723873202794712123e-01
6.753303145880599345e+01 7.205322923596536588e-01
6.862935739344598574e+01 7.663889983505199899e-01
6.868805109652763008e+01 7.655962897331688444e-01
6.874222184898715682e+01 7.691559807169717766e-01
7.387184817061798014e+01 7.353662187216084556e-01
7.426765011009385375e+01 7.311556954144750042e-01
7.410975635864713240e+01 7.308357985652721434e-01
6.520740550294809168e+01 6.674435330817226619e-01
6.997110421212221354e+01 7.204756961168045093e-01
6.958099028052444623e+01 7.212825496340827813e-01
6.846921802948354241e+01 7.177357932910958249e-01
6.419082465142204796e+01 6.769890494378293377e-01
6.817437477823725089e+01 6.917711498382074220e-01
6.779251869619511695e+01 6.769546532138220885e-01
6.730748556479045419e+01 7.254652857707110103e-01
6.739170465328048465e+01 7.249718610786164419e-01
6.685789205278807401e+01 7.175714561243354828e-01
6.740682206682136268e+01 7.253210882976840468e-01
6.833136931024017713e+01 7.418495518725252147e-01
6.848524246427865592e+01 7.423663145382355388e-01
6.858990983870552327e+01 7.476561479983593328e-01
6.948869668670585042e+01 7.742216466585402079e-01
6.964263905949593436e+01 7.752368133059338584e-01
6.642888072768505481e+01 7.379520945875031046e-01
6.878217430250722941e+01 7.592723638705342060e-01
6.871429494855286180e+01 7.587651801988936073e-01
6.913199961666619231e+01 7.632654123856519313e-01
6.967294968041764491e+01 7.747169201928697513e-01
6.866476251399362241e+01 7.624613846052284982e-01
7.052381619874122975e+01 7.745649671871895903e-01
6.844948100430551108e+01 6.519305468729527098e-01
6.829677840073864559e+01 7.570854451123523177e-01
7.159196466460055319e+01 6.676934696533661784e-01
6.957865379123120420e+01 7.653382894824890537e-01
7.156379942120115345e+01 6.583578468140808271e-01
7.105162469013347959e+01 6.776155221888323643e-01
7.115995791406312776e+01 6.699336049118745917e-01
7.130077530585786860e+01 6.656698270514466165e-01
7.130109308997651851e+01 6.656103487626773285e-01
8.893987487375751755e+01 6.596229523048189325e-01
8.738661108508684094e+01 6.524965578833231694e-01
8.738699797932139290e+01 6.524057920842988301e-01
8.738685118704047738e+01 6.524218581595307986e-01
8.901331650161947096e+01 6.543463545198883180e-01
8.911170313451123093e+01 6.652944648370384684e-01
8.570077417720602853e+01 6.567001474968421348e-01
7.952219887506112173e+01 6.292221252884316884e-01
7.952330969781530712e+01 6.291906361957094740e-01
7.841019024351436428e+01 6.388338595985977308e-01
7.860115299667423017e+01 6.348242132238776092e-01
7.748416132513051480e+01 6.434490743563886506e-01
7.923319774583580966e+01 6.357426477616036076e-01
7.900437330265259561e+01 6.298346861671230146e-01
7.963198953665965973e+01 6.181741995073825047e-01
7.962957828938246507e+01 6.188633260692211202e-01
7.963410364825054444e+01 6.188970280908493438e-01
7.864493280102158224e+01 6.405336312098407481e-01
5.903863749922712145e+01 5.849018377755719200e-01
7.853076230223221899e+01 6.408338146437896343e-01
5.904454145743747517e+01 5.801046763520848470e-01
7.865426727533257178e+01 6.467453577388972974e-01
5.907730434237956985e+01 5.811834598270539942e-01
8.197653467433001140e+01 6.277419778930063421e-01
8.089434867342505697e+01 6.357717936351420240e-01
6.695290266814799907e+01 7.477856886989909801e-01
6.687106561971248198e+01 7.450831023457918922e-01
6.686505945260157091e+01 7.452206514024504180e-01
7.848011641584331244e+01 6.503190430915729570e-01
6.709892360143220458e+01 7.523329624779626634e-01
6.411370603931590040e+01 6.807274688584946665e-01
6.413481322517650085e+01 6.809312132978537768e-01
6.714770243361954272e+01 7.525056250184700701e-01
6.663205378333765339e+01 7.483284756532988524e-01
6.669277380135881117e+01 7.507126355799412787e-01
6.576646601106895673e+01 7.454739458841634914e-01
6.599555826809533698e+01 7.180118680236927675e-01
6.565483224768993864e+01 7.401286295792542935e-01
6.565918812282454553e+01 7.390405472102928863e-01
6.559295943030789999e+01 7.373985026773653972e-01
6.559403076869912752e+01 7.374345472877908980e-01
6.537817050999747437e+01 7.151561773178323200e-01
6.411070542809471817e+01 6.953585941556014172e-01
6.329314258376018643e+01 6.900498690682689285e-01
6.324911482876039059e+01 6.930620081864775628e-01
6.567481383985580123e+01 7.131615550879476517e-01
6.568341508815507268e+01 7.097665544329866405e-01
6.557973190230296723e+01 7.082428885244130834e-01
6.677678271840812840e+01 7.038649147101004866e-01
6.486542819219503997e+01 7.099266698833973654e-01
6.685048528418526814e+01 7.035825642683301018e-01
6.341149180989677347e+01 6.910993390239067447e-01
6.319900238235189249e+01 6.899475391937149871e-01
6.317290216475333864e+01 6.892125642813210495e-01
6.330972031074005457e+01 6.928097039615144226e-01
6.346439851204971205e+01 6.871326743838211959e-01
6.586634287800275445e+01 7.224824696189456885e-01
6.606438688172967488e+01 7.208395078285295687e-01
6.605743084132315346e+01 7.215508226905108513e-01
6.611554645949195219e+01 7.229807964179323365e-01
6.608307558686070138e+01 7.273509279300197639e-01
6.583076197144393404e+01 7.302987122799254882e-01
6.573310614731798296e+01 7.284582306195123147e-01
6.563629617787788106e+01 7.290268298962011562e-01
6.345644840771061013e+01 7.073206832965041047e-01
6.321351937323559866e+01 7.053444807440746311e-01
6.320736417462655510e+01 7.048215918089524301e-01
6.380890815556603712e+01 7.129853028898535117e-01
6.327591867914983936e+01 7.027055089318238190e-01
6.309102533445708616e+01 6.989113532693794761e-01
6.308176525540378066e+01 6.989270242099058228e-01
6.306874363241620074e+01 6.992008506374273180e-01
6.308808281589195133e+01 6.978283434539740426e-01
6.479726823324048723e+01 7.178505775106399645e-01
6.501117041608462443e+01 7.140028278509710224e-01
6.504488659192779210e+01 7.182925095050465281e-01
6.671444262764808286e+01 7.482774399996645620e-01
6.544071302561918912e+01 7.172243526796870938e-01
6.605738357248191051e+01 7.323685860229008915e-01
6.593498143620925589e+01 7.183418025610942559e-01
6.580954808660422373e+01 7.214901734157805890e-01
6.557309179986931724e+01 7.274540971939531531e-01
6.556604745125699196e+01 7.281436333254388549e-01
6.331406170862040028e+01 7.041949409959694650e-01
6.360727402758757876e+01 7.141744502991970167e-01
6.360320116690475345e+01 7.139450861653653391e-01
6.518017257118302155e+01 7.232561037253804059e-01
6.546851604898284904e+01 7.274349971648099711e-01
6.532895211876004282e+01 7.272146715366720748e-01
6.594912052917013057e+01 7.278491026309962253e-01
6.605920924011628870e+01 7.287909461199223449e-01
7.080128851649743638e+01 7.816019274380613391e-01
6.610958655298728104e+01 7.273063704210517288e-01
6.614524545007196821e+01 7.291874532771567274e-01
6.594313287101959986e+01 7.270815214028975015e-01
6.599623136448620642e+01 7.284348692111644041e-01
6.555639267000104553e+01 7.205817600307469206e-01
6.429185520140494248e+01 7.160736363344191169e-01
6.495872132743080840e+01 7.250611029332815205e-01
6.499825921970278841e+01 7.256130792169807053e-01
6.533440361200331381e+01 7.287811279667578690e-01
6.534136404168707202e+01 7.305585937281930953e-01
6.588179681517914332e+01 7.220536644581553309e-01
6.534585393960134070e+01 7.324788773350551230e-01
6.605131235475752760e+01 7.378203603471545913e-01
6.588798246668636693e+01 7.302555913095366558e-01
6.583175012646978530e+01 7.295046221531844566e-01
6.852943089332293880e+01 7.485684841444500970e-01
6.697315530770110570e+01 7.303223311896318570e-01
6.695954861799467039e+01 7.328324064746563060e-01
6.565675985952654514e+01 7.108143498475124611e-01
6.713303432090688716e+01 7.307592898968801043e-01
6.719664127690458599e+01 7.285441626573061491e-01
6.736273894647669636e+01 7.250620656504699335e-01
6.758934264128029668e+01 7.213746464471965103e-01
6.756900722593601927e+01 7.440021487761375729e-01
6.323895372866618203e+01 6.885838495721466890e-01
6.749649510883301673e+01 7.470852457392593848e-01
6.750664105591054920e+01 7.492382030497189982e-01
6.621271612108327531e+01 7.323314573916174242e-01
6.625826211781270558e+01 7.320784155569328711e-01
6.634442227971344153e+01 7.331872038385623958e-01
6.643056094685931612e+01 7.337382797532868706e-01
6.621690235035885053e+01 7.295478529433170323e-01
6.607713245903407540e+01 7.292259132325402682e-01
6.594518253107906958e+01 7.294838901219932170e-01
6.592947423497464854e+01 7.297544609085800937e-01
6.626954886346602791e+01 7.373418749943162487e-01
6.471703997944709386e+01 6.756613325447947682e-01
6.488727214407326471e+01 6.742398017933709520e-01
6.482957139678977398e+01 6.751866470763072670e-01
6.675473242768416071e+01 6.916192915872888536e-01
6.657334051356124860e+01 6.871061494501961020e-01
6.670632519440360397e+01 6.829124493902763993e-01
6.209934077008723818e+01 6.447665636302430947e-01
6.272901074542711797e+01 6.832094312354265453e-01
6.272966233565890093e+01 6.831084913602096798e-01
6.862470577604628375e+01 6.847847373823398032e-01
6.250822885639907156e+01 6.803077644071243713e-01
6.809270914366697980e+01 6.790996221449266956e-01
6.416311383095217025e+01 7.184981906219646275e-01
6.805142709718715821e+01 6.790737904609400744e-01
6.593174873156695526e+01 7.223276841476833354e-01
6.858345435693323111e+01 6.898551774960459682e-01
6.870152508657750445e+01 6.920597014549975112e-01
6.873460164455956090e+01 6.935734465245192437e-01
6.867579530796290044e+01 6.948841733589924408e-01
6.826166532665426701e+01 6.914789111900098151e-01
6.801410649837423250e+01 6.908361702050044295e-01
6.778319530165720153e+01 6.865155405283472900e-01
6.840572889716329996e+01 6.844352930358382769e-01
6.897053890668502163e+01 6.776301159172953836e-01
6.704827727106199120e+01 6.887901800058484625e-01
6.509346895125662513e+01 6.894929140107878274e-01
6.540113968191451477e+01 6.867894438462661677e-01
6.558796703364657787e+01 6.789226482814929575e-01
6.563679781794348855e+01 6.788404837567467709e-01
6.561100261720073945e+01 6.802130339031351447e-01
6.597534061539801087e+01 6.804622464938619997e-01
6.600494730562340351e+01 6.769747880475502910e-01
6.331957497233271681e+01 7.024334819894163529e-01
6.323633197185843358e+01 7.002469463337236411e-01
6.333091743247247507e+01 7.008179014630457893e-01
6.352870103297141213e+01 7.051774700743234092e-01
6.343520490616959506e+01 7.022881170614533319e-01
6.329754491206247735e+01 7.004158775773556833e-01
6.498829811724465344e+01 6.719154953541824904e-01
6.339547323115354516e+01 7.004230492040467437e-01
6.463784780421980258e+01 6.719734766109981550e-01
6.479536887379362042e+01 6.727731494103933452e-01
6.477073312046493925e+01 6.760515402584164057e-01
6.491384354698772086e+01 6.761529172632735341e-01
6.523329945528874418e+01 6.793872421016069474e-01
6.470571896253929367e+01 6.702893970243556376e-01
6.428490409566376229e+01 6.837080067779598425e-01
6.404080995332944326e+01 6.872744212160593058e-01
6.984308822703854958e+01 6.310979377119484424e-01
6.374620944913749554e+01 6.920168812835690852e-01
6.358993176270890046e+01 6.945278610721273838e-01
6.367979215659875081e+01 6.943642877729460094e-01
6.368516485318592402e+01 6.992445806783132989e-01
6.325235269824636930e+01 6.955643206047547045e-01
6.328427888870322704e+01 6.964494741412939893e-01
6.494098197453774901e+01 7.182796877023461812e-01
6.331635811099104671e+01 6.940078797768004515e-01
6.356735229901974549e+01 6.965309267084749401e-01
6.363079208121303054e+01 6.980929851614275927e-01
6.372208073606427092e+01 6.976691515770055974e-01
6.395436889865929686e+01 7.056755650015471559e-01
6.375430841858677411e+01 7.039130321942196344e-01
6.373979242412860913e+01 7.010185195233215039e-01
6.388701027011923372e+01 7.013922185984872160e-01
6.393914111907201914e+01 7.011604032675844422e-01
6.385032627956191220e+01 7.018083366197446216e-01
6.398187765328866305e+01 7.007258585636769732e-01
6.415368947245815434e+01 7.022949683016808109e-01
6.493853410432197393e+01 7.011889685111328818e-01
6.487326263783853619e+01 7.029083628738193035e-01
6.473837222187472662e+01 7.055491036177957698e-01
6.542475584268575517e+01 7.187176536387483994e-01
6.581281070620622131e+01 7.246405146166875477e-01
6.574942571690039017e+01 7.233593530611875932e-01
6.416002786567736393e+01 6.774605697879704236e-01
6.417269630898789501e+01 6.784144313124964576e-01
6.418179815731888027e+01 6.778501019706298925e-01
6.410557415490620770e+01 6.773862347097207026e-01
6.652153051336904355e+01 7.332630149712250356e-01
6.633541152401807039e+01 7.263455960266634870e-01
6.640159871683360393e+01 7.238552621476467275e-01
6.659198548503547954e+01 7.260550358212561894e-01
6.721041787216020680e+01 7.366907783460495684e-01
6.669383484825272035e+01 7.359519450521188055e-01
6.334726768201614533e+01 6.870685813966576072e-01
6.620405770281058722e+01 7.358324550764517857e-01
6.613170693762945973e+01 7.303273728078685245e-01
6.757018778126112579e+01 7.261581551144528079e-01
6.690965077047565046e+01 7.252541993385048791e-01
6.180477284110419589e+01 6.541098536613051406e-01
6.717570447323879534e+01 7.237977762310375818e-01
6.699314839779532349e+01 7.155304781117450830e-01
6.698056488441559964e+01 7.168873909495490082e-01
6.694926344207671320e+01 7.172311191302248590e-01
6.644599753936044806e+01 7.151632071663808210e-01
6.641034844398316750e+01 7.103319048422117588e-01
6.203103660181440659e+01 6.631113831592497787e-01
6.546833056344749480e+01 6.971518499683359016e-01
6.240828462771285956e+01 6.668107366777542566e-01
6.413822643011025093e+01 6.411574702649640578e-01
6.404975968781468509e+01 6.442133777872361966e-01
6.361218916114712840e+01 6.556279899739361205e-01
6.299457408855950291e+01 6.582056089956324074e-01
6.362394660880966057e+01 6.652336530162028527e-01
6.328691486349470097e+01 7.139060601877660339e-01
6.266183784614872110e+01 6.708708649842763938e-01
6.236032211782783463e+01 6.672666349601681368e-01
6.244294398193175510e+01 6.677677854659919143e-01
6.287513848563605734e+01 6.721749055890168245e-01
6.253967290590724559e+01 6.742386535586316620e-01
6.223502688716452269e+01 6.744134361568302483e-01
6.584102085213515920e+01 7.316914598902223288e-01
6.686718473675304608e+01 7.272716469600180034e-01
6.559424449657913669e+01 7.248693814219188125e-01
6.561178422280036671e+01 7.254929987244994605e-01
6.570444216363334533e+01 7.252780934319086326e-01
6.538276013060260539e+01 7.222847261442687516e-01
7.000759807524934786e+01 7.608130955916108107e-01
6.810786530095234070e+01 7.453351393030196448e-01
7.006305934023585280e+01 7.608972158198391567e-01
7.017811931062306030e+01 7.598272206118809047e-01
6.959616911754838497e+01 7.559137679740829396e-01
6.974809485638988349e+01 7.537587359002654308e-01
7.300024700562433111e+01 6.585886879089275503e-01
7.062552186736650128e+01 7.673009472087714000e-01
7.305524298739578626e+01 6.539129590253928148e-01
7.244044793860052778e+01 6.583141474848109853e-01
7.258560073076992580e+01 6.743131285870297420e-01
7.260157366963322545e+01 6.741405553997393829e-01
7.258799829917541047e+01 6.733658360417607014e-01
6.942503874502975236e+01 6.804044343128025085e-01
6.926274951989799433e+01 6.413336120439998567e-01
6.924633745828408848e+01 6.378100733115269483e-01
6.884971623558135434e+01 6.456261424607546706e-01
6.962055254979247820e+01 6.430327327073642740e-01
6.960408256424983620e+01 6.428536072265502721e-01
6.970074299433443343e+01 6.459549366725741981e-01
6.827391707087309669e+01 6.462377680660086332e-01
6.308587808913759432e+01 6.318014143744313804e-01
6.393034631055611783e+01 6.143998099361424048e-01
6.415803872539467534e+01 5.988923806850777742e-01
7.024226842188315345e+01 6.731731011645302187e-01
7.022427464367291350e+01 6.733070927238830050e-01
7.046359225397368675e+01 6.735317196875986179e-01
6.206664931275093977e+01 6.798338988124946747e-01
7.135319041609695034e+01 6.513695998201958215e-01
7.162501600232135957e+01 6.524461980520057658e-01
7.190070130511978164e+01 6.461924632063765772e-01
7.210297784958532930e+01 6.463098356430913016e-01
7.104115391951586389e+01 6.497672238416852819e-01
7.102192494570437020e+01 6.489067407784072650e-01
7.028234033992811192e+01 6.774572571974100121e-01
6.662378913273664693e+01 6.876673508338781993e-01
6.811762373588689456e+01 6.809633363090522584e-01
6.904329164207216252e+01 6.763096573086203600e-01
6.466960359934273583e+01 6.852272872205688037e-01
6.925577784519882130e+01 6.782215264056801196e-01
6.906113696105738597e+01 6.778193328327088985e-01
6.402852063554641404e+01 6.876298402743463711e-01
6.249583764660020080e+01 6.557011977770478284e-01
6.143513694057580921e+01 6.676165713675551450e-01
6.144993797823667592e+01 6.671271702082354205e-01
6.144506207304239354e+01 6.670087738205768835e-01
6.143410866008100868e+01 6.675073037356918926e-01
6.119196028331153059e+01 6.569992222055951459e-01
6.879274905235598681e+01 7.226986255637415368e-01
6.850309347822370398e+01 7.191995065128318210e-01
6.324689680738610775e+01 6.716115737957647491e-01
6.737005773641610062e+01 7.190905892398283816e-01
6.251493261111146182e+01 6.769326008734108946e-01
6.270527599473469849e+01 6.751008351569721677e-01
6.244551182479153795e+01 6.718124840354805505e-01
6.268608849187373266e+01 6.782359448562926829e-01
6.806212064708891774e+01 7.224921590275030781e-01
6.792345970194008942e+01 7.181055331101084960e-01
6.676660461082285281e+01 7.165289333056659160e-01
6.746374642589015025e+01 7.309010144750477389e-01
6.788574510803223916e+01 7.293837976589144789e-01
6.774771433567818235e+01 7.271482382091405405e-01
6.804158390180811011e+01 7.254028164624348740e-01
6.803682178074615194e+01 7.260176438928263032e-01
6.801170259024664233e+01 7.153902197495590753e-01
6.799474584520403653e+01 7.115802820335944689e-01
6.831855989269416796e+01 7.112548736458977894e-01
6.715065063287102021e+01 7.231119017877797317e-01
6.704096886523601029e+01 7.230662250498952615e-01
6.689814838679703257e+01 7.222105734605048788e-01
6.712586939929454388e+01 7.246997078284004301e-01
6.744104946279023238e+01 7.169812066022980268e-01
6.740508794781607094e+01 7.212523925626307397e-01
6.763901362450198462e+01 7.235224367088545216e-01
6.763008836742568519e+01 7.233980248050947415e-01
6.782578507564986126e+01 7.229361923211029550e-01
6.778142443310292720e+01 7.299730629463841991e-01
6.691125756188063178e+01 7.327725003748132293e-01
6.196839680195670041e+01 6.636233476292209277e-01
6.740697036448611357e+01 7.239830963826721089e-01
6.316319607433365491e+01 6.748092478906171365e-01
7.174253067206507239e+01 7.125105942935210379e-01
7.057912113235715879e+01 7.149979942053311666e-01
7.174591707905358362e+01 7.230401236397767661e-01
7.216949955434122899e+01 7.238011542972140333e-01
7.275517713017094934e+01 6.981777538669188266e-01
7.287427666640036250e+01 7.066934058443741229e-01
6.604956814159049827e+01 7.303417805353248360e-01
7.527039171438937615e+01 6.906791350723407996e-01
7.517794740745772231e+01 6.871094006888313066e-01
7.577329548545120019e+01 6.915906142598764461e-01
7.511659756772937158e+01 6.831764662893213824e-01
7.515643376115926344e+01 6.812937083782381054e-01
7.590177963074009426e+01 6.877238174677625659e-01
7.647128540445484646e+01 7.007381353861479312e-01
7.588473092023349409e+01 6.906024703962628797e-01
7.528959300243251107e+01 6.925952876052009488e-01
7.537589466031391794e+01 6.876353671470809559e-01
7.508351557387391040e+01 6.863518521250925319e-01
7.815167683302661317e+01 7.057758292255719157e-01
7.503677677962258485e+01 6.894139091464990265e-01
7.712514769296892325e+01 7.057394253107633908e-01
7.944327496160271096e+01 7.063902585528910594e-01
7.769641654719278279e+01 6.922075428082218318e-01
7.289981874296069009e+01 6.916483250106010283e-01
7.344804783612543986e+01 6.924283380924139975e-01
7.334592232020889924e+01 6.948437362152807273e-01
7.297369595006261989e+01 6.834076837322083930e-01
7.292643021200822773e+01 6.877339101187466275e-01
7.332072892670822739e+01 6.852208251235770708e-01
7.407349639740175462e+01 6.844421413434395030e-01
7.397516972697879112e+01 6.888344836854808362e-01
7.420070343055820672e+01 7.278031256562685902e-01
7.837508107758046094e+01 6.857930699324262802e-01
7.489468620911422647e+01 6.952586083102746395e-01
7.295055207617031101e+01 7.000550834908952913e-01
7.711444333701398079e+01 6.426411496530951561e-01
7.643597597966200397e+01 6.483528152115197729e-01
7.672853277729447541e+01 6.781478348210190354e-01
7.922092835004438882e+01 6.993583467044643953e-01
7.776754618570845423e+01 6.970911515486662990e-01
7.898600486935035292e+01 6.986298104643645646e-01
7.955549689124825363e+01 6.960541618559054067e-01
7.837400064267538369e+01 6.866010529893045167e-01
7.301797743405589358e+01 6.514223789230561001e-01
7.266913285805860312e+01 6.713339951918738668e-01
7.309757419748846985e+01 6.649823360229674130e-01
7.216718846111744767e+01 6.955002759887864983e-01
7.637868981188832151e+01 6.996885556905416692e-01
7.053640298028760469e+01 6.400344503382403571e-01
7.169856193259570887e+01 7.160171724439455820e-01
7.281555660878261449e+01 7.076977984096090024e-01
7.309549674418124710e+01 7.134837624678138646e-01
7.159008431052585308e+01 7.082651792247808276e-01
7.155170405055241645e+01 6.443899485254922510e-01
6.758255682825218003e+01 6.526677909435801839e-01
6.726143605755510180e+01 6.476747003116288814e-01
6.747528325420410056e+01 6.469887411964418966e-01
6.717246048930968527e+01 7.055762712493706124e-01
6.716827257456009193e+01 7.025402863682636001e-01
6.752004557732030321e+01 6.976044865709555287e-01
6.652783276761269349e+01 6.959502930499595896e-01
6.681005748369199182e+01 6.939974362324013990e-01
6.699393056226529097e+01 6.920511528057472495e-01
6.753189288467916640e+01 6.891115204885259748e-01
6.717117534143389435e+01 6.833686533295643128e-01
6.661140321485865456e+01 6.993620217625302615e-01
6.889103919978505530e+01 6.694373164913395291e-01
6.787142613159895177e+01 5.995811840922904423e-01
6.873676431803806963e+01 7.415356445498697546e-01
6.895707019545932326e+01 6.584886908461854427e-01
6.899508082802351794e+01 6.582357045015084784e-01
6.894880985310854271e+01 6.574541882483511124e-01
6.888640900952557899e+01 6.597641899199030435e-01
6.862014909323190182e+01 6.627323459792670013e-01
6.892539557520223070e+01 6.669226545251389915e-01
7.195431655113787883e+01 6.400075006184561266e-01
6.399097742627007790e+01 7.069561601252082328e-01
6.460602268863706854e+01 7.084548720627062979e-01
6.483582676077190854e+01 7.064294749128011697e-01
6.812089406198313668e+01 6.785889723668802054e-01
6.499572774168906619e+01 7.060943751069473917e-01
6.582445653479271641e+01 7.114504246634649753e-01
6.541855243535491127e+01 6.999395062126151368e-01
6.509347718988985321e+01 6.962479980445133165e-01
6.694877136336505430e+01 6.817123115922405496e-01
6.645065199388830024e+01 6.791864912981028235e-01
6.515710559377143340e+01 7.040825442820652924e-01
6.564025870943692098e+01 7.018139142248306372e-01
6.556328928863480598e+01 6.978520554506406626e-01
6.563354570204032257e+01 6.967534292862160861e-01
6.595558951898956934e+01 7.008178961690249009e-01
6.646043920457327658e+01 7.096667034332262425e-01
6.858405459574404972e+01 6.628434414307878830e-01
6.870589605993424698e+01 6.611312141991837477e-01
6.901822823649470706e+01 6.600912259595751452e-01
6.518723531922120173e+01 7.245434500275731438e-01
6.457273005791208220e+01 7.211923519951525252e-01
6.453094129618878583e+01 7.184526906617691999e-01
6.425182290455921930e+01 7.068772009484586283e-01
6.489334678620892305e+01 7.206090507427488356e-01
6.507880433269622245e+01 7.273417691702528387e-01
6.529707168304800291e+01 7.305725502957614026e-01
7.452247703999952932e+01 7.200420217945523449e-01
6.651776860763472143e+01 7.329844388856171511e-01
6.663366236091684414e+01 7.321203934138639235e-01
6.781967765594649222e+01 7.390072910993069621e-01
6.755968315182076367e+01 7.371518666322808278e-01
