# freq_GR tau_GR
2.682216562725067774e+02 3.957912323535552578e-03
2.683604801331089789e+02 3.983455463924117333e-03
2.677842502170709622e+02 3.988684953100465024e-03
2.685919102158485998e+02 3.916127125201185506e-03
2.654917669886770568e+02 3.987773021351143955e-03
2.682716539090148444e+02 3.781079896359571327e-03
2.695624448454777280e+02 3.800323293538703309e-03
2.689595639121247928e+02 3.762863317103638458e-03
2.688338330522357751e+02 3.733106572532736422e-03
2.646293757599065657e+02 3.797477516574100827e-03
2.741127300605218124e+02 3.759372869053739970e-03
2.729349582649664399e+02 3.768860334110044931e-03
2.704126119716518133e+02 3.651770013737826778e-03
2.695162545241577732e+02 3.789762615662424592e-03
2.718561679853225428e+02 3.652989350858401509e-03
2.697590673869301554e+02 3.788372733490761538e-03
2.702789244739323067e+02 3.783636757306578936e-03
2.704111047830872394e+02 3.802374633186231603e-03
2.698687503222782880e+02 3.956111997191489107e-03
2.660868913034835259e+02 3.882907820409612753e-03
2.598447298794867493e+02 4.033427287712515290e-03
2.591442417336144786e+02 4.030359059049599263e-03
2.581477980518877189e+02 4.056327019503307152e-03
2.584174859948439007e+02 4.069963220228108546e-03
2.652063743726569669e+02 3.871867657291027786e-03
2.703430010614516732e+02 3.881200938284481809e-03
2.718443364682113383e+02 3.911629598453768980e-03
2.725771551512429483e+02 3.876904623566090717e-03
2.723910076332774679e+02 3.852689402078265934e-03
2.730786235489602518e+02 3.803792321317528858e-03
2.730805344187461969e+02 3.795901700157875217e-03
2.733949691385047345e+02 3.800613859286475736e-03
2.720287215178966562e+02 3.837673744305296862e-03
2.727687831661937139e+02 3.811199150087911641e-03
2.729993497276061021e+02 3.612678184247848558e-03
2.732216038500900481e+02 3.610991783342431746e-03
2.732889105953418607e+02 3.612130120806090680e-03
2.727538785320879811e+02 3.784157855553200566e-03
2.733884048289700672e+02 3.773570240878647720e-03
2.729634766971411182e+02 3.766491729503893774e-03
2.734217789890156496e+02 3.758860307974471165e-03
2.733139080461145909e+02 3.765052224197573336e-03
2.643971264420907232e+02 4.081536469393519037e-03
2.663713485232391349e+02 4.048242728462990957e-03
2.226360108931960724e+02 4.525308834435562769e-03
2.674585375518295791e+02 3.857837964128041537e-03
2.679151064232480621e+02 3.860476022776178351e-03
2.667058648054960486e+02 3.793823659308985432e-03
2.655413993220410021e+02 3.796434727970150746e-03
2.268387839724027515e+02 4.177989470864480227e-03
2.534072583222570643e+02 3.774886030809059163e-03
2.339725824476323908e+02 4.108913871238277331e-03
2.586609249932149055e+02 3.736377857369944933e-03
2.596657375066740769e+02 3.728646815373535574e-03
2.601679000631378358e+02 3.718648116050929462e-03
2.367747477080923204e+02 4.134095676646333539e-03
2.588866420415981793e+02 3.918090799062960705e-03
2.614334457366679771e+02 3.923168362658926642e-03
2.185527235933532779e+02 4.339484315137510061e-03
2.652949534368121931e+02 3.946837601970004140e-03
2.685323154560355192e+02 3.932600067814481966e-03
2.689649358834918758e+02 3.992340448454270718e-03
2.679515827178644827e+02 4.010922946384191598e-03
2.673115443854568412e+02 3.999343601290633425e-03
2.667092128592195763e+02 4.039853583294847686e-03
2.670005505024317927e+02 4.013374272588302732e-03
2.627587026072461640e+02 4.079125520316645090e-03
2.604048429627162591e+02 3.979920569421977958e-03
2.615893943037631288e+02 3.949426958933834921e-03
2.615384552724838159e+02 3.946098818434914772e-03
2.621363520226249761e+02 3.946009831834347385e-03
2.634427716956399763e+02 3.938435893932510160e-03
2.637786920005060551e+02 3.960276344638095393e-03
2.651006880271296495e+02 3.961111657081532213e-03
2.656414095544513430e+02 3.962245900401177752e-03
2.608329790079679924e+02 3.851902606859588119e-03
2.691385680235121072e+02 3.793753515280967603e-03
2.561605987389361871e+02 3.973999710060416475e-03
2.401693246018315051e+02 4.037822489879982872e-03
2.472298771594425091e+02 3.986271393577801858e-03
2.506125107433473147e+02 3.968951151549126623e-03
2.505647029493053424e+02 3.958985309683187015e-03
2.261082793634115262e+02 4.385062720650507485e-03
2.490655927007526884e+02 3.929591187990496073e-03
2.656541052409032204e+02 3.812277349813473094e-03
2.427573590965303652e+02 4.132863457052379959e-03
2.700606731162930032e+02 3.501083966949326484e-03
2.712763281165310332e+02 3.488184621122517211e-03
2.586031943942420526e+02 3.875005755683755965e-03
2.631899159729079543e+02 3.814723199820613080e-03
2.637766405076308729e+02 3.801552411496006683e-03
2.646619905621454905e+02 3.856233301632702899e-03
2.650226661479294421e+02 3.842367278810363863e-03
2.664483589053993455e+02 3.798158956460146157e-03
2.669302446946882128e+02 3.773830079584365726e-03
2.689245566411348705e+02 3.745136872161463314e-03
2.335054024054316812e+02 4.140722382266386406e-03
2.338425631859110183e+02 4.166207401650200842e-03
2.351917406460383972e+02 4.151733885567045375e-03
2.407682613645175707e+02 4.084170722820635625e-03
2.679140517850416927e+02 3.905338533023432635e-03
2.289329693482420680e+02 4.214156494779980160e-03
2.346401311224585697e+02 4.152757233805963281e-03
2.597188854009955890e+02 3.809831848988171933e-03
2.699973485256392678e+02 3.831684215700247725e-03
2.588616710658183706e+02 4.104892097497109954e-03
2.631690158375111537e+02 4.067787627190828578e-03
2.627920810566471914e+02 4.080466660097659300e-03
2.618674977868619180e+02 4.095630172523955469e-03
2.622112086034683216e+02 4.157726719573454251e-03
2.629124159473886948e+02 4.137389534107798784e-03
2.616675791151298540e+02 4.145840330993505636e-03
2.608015774580882749e+02 4.129022349247691084e-03
2.600718265050891205e+02 4.134160943623253759e-03
2.679780979686125875e+02 4.097701674272378851e-03
2.671653881824937571e+02 4.120122069302929214e-03
2.645508823601996937e+02 4.176598684213622507e-03
2.671733690600748901e+02 4.135211397421399357e-03
2.671106696890545891e+02 4.120002401013447488e-03
2.680269389823544088e+02 4.081113903108273856e-03
2.661460725564795666e+02 4.088754871508278738e-03
2.688589281998115439e+02 3.909472653934270223e-03
2.689196963217301004e+02 3.917255997020843185e-03
2.695570155995055188e+02 4.029469721225966035e-03
2.699955531674573308e+02 4.050059990451949574e-03
2.692813648772465740e+02 4.066645905054938788e-03
2.704380980221021673e+02 4.014341475993746418e-03
2.701997425967538788e+02 4.008588452582776372e-03
2.699925592337836520e+02 4.002198948998481574e-03
2.669812381375916743e+02 4.049590295554812876e-03
2.643782205202453497e+02 4.197074597441564393e-03
2.652165666128504427e+02 4.183685887013422269e-03
2.684038727763499423e+02 4.010219947943970478e-03
2.655540310644289548e+02 4.196135064498949727e-03
2.681002547294220335e+02 4.095504966187927219e-03
2.645753530095976203e+02 4.006751424433947426e-03
2.698789985572755654e+02 4.046028212693359577e-03
2.694242358609931784e+02 3.666601819852903683e-03
2.683386872326631760e+02 4.027602251335871304e-03
2.680097722587757403e+02 4.024958394644651515e-03
2.677305308255398586e+02 4.018069822105894626e-03
2.678586601871344897e+02 4.016357535741066874e-03
2.679441394207034932e+02 4.002456109939123499e-03
2.679674155948854377e+02 4.001380792584940081e-03
2.676479706575503883e+02 3.999323417493095591e-03
2.677317353278595533e+02 3.996918360255478572e-03
2.677656338210950935e+02 4.000754365069401387e-03
2.678340394560766526e+02 3.998729739508505125e-03
2.678732484299932821e+02 4.003764542304771336e-03
2.689300853513680067e+02 3.979785699318822041e-03
2.690405719014650003e+02 3.998051928819566260e-03
2.706195860843982359e+02 3.674845595856738017e-03
2.582553905599539803e+02 3.809719012982880001e-03
2.682166772852856980e+02 3.870728302990926115e-03
2.677956585244248231e+02 3.877680650002488568e-03
2.688394075734479429e+02 3.896385687960259546e-03
2.688113036491547518e+02 3.881206140575658211e-03
2.684678442280366539e+02 3.926056863092183477e-03
2.718126289438812364e+02 3.838187071597160775e-03
2.693978080690908428e+02 3.850484955186142359e-03
2.701163119096485161e+02 3.841469689015870534e-03
2.700488719326918954e+02 3.850268559710591683e-03
2.700218334871600518e+02 3.845969784861653397e-03
2.662021443163865229e+02 3.913522687183671953e-03
2.686187378503470882e+02 3.911463307875861529e-03
2.676901689160370665e+02 3.917120813877912611e-03
2.665965624898739748e+02 3.685528328830514882e-03
2.299579270205058208e+02 4.096117437706973778e-03
2.350531399841639768e+02 4.075871987107867675e-03
2.695501606900152751e+02 3.927776990835299235e-03
2.404979188239511814e+02 4.071400951640876537e-03
2.694139087317715280e+02 3.884660373757471002e-03
2.707924754370229152e+02 3.870605063149179948e-03
2.367570528158216518e+02 4.109930892730192208e-03
2.404622170311950242e+02 4.080069272451135841e-03
2.760965914879323009e+02 3.649045591892091395e-03
2.727484279799088540e+02 3.773835543742202862e-03
2.341457341213132395e+02 4.169687965058895690e-03
2.712445487222641987e+02 3.782544228749390187e-03
2.710336398735184957e+02 3.762814799816448490e-03
2.705551140408488777e+02 3.768684368841964793e-03
2.696082165191799618e+02 3.776266523693237991e-03
2.701654972553973835e+02 3.766208831516045311e-03
2.679023654460061721e+02 3.805177036346971738e-03
2.683618578688079310e+02 3.789338697930336088e-03
2.682944043733231752e+02 3.789702176904312641e-03
2.679050250469259140e+02 3.795585436143869475e-03
2.651138865324956555e+02 3.924216844139003825e-03
2.666627612789352497e+02 3.941929941967901516e-03
2.665632111008066545e+02 3.962784493880162906e-03
2.671032725832181427e+02 3.969971699453422355e-03
2.671197762918209264e+02 3.977339929376073370e-03
2.708609462020651790e+02 3.891951644743374839e-03
2.728160674036830642e+02 3.836600568977631843e-03
2.728263342053952556e+02 3.826579745417506024e-03
2.680616357494888575e+02 4.054420309665266939e-03
2.675672575890929465e+02 4.043836030661818008e-03
2.663464257197845200e+02 4.017972623980529435e-03
2.663925486449766709e+02 4.004560487310168670e-03
2.557156673139147358e+02 4.841519968343008934e-03
2.649929937862522138e+02 4.084601110404547687e-03
2.653118874927214392e+02 4.098598416051077442e-03
2.640119090258315282e+02 4.042498066593660545e-03
2.646549654799091513e+02 4.033133987449350963e-03
2.638268541803431049e+02 4.039343209077794067e-03
2.639372128608106323e+02 4.030402596357158737e-03
2.640048416950896808e+02 4.027713065241841917e-03
2.644575332046282483e+02 4.029273778426214862e-03
2.681926944710328939e+02 3.772626443867455655e-03
2.644683216777481789e+02 4.038502450914324346e-03
2.663073519861204090e+02 3.742134925776715096e-03
2.638005787508247977e+02 4.061845637359174678e-03
2.632225812411453489e+02 4.072748544984738060e-03
2.690530046458764559e+02 4.140073379973150357e-03
2.669657233373780514e+02 3.999986977974319229e-03
2.671602951653990772e+02 4.020656693339546423e-03
2.669072871620952014e+02 4.005716524104742556e-03
2.654821933604565061e+02 4.038477630130372746e-03
2.694523813751862917e+02 3.919684341360217539e-03
2.700723122525525923e+02 3.930937506985011931e-03
2.687534211500484957e+02 3.895789498237768080e-03
2.610029424633679582e+02 4.354757579337499747e-03
2.691056253391019482e+02 3.888911384423091987e-03
2.693855363123454936e+02 3.891529172677563563e-03
2.685264314252083295e+02 3.872955171022656514e-03
2.680669269686764551e+02 3.735898407237902771e-03
2.598436997762057672e+02 4.294330211054049953e-03
2.669812732774738038e+02 3.782665232969633327e-03
2.672766029618446169e+02 3.775948280363329666e-03
2.702257611949898433e+02 3.690783558721391633e-03
2.612670890109963580e+02 4.063552464418918909e-03
2.632314242955250734e+02 4.049268125723836688e-03
2.662465546937307863e+02 3.662388742021539193e-03
2.472287541169876874e+02 4.389876576217777507e-03
2.460410981490025222e+02 4.386878391175769165e-03
2.437107572383050922e+02 4.368505280539735497e-03
2.465694649850668441e+02 4.333444946523614359e-03
2.467783360840720945e+02 4.323741269894316834e-03
2.476783093366396713e+02 4.357457895139834995e-03
2.512568931840591802e+02 4.284283411932788069e-03
2.511048403103955025e+02 4.284893527451568221e-03
2.488260713593713263e+02 4.312921656916590511e-03
2.489330816391375834e+02 4.313988763250968875e-03
2.436461841646613209e+02 4.351282341970959949e-03
2.705603244854847276e+02 3.515621887598682077e-03
2.600842474670923821e+02 4.202355886868106363e-03
2.672645401296658179e+02 3.566669253837193628e-03
2.688840459445161173e+02 3.613161953619439207e-03
2.687799597715122104e+02 3.621173696194893068e-03
2.682294032124315777e+02 3.610683481171370057e-03
2.674604678873402577e+02 3.615296358237551216e-03
2.666016125364754998e+02 3.902347115763789634e-03
2.640645376761963803e+02 3.902414959449073458e-03
2.635341134085001613e+02 3.836004662066921315e-03
2.646067375856470676e+02 3.849205209050627578e-03
2.624571895704074223e+02 3.874779362697995840e-03
2.330673516356860091e+02 4.054808696465321202e-03
2.596868737136826439e+02 3.898045799774645537e-03
2.594207935346547060e+02 3.886676955902261792e-03
2.024575681567545757e+02 5.065939311524918914e-03
2.040599326853872242e+02 5.027447213060720101e-03
2.126969834200047273e+02 4.763362692585175126e-03
2.164261744394695484e+02 4.723836130603756463e-03
2.163614789291544298e+02 4.725080845937934711e-03
2.159412125640344868e+02 4.730170325740501100e-03
2.144059055640813085e+02 4.749190528478298805e-03
2.162457033947386549e+02 4.742781886344537429e-03
2.556445865235303074e+02 4.139847456454654774e-03
2.578824775071982458e+02 4.106288011026698256e-03
2.565115073354933202e+02 4.105611235579648133e-03
2.562166458762383741e+02 4.121464713936031851e-03
2.535266791316926174e+02 4.137571721532721201e-03
2.546803543283488125e+02 4.150518245134226028e-03
2.673164516797517081e+02 3.992272311486940242e-03
2.656759212606396545e+02 3.993446538500051296e-03
2.663135425688969349e+02 3.954634461323475354e-03
2.662527543159315542e+02 3.941254514575419539e-03
2.626905919409521175e+02 3.981342482624859909e-03
2.629408064775550429e+02 3.986056438285469523e-03
2.683134054003961069e+02 4.031992237677838216e-03
2.688414911369333709e+02 4.028743996423033054e-03
2.669003611844169086e+02 4.033222049545283176e-03
2.673327265338600114e+02 4.049189144460878936e-03
2.141882237751597700e+02 4.503512715822419014e-03
2.642822505250258018e+02 4.092055740849189112e-03
2.662952658308422542e+02 4.066302715381947194e-03
2.626703944707649612e+02 4.103050202051956342e-03
2.714584393341111763e+02 3.786262206280426208e-03
2.540926831488669393e+02 4.040643213396077731e-03
2.465301320470006772e+02 4.128531904707694565e-03
2.521338717533358249e+02 4.033305302660314395e-03
2.539238703775691874e+02 4.043834723988847663e-03
2.535647984046358374e+02 4.053315433692071881e-03
2.545341965405764313e+02 4.058852572577753386e-03
2.718321134049826924e+02 3.788458512521629060e-03
2.715419179712903315e+02 3.788202226432277071e-03
2.716350085809841630e+02 3.788391793962873639e-03
2.719540069228804668e+02 3.777218004258468299e-03
2.717058574718880664e+02 3.776300326829654715e-03
2.775589651052912359e+02 3.611002693639314698e-03
2.327120483198353611e+02 4.792398912376663600e-03
2.312034642955029824e+02 4.832036511549044934e-03
2.725868461281910413e+02 3.634262051997871369e-03
2.717776018601661576e+02 3.751217834895858010e-03
2.691747705828570929e+02 3.944990579457519075e-03
2.407625758685714175e+02 4.751355376497136060e-03
2.694198804668612865e+02 3.981770814728061852e-03
2.410716390914617762e+02 4.790448927905196358e-03
2.681860221789888783e+02 3.987289898518934367e-03
2.710094784928166405e+02 3.973501248008170367e-03
2.701620864856353137e+02 3.987174044763669781e-03
2.700776539377289964e+02 3.919950333979193430e-03
2.738782382940414095e+02 3.758413359170192664e-03
2.742549290271015821e+02 3.759468668951624747e-03
2.721768674588148542e+02 3.882880614422545406e-03
2.700195287658730194e+02 3.825075393405790846e-03
2.698644584947582530e+02 3.877307956662023013e-03
2.685479424260355472e+02 3.937675711034285125e-03
2.688590255859874674e+02 3.995044630810418336e-03
2.623145656345870975e+02 4.107003046199814503e-03
2.562741118651785541e+02 4.177272415502016577e-03
2.569237717245995327e+02 4.180699944378790840e-03
2.625372516375220471e+02 4.042987816230131717e-03
2.604532890280669903e+02 4.095839808533073383e-03
2.555901737601131174e+02 4.168075991462931104e-03
2.585148988871948177e+02 4.117619506833320418e-03
2.596930830387420315e+02 4.169516135002365904e-03
2.667539175735025196e+02 4.125337181366558678e-03
2.624117441892387319e+02 4.154656089613976457e-03
2.566377904341787826e+02 4.180997211041305624e-03
2.546792304428314253e+02 4.204506939357613611e-03
2.573305974849926656e+02 4.198787096292479898e-03
2.550778895297225688e+02 4.198148541269938229e-03
2.610674941097569217e+02 4.133474607388687785e-03
2.674553487513817345e+02 4.031962123976852268e-03
2.702837325546915963e+02 4.059840057913084374e-03
2.701718798395144177e+02 4.064710914493844390e-03
2.698859570290824195e+02 4.041904855661586533e-03
2.699540186886083006e+02 4.057353567552323369e-03
2.697203701498116857e+02 4.057885581011313504e-03
2.655182028561890206e+02 4.076197115834196555e-03
2.670435448763145132e+02 4.071594406061282249e-03
2.706841910895214482e+02 4.017146891905152249e-03
2.706166722330744392e+02 4.018456082078653881e-03
2.702446673562013757e+02 4.021736179017878360e-03
2.703610421350653610e+02 4.029959052373481045e-03
2.695383469715878277e+02 3.996883447074648689e-03
2.679454357255988839e+02 3.988930762732915795e-03
2.704484684335821498e+02 3.978287133379571766e-03
2.703191244554430455e+02 3.983519659090961097e-03
2.702948531895211204e+02 3.980886697683065287e-03
2.702346305228294341e+02 3.931292633211265833e-03
2.687487384051185586e+02 3.985601882793570090e-03
2.683568054664466445e+02 3.976588235939733547e-03
2.692339201970413569e+02 3.980624154381167019e-03
2.680065609362017653e+02 4.030247696043370333e-03
2.683098804431073177e+02 4.122813693134887505e-03
2.685170775927970794e+02 4.123256896421003022e-03
2.687373435214975075e+02 4.150049890286851458e-03
2.677423606837230636e+02 4.149700465246738794e-03
2.685305732732559818e+02 4.128897209963254544e-03
2.688675824715990643e+02 4.092319090398154752e-03
2.683159862510159428e+02 4.094417596575031064e-03
2.683022859313350637e+02 4.088698724354447069e-03
2.606443051895930694e+02 4.081290465961363682e-03
2.610863875042742279e+02 4.064832527805429564e-03
2.607229423690013164e+02 4.066662120003040025e-03
2.619169351574740290e+02 4.041072142193596027e-03
2.635218097120197172e+02 4.051833655173242392e-03
2.611583617500214700e+02 4.080045788366384353e-03
2.643142932405915531e+02 4.053692842185509931e-03
2.663449993160187432e+02 4.115051526125521400e-03
2.662573496539108646e+02 4.094165009601108407e-03
2.681631119269495684e+02 4.004499028383511593e-03
2.686433419525505997e+02 3.986173824897447197e-03
2.642365508095450650e+02 3.997849619608946983e-03
2.694094133776216040e+02 4.053112211850455789e-03
2.674757402193886264e+02 4.048292397465080156e-03
2.675084501329146747e+02 4.051819481184552180e-03
2.674642282401518401e+02 4.051573659056261975e-03
2.652605368823551544e+02 4.051719429232505075e-03
2.655696197010713604e+02 4.061494743512103142e-03
2.660617712360371456e+02 4.061108629257083845e-03
2.650923032449024959e+02 4.057087603237878072e-03
2.658191100793924875e+02 4.055735745636931087e-03
2.691267148731317320e+02 4.082579169353856702e-03
2.691944358406636866e+02 4.084144575514884502e-03
2.702116794183197612e+02 4.040846300645565582e-03
2.700494555279038877e+02 4.048827023700483051e-03
2.690023502001134830e+02 4.034377116229344307e-03
2.699510512842265371e+02 4.049749921627187818e-03
2.702915579199986951e+02 4.044634080640227211e-03
2.691031294841872636e+02 4.091405162371202636e-03
2.703198344210122173e+02 4.110722100812893437e-03
2.696112378652678672e+02 4.105598085375604389e-03
2.696286497315496717e+02 4.082144040396416471e-03
2.688362771376212663e+02 4.121156503393666980e-03
2.686880033966536416e+02 4.132607283822926046e-03
2.669437542169303583e+02 4.109319543086777105e-03
2.668812317621972170e+02 4.104764380418138292e-03
2.667521126641127580e+02 4.107330146669938530e-03
2.669946430046678643e+02 4.101119183970169252e-03
2.665628433101101677e+02 4.069376698202705270e-03
2.666412198435357936e+02 4.072204606603348556e-03
2.661003763663175619e+02 4.065998401183669973e-03
2.649592650636707845e+02 4.016348926530817660e-03
2.598206719977143848e+02 4.085727757058947585e-03
2.611842847335236684e+02 4.083192440568086598e-03
2.616158073907255925e+02 4.091128901445459376e-03
2.643119685062172266e+02 4.068761914065533065e-03
2.645252411914372033e+02 4.070769968309387657e-03
2.667241805772595171e+02 4.072042536820774140e-03
2.667647808459841485e+02 4.030794333859151132e-03
2.655937131093907624e+02 3.781649863665407195e-03
2.685026571364055030e+02 4.087821699802517313e-03
2.596813767828402320e+02 4.174761938048633485e-03
2.516533669282186452e+02 4.270527672227193705e-03
2.599374736656228038e+02 3.954397319251515101e-03
2.652022828419769667e+02 4.004013922509611946e-03
2.623226040023940300e+02 3.911302457759973338e-03
2.685652903410410772e+02 3.921114066607178823e-03
2.677768189246817201e+02 3.970343084389036867e-03
2.685733459496493083e+02 3.926026707293787769e-03
2.683899465534562978e+02 3.927740271393277520e-03
