# azimuth cos_altitude psi t0 logA0 f0 tau0 phi0 logL logPrior
1.791795755024560899e+00 8.648672215309212152e-01 8.547039634885456039e-02 5.285564326154705214e-03 -2.028371310368336466e+01 2.362770033707866446e+02 3.254091428255072218e-03 4.271524770246306169e+00 7.703751861846589018e+05 0.000000000000000000e+00
1.823991896409135727e+00 8.770206522774836033e-01 2.426538690370096063e+00 5.028543742172385950e-03 -2.041831226498276308e+01 2.382992377332665512e+02 4.984107637656969535e-03 1.985844226355896636e+00 7.703751919269736391e+05 0.000000000000000000e+00
1.598729979822182123e+00 8.209488756314037294e-01 1.850349909499267032e+00 5.194056281039589017e-03 -2.048019167525951190e+01 2.442925706221439839e+02 6.433327334206870481e-03 1.339586030207983391e+00 7.703751921595963649e+05 0.000000000000000000e+00
1.890662502117625543e+00 8.162919682775323649e-01 1.108461455450934441e+00 5.102022896654907769e-03 -2.051488691002002440e+01 2.259206485096071617e+02 6.656838512968237323e-03 3.174804589907255781e-01 7.703751946304095909e+05 0.000000000000000000e+00
1.661350961789384684e+00 8.140405319432353348e-01 2.944249184242544004e+00 5.024444494739931620e-03 -2.042461651023578639e+01 2.558564177151471313e+02 3.041699211301559288e-03 3.230804262101784285e+00 7.703751950401336653e+05 0.000000000000000000e+00
1.858897109391803415e+00 8.041731188008439668e-01 2.811169009495037674e+00 5.068742928647304233e-03 -2.051329494100415829e+01 2.244717941715360610e+02 6.386384396107946081e-03 3.761672447431115174e+00 7.703752022087424994e+05 0.000000000000000000e+00
1.575364714091692875e+00 8.385234335058912025e-01 1.742538156398076410e+00 5.120788916066141595e-03 -2.029915123539330324e+01 2.341199766971946019e+02 3.681128023759313618e-03 1.291322526523802861e+00 7.703752080179576296e+05 0.000000000000000000e+00
1.862918756730483016e+00 8.029064387245714585e-01 2.051715716647853238e+00 5.057343533624730075e-03 -2.055195464150046547e+01 2.567369549513011862e+02 4.743197184975047644e-03 1.835430458398281450e+00 7.703752124467596877e+05 0.000000000000000000e+00
1.983605128606454882e+00 8.453301777290583852e-01 1.047960555705942598e+00 5.121635667013461207e-03 -2.035226927785847195e+01 2.298199895882187889e+02 2.618081257910599528e-03 6.217533444731722092e+00 7.703752201992982300e+05 0.000000000000000000e+00
1.651313487702889660e+00 8.601195588664073410e-01 2.078242045822645601e+00 5.030488269857831020e-03 -2.044370886847894653e+01 2.376454344165281043e+02 7.793450121541872430e-03 1.449920444793144414e+00 7.703752229158144910e+05 0.000000000000000000e+00
1.614464904107781207e+00 7.852999280627485090e-01 2.269375202879145625e+00 5.063790827491141018e-03 -2.059722237286745994e+01 2.404615956193995316e+02 7.639386316496662825e-03 2.412599832107157560e+00 7.703752277333892416e+05 0.000000000000000000e+00
1.825071611915157987e+00 9.716851481175914351e-01 1.541979869971036754e+00 5.048982504707167154e-03 -2.035839671489135583e+01 2.456854861787721518e+02 6.787212844373910134e-03 5.502184143567848906e+00 7.703752332929774420e+05 0.000000000000000000e+00
1.612702109070194290e+00 8.184040504408994776e-01 1.787920141992702661e+00 5.126188532172635225e-03 -2.045124050983919872e+01 2.595965344119509268e+02 5.523146992879531675e-03 7.648178332492360232e-01 7.703752417403635336e+05 0.000000000000000000e+00
1.813863391866225028e+00 8.317934402539906014e-01 1.866919976549533011e+00 5.069427375610123347e-03 -2.030922674581670151e+01 2.522537880269449886e+02 3.587609735568474470e-03 1.520050835425550417e+00 7.703752440167891327e+05 0.000000000000000000e+00
1.612130432765001675e+00 7.950518181155994402e-01 3.040725225390211062e+00 5.077864153993067939e-03 -2.043659726540484911e+01 2.288794876872262307e+02 5.361400161987147327e-03 4.078062111653226296e+00 7.703752460466418415e+05 0.000000000000000000e+00
1.580997950333721258e+00 8.201819616679982827e-01 1.714587914935236324e+00 5.145171252600586748e-03 -2.033602266487864085e+01 2.446563413227599426e+02 4.043726270343374514e-03 9.235527660822064888e-01 7.703752494689006126e+05 0.000000000000000000e+00
1.677703036976732065e+00 8.098043192098092202e-01 3.591550537344809779e-01 5.177706251115248189e-03 -2.043054669234848930e+01 2.502211306864722644e+02 5.408859527394418304e-03 4.767559202885094827e+00 7.703752536048874026e+05 0.000000000000000000e+00
1.944246525930112268e+00 8.082812663332887837e-01 1.632775832560681817e+00 5.075300412009414903e-03 -2.060729355136495400e+01 2.428445776410877386e+02 4.782029679872928062e-03 1.167875966931943399e+00 7.703752546061463654e+05 0.000000000000000000e+00
1.459762506643307756e+00 7.775599550043925667e-01 1.945707620192114184e-01 5.047428981863477312e-03 -2.061028797847571781e+01 2.415521136761467460e+02 6.604408819067092776e-03 4.264420228843928129e+00 7.703752556736023398e+05 0.000000000000000000e+00
1.774824038635842482e+00 8.667149478305966603e-01 1.859856182968316229e+00 5.038484498344771891e-03 -2.019263772602833029e+01 2.171974423829259422e+02 2.910834355833934965e-03 1.251706942450615090e+00 7.703752675914217252e+05 0.000000000000000000e+00
1.840235613696269201e+00 8.087596830637597822e-01 2.709132720140967177e+00 5.026347453923874636e-03 -2.046108063964539170e+01 2.283500140868751771e+02 6.613004129854684748e-03 3.416058046922456626e+00 7.703752754795725923e+05 0.000000000000000000e+00
1.799841112848782565e+00 8.268795786357003852e-01 9.268245983291655277e-01 5.044180267866564538e-03 -2.054741232609436352e+01 2.501140404485002477e+02 7.662069827000675057e-03 5.738456992341484764e+00 7.703752829821631312e+05 0.000000000000000000e+00
1.851234028268664566e+00 8.274594515909178272e-01 2.649989574173396534e+00 5.187667746546855557e-03 -2.046143466452277337e+01 2.367354195315608933e+02 6.293045023525093047e-03 3.266514188140568820e+00 7.703752830087306211e+05 0.000000000000000000e+00
1.848730653891248465e+00 7.947710273675882009e-01 1.585144572781308270e+00 5.111609258982605791e-03 -2.038763411848269058e+01 2.241891650590873724e+02 4.176031199103072758e-03 1.284224912851946065e+00 7.703752841752956156e+05 0.000000000000000000e+00
1.455441471670541720e+00 8.366783666879973325e-01 1.664992869789600594e+00 5.067206315388691172e-03 -2.035235456999410175e+01 2.443968852940374177e+02 4.591538168390794407e-03 6.110416080415017603e-01 7.703752870622465853e+05 0.000000000000000000e+00
1.915597966051290291e+00 8.108622534277928340e-01 1.794558194622272618e+00 5.312211856796694200e-03 -2.049311163750483900e+01 2.448575952266788534e+02 4.577159487976083935e-03 1.814380696258929726e+00 7.703752949547930621e+05 0.000000000000000000e+00
1.740126132308255302e+00 8.700897954949031732e-01 2.794368134588073538e+00 5.125830833650606502e-03 -2.036641682982760315e+01 2.580494142484910185e+02 4.336541305438012736e-03 2.569650172273592936e+00 7.703752985414735740e+05 0.000000000000000000e+00
1.707213737502482065e+00 8.379787560896588827e-01 3.016146106300258811e+00 5.123068235460874476e-03 -2.056067603806623723e+01 2.435169621771719903e+02 8.341090036595085258e-03 3.741282616581865561e+00 7.703753001942294650e+05 0.000000000000000000e+00
1.740021350489158403e+00 8.615109037466892605e-01 1.655940069946227000e+00 5.110599562825324065e-03 -2.034796255613109395e+01 2.433135287977657697e+02 6.563988859845272007e-03 7.797631275796444994e-01 7.703753014445819426e+05 0.000000000000000000e+00
1.741845728112873415e+00 8.222939883539996941e-01 1.550616298692422568e+00 5.281747183206126316e-03 -2.048151535926600531e+01 2.455391774229753139e+02 4.650222533728426769e-03 8.264180584370064420e-01 7.703753014947419288e+05 0.000000000000000000e+00
1.747361058577063808e+00 7.993326148819438481e-01 1.082832451745752600e+00 5.108998457668849011e-03 -2.062697060913126990e+01 2.444062195149142553e+02 8.700190794210563641e-03 6.201631498439011736e+00 7.703753048449218040e+05 0.000000000000000000e+00
1.714729299080698155e+00 7.999679318250642046e-01 1.981105445649216756e+00 5.094417290209624950e-03 -2.040106124393415499e+01 2.476280105310923716e+02 4.942478382535243214e-03 1.385520383745874273e+00 7.703753066632996779e+05 0.000000000000000000e+00
1.723024336670348378e+00 8.665836349815116968e-01 1.594398404660084756e+00 5.031454020421568391e-03 -2.044778054715793658e+01 2.546508232168661152e+02 5.017006138616832492e-03 2.788274233244556477e-01 7.703753131171332207e+05 0.000000000000000000e+00
1.702902564590887291e+00 8.561938904691650531e-01 7.362264538572467210e-01 5.338780329713109681e-03 -2.037784493917509820e+01 2.321574223919440385e+02 4.617568456681465060e-03 5.768986336311773933e+00 7.703753195358323865e+05 0.000000000000000000e+00
1.758116845371384684e+00 8.311123001912144037e-01 1.263104142294187326e+00 5.173749625637591269e-03 -2.040329913965113207e+01 2.293198869146926313e+02 4.591519431536010554e-03 3.174188290229411624e-01 7.703753201153127011e+05 0.000000000000000000e+00
1.503408862518005762e+00 7.859966640428617257e-01 1.874113787142936971e+00 5.041577466610831781e-03 -2.047579511062615154e+01 2.415129143058555599e+02 3.644314432034328078e-03 1.546843249155521960e+00 7.703753230672895443e+05 0.000000000000000000e+00
1.650814791388848013e+00 7.813554970978940917e-01 1.340617233568932809e+00 5.121167752706399200e-03 -2.054266414570022903e+01 2.518805056063710310e+02 4.541230177507750952e-03 3.084268503300822140e-01 7.703753341658527497e+05 0.000000000000000000e+00
2.373139647845047495e+00 7.968215685899453504e-01 1.026876406644385148e-01 5.031138890314236500e-03 -2.054761818513324911e+01 2.429085278518892324e+02 4.954440554459394255e-03 4.825498257275831371e+00 7.703753403665345395e+05 0.000000000000000000e+00
1.561382035940828805e+00 7.986961358947552991e-01 2.148779882233054828e+00 5.075564515712364597e-03 -2.035759470914251068e+01 2.480167296248068851e+02 4.200846997415217526e-03 1.657528099758913243e+00 7.703753421604621690e+05 0.000000000000000000e+00
1.717580698543186735e+00 8.509960227121636800e-01 1.070097756137937450e+00 5.102071943518427140e-03 -2.026730244345910492e+01 2.238353248644881148e+02 3.030379924150764740e-03 3.723039311295157916e-02 7.703753430220854934e+05 0.000000000000000000e+00
1.966432507901943794e+00 8.314465644983999315e-01 1.665762128558163635e+00 5.359541442272311440e-03 -2.044865960532314730e+01 2.319370186275845924e+02 4.482152931971388615e-03 1.680016034757024990e+00 7.703753446774500189e+05 0.000000000000000000e+00
1.581436545506535785e+00 7.976083574655162822e-01 5.947314333220128368e-01 5.042028498484102568e-03 -2.036379341185564229e+01 2.226006903156453234e+02 4.254817981760484688e-03 5.354067333910275117e+00 7.703753480078463908e+05 0.000000000000000000e+00
2.265341599735406497e+00 8.001195080565783879e-01 1.163619873696681406e+00 5.065874932858297278e-03 -2.059427797452214648e+01 2.368574036403676359e+02 4.493457861009602337e-03 7.878332211838940946e-01 7.703753495329862926e+05 0.000000000000000000e+00
1.903543522845924096e+00 8.016274768953158825e-01 1.493507419368358402e-01 5.082052987001700953e-03 -2.043666058406371988e+01 2.536261405260254094e+02 3.019094425462456443e-03 4.598636134651775897e+00 7.703753537173816003e+05 0.000000000000000000e+00
1.626458527911265550e+00 8.291827400793264635e-01 4.560114502565048578e-01 5.102984701991834099e-03 -2.059012134026606944e+01 2.442300886540862734e+02 5.343870639398394171e-03 4.682467395742943239e+00 7.703753675908716395e+05 0.000000000000000000e+00
1.395382503299547272e+00 8.005899279002686164e-01 3.147423364198269624e-01 5.056660620734085808e-03 -2.040809009445617761e+01 2.306713065438694912e+02 4.305096366833946475e-03 4.647344811967844436e+00 7.703753803851981647e+05 0.000000000000000000e+00
1.938257141267579087e+00 8.181756385140406262e-01 5.247545836224100091e-01 5.130283152971782182e-03 -2.045434371475971247e+01 2.518237459189287222e+02 4.323226553560759189e-03 5.090159301470458253e+00 7.703753825626800535e+05 0.000000000000000000e+00
1.757225270167661391e+00 8.285065002282429036e-01 1.492564791958955306e+00 5.048834252648932465e-03 -2.044186263568560591e+01 2.357709635505562460e+02 6.321441349520274394e-03 4.152333325655263030e-01 7.703753932667889167e+05 0.000000000000000000e+00
1.864398298741382742e+00 8.010216403724239598e-01 1.453081405821459171e+00 5.044847288135292408e-03 -2.055949705952572870e+01 2.506158361373755668e+02 7.860526431028237032e-03 6.356091547064908198e-01 7.703753977835586993e+05 0.000000000000000000e+00
1.901170997783803829e+00 8.189660106062408573e-01 2.324168306530258743e+00 5.185109017086803572e-03 -2.045970979421979408e+01 2.504004809537127301e+02 5.597278838780317574e-03 2.483578484042490153e+00 7.703753983164846431e+05 0.000000000000000000e+00
1.499301426455678765e+00 8.341571031279180204e-01 4.694639138647287435e-01 5.028794972006251154e-03 -2.053769036083176402e+01 2.333527182558231630e+02 5.484299649735745012e-03 4.625213483168397310e+00 7.703754005062249489e+05 0.000000000000000000e+00
1.850418269499892965e+00 8.070954848635429890e-01 1.411648636932535839e+00 5.056288870692652454e-03 -2.025571398964548564e+01 2.446642569925247130e+02 2.754110524046334257e-03 3.785080613586139786e-01 7.703754021385606611e+05 0.000000000000000000e+00
1.876006823641860777e+00 8.356531615985017813e-01 1.171046144909649422e+00 5.117410314253740405e-03 -2.025123835190991173e+01 2.407989293016518673e+02 3.938073104998275967e-03 2.755733017832073806e-01 7.703754038654074538e+05 0.000000000000000000e+00
1.846000828912298219e+00 8.234265218505136819e-01 2.719914139282376908e+00 5.120760875976149498e-03 -2.058194077343237893e+01 2.414339868722976803e+02 8.624380339176607874e-03 3.353404016679935928e+00 7.703754063798268326e+05 0.000000000000000000e+00
1.673361038189205674e+00 8.437312475843543602e-01 3.107738695849505461e+00 5.228486914945527399e-03 -2.032669073827136685e+01 2.262711313561107147e+02 3.807578292710705765e-03 4.157340874767044170e+00 7.703754126631485997e+05 0.000000000000000000e+00
1.808234761867883345e+00 8.618392125425603512e-01 1.692496271425835586e+00 5.357649982143988451e-03 -2.025417805752434930e+01 2.361123570780503655e+02 3.512397908085411122e-03 1.344035199808561565e+00 7.703754204038378084e+05 0.000000000000000000e+00
1.759520174617667188e+00 8.611920079632889857e-01 8.530098894611922722e-01 5.320201046896427810e-03 -2.027898296856728066e+01 2.299388448794103965e+02 3.909488965658967745e-03 5.881868248148164113e+00 7.703754278422321659e+05 0.000000000000000000e+00
1.358641983800370490e+00 7.879368174542203951e-01 2.909894200828810895e+00 5.040305833696319578e-03 -2.052343648567115508e+01 2.475874458435222323e+02 5.349098248886337802e-03 3.336155391411813387e+00 7.703754331216599094e+05 0.000000000000000000e+00
1.875324753853456317e+00 7.964283602676829332e-01 2.634458710697548334e+00 5.116516096577062959e-03 -2.050053022556000570e+01 2.537042369291424393e+02 4.305015014302356752e-03 3.315558881020803206e+00 7.703754396108100191e+05 0.000000000000000000e+00
1.834961441437518381e+00 8.281035751324177241e-01 3.071108860219518455e+00 5.153524202315081827e-03 -2.050278334251420986e+01 2.368183509922159260e+02 5.671680859808158823e-03 3.903911416639269660e+00 7.703754465789871756e+05 0.000000000000000000e+00
1.485748810801845954e+00 8.524622776738305374e-01 2.025887014700437305e+00 5.092155660410736633e-03 -2.039528621222963167e+01 2.425231976806742580e+02 4.201105647902114021e-03 1.418892590905291407e+00 7.703754505184302106e+05 0.000000000000000000e+00
1.771536582512278857e+00 7.847564001944078438e-01 1.123741249176741563e+00 5.123490341807060595e-03 -2.054158909506470820e+01 2.424031327304691956e+02 3.801905355342059985e-03 3.429367198546506845e-01 7.703754542379989289e+05 0.000000000000000000e+00
1.376228405071677319e+00 7.765027675480200564e-01 5.745050742029744750e-01 5.060391251029677968e-03 -2.052620347258568145e+01 2.434395070924698246e+02 4.993139008603784956e-03 5.157384191760889358e+00 7.703754548600596609e+05 0.000000000000000000e+00
1.586230697405078605e+00 8.113088274439496095e-01 3.291410182912943294e-01 5.056178348824119477e-03 -2.061592007624193101e+01 2.472372658372310354e+02 7.436571400501299119e-03 4.526949692691332849e+00 7.703754586411379278e+05 0.000000000000000000e+00
1.639368474207125503e+00 8.079333440216660556e-01 4.569421031363495311e-01 5.096105206455623510e-03 -2.062405203967789902e+01 2.363671547023874950e+02 5.718783371151489603e-03 5.040242485034022835e+00 7.703754593273109058e+05 0.000000000000000000e+00
1.679035737740925516e+00 8.462652122031727453e-01 1.411731254868359375e+00 5.296674657880549864e-03 -2.033565436078156097e+01 2.288266288567856463e+02 4.273954036026517654e-03 8.192249543403657963e-01 7.703754599422682077e+05 0.000000000000000000e+00
1.684941712945711600e+00 8.489509713465905882e-01 2.329655065550936044e+00 5.251251629084985675e-03 -2.034357170912724300e+01 2.289601300762971618e+02 4.430778815369209450e-03 2.485685455856873727e+00 7.703754620212719310e+05 0.000000000000000000e+00
1.898588716014667055e+00 8.500195252084948860e-01 4.130658205224400636e-01 5.024959765984497902e-03 -2.033714284993801868e+01 2.532897693201416587e+02 3.018681918912669102e-03 4.532568537047396262e+00 7.703754669646979310e+05 0.000000000000000000e+00
1.823146733201495451e+00 8.535534998313765165e-01 1.671843442454199469e+00 5.110512888123211472e-03 -2.049908191850435557e+01 2.505399406528370605e+02 6.964873355902065528e-03 8.200387672415331286e-01 7.703754684859561967e+05 0.000000000000000000e+00
1.813441826261790846e+00 7.912851357346414316e-01 2.533362858382059990e+00 5.045666774282674301e-03 -2.056796659881781864e+01 2.538194180861376594e+02 5.013337184583879086e-03 2.822841809435376437e+00 7.703754689223354217e+05 0.000000000000000000e+00
1.829159393309009118e+00 8.868255833065890048e-01 2.210055748014164712e-01 5.062007361386347375e-03 -2.029263607435110117e+01 2.395571786437024002e+02 3.646669379792641733e-03 3.878471091204171550e+00 7.703754739728535060e+05 0.000000000000000000e+00
1.637521506717709130e+00 8.350638593595164361e-01 1.651533986117383668e+00 5.116128863137957977e-03 -2.047874161407519367e+01 2.551247337109620901e+02 6.834604934155980201e-03 5.564075621013474526e-01 7.703754782238145126e+05 0.000000000000000000e+00
1.695489574628553209e+00 8.445820325494151071e-01 2.174552039053229802e+00 5.108000070848449196e-03 -2.045973564873904849e+01 2.459303584635684672e+02 4.660847975701132816e-03 2.060464920297407687e+00 7.703754805123681435e+05 0.000000000000000000e+00
1.650379890042082520e+00 8.482383843318491712e-01 2.193684190668319545e+00 5.041818360830597166e-03 -2.043025747261056679e+01 2.202431635519661199e+02 4.179160225254800395e-03 2.079519112802883374e+00 7.703754868494760012e+05 0.000000000000000000e+00
1.646168530375927475e+00 7.932657745648212799e-01 1.828415356756851073e+00 5.048711848337243333e-03 -2.058669325679148443e+01 2.419336598349622989e+02 7.122758649277357440e-03 1.172506385149128638e+00 7.703754880132686812e+05 0.000000000000000000e+00
1.560553186845833995e+00 8.018067185424602172e-01 2.095031733567638721e+00 5.044686214414558639e-03 -2.033279962974410537e+01 2.407508471650286879e+02 3.176783982423481839e-03 2.040868146896217983e+00 7.703754892681105994e+05 0.000000000000000000e+00
2.195781269306922301e+00 8.224771318457363423e-01 1.463093410139590045e+00 5.036143106457107756e-03 -2.045643478365165180e+01 2.318256484783927931e+02 3.302174752862374607e-03 1.127941861353438435e+00 7.703754995576434303e+05 0.000000000000000000e+00
1.936662919866099397e+00 8.464139688834644293e-01 2.660157647097835643e+00 5.275973322171621620e-03 -2.041216063136158354e+01 2.459911488222324181e+02 4.777983839298244155e-03 3.181246964411993616e+00 7.703755028235752834e+05 0.000000000000000000e+00
1.724074514744676101e+00 7.808187769255354738e-01 1.819060537010184220e-01 5.112841937151176887e-03 -2.042774924498746714e+01 2.499094535619779265e+02 5.354419512035447914e-03 4.420668599458375425e+00 7.703755096588707529e+05 0.000000000000000000e+00
2.031805630731952306e+00 8.233782612761523234e-01 2.028181197965376548e+00 5.298527452598063986e-03 -2.046263393128342400e+01 2.439652348229245149e+02 4.316545028987690477e-03 2.261649142428279191e+00 7.703755264736349927e+05 0.000000000000000000e+00
2.076463830752955264e+00 8.139953386284949355e-01 1.200669324530457605e+00 5.038889060892292465e-03 -2.035754228069248839e+01 2.535102182508840087e+02 4.311370984931210508e-03 2.967179525287830799e-01 7.703755308404236566e+05 0.000000000000000000e+00
1.802981713856485424e+00 8.131112420405889329e-01 2.002252757098105462e+00 5.107445625889271354e-03 -2.034509365510008649e+01 2.517174570169439392e+02 4.413033759994747923e-03 1.407420531495013449e+00 7.703755321972499369e+05 0.000000000000000000e+00
1.859055767733306608e+00 7.996696631591360127e-01 1.529230863785956851e+00 5.093422137189301813e-03 -2.060011619944198102e+01 2.465632245189328273e+02 7.468811773955395111e-03 7.402623448121092853e-01 7.703755440811449662e+05 0.000000000000000000e+00
2.020059938318473414e+00 8.315355306780179978e-01 5.948116039764862473e-01 5.053036485387899478e-03 -2.048697017752356686e+01 2.335034592874559678e+02 4.202085294357628918e-03 5.605084015278941401e+00 7.703755486096165841e+05 0.000000000000000000e+00
1.986795465708641073e+00 8.050724313238973862e-01 1.483225616822340553e+00 5.053662451870122481e-03 -2.052110144330958619e+01 2.540202712440909352e+02 4.042728735761107195e-03 9.112322253414100182e-01 7.703755486660633469e+05 0.000000000000000000e+00
1.966157483160129393e+00 8.113909326906032504e-01 2.806682478294065586e+00 5.096645534540060127e-03 -2.055968706076180297e+01 2.538841000032547868e+02 5.046127330750652638e-03 3.497642307220532487e+00 7.703755503084112424e+05 0.000000000000000000e+00
1.661642773432592257e+00 8.453174570171027025e-01 3.039074019059488485e+00 5.035890395125551533e-03 -2.030440365603178776e+01 2.236196846333865835e+02 3.354330047317859685e-03 3.899059442473832515e+00 7.703755559621547582e+05 0.000000000000000000e+00
1.937455997324405654e+00 8.137359312918479581e-01 3.117736542815503054e+00 5.085543162832707915e-03 -2.056627939351105283e+01 2.486236725771391320e+02 7.952573046206674878e-03 3.942817173828693456e+00 7.703755592261939310e+05 0.000000000000000000e+00
2.167923212332749205e+00 7.996303560476620831e-01 6.484912617970352011e-01 5.041244261597905077e-03 -2.055452419933432395e+01 2.388772708448834123e+02 6.709909447256913809e-03 5.782420687732670039e+00 7.703755600994918495e+05 0.000000000000000000e+00
1.680653948320658841e+00 8.239620478848426188e-01 1.054227438766022207e+00 5.029520777179089311e-03 -2.046638811929265245e+01 2.595061928610961672e+02 5.311499143153228762e-03 5.612101935924422413e+00 7.703755646244173404e+05 0.000000000000000000e+00
1.875460067414377541e+00 8.626779482402393562e-01 3.077897786858664997e+00 5.100929641661174421e-03 -2.028880465296369806e+01 2.363926247522381630e+02 3.718269491735919953e-03 3.975041507156323650e+00 7.703755710819247179e+05 0.000000000000000000e+00
1.792129935648260952e+00 8.603322008128504450e-01 2.055144386700138881e+00 5.185789787911671347e-03 -2.036942563733703437e+01 2.394896394837545301e+02 5.382567027479061988e-03 1.618419385443661929e+00 7.703755743833761662e+05 0.000000000000000000e+00
2.011575538802401919e+00 7.825268949682825381e-01 1.169698779589498860e+00 5.037701316933582141e-03 -2.063483676448014847e+01 2.432058807422979498e+02 6.250722514727421499e-03 4.523898379055659724e-01 7.703755765699981712e+05 0.000000000000000000e+00
1.713837792534326887e+00 8.036573315210993051e-01 2.155134658613942822e+00 5.057054763956138864e-03 -2.061820947821547279e+01 2.372031029318372930e+02 5.362666617051490073e-03 2.049762832135951118e+00 7.703755779468123801e+05 0.000000000000000000e+00
1.793629188192925605e+00 8.293599369951372147e-01 1.322135482654296146e+00 5.265515143750463048e-03 -2.038179154952375072e+01 2.303670411457251532e+02 3.531093878664997437e-03 5.847367407464441058e-01 7.703755793200859334e+05 0.000000000000000000e+00
2.084659005647080399e+00 7.968951175071293802e-01 2.154004248202312954e+00 5.125530073832638457e-03 -2.046460234762547969e+01 2.380112215409166367e+02 4.864107261230046601e-03 2.788078559793239375e+00 7.703755847310922109e+05 0.000000000000000000e+00
1.501990801388791930e+00 8.234771793119117778e-01 3.024221081389339982e+00 5.119793953691616217e-03 -2.057053679554240233e+01 2.495986259257421978e+02 6.037715409119549792e-03 3.256825456650509487e+00 7.703756055106907152e+05 0.000000000000000000e+00
1.491858294214965852e+00 7.921297591364597768e-01 1.380231954627653135e+00 5.057738902440953553e-03 -2.044017576640213818e+01 2.373450611657984552e+02 3.522225930076144929e-03 5.908764667538657367e-01 7.703756094862249447e+05 0.000000000000000000e+00
1.666622896857223868e+00 8.584800251410404925e-01 1.402152663307834723e+00 5.141016290320830733e-03 -2.034716323626429002e+01 2.368783966500735971e+02 4.929851316292545825e-03 2.726678814717924948e-01 7.703756127859620610e+05 0.000000000000000000e+00
1.678106244469319108e+00 8.394196008997362179e-01 5.875155279949757503e-01 5.092120885581380256e-03 -2.037015058829827296e+01 2.235497481686907122e+02 4.809954691502274678e-03 5.440024315280057365e+00 7.703756145804175176e+05 0.000000000000000000e+00
2.014920547490787861e+00 8.429374210042109850e-01 1.444775274878756788e+00 5.125080205494900350e-03 -2.036273370764051194e+01 2.178929044555112853e+02 3.902229608711305434e-03 8.693546653040311600e-01 7.703756183112950530e+05 0.000000000000000000e+00
1.564247313530687356e+00 8.260483983504258720e-01 1.141320608567313766e+00 5.064827942287753945e-03 -2.044109512950841179e+01 2.414499777989400400e+02 4.533856490275488781e-03 5.767600209540798772e+00 7.703756212081795093e+05 0.000000000000000000e+00
2.111191689362219126e+00 7.972032861882596411e-01 1.137409876275455201e+00 5.025789055426763130e-03 -2.048112333699821974e+01 2.204051830574185260e+02 3.530644019426358842e-03 5.712077383230048655e-01 7.703756222993889824e+05 0.000000000000000000e+00
1.833727151135699840e+00 8.093733268994846020e-01 1.868151821630379184e+00 5.279100829227586882e-03 -2.044009182354396614e+01 2.428470604268094633e+02 5.399767310474229420e-03 1.810878279114429112e+00 7.703756225822751876e+05 0.000000000000000000e+00
1.805100423779451679e+00 7.991741065500906904e-01 8.271109357157461206e-01 5.081742047539815170e-03 -2.028181077131110044e+01 2.361234184619735004e+02 3.565201518759783007e-03 5.813320157545241784e+00 7.703756241049176315e+05 0.000000000000000000e+00
1.782402642994755038e+00 8.785596762475460508e-01 6.256523540623744051e-01 5.103945019982644368e-03 -2.027553160387425635e+01 2.209785262602974569e+02 3.320975327268367236e-03 5.135111779054437164e+00 7.703756262068985961e+05 0.000000000000000000e+00
1.958461119913104120e+00 8.200642162974509652e-01 2.463548253661240750e+00 5.163826810422904832e-03 -2.034622193670740486e+01 2.375238699478686897e+02 4.305174452917981051e-03 2.972872921911502431e+00 7.703756297694712412e+05 0.000000000000000000e+00
1.647384232434025320e+00 8.185875736764440802e-01 2.980815458158168951e+00 5.085293409171462616e-03 -2.045570979418292978e+01 2.462611301083191790e+02 4.324417504375973817e-03 3.182542238214004726e+00 7.703756405210690573e+05 0.000000000000000000e+00
1.840446550202324616e+00 8.186345646168118328e-01 7.282755023656768412e-01 5.027511309748658279e-03 -2.056739299785098396e+01 2.426878693333230785e+02 6.431834383870511755e-03 5.650419064207765629e+00 7.703756433098308044e+05 0.000000000000000000e+00
1.981722177283443465e+00 8.266677634618131432e-01 3.822613989017329406e-01 5.282232129174275863e-03 -2.043556882395872876e+01 2.465801079226704360e+02 4.080587348696680140e-03 5.016041179106021097e+00 7.703756453009883408e+05 0.000000000000000000e+00
1.910273350167901008e+00 8.045429192046876787e-01 2.129280186279924436e+00 5.111282747970507558e-03 -2.061665408381005449e+01 2.338218330299785066e+02 5.275469305149572789e-03 2.468596931718012755e+00 7.703756510670364369e+05 0.000000000000000000e+00
1.508299783628180624e+00 8.530669287261819500e-01 8.104980996335797716e-01 5.070656840326845209e-03 -2.037873503459416114e+01 2.501590674788023136e+02 4.585185608755940057e-03 5.123663259338210985e+00 7.703756519139772281e+05 0.000000000000000000e+00
1.609181358110045146e+00 8.514139205688272538e-01 1.171334069964521607e+00 5.093461799416386902e-03 -2.057082968676053270e+01 2.434632015272038643e+02 6.933031257818305856e-03 5.987921947296388048e+00 7.703756548892427236e+05 0.000000000000000000e+00
1.826463268788679706e+00 8.136803574787568882e-01 2.958846169847570096e+00 5.143497853660816861e-03 -2.040049609564951894e+01 2.532663719018969744e+02 4.795179485967014134e-03 3.630980918990349693e+00 7.703756627125628293e+05 0.000000000000000000e+00
1.860380882814425707e+00 7.856423835662446065e-01 7.268232332615256475e-01 5.079010846876256743e-03 -2.046469960531962329e+01 2.514144786331577848e+02 3.135701083933147178e-03 5.591011394522187317e+00 7.703756647641203599e+05 0.000000000000000000e+00
