# azimuth cos_altitude psi t0 logA0 f0 tau0 phi0 logL logPrior
1.702101983337243274e+00 8.040087262277700875e-01 1.851920729544622057e+00 5.260092463706507286e-03 -2.052102622842685520e+01 2.426572065065639947e+02 6.257049052487924368e-03 1.951234989132923259e+00 7.703711956261671148e+05 0.000000000000000000e+00
1.739158259448887245e+00 8.285533007521106441e-01 1.211798884596784337e-01 5.138919146392114182e-03 -2.058604118748029066e+01 2.532404178227236855e+02 6.022233702915386587e-03 4.018376903836706759e+00 7.703713579916536110e+05 0.000000000000000000e+00
1.785031527858867317e+00 8.081906101478878446e-01 1.605171775628648767e+00 5.184498609611877529e-03 -2.051103452571956609e+01 2.286268056241163720e+02 4.997893962869974505e-03 1.569370079634300197e+00 7.703713977215494961e+05 0.000000000000000000e+00
1.783796010707732860e+00 8.618024746978001360e-01 1.531015279202417645e+00 5.026425444382236034e-03 -2.037779098449864534e+01 2.233603080614548730e+02 3.655944012515171572e-03 3.083587685942498768e-01 7.703714367746300995e+05 0.000000000000000000e+00
1.621074066372097278e+00 8.082991989500928343e-01 2.839226881173551931e+00 5.186788851064299231e-03 -2.032424122358849417e+01 2.382835257980699168e+02 2.526595544660083497e-03 3.550478695648972671e+00 7.703714439546382055e+05 0.000000000000000000e+00
1.288148712892440928e+00 7.973694895726722853e-01 2.415206020658478447e+00 5.073288409484710479e-03 -2.045799787188528995e+01 2.391990026018445974e+02 4.280483743493173135e-03 2.542762712072712539e+00 7.703715815128297545e+05 0.000000000000000000e+00
1.806500824148172146e+00 8.636375416742156919e-01 2.995129075979952482e+00 5.049173707738570556e-03 -2.027148344328859864e+01 2.696983735872216243e+02 3.243126071196796543e-03 3.070672469889699663e+00 7.703716073751321528e+05 0.000000000000000000e+00
1.515117715831836520e+00 9.704626313964641593e-01 2.237209091856375398e+00 5.114063190581559504e-03 -2.033961391354643311e+01 2.387463304998265414e+02 8.299761050994397191e-03 1.132295113246477802e+00 7.703716252888513263e+05 0.000000000000000000e+00
1.903467829262240896e+00 9.789628085987079897e-01 2.203340648872500029e+00 5.025191723146224358e-03 -2.033433184914430569e+01 2.549329812061484688e+02 5.179191438888070508e-03 3.116174319603211007e-01 7.703717710469034500e+05 0.000000000000000000e+00
2.099928667988334219e+00 8.273602817006505683e-01 1.688210452480925827e+00 5.112684214937625142e-03 -2.031205022961632523e+01 2.343689047085555899e+02 3.960048431461533035e-03 1.623544245832442057e+00 7.703718145548659377e+05 0.000000000000000000e+00
1.744478257486756778e+00 7.934336004627565719e-01 1.736122541640845229e+00 5.121736868209124383e-03 -2.047306912371144705e+01 2.529193400490548811e+02 6.283798669320766507e-03 1.431858633932310276e+00 7.703718376209619455e+05 0.000000000000000000e+00
1.713153072657926490e+00 8.624877194288587123e-01 2.666162776835047321e+00 5.116771717073508204e-03 -2.045535628451011334e+01 2.572541682304271831e+02 7.035637489027877188e-03 2.250048324621082951e+00 7.703718541036269162e+05 0.000000000000000000e+00
1.421986988106359151e+00 8.094600593906600139e-01 2.120068953555644065e+00 5.091278021677357254e-03 -2.048169742401098148e+01 2.552525661026452610e+02 3.387910756214267041e-03 1.346049847502820862e+00 7.703718637936618179e+05 0.000000000000000000e+00
1.250080109532196282e+00 7.736911312478573777e-01 4.098744174262444750e-01 5.038597563193977259e-03 -2.056168675499720067e+01 2.595447305378579017e+02 4.657478620339553649e-03 4.374438143292883829e+00 7.703719161062384956e+05 0.000000000000000000e+00
1.978897177706318677e+00 8.298515751950693575e-01 1.065236078259843566e+00 5.147040663563040748e-03 -2.022014616327004433e+01 2.412790006197155321e+02 2.789852299625437092e-03 1.042457901780595581e-01 7.703719250487429090e+05 0.000000000000000000e+00
1.831201732087638590e+00 8.664129374768744229e-01 2.259815565952133232e-01 5.203617062749511107e-03 -2.029143171208466612e+01 2.539711142559752659e+02 4.468427202716787443e-03 4.198747105686421399e+00 7.703719385123336688e+05 0.000000000000000000e+00
1.885057101136337732e+00 8.198963984520935000e-01 5.147494281585633935e-01 5.051013735238780479e-03 -2.031237400895224710e+01 2.109114787473187960e+02 2.255929417503679899e-03 5.510151308040814655e+00 7.703720541585090104e+05 0.000000000000000000e+00
1.605745434152763940e+00 8.852530898244170832e-01 1.420622104324889001e+00 5.125597906483842815e-03 -2.027542152076579640e+01 2.231973783521238772e+02 3.537902884106700063e-03 2.069612342087597257e-01 7.703720858500171453e+05 0.000000000000000000e+00
1.603026143085201305e+00 8.907016872685792341e-01 7.984296914320003768e-01 5.041886626838809789e-03 -2.025522414736873245e+01 2.470698984335186879e+02 4.810205723906316524e-03 4.694693652563164399e+00 7.703721514949636767e+05 0.000000000000000000e+00
1.943715957817493178e+00 8.639579005770674502e-01 1.091300566256548699e+00 5.223434631564823766e-03 -2.033518110366171783e+01 2.221480195930152206e+02 4.435136258714787554e-03 8.794291220825345423e-02 7.703721638922640122e+05 0.000000000000000000e+00
1.985441385361102373e+00 8.349054835829041732e-01 3.097191873294590003e+00 5.294407112161354095e-03 -2.051166086806885858e+01 2.331820800711111303e+02 4.243145316988466975e-03 4.263136943762136255e+00 7.703721737937622238e+05 0.000000000000000000e+00
1.817495030582656046e+00 8.470563026093163028e-01 1.603858823581072235e+00 5.153491571131683241e-03 -2.046259822528082140e+01 2.251358745970908899e+02 5.392551576682613756e-03 9.516632371554392122e-01 7.703721841744623380e+05 0.000000000000000000e+00
1.638968214483467190e+00 9.298645358453500043e-01 2.549388558967045970e+00 5.076175640142037079e-03 -2.028150553667184397e+01 2.258494335272357034e+02 4.940330004556417465e-03 2.137012007621502008e+00 7.703722289708404569e+05 0.000000000000000000e+00
1.990589748284492311e+00 8.076128548159599019e-01 2.479789129689182747e+00 5.096935990340402053e-03 -2.045902602691804972e+01 2.686210168794313518e+02 4.601632629606544449e-03 2.580249600083458716e+00 7.703722401853303891e+05 0.000000000000000000e+00
2.370106495551434822e+00 8.101162484621635684e-01 2.968261610519668192e+00 5.072514484162921750e-03 -2.056275433309851053e+01 2.330451719344198409e+02 3.670550982531377727e-03 4.444175526877068627e+00 7.703722895116838627e+05 0.000000000000000000e+00
1.551365104404910600e+00 8.406157918450394284e-01 2.531903124438365182e+00 5.075672838468861005e-03 -2.031009674701981993e+01 2.641063318086929712e+02 3.366522069246630829e-03 2.015304277864919502e+00 7.703723682126230560e+05 0.000000000000000000e+00
1.391474248257247526e+00 8.209363791702199986e-01 2.244512627331705090e+00 5.119363722976636930e-03 -2.044607926578478185e+01 2.550562396617358445e+02 3.377351588210417230e-03 1.579913486618223173e+00 7.703723866577221779e+05 0.000000000000000000e+00
2.169710529138618949e+00 7.922806565820901259e-01 3.039793771426979152e+00 5.238223363171454899e-03 -2.058795176896750689e+01 2.389180159002547441e+02 4.973530732941340744e-03 4.598927870985906274e+00 7.703723879320106935e+05 0.000000000000000000e+00
1.722963202388281490e+00 9.227872338181670742e-01 1.552229651667391295e-03 5.097947447339640399e-03 -2.039376272814919844e+01 2.283302978939320838e+02 6.500573992994983924e-03 3.513431851435381503e+00 7.703724027329813689e+05 0.000000000000000000e+00
1.786637143628587721e+00 8.514932530523907639e-01 2.956464803457929058e+00 5.371647030921654353e-03 -2.039545857970086828e+01 2.376678645289148335e+02 3.952852229120739497e-03 3.720695992849528455e+00 7.703724035309649771e+05 0.000000000000000000e+00
1.732639713824906780e+00 7.751902893051176857e-01 2.072129164733805595e+00 5.075722270074000883e-03 -2.059823393205351749e+01 2.394308199053348289e+02 6.783544191219875730e-03 1.896941257163226702e+00 7.703724105396406958e+05 0.000000000000000000e+00
1.931005553059961688e+00 8.481645564014141936e-01 1.334234616362394599e+00 5.303983341186355172e-03 -2.031800562781608832e+01 2.397962300030440588e+02 4.058766104419404656e-03 8.564223723173454150e-01 7.703724355001092190e+05 0.000000000000000000e+00
1.847062579988253184e+00 8.631583636409093652e-01 2.638359462095080321e+00 5.106244717444740136e-03 -2.055546974802130578e+01 2.364564918362292474e+02 8.266592699817533474e-03 2.657665467696432415e+00 7.703724812132827938e+05 0.000000000000000000e+00
1.779711205768185200e+00 9.257318123480877681e-01 1.570108081466996541e+00 5.031032770095290874e-03 -2.030725040057940944e+01 2.424618483283468322e+02 5.174602412900547455e-03 1.356637177168007469e-02 7.703725302116933744e+05 0.000000000000000000e+00
1.248693882230792251e+00 8.079483996677629953e-01 2.242980778256102425e+00 5.063848744396363261e-03 -2.065293430825684950e+01 2.476235189526093450e+02 6.924026800884042904e-03 1.690300861195927373e+00 7.703725577973166946e+05 0.000000000000000000e+00
1.785584236696560634e+00 8.556528689557917344e-01 2.858886150898281908e+00 5.278605828233425869e-03 -2.051564058910423327e+01 2.352791970429117612e+02 4.871625204628856481e-03 3.576432046031844170e+00 7.703725685398667119e+05 0.000000000000000000e+00
1.816748434213631080e+00 8.388876345218714281e-01 1.245515755877685482e+00 5.208554537717443277e-03 -2.041397794611485139e+01 2.186048229627650414e+02 4.633397570076916265e-03 7.402811033334164570e-01 7.703725711371942889e+05 0.000000000000000000e+00
1.873638243680611604e+00 8.648408142716662583e-01 1.064216882522751595e+00 5.086657421701198771e-03 -2.053334162573660038e+01 2.301698593254918137e+02 5.444132802305388756e-03 5.881449179834045360e+00 7.703726278241639957e+05 0.000000000000000000e+00
1.780505464210331956e+00 7.847903103736028063e-01 1.939790146769772239e+00 5.095237702525049275e-03 -2.041748433466002766e+01 2.142402714273472668e+02 3.052993866889236116e-03 2.047009162828804296e+00 7.703726285258329008e+05 0.000000000000000000e+00
1.637494266779926599e+00 8.209040086829050287e-01 1.171905870419091222e+00 5.080188268904790166e-03 -2.052198906846204096e+01 2.249895614865837956e+02 4.828288900600628819e-03 6.187027190121194842e+00 7.703726346706481418e+05 0.000000000000000000e+00
1.659004950617395835e+00 7.954698126920505263e-01 1.851802135867675059e-01 5.075066225156132059e-03 -2.041890948941071571e+01 2.543702970169227058e+02 4.154729736234461651e-03 3.865984229942823536e+00 7.703726429410711862e+05 0.000000000000000000e+00
1.516463950070049860e+00 7.989831784164167505e-01 5.608353984538038128e-01 5.165126961671261639e-03 -2.047370862216442333e+01 2.420286049507284645e+02 5.249917406755508394e-03 4.947099859939622313e+00 7.703726609025301877e+05 0.000000000000000000e+00
1.978323173542384295e+00 7.732531459950113817e-01 2.150239532859743896e+00 5.031222010547293198e-03 -2.039719405804725483e+01 2.527490986836570812e+02 3.880925152325727032e-03 2.535253277488918044e+00 7.703726708968828898e+05 0.000000000000000000e+00
2.125436854213644811e+00 8.092362305179067183e-01 2.296177917009154967e+00 5.086456299885414728e-03 -2.053601762509670792e+01 2.602406311860626147e+02 4.085295254218808403e-03 2.588058636622195152e+00 7.703727405205797404e+05 0.000000000000000000e+00
2.124223377920871236e+00 7.805679399557969855e-01 1.842083569077772154e+00 5.110026523750838857e-03 -2.048267011179613206e+01 2.594674117433461333e+02 2.792808681093996229e-03 1.796697818456260975e+00 7.703727638721985277e+05 0.000000000000000000e+00
1.767846515453779910e+00 8.069035726205422421e-01 2.389562446790151728e+00 5.170659155100012887e-03 -2.044475355109939585e+01 2.236737865846093314e+02 3.777221978286650784e-03 3.002842080624780863e+00 7.703727768799338955e+05 0.000000000000000000e+00
1.774100145743574997e+00 8.776610646999443155e-01 9.958323611029024081e-01 5.262538396761600769e-03 -2.023161212848844670e+01 2.322935874667958274e+02 2.817016614305914608e-03 5.942257338413123868e+00 7.703728102977192029e+05 0.000000000000000000e+00
2.136969336930821584e+00 7.869974486732849162e-01 2.259317476671331981e+00 5.080635878047301546e-03 -2.067235821437806820e+01 2.418216653429985001e+02 5.052471604061642939e-03 2.801642719148681682e+00 7.703728271308753174e+05 0.000000000000000000e+00
2.233650659153875395e+00 8.083634936429623385e-01 3.101370371110993007e-01 5.098984165801932061e-03 -2.060455138752975657e+01 2.415822284449435813e+02 5.530506869170420670e-03 5.391703968605273012e+00 7.703728541635436704e+05 0.000000000000000000e+00
2.035683981062276882e+00 8.202575643182423715e-01 2.296256771488758730e+00 5.258653317786723437e-03 -2.055005942337258418e+01 2.499630869752119793e+02 5.006945422554928173e-03 2.702329739734020908e+00 7.703728582112805452e+05 0.000000000000000000e+00
1.545042758879294098e+00 8.480304618691093532e-01 6.435703179719957090e-01 5.088411831487720839e-03 -2.047879904298940446e+01 2.537583569523950757e+02 6.793826501469383584e-03 4.460519300598892123e+00 7.703728620581880677e+05 0.000000000000000000e+00
1.670005864175783339e+00 8.266948001195456586e-01 3.037571763641391254e+00 5.389211700152539766e-03 -2.034714098514936609e+01 2.504140591941401794e+02 3.706410434249885876e-03 3.963723524771421314e+00 7.703729075441587484e+05 0.000000000000000000e+00
1.559586501799226754e+00 7.963351234872737550e-01 1.159951205463587875e+00 5.186180755888357419e-03 -2.053055926359937544e+01 2.368689997539480032e+02 5.015251912549738116e-03 3.516844636396374013e-01 7.703729241130346199e+05 0.000000000000000000e+00
1.513366801049044863e+00 8.854840024270304033e-01 9.550741234858167727e-01 5.024592332962580718e-03 -2.036265421363108530e+01 2.418554514623050977e+02 4.502322423421682707e-03 5.172736507944030393e+00 7.703729675914018881e+05 0.000000000000000000e+00
1.670189184531617244e+00 9.658478662828023920e-01 4.290381976169275191e-01 5.086821412426978904e-03 -2.021312091211757078e+01 2.378746206506958174e+02 5.348161513695505118e-03 3.838581895365932528e+00 7.703729984489604831e+05 0.000000000000000000e+00
1.910277598939656762e+00 8.230719230720989765e-01 3.913724761430468768e-01 5.232576743196506140e-03 -2.055601370280001561e+01 2.286073480698518097e+02 5.336622695811985354e-03 5.305538697249684077e+00 7.703730023345402442e+05 0.000000000000000000e+00
1.482220885357224516e+00 8.422706649707185633e-01 2.639652469043705985e+00 5.126862082822062835e-03 -2.037334949425831709e+01 2.429777386380532391e+02 5.155538035685247600e-03 2.858410704212041686e+00 7.703730036893559154e+05 0.000000000000000000e+00
1.892928289122568941e+00 8.446736924617039843e-01 1.124610116498928170e+00 5.049542903282547464e-03 -2.021108620412007184e+01 2.056787576758367493e+02 2.548317378520929908e-03 2.703562672270579670e-01 7.703730284921925049e+05 0.000000000000000000e+00
1.771538777634654505e+00 9.562404032488630579e-01 2.294277741982976959e+00 5.089574946315599153e-03 -2.030028168490726870e+01 2.281691126752051275e+02 5.148677280199531921e-03 1.478792955402871589e+00 7.703730295129446313e+05 0.000000000000000000e+00
2.101527850569352207e+00 7.952617751123943757e-01 2.928967095862817338e+00 5.113902341820818209e-03 -2.050870693817639179e+01 2.307848387405774133e+02 3.454613796169998027e-03 4.008092324537429363e+00 7.703730433636729140e+05 0.000000000000000000e+00
1.560527366998684107e+00 9.529641166137354791e-01 5.941303108513731335e-01 5.098111347834058220e-03 -2.043059752136193197e+01 2.395592140091766566e+02 8.292347783980724349e-03 4.192082896597185915e+00 7.703730499949951191e+05 0.000000000000000000e+00
2.070026861597347168e+00 8.086687434507807692e-01 1.252038105409538082e-01 5.336545108582551634e-03 -2.055531608728116666e+01 2.389227559924607078e+02 5.169635830138086426e-03 5.071150290180900910e+00 7.703730519333330449e+05 0.000000000000000000e+00
1.940719500763607552e+00 8.328740665950544741e-01 2.507975132714581612e+00 5.286167199685306087e-03 -2.037569816030827852e+01 2.478824472891632809e+02 2.798216685368698931e-03 2.992369422445821048e+00 7.703730611938150832e+05 0.000000000000000000e+00
1.811591510451875386e+00 8.591830754639036005e-01 4.867645687195728543e-01 5.069248019973507380e-03 -2.042914956976112961e+01 2.267417851764560623e+02 7.203268143786542219e-03 4.892334737807285450e+00 7.703730657330986578e+05 0.000000000000000000e+00
1.676436880187734069e+00 9.500221928178872455e-01 2.785368854352966217e+00 5.033375865607469905e-03 -2.035567175238121251e+01 2.382342722465632505e+02 8.006163616146999909e-03 2.010818520020641209e+00 7.703730912378702778e+05 0.000000000000000000e+00
2.042611601884076755e+00 7.813170208137334427e-01 2.099204109914984961e+00 5.111041210001122589e-03 -2.053203999024621851e+01 2.409162036992053118e+02 2.958983311373440585e-03 2.459959617370144347e+00 7.703730982326560188e+05 0.000000000000000000e+00
2.211244225954248854e+00 8.015950064351069493e-01 1.114635357276569705e+00 5.029816289308836758e-03 -2.052179100915851606e+01 2.329673286202197460e+02 5.731360947837597052e-03 7.726791271996725774e-01 7.703730989221597556e+05 0.000000000000000000e+00
1.845393631248990030e+00 8.298666857212598780e-01 6.068824431530144003e-02 5.041415267974748773e-03 -2.032185307840067523e+01 2.177874521354906960e+02 3.968298487239214564e-03 4.643565887097739875e+00 7.703731428074424621e+05 0.000000000000000000e+00
2.119380355163662966e+00 7.838069793117649064e-01 2.604477799867516818e+00 5.045310355842233183e-03 -2.048672703405378570e+01 2.633582605340415626e+02 3.215933012710189918e-03 3.257891916610916816e+00 7.703731691834618105e+05 0.000000000000000000e+00
2.115459291145672882e+00 8.005210507600865055e-01 2.212963810782424545e+00 5.118582032715248906e-03 -2.035125879421000761e+01 2.479156500855112597e+02 4.215677838284389960e-03 2.428292491933266017e+00 7.703732183145772433e+05 0.000000000000000000e+00
1.640550467999603912e+00 8.587422870122164431e-01 1.861985451063800978e+00 5.099456392721453055e-03 -2.026366532900891215e+01 2.550467346972217797e+02 4.620349339115818049e-03 8.920733408570890033e-01 7.703732292422798928e+05 0.000000000000000000e+00
1.973944400272616972e+00 7.886135762656009129e-01 1.341942450848379043e-01 5.064132849985482875e-03 -2.062657094949541303e+01 2.501673501053873281e+02 7.322764316812596826e-03 4.322992832622642112e+00 7.703732376841456862e+05 0.000000000000000000e+00
1.773480911119645675e+00 7.990150196066431176e-01 7.998817672027102033e-01 5.049347580248396243e-03 -2.061960111250850147e+01 2.554253345951703977e+02 5.517820673200413487e-03 5.449088742628776849e+00 7.703733214974915609e+05 0.000000000000000000e+00
1.745913751109615442e+00 7.983664296365314827e-01 2.931040380479369434e-01 5.174500770463939456e-03 -2.028696211975686836e+01 2.428717166744587246e+02 3.312657410466487290e-03 4.806841853461760294e+00 7.703733558967942372e+05 0.000000000000000000e+00
1.644714039639065373e+00 8.379610676526595414e-01 2.878538365748825711e+00 5.387444305826098734e-03 -2.037268098678623218e+01 2.382310514779738924e+02 3.939438641484170438e-03 3.582762903353807982e+00 7.703733761263956549e+05 0.000000000000000000e+00
1.743912082168639355e+00 8.649762453252262118e-01 4.210180089841437101e-01 5.358528907550333918e-03 -2.047049700545221640e+01 2.476729727143033131e+02 5.605324013981935471e-03 4.666071791616323239e+00 7.703733953848083038e+05 0.000000000000000000e+00
1.730123015117338792e+00 8.275912869024502072e-01 8.088481177674514133e-02 5.307881210841998779e-03 -2.052071574010659560e+01 2.526827562367471387e+02 4.673122270027824793e-03 4.273605538709697171e+00 7.703734519091048278e+05 0.000000000000000000e+00
1.672993929090945908e+00 8.685696946024906717e-01 7.884953355373730544e-01 5.342557938662455437e-03 -2.042242728447105549e+01 2.339055323528731662e+02 4.770454355233750762e-03 5.737071355575684706e+00 7.703734544687771704e+05 0.000000000000000000e+00
1.546114215319245755e+00 8.224152397974646700e-01 5.968999552612921367e-01 5.135277468907486348e-03 -2.043703794136022012e+01 2.440680249609219743e+02 4.134158918623937959e-03 5.191177962879857333e+00 7.703734579564314336e+05 0.000000000000000000e+00
1.667532155077814604e+00 8.170863689520821982e-01 2.491781639206267940e+00 5.126717276992391950e-03 -2.061286727908545657e+01 2.466900581223577831e+02 8.267906810853179952e-03 2.812779863307089290e+00 7.703734751642795745e+05 0.000000000000000000e+00
1.826995172266451473e+00 8.376714372763238714e-01 1.657568602127238000e+00 5.366614977566993953e-03 -2.039592742572278539e+01 2.314283282581677952e+02 3.493671825164002074e-03 1.674118893272311004e+00 7.703734967419449240e+05 0.000000000000000000e+00
1.797550068343168217e+00 7.806296843360487347e-01 1.459693161232964220e+00 5.063441831207520470e-03 -2.049976083261408988e+01 2.468456237462166030e+02 5.653193437803582383e-03 5.200662506588400458e-01 7.703735148152237525e+05 0.000000000000000000e+00
1.505696657173135611e+00 8.231745172640426711e-01 1.327765049315213108e+00 5.307792300033656319e-03 -2.035800646257894186e+01 2.432885287412153730e+02 3.522236206621629298e-03 5.500747215401269319e-01 7.703735428587913048e+05 0.000000000000000000e+00
1.956747872502264451e+00 8.711781495917102491e-01 2.166584882317134642e-01 5.112833349690325963e-03 -2.025102834773899829e+01 2.538924322394011597e+02 2.811445812185018982e-03 4.176115355398238194e+00 7.703735443416868802e+05 0.000000000000000000e+00
1.633960269347429772e+00 8.255247017137604670e-01 3.106196417648984465e+00 5.138097635810542560e-03 -2.039367141560740393e+01 2.471944462891133867e+02 5.479770233215429734e-03 3.905101408379725747e+00 7.703735620114335325e+05 0.000000000000000000e+00
