	maP	maxL	KL	stdev	mean	median	stacc	injection	value
l1_spcal_amp_3	-0.016962681217353177	-0.10113112120753597	None	0.0408476888192	-0.010235887853382659	-0.01026581296963893	None	None
l1_spcal_amp_2	0.03441512765827301	-0.0602986233916853	None	0.0307426601833	0.007364209318450412	0.007830758996549609	None	None
l1_spcal_amp_1	0.01668019159847763	-0.007341197040235576	None	0.0212445613141	0.007131529523502256	0.007246644501418961	None	None
l1_spcal_amp_0	0.005868129339484513	0.020122399230282702	None	0.0206162392075	0.0020545767940233655	0.0020617365984153127	None	None
l1_spcal_amp_7	0.027193612296678996	0.008052211170281301	None	0.0119527066187	0.008460155428200592	0.008443879472518342	None	None
l1_spcal_amp_6	0.02341588414509301	0.024261771131205444	None	0.0194727145059	0.008299928355756176	0.008138506653330786	None	None
l1_spcal_amp_5	-0.006647398475915023	-0.0032950908935563726	None	0.0101782416419	0.003131871055731521	0.0031517757362234363	None	None
l1_spcal_amp_4	0.009421044156688286	-0.015520508672422198	None	0.0142301184174	0.0007228685886226603	0.0005245510313631135	None	None
l1_spcal_amp_9	0.001489840241502365	0.016039919857664245	None	0.00878620781853	0.007230748174284749	0.0072928299069948965	None	None
l1_spcal_amp_8	0.003693107380624073	-0.0004426592445019165	None	0.00920851321084	0.008768665223771312	0.008730151518742062	None	None
matched_filter_snr	15.948983798763983	16.136065198717684	None	0.196333251112	15.622050444079543	15.6428102225005	None	None
redshift	0.17274806974054993	0.13551584841930056	None	0.0506817962264	0.1831808402156218	0.17777927393496817	None	None
logll1	117.51195556815355	119.88130073822003	None	2.55218786745	113.69449761605588	113.8997949030454	None	None
signalmodelflag	1.0	1.0	None	0.0	1.0	1.0	None	None
temperature	1.0	1.0	None	0.0	1.0	1.0	None	None
m1	44.58116852082772	40.460721226499665	None	5.75567136907	40.46431051270495	39.33543166823442	None	None
l_peak_evol	3.3396851904641425	3.6993954898002332	None	0.420062390332	3.480682274330339	3.5883230486387667	None	None
v1_spcal_phase_8	-0.0013656983818122726	-0.032153987705980984	None	0.0416203883885	-0.0017293912473667855	-0.0018475827076506694	None	None
v1_spcal_phase_9	-0.029753039710420072	-0.04657059784223804	None	0.0473728575424	0.00024963310801333046	0.00024674234643196676	None	None
m2	26.215470199292383	29.38741459956372	None	3.54836542545	28.326841049026584	28.706556031164006	None	None
v1_spcal_phase_4	-0.01666283768809581	0.05130872495660413	None	0.0351490799099	-0.0029156820604992026	-0.002724020187708088	None	None
v1_spcal_phase_5	0.0038907358747845896	-0.022820777517027317	None	0.0359113276416	-0.0008972957199241219	-0.0009853643357117768	None	None
v1_spcal_phase_6	0.05069420314573078	-0.07116153389694663	None	0.0363685905222	-0.0019532715585408628	-0.0018731332952220603	None	None
lal_pnorder	8.0	8.0	None	0.0	8.0	8.0	None	None
v1_spcal_phase_0	0.01043215073735278	-0.0018768191845737591	None	0.0350873526565	0.0007514714436757686	0.00043650446256970833	None	None
v1_spcal_phase_1	-0.003310636334902157	0.005414158453505417	None	0.0351278606015	-0.0008051588415990044	-0.0011188242108981872	None	None
v1_spcal_phase_2	0.007544719871960207	-0.07026083654695565	None	0.0349299366763	0.0008784059630162481	0.0009572012316944362	None	None
v1_spcal_phase_3	0.016265010043665883	-0.03932102959405488	None	0.035951218889	-0.0057950099525458515	-0.0059295218268934045	None	None
mtotal	70.7966387201201	69.84813582606338	None	3.32810093185	68.79115156173152	68.41991435789744	None	None
nifo	2.0	2.0	None	0.0	2.0	2.0	None	None
l1_spcal_freq_1	28.67406863806368	28.67406863806368	None	7.1054273576e-15	28.674068638063673	28.67406863806368	None	None
v1_spcal_freq_8	357.0299049368293	357.0299049368293	None	1.13686837722e-13	357.02990493682944	357.0299049368293	None	None
v1_spcal_freq_9	511.87499999999966	511.87499999999966	None	1.13686837722e-13	511.8749999999998	511.87499999999966	None	None
v1_spcal_freq_4	84.50205973073435	84.50205973073435	None	0.0	84.50205973073435	84.50205973073435	None	None
dtau220	-0.16258007086126708	-0.07186797299210773	None	0.318254086257	-0.001888756155238011	-0.025771267373950028	None	None
v1_spcal_freq_6	173.6944511279228	173.6944511279228	None	2.84217094304e-14	173.69445112792283	173.6944511279228	None	None
v1_spcal_freq_7	249.02633068464272	249.02633068464272	None	0.0	249.02633068464272	249.02633068464272	None	None
v1_spcal_freq_0	19.999999999999996	19.999999999999996	None	0.0	19.999999999999996	19.999999999999996	None	None
v1_spcal_freq_1	28.67406863806368	28.67406863806368	None	7.1054273576e-15	28.674068638063673	28.67406863806368	None	None
v1_spcal_freq_2	41.110110613019344	41.110110613019344	None	1.42108547152e-14	41.11011061301933	41.110110613019344	None	None
v1_spcal_freq_3	58.93970667180533	58.93970667180533	None	1.42108547152e-14	58.93970667180532	58.93970667180533	None	None
l1v1_relative_phase	-0.02197410284370882	-0.09628226921571814	None	0.265587703361	-0.01093282715767307	-0.01450251956350046	None	None
v1_spcal_phase_7	0.003532955403548624	0.014286317712616153	None	0.0380553062456	-0.00014052986833631198	-0.00018187663635810654	None	None
randomseed	760622925.0	760622917.0	None	11.5635494332	760622935.9142857	760622935.0	None	None
mc	29.554453410799454	29.94236058202025	None	1.02388738536	29.095766305737754	29.11852604207772	None	None
theta_jn	0.717046108380386	1.5772604212249104	None	0.813751954168	1.3125950884266138	1.1494000710631034	None	None
logprior	124.94460729658567	99.90593564059705	None	4.66325069001	113.83943614154185	114.18141410142661	None	None
logpost	252.08427886151276	230.06814642273653	None	5.47007778462	235.34429734565344	235.69929972901622	None	None
h1l1_delay	0.008218765258789062	0.0061490535736083984	None	0.00581845499456	0.003614305760249619	0.00621187686920166	None	None
v1_cplx_snr_amp	4.404959437068846	4.5665942449657475	None	0.403540977984	4.1283510234985465	4.22039540754486	None	None
h1_end_time	1245955943.1677644	1245955943.1695063	None	0.00582405723586	1245955943.1723294	1245955943.1698174	None	None
m2_source	22.35388049292812	25.880232883118794	None	3.27902147244	24.00154550330164	24.423444158493037	None	None
l1_spcal_phase_8	0.011930116456250223	0.007912175116575422	None	0.00568486233292	0.005453656855509103	0.005462138603857266	None	None
l1_spcal_phase_9	0.015356215489305164	0.006817868776817773	None	0.00658796617137	0.009579178186938899	0.009592206966120103	None	None
l1_spcal_phase_6	0.012563799081467979	-0.027551257408877577	None	0.0143300449029	0.00351895711437711	0.0035474809392787012	None	None
l1_spcal_phase_7	0.0038735418602239497	0.014343955639800825	None	0.00547338249992	0.0035431954648443616	0.0035619978487825433	None	None
l1_spcal_phase_4	-0.03405068869457982	-0.012790468522963852	None	0.027291881322	-0.003465302377099914	-0.0034301714594742196	None	None
dec	-0.13039409390952478	-0.4305374209200786	None	0.428085172987	-0.19501480534345478	-0.20337766063721013	None	None
l1_spcal_phase_2	-0.03279961416996917	-0.04678936337149569	None	0.044508219038	-0.010002588320245967	-0.010366096310218174	None	None
l1_spcal_phase_3	-0.014446433984415183	0.04251000863074948	None	0.0239620788377	-0.00480885203180523	-0.00470304124940107	None	None
l1_spcal_phase_0	0.0018746194241317377	-0.010767818368984237	None	0.00874299044966	0.0009007121927206952	0.0009633326336442065	None	None
l1_spcal_phase_1	0.005534287186002034	-0.006535386897239976	None	0.0227025961517	-0.0016096954832153314	-0.0018536906510980414	None	None
nlocaltemps	1.0	1.0	None	0.0	1.0	1.0	None	None
spcal_active	1.0	1.0	None	0.0	1.0	1.0	None	None
v1_optimal_snr	4.727598133032442	4.6387296870273556	None	0.741743854306	4.4617204134086155	4.512705317342913	None	None
a1z	0.12107871167055242	0.028075644916554912	None	0.168655721656	0.07265766123329678	0.054437156706012915	None	None
samplerate	1024.0	1024.0	None	0.0	1024.0	1024.0	None	None
nulllogl	-7990.909529839747	-7990.909529839747	None	1.67033256195e-11	-7990.90952983975	-7990.909529839747	None	None
deltalogl	127.13967156492708	130.16221078213948	None	3.14894162345	121.50486120411158	121.79677538206852	None	None
l1h1_delay	-0.008218765258789062	-0.0061490535736083984	None	0.00581845499456	-0.003614305760249619	-0.00621187686920166	None	None
segmentstart	1245955937.18	1245955937.18	None	0.0	1245955937.18	1245955937.18	None	None
eta	0.23317598590154198	0.24371674014410252	None	0.0140860380797	0.23898328302951966	0.24401233375871695	None	None
spcal_npts	10.0	10.0	None	0.0	10.0	10.0	None	None
v1l1_delay	0.0016868114471435547	0.0011458396911621094	None	0.00250187405821	0.0020779553945962483	0.00182342529296875	None	None
afz_evol	0.6900423938284734	0.708915032406638	None	0.0372453239416	0.6865009272136301	0.6902889911639727	None	None
a2z	0.11868814648634649	0.3065352275743631	None	0.226651400153	0.06832242787113738	0.03926004679742122	None	None
time	1245955943.1628625	1245955943.1600258	None	0.0117058595001	1245955943.1671999	1245955943.1621099	None	None
a1	0.12107871167055242	0.028075644916554912	None	0.121797023249	0.13743861651907244	0.10562725741805143	None	None
a2	0.11868814648634649	0.3065352275743631	None	0.163567987285	0.17112663403789097	0.12132064557305028	None	None
optimal_snr	16.250216405558817	15.916569109884183	None	1.02627789257	15.370401123700871	15.37646401238688	None	None
phase	1.768917511453757	3.0854140145967035	None	1.74008081229	3.0816376765604323	3.048072510063653	None	None
alpha	1.6346202487081753	1.614134958942325	None	0.105790565543	1.6501358267761206	1.6396826972810623	None	None
cycle	-100000.0	1142000.0	None	504020.229042	895635.4191263282	888000.0	None	None
m1_source	38.014275760599226	35.632018067227484	None	4.7708281967	34.2232523631236	33.46646488277218	None	None
v1_cplx_snr_arg	0.04604292472974794	0.11641483962690617	None	0.256994203136	0.012072569355548074	0.014513523037873528	None	None
mtotal_source	60.368156253527346	61.51225095034628	None	3.37604838881	58.224797866425234	58.09987473351073	None	None
flow	20.0	20.0	None	0.0	20.0	20.0	None	None
chi_eff	0.12019350311434161	0.1452327759982549	None	0.0968376319165	0.07203943441714175	0.07302760637759109	None	None
q	0.5880390996715322	0.7263195936387928	None	0.164870026049	0.721948142431055	0.7319615862646505	None	None
azimuth	2.6533076906913045	2.954714951478764	None	1.33917947435	3.338987555813458	2.9062990833686753	None	None
