# domega dtau
1.330780876222743270e-01 5.352591967557982500e-01
4.398202127729676225e-01 -6.644290721438128600e-03
3.503274461837389553e-01 -1.167440945931117469e-01
3.517361213713535162e-02 3.031676323342613610e-03
2.463834996209651740e-02 -2.179612341480520743e-01
1.112468470457503716e-01 -1.398152506594865230e-01
1.112468470457503716e-01 3.253936029889934467e-01
1.530337355506252717e-01 -3.858547361444575330e-02
3.873570709133854484e-01 -2.969992513799120104e-01
3.851752820278914191e-01 -3.073409204821617169e-01
3.563620672563166947e-01 -3.073409204821617169e-01
7.023129316557852331e-01 -6.017885691642078649e-01
4.174671275271934490e-01 -3.871035166227159152e-01
2.996026667719922654e-01 -3.862882722331732466e-01
3.696570116731248690e-01 -4.476707067699782217e-01
1.554784794957679850e-01 -1.253836409172340849e-01
9.302142587212844371e-02 -1.805646643908952464e-01
1.183839078653508015e-01 -2.674599662345227280e-01
2.073068131573448103e-01 5.807502312460710581e-02
9.547013503507773002e-02 2.369043686125890669e-02
7.109121525200046143e-02 -3.465320112424028487e-01
6.943868650398585252e-02 1.619500701044740421e-01
1.757637969490050689e-01 -2.088079732803548860e-01
7.195864856246403374e-02 5.455730786819534828e-02
2.437098073755836758e-01 1.620424308204871655e-01
1.764510719974170250e-01 -3.316254802466865326e-01
1.764510719974170250e-01 -1.718857328376563187e-01
1.600621066074138510e-01 -1.718857328376563187e-01
1.600621066074138510e-01 -1.718857328376563187e-01
1.038927198353256087e-01 -2.400771574772617711e-01
1.676195819921430796e-01 -3.037044344036388677e-01
7.439873334483423917e-02 -1.480624263665250850e-01
7.676439336626623977e-02 -9.639419286814421284e-02
1.282323109706282327e-01 7.457064864276456984e-01
1.282837245755769351e-01 5.579729637913565243e-01
1.620545495869147035e-01 -3.255095783564383449e-01
1.112229120435586638e-01 -1.767439819075366514e-01
1.390031600138480761e-01 -1.767439819075366514e-01
2.328794755946964889e-01 -3.783147464610091548e-01
7.813192958290795520e-01 -4.922645520255862772e-01
1.404584912444524769e-01 2.172832198038182616e-01
3.095918892077299533e-01 -4.714433336998333779e-01
1.080618390354213532e-01 4.445795604549976354e-01
1.533912637455456252e-01 -4.994223805073122469e-01
1.962013423129955303e+00 -7.151719716592606080e-01
-2.789274868086160653e-01 -1.854050606025692549e-01
3.060279866999350562e-02 -3.893478830331373874e-01
3.060279866999350562e-02 -1.394127367258125583e-01
5.907245574214769340e-02 2.002589310311260473e-01
6.019225413267586394e-02 -1.424015101730225982e-02
4.914497187780697551e-02 -6.901180027401931927e-02
6.741639758575325436e-02 -8.674927133035803539e-03
1.041521882330525839e-01 -1.475914555116714932e-01
3.068639177486451874e-01 -3.070376166943514784e-01
3.726570448855464068e-01 -2.150825122857851213e-01
3.009851187653071053e-03 5.499478286706677155e-02
3.059096805509791128e-01 -1.217387471898995349e-01
-1.931451447081320577e-02 -2.202707425792088114e-01
2.056121837974997368e-02 1.537224017538758314e-01
5.200399669784502854e-02 5.494877641328973494e-01
6.050766299113904956e-02 4.217799735429739183e-03
1.531301619118987656e-01 -1.049455611442659253e-01
3.681867646638486979e-01 -1.946448230676144919e-01
2.717667369789146248e-01 -3.721321811521847156e-01
3.382111722865658310e-01 -1.296609224083683509e-01
2.576310703278439918e-01 -1.296609224083683509e-01
1.439636538725323489e-01 -2.324565904786148884e-01
1.415989910206512936e-01 -6.219875965185014954e-02
1.034831854471439383e-01 2.764352318727578139e-02
2.171530255329286174e-01 1.696641474607616107e-01
2.186575042265080371e-01 1.113344434471915945e-01
2.186575042265080371e-01 -2.574555611021082102e-01
1.868593431082832615e-02 -2.686056249179932243e-01
1.413422239904370548e-01 -1.388603513032318215e-01
1.806881914086307106e-01 8.224137420752741789e-02
1.713781247218892911e-01 -1.499757133307229040e-01
1.708718646747073577e-01 -1.543270376453078629e-01
2.750541378970116635e-01 -8.019516080482014253e-03
1.268269243996465456e-01 -2.008804354255365465e-01
1.399320708433219318e-01 -1.982943519298325796e-01
1.577866273071728276e-01 -2.235197260638356331e-01
1.688242193589615248e-01 -1.623966151892235199e-01
1.192315302131199961e-01 -4.698095284353825951e-01
1.934172059592532411e-01 -4.753327865926346152e-01
1.191326755258402814e-01 -4.175580785527593930e-01
1.205891452177338397e-01 3.665396750614087207e-01
2.450660610361546365e-01 -4.713855196512762857e-01
4.012662507937618805e-01 -4.892422592380073487e-01
1.126395061788755814e-01 -1.830641860000407628e-01
1.756872278966166157e-01 -1.927024071753920542e-01
1.038781275946017574e-01 -2.831111229076248570e-01
1.297449057361803049e-01 -1.751265601486744206e-01
8.012205508028595602e-02 -9.202427367290998139e-02
2.447013722866453467e-02 -5.968790032211468422e-02
3.455844709337214105e-01 -3.324603005938494005e-01
2.091318248162281068e-01 -3.198366711585401423e-01
1.470323620560256561e-01 3.250077355700731196e-01
1.392871624988902268e-01 -2.298893758359995404e-02
1.515569934841919653e-01 2.592904398813875022e-02
1.515569934841919653e-01 -1.362202916055327007e-01
7.561902631628204807e-02 -1.437517282414542408e-01
1.765179633682356919e-01 -1.573652726365595833e-01
1.131091483170014872e-01 -3.059180356850526028e-01
3.226777288862575643e-01 -2.700373483456367518e-01
8.596089961792270639e-02 2.184255058724867693e-01
1.757637969490050689e-01 -2.088079732803548860e-01
1.345239242990360351e-01 -2.460709244753342961e-01
1.981380743954930246e-01 -2.869127280608361197e-01
2.666106939868268522e-01 -3.311812721696949513e-01
2.645649799775695588e-01 -2.028526376559314781e-01
4.037240176742401543e-02 -3.058965847605197297e-01
6.840258553916266082e-02 -2.405238853001390731e-01
1.370824767294837321e-01 -2.225421584301758848e-01
1.397235453179481446e-01 -2.491281824355373875e-01
1.734943703292859130e-01 -1.490821303972021949e-01
1.076215350674532834e-01 -4.047611467429523269e-01
2.058497499081800297e-02 -4.016286126413296520e-01
2.058497499081800297e-02 -7.060346363530017877e-02
-8.009671958559283489e-03 -5.008601524544600836e-02
-9.849840200263543927e-03 -3.710743984338447099e-01
-1.503021218390808260e-02 -3.520633807804287585e-01
1.173194018854057941e+00 -7.514256715829494837e-01
1.648181284193845908e-01 4.442013287229729657e-01
1.756390366194761909e-01 7.107521673743608659e-01
1.921758003457477160e-02 -1.309017291535482241e-01
1.756390366194761909e-01 2.987923544345783000e-01
2.740993926974025913e-02 -7.939103615396625457e-02
5.616579750734579379e-01 -6.454324080016637932e-01
2.675530015934275974e-01 -6.895492108059764202e-01
2.905043261292448303e-02 1.599976730615605969e-01
7.266512049397216844e-02 1.775856566922883184e-01
1.740914729255560678e+00 -6.444574969863196001e-01
1.887155087764418093e+00 -5.095559232264853522e-01
4.781370926709047064e-02 1.422040372254832208e-01
1.928409234009927781e-02 -4.135546973660142456e-03
1.603805373438247084e-01 -1.410657004342540377e-01
6.266440287804597720e-01 -7.234567121944042167e-01
7.872160873236005996e-02 -4.307407902247711307e-01
1.816942833735548657e+00 3.769380926691092704e-01
2.009689919291122173e-01 -3.503943998415421923e-01
2.068206307619892548e-01 -5.486834824563235902e-01
1.179761466752494936e+00 -5.564986624959982198e-01
4.038930158783842761e-01 -5.770359501250218459e-01
7.308595479443906751e-01 -5.759427264365479804e-01
4.699943489049032697e-01 -6.555004709309197874e-01
2.582749489274369092e-01 -3.063059956480281287e-01
2.742429952600524690e-01 -5.504407686104387798e-01
2.132593221057433319e-01 -4.972146025076625286e-01
2.475610202344382393e-01 -5.151827578995951118e-01
3.046315951889115303e-01 -3.623615948121985397e-01
7.666736563503312452e-02 3.016366626334759382e-01
1.972749250984658365e-01 -2.967860166477508943e-01
3.793914655859546015e-01 -4.117682975102927578e-01
1.752758110290496274e-01 -4.016576482169420537e-01
1.112758863142161297e-01 -4.642721287261259988e-01
1.112758863142161297e-01 -3.157549091375346784e-01
8.182487515004962519e-01 -6.490477901490085966e-01
3.976203349564469414e-02 -2.530887802726092817e-01
7.118375212313010625e-01 -5.947997758617423747e-01
1.281002250180888480e-01 3.460564355274120540e-01
1.427456899668769763e-01 1.449022425384228208e-01
1.644237429655299731e+00 -6.120778166472211623e-01
1.369458772867205021e-01 9.874046364853189539e-01
1.369458772867205021e-01 3.775392084037099139e-03
1.369458772867205021e-01 3.775392084037099139e-03
2.703482264858697581e-02 -4.117492854855154816e-01
1.452279107193234164e+00 -6.060381556327606445e-01
1.921522333774980051e+00 -1.879926172237140203e-01
2.041018484428901436e-01 8.715431562013134514e-02
2.482131924127486400e-01 -3.512163447886251233e-01
8.620657217358834723e-02 -3.931306632180702199e-01
2.580885895413476683e-01 -5.616446718126758553e-01
6.564205544136046955e-01 -6.020216415826974421e-01
4.546833787950320671e-01 -3.978672863044726560e-01
5.021710078228979190e-01 -4.307799838245233714e-01
3.089198149482823008e-01 -4.945125734054289790e-01
4.147136600654240390e-01 -5.217047451393126423e-01
2.848329135004758483e-01 -1.493405038794884399e-01
3.275902853303104267e-01 -2.407801973683782459e-01
1.471216189177014799e-01 6.193105829378831029e-02
2.100253899597002427e-01 -5.612376695321031894e-01
1.460921973812605301e-01 6.724298830374239033e-01
1.316160743403244626e-01 -5.568473329386393333e-02
1.061424109658306025e-01 9.330121978292176266e-01
1.148905018360528441e-01 3.898603355969381679e-01
1.134651373874832198e-01 -2.773552007827550514e-01
2.009024131888820230e-02 -8.096131576928500273e-02
2.003133073798892827e-01 -4.603603275037430054e-01
2.435093192839252740e-01 -4.930794027998010032e-01
1.023936155490179079e-01 -3.552332948147075009e-01
4.436548382401815926e-01 -4.908400390946742742e-01
7.818899157460086347e-01 -6.799296045792952992e-01
4.830774562810538630e-02 -1.222970207243326141e-01
4.441745012415691113e-02 -2.983416184947149663e-01
5.712582730126025687e-01 -6.081942168719197683e-01
6.721921813327620399e-01 -6.534227815053164079e-01
1.189111008891968302e+00 -4.972234913699654646e-01
1.397585679959632232e+00 -6.480234298653265723e-01
1.843008610391171587e+00 2.328648535359592875e-01
1.932237350296472922e+00 -5.198576406449347820e-01
1.450099343673354690e+00 -6.873995505557253249e-01
2.800792697103269835e-01 -2.189708411805395549e-01
1.008823817150126118e-01 3.573037594560855845e-02
8.164285541314850181e-02 -1.219021374198707569e-01
8.889569004054501122e-02 7.230623411682000068e-01
1.444750871298334238e-01 -2.319347679122485406e-01
2.089685094773265361e-01 -2.326730016325478101e-01
2.089685094773265361e-01 -1.305969263459530461e-01
1.695764709921854241e-01 -5.353767926282317069e-02
-2.428141472488178770e-03 1.363895696555123549e-01
1.455659863389945574e+00 -6.596478059215491463e-01
5.665892008919120454e-02 5.986675651879649340e-01
5.924323739066354733e-02 2.911844353677112140e-01
6.236449248670832696e-02 2.911844353677112140e-01
1.351735511270381329e-02 -5.035264685605012058e-02
1.470458181355060123e+00 -5.066308634591309978e-01
1.809918644725720061e+00 -2.161723544344595904e-01
1.832296899404749491e+00 -6.545528201330010898e-01
1.845777630891192622e+00 1.740802235489497529e-01
1.941862322545989394e-01 1.578692258869632270e-02
1.941862322545989394e-01 -6.245592157675251832e-02
1.866571114628110817e-01 1.744306704946558262e-01
1.866571114628110817e-01 2.015214441354964414e-01
1.007831875829758445e-01 -1.153555446798351924e-01
2.984972904794449544e-01 -2.610863747190920181e-01
5.072685983142726229e-01 -4.933284544608808608e-01
5.714707323952030738e-01 -5.161332809485059681e-01
4.902411887116502331e-01 -5.494059310329344470e-01
8.920224224712403061e-02 -6.233897439839940213e-02
1.657917222000252766e-01 -1.576605493951888648e-01
2.309344364725539889e-01 -4.686623735402895702e-03
2.341751109554441879e-01 -1.872885326105914461e-01
2.183862222049181567e-01 -2.334472401973299860e-01
3.223085056507258295e-01 -1.660930009857031209e-01
4.798587611429251387e-01 -7.267874109620706125e-02
1.360071257139761902e-01 4.706916291016504106e-01
1.387341004379752718e+00 -3.854315659854009035e-01
1.340615033079197160e-01 8.698550035466323660e-01
1.331452282949686927e-01 -2.368570975652423416e-01
3.330355681381907962e-01 -3.992785598973607186e-01
2.991227048852067028e-01 -6.948451348647752823e-01
6.391447585172443935e-02 -3.453539449844559850e-01
4.177932276118560551e-01 -4.931499879511578865e-01
2.434871326757098164e-01 1.962599621701944519e-01
6.910892717959702392e-01 -2.622241161990110370e-01
6.753003830454442635e-01 -2.439996720464185087e-01
4.899277715383629772e-01 -2.367923301633085287e-01
6.150721215915077034e-01 -3.077923079726888611e-01
4.841448861093073930e-01 -3.199710015156089216e-01
5.666818364712359335e-01 -2.968011808424951825e-01
3.085379900920182661e-01 -4.926390495648440004e-01
2.776364636543037223e-01 -4.572288098994840566e-01
4.168910083554435708e-01 -4.572288098994840566e-01
2.445682469648441382e-01 -1.812629995902577673e-01
2.201893271817668696e-01 -1.833297521755538617e-01
4.031965210032091851e-01 -4.265614717743346218e-01
3.828063404817502180e-01 -3.938131738101233736e-01
5.479204809640028095e-01 -3.865792314665746354e-01
1.444674905155086453e+00 -6.159769302356556953e-01
6.578434592450567442e-02 2.825556727265424728e-01
6.254726438228493807e-04 1.090386235675536164e-02
7.692203798009304705e-02 -3.979850737606271949e-01
8.580345778392603484e-02 -3.467393457183937655e-01
1.188182148625723106e-01 -3.248792431681510884e-01
2.644153097379404738e-01 -1.886294736371150194e-01
6.801012982620496805e-02 -2.324399582354128024e-01
1.666568628313962741e-01 -5.959350632339861439e-03
1.666568628313962741e-01 1.621114243024673607e-01
1.895947441710303938e-01 1.621114243024673607e-01
-2.436153796282122808e-02 -2.735265471122917402e-01
-1.574304593607883662e-03 -2.917928845420730277e-01
9.793398111754110513e-02 -1.973332647078192836e-01
1.061287907169962408e-01 -3.766596410274434259e-01
7.911617235461917974e-02 -2.792051550500382895e-01
1.562163705446230899e-01 -4.020706935218441580e-01
7.560365683736369746e-02 -2.923608352404855060e-01
1.728897579713283061e+00 -2.249937871525774513e-01
5.843182730536398972e-02 -3.968625499761651021e-01
3.345235609246819952e-01 -2.226353414188025348e-01
2.399994164422595555e-01 -1.052355136041864120e-01
2.351118484827812993e-01 -2.445345650193549991e-01
1.537919139545034231e-01 -2.445345650193549991e-01
6.232880270505038178e-04 -3.340118539388859942e-01
3.025855313684072678e-01 3.087672542602754033e-03
-3.192303956830505607e-02 -3.778826086939182649e-01
1.414435231039282703e-01 -3.832581438677694630e-01
6.980681190821086401e-01 -4.881968401593431706e-01
1.225244030552090635e-01 -8.944265898842831963e-02
1.163036590475331755e-01 -3.585752799170734972e-01
8.080586059560712631e-01 -6.274583646593745456e-01
9.544805806969822171e-02 -7.977355612072242752e-02
1.150448208663580885e-01 -8.139798720872006010e-02
5.435472444292407945e-02 -4.304950956231398118e-01
5.037445902776085255e-02 -2.537556398397067259e-01
6.157927674571231358e-02 -2.073879240452299322e-01
1.042878458382718448e-01 8.918703616178497162e-04
1.362113831474789094e-01 -2.292918498588104037e-01
3.195736822391950227e-01 -9.739988329040254189e-02
1.233166288630827695e-01 -3.329747356995307328e-01
-6.414312071413266758e-02 6.154656748759146367e-04
-5.094514329575662581e-02 -1.704800487383964155e-02
-5.094514329575662581e-02 3.463773871987005926e-01
-3.364658831055140908e-02 -1.878213552387818230e-01
-4.284504534400439962e-02 4.446206194071603557e-01
-4.438283795720256164e-02 -1.761543451379150027e-01
-2.899636704168515045e-02 1.095076214020809929e-01
4.415374467182332507e-01 -3.675164955459328531e-01
4.474865995996955004e-01 -2.085185717058370969e-01
2.851692065128095255e-01 2.521382387354356158e-01
2.471873190867800996e-01 4.506765964474111069e-02
2.915997833042804563e-02 -8.151655237031288359e-02
2.700085448196482343e-02 -1.942871129904874539e-01
3.034959433244616145e-02 -3.819983669157318573e-01
3.400085832110753825e-02 -3.525385380977130723e-02
2.099625682542408112e-01 -1.256219438592017790e-01
7.645277970802248635e-02 -1.905155889272256570e-02
3.459026434008478923e-02 1.765157301316599286e-02
5.563451921918079884e-02 -1.893806228061899882e-02
6.546547700613415677e-02 -2.902646339581461676e-01
4.220153220548034795e-02 -4.922679060010404228e-02
3.246655663772940459e-03 -4.828418759023797580e-02
2.258534367953022801e-02 -5.049650348883857193e-02
6.747556820162680866e-03 -7.844771862605053048e-02
8.030341668397045912e-03 -1.335059978207757403e-01
8.030341668397045912e-03 1.473380023824234775e-01
1.021141967342269370e-02 5.067320193250801630e-01
2.729762447297799308e-02 2.084715948585663670e-01
2.154354117964371249e-02 -3.125536073308974871e-01
3.555291917321391770e-02 -1.520105786205008247e-01
3.083942792213562392e-02 8.080941253325013562e-02
2.903182738258596185e-01 -6.148895660711604094e-01
4.138834840189847819e-01 -6.221341184420012826e-01
2.582413128981103090e-01 -4.554926560416441284e-01
1.826338117611798206e-01 -1.848890255179569675e-01
1.991626649585445386e-01 -4.841921550878711122e-02
9.878742096118053873e-02 -6.758148537511895482e-01
1.492282092958187589e-01 3.973884254288398976e-01
1.380453121643244463e-01 3.510417569439435170e-01
1.440797848309089690e-01 -1.273475791287032033e-02
1.466782129512677058e-01 7.205816951510185531e-02
1.501983582032672404e-01 1.273114790712918110e-01
1.503998764135232868e-01 1.473585725303463989e-01
1.394218723320788111e-01 -4.169598844639460511e-02
3.790605028940887689e-01 -1.398984416330504299e-01
