# freq_GR tau_GR
2.196453682789912989e+02 4.846229583524201689e-03
2.234037805274117261e+02 5.022693255452312031e-03
2.221915149892464854e+02 5.025115209843351166e-03
2.185768983872404476e+02 4.862706114792418252e-03
2.194121920224766313e+02 4.870395530947355979e-03
2.191272973016553181e+02 4.875000720686590260e-03
2.271054698210295726e+02 4.717499840595685938e-03
2.271916768343160982e+02 4.716084073881215109e-03
2.301640129187388766e+02 4.763290098542137876e-03
2.201894146216963861e+02 5.264246836265091233e-03
2.197911700924339016e+02 5.273230482087784901e-03
2.367294789889553215e+02 4.401350557692578803e-03
2.198693396447030182e+02 5.216174259987152104e-03
2.199914960752822140e+02 5.213173473334928310e-03
2.404189053515024170e+02 4.289175676367637351e-03
2.194548899891110239e+02 5.161933270739273508e-03
2.275025925897416528e+02 5.166016705006272816e-03
2.275250437223243409e+02 5.166312217664666834e-03
2.280293453148696869e+02 5.136594568274891089e-03
2.279003907602346430e+02 5.121224734778504276e-03
2.195191652028989040e+02 4.390637470231280315e-03
2.293203698343329222e+02 5.116248422632981886e-03
2.289397652076415284e+02 5.171344884202347218e-03
2.289953181927241417e+02 5.170827314416952779e-03
2.296488061901274307e+02 5.189096227046417070e-03
2.448704265002593559e+02 4.343805198304681765e-03
2.298166607777211254e+02 5.184336437941079560e-03
2.448080960222783631e+02 4.320023830973283331e-03
2.307711711218790924e+02 5.101075276900570235e-03
2.309079097985559486e+02 5.105011258571681004e-03
2.313070418217336055e+02 5.200251905142842107e-03
2.313142730037330068e+02 5.198896868379850392e-03
2.309512551909463980e+02 5.208084027055122009e-03
2.308499437051853818e+02 5.211199821890588266e-03
2.306640152016260004e+02 5.228944153440043784e-03
2.307081319141374252e+02 5.226570613630829136e-03
2.306707569574067804e+02 5.225072542667799462e-03
2.306600144331641218e+02 5.225559876319250951e-03
2.305849506634551176e+02 5.226434672853959469e-03
2.312014910973835526e+02 5.280013522766800402e-03
2.305695636742022145e+02 5.271041359743529851e-03
2.303338375510482194e+02 5.282357809703276327e-03
2.307524787071386925e+02 5.270300252469714737e-03
2.273422225522256497e+02 5.126295386364256024e-03
2.272350193084486989e+02 5.130210863706338720e-03
2.271706524217309493e+02 5.132376275103058515e-03
2.271071192151022444e+02 5.088242963503944796e-03
2.234299050834384275e+02 5.330877161232816519e-03
2.276459319229209086e+02 5.262771062071784633e-03
2.278033660227918915e+02 5.259474969459628120e-03
2.261833989251940693e+02 5.309123442138421155e-03
2.261926907418285850e+02 5.342075858514751426e-03
2.282021009401075560e+02 5.215318540817777751e-03
2.286967179812923234e+02 5.212944996138603633e-03
2.289179662520110696e+02 5.227510260426046496e-03
2.271887112792699099e+02 5.253909382393315980e-03
2.275826016959333913e+02 5.256525816059954594e-03
2.275397584437596947e+02 5.260729950326423036e-03
2.262564147434642052e+02 4.774783965985894899e-03
2.256640249742721380e+02 4.759863956922317021e-03
2.286804420724531042e+02 5.203948509173655403e-03
2.282271744510807707e+02 5.235491317042630967e-03
2.290265130961102784e+02 5.264860144710139384e-03
2.289685036570089665e+02 5.266159280163462166e-03
2.289430495211958316e+02 5.281326253220591446e-03
2.288945586311596117e+02 5.274838436384591232e-03
2.234057879696533746e+02 5.593910054364245425e-03
2.335341367629081617e+02 4.978760870773563975e-03
2.328953708715213509e+02 5.010388127136077875e-03
2.330883680215924301e+02 5.006120621516985635e-03
2.334266236365166094e+02 5.284846796855071673e-03
2.333112369175480012e+02 5.291321273992821358e-03
2.333515959813185816e+02 5.295911755443142438e-03
2.326776613191092906e+02 5.275416016718440654e-03
2.325627048646743162e+02 5.269203581857617724e-03
2.211269787865875855e+02 5.063459683423554916e-03
2.330020095467821193e+02 5.298105109115337427e-03
2.200391733833871228e+02 5.039343718543824215e-03
2.291460797730102001e+02 5.068578964089852888e-03
2.295182189890446409e+02 5.055550368171203394e-03
2.295639337796681332e+02 5.055181143832744063e-03
2.296462735502294379e+02 5.055656430121037263e-03
2.290937336916532843e+02 5.064904516971491938e-03
2.281653973954300909e+02 5.093674500519537567e-03
2.283633092945118221e+02 5.089130349713736137e-03
2.284807127662471942e+02 5.085914894886555890e-03
2.288201859525178179e+02 5.076239544927681722e-03
2.288610538155202789e+02 5.076642220902373784e-03
2.289063392795624736e+02 5.075904511560981949e-03
2.290048768482633363e+02 5.070600343405284871e-03
2.288997552753834270e+02 5.076124022650400219e-03
2.357463247709069378e+02 5.341318082646457667e-03
2.241319489728651604e+02 5.304411443345003266e-03
2.242473184453956208e+02 5.302929654067047548e-03
2.361988712446217278e+02 4.887170827287345108e-03
2.243644783255932964e+02 5.300784958767794548e-03
2.362735898205239664e+02 4.862993219396902038e-03
2.322541777259052935e+02 5.336481356460375663e-03
2.321058469904825472e+02 5.360534982676558313e-03
2.360144541896091255e+02 4.894451489996033515e-03
2.358353979492219139e+02 4.906855787540027013e-03
2.324513578069995390e+02 5.357938047400401770e-03
2.324170941389548943e+02 5.357577708571696629e-03
2.337346563163673920e+02 5.051741224520895149e-03
2.339644488429177898e+02 5.037456255857529659e-03
2.299529311861783754e+02 5.372710698483558478e-03
2.319150149105792877e+02 5.416193222741856779e-03
2.297876024372658890e+02 5.338558727167653541e-03
2.318509637730851978e+02 5.417730135030373977e-03
2.274842272709764188e+02 5.499368731359449702e-03
2.313332126901208881e+02 5.395759191719824883e-03
2.328992989124129736e+02 5.221934330945552337e-03
2.335112902451421917e+02 5.196984125618937106e-03
2.322918589363018782e+02 5.117659880559585414e-03
2.273801522140595068e+02 4.922809662985976227e-03
2.359787114936079035e+02 5.193055241104897572e-03
2.366546049171507207e+02 5.220547030094771154e-03
2.369718045822635304e+02 5.199716076264767999e-03
2.392155227646299238e+02 5.066571737498969628e-03
2.392120012933752662e+02 5.078082844920552182e-03
2.297286506195234494e+02 5.151821497950748348e-03
2.388296048496984270e+02 5.091632701376490322e-03
2.390446349591286435e+02 5.099955718479976668e-03
2.390531509479049532e+02 5.108895264632843866e-03
2.386161154750604965e+02 5.095854828570961330e-03
2.386444677269174974e+02 5.099341415205068534e-03
2.279725432919382797e+02 4.967321158030177722e-03
2.381018461982295946e+02 5.071510220811226502e-03
2.382736696321939576e+02 5.065548140919297511e-03
2.312603915572551614e+02 5.042900976152888022e-03
2.264212819227470845e+02 5.170876873827359894e-03
2.387482104016977189e+02 4.979782721056718112e-03
2.265217743022046761e+02 5.169022731701607837e-03
2.266557604400116759e+02 5.165866238689292150e-03
2.270004581444849805e+02 5.162221577974645398e-03
2.274882597391014087e+02 5.154280265770892072e-03
2.311010089232075870e+02 5.536813444897103337e-03
2.292682013584337710e+02 5.543996009215313228e-03
2.279726788866486231e+02 5.143998827248380361e-03
2.302935012384185143e+02 5.378803575077760295e-03
2.349355097303023285e+02 5.289313618710504185e-03
2.340121628232712681e+02 5.374624735743456332e-03
2.340012261862448497e+02 5.379336333705967560e-03
2.348918027799247739e+02 5.440162139322215346e-03
2.356730547672947580e+02 5.496563581054612728e-03
2.258076929160501720e+02 5.077335333166396909e-03
2.348859441008058582e+02 5.419032033927224587e-03
2.347350271258024748e+02 5.423694214270708552e-03
2.270268648638775346e+02 5.096531014459709970e-03
2.281059312537303470e+02 5.272676551407082766e-03
2.280985228064119212e+02 5.275125944126451798e-03
2.279665464035531102e+02 5.294148019147103430e-03
2.284650393329837073e+02 5.291387526996822743e-03
2.282525214308257944e+02 5.302317930612024041e-03
2.284665028164409648e+02 5.307215888111299455e-03
2.280959874394753513e+02 5.286932273161389605e-03
2.282711079001728365e+02 5.286109301890542719e-03
2.282880571032936246e+02 5.295301505055042580e-03
2.283010733855299748e+02 5.280184384223752039e-03
2.282088092006902400e+02 5.293933254700700433e-03
2.278352309606930532e+02 5.269236779153223769e-03
2.287682144775744462e+02 5.299054688069312555e-03
2.047192303237690680e+02 5.260718567941780575e-03
2.287765689112864607e+02 5.316526000130547720e-03
2.289345671857927300e+02 5.313150415318104551e-03
2.281088662877676256e+02 5.258872011390533854e-03
2.278352596404124597e+02 5.246317954907145018e-03
2.355930119510757379e+02 5.077962374154624051e-03
2.280257773244547366e+02 5.247089830297376779e-03
2.280269245183706630e+02 5.247977084411764928e-03
2.281348593279697639e+02 5.250510405867982351e-03
2.224603461207440773e+02 4.987850067668060661e-03
2.189419827416779754e+02 4.986504121771096788e-03
2.212802525976201764e+02 4.985776765393586975e-03
2.214344632386766705e+02 4.984493995774472858e-03
2.085159018393480892e+02 5.811354203144552741e-03
2.085903152241662610e+02 5.797388770746677959e-03
2.085905446005484123e+02 5.796908243702962246e-03
2.116967375953935289e+02 5.712166704676972448e-03
2.235250211110853797e+02 4.889765672261237907e-03
2.382738925768603053e+02 4.650990741006403618e-03
2.254150273352274212e+02 4.850990594345109055e-03
2.262159454597090473e+02 4.832980292987220164e-03
2.261547501704178842e+02 4.833464798522600463e-03
2.271644040284975574e+02 4.825485622001870166e-03
2.285028840928750924e+02 5.306993296127856911e-03
2.273657762954769055e+02 5.299609263584009917e-03
2.275524250576992813e+02 5.309398978917898894e-03
2.277516311013663994e+02 5.279096899272708865e-03
2.266097823206717976e+02 4.843600002579323029e-03
2.265726603412696818e+02 4.843749352421372958e-03
2.273899824480476184e+02 4.868360490914977468e-03
2.274829322858125806e+02 4.868415959660320029e-03
2.274222718259667317e+02 4.866940209359544613e-03
2.116073036544650563e+02 7.437188456443225189e-03
2.065506895713430708e+02 7.195832789914748291e-03
2.097937393130837620e+02 7.379195536374998088e-03
2.119528741031133450e+02 7.114692779445234636e-03
2.313951588038100056e+02 5.044799771825943420e-03
2.277249195443516783e+02 5.391613733397132048e-03
2.275923896544257730e+02 5.392629557988549809e-03
2.084957095215152663e+02 6.914348061239094373e-03
2.083631062621375634e+02 6.926020073189536642e-03
2.083868754543490809e+02 6.934552934648680576e-03
2.249451660141135108e+02 5.124007607978423549e-03
2.298388104972788710e+02 5.219655071379763339e-03
2.133736266424816961e+02 7.037979061919787636e-03
2.295799026832578136e+02 5.220631424738817784e-03
2.296477014479009142e+02 5.255284935228714607e-03
2.058589563064290644e+02 6.945846393767986411e-03
2.304259727207186756e+02 5.491882911752289133e-03
2.295037751690953769e+02 5.511576267918495350e-03
2.307749439277728811e+02 5.505402560921583005e-03
2.337375321762345664e+02 4.632981823180255289e-03
2.085449694862526258e+02 6.941167460599499336e-03
2.088483217506680774e+02 6.917452562431440979e-03
2.133290739440196830e+02 6.903816395356644244e-03
2.189566753235754675e+02 7.550697475524453459e-03
2.190072312546985529e+02 7.541260630887761454e-03
2.189636152073954349e+02 7.543564120584271733e-03
2.189011058687612490e+02 7.540179926902912215e-03
2.181915610628070397e+02 7.516202625488523428e-03
2.181981787843788254e+02 7.522216124131109009e-03
2.165760468958852414e+02 7.256842853220519737e-03
2.166634303089465163e+02 7.243222788337098407e-03
2.165786358130541771e+02 7.249077954480129954e-03
2.101771124066553682e+02 7.171235628698047378e-03
2.113646941836615554e+02 7.244768390741064025e-03
2.372871352536058396e+02 5.014117733063479937e-03
2.253717921119902314e+02 5.014215800123997258e-03
2.369357859445927375e+02 4.853195521411538330e-03
2.369724825002639932e+02 4.868041592717252050e-03
2.368326921588675589e+02 4.879989445671495743e-03
2.368275673603539531e+02 4.871210911432892650e-03
2.261595720766019326e+02 4.949332296521477374e-03
2.263061113836344873e+02 5.193961842469620518e-03
2.365829898358122421e+02 4.841499343376268368e-03
2.365008256261695294e+02 4.842592231349958018e-03
2.365506830423968836e+02 4.842778634955463915e-03
2.365011440521028590e+02 4.843049883506319632e-03
2.354190523497949812e+02 4.698489473297279111e-03
2.355364885898961802e+02 4.666515809142547655e-03
2.353480511544539695e+02 4.668776759265033140e-03
2.355016437926501851e+02 4.667045126030762089e-03
2.355432436062260706e+02 4.665510826981022173e-03
2.353788531507110804e+02 4.665601980407655357e-03
2.342888545389610613e+02 5.000366070501720793e-03
2.362408015696395012e+02 4.705729567424068310e-03
2.362761781801221730e+02 4.706936978550107370e-03
2.360760644878779715e+02 4.707770894381374527e-03
2.362373791637575096e+02 4.706973868812329952e-03
2.362958000407075474e+02 4.706955930969170324e-03
2.363307524552580787e+02 4.707241796206634507e-03
2.368787950446114792e+02 4.711274599166418407e-03
2.377772247158662253e+02 4.735340733095084846e-03
2.377556193170686640e+02 4.736314026159971907e-03
2.174410610529972985e+02 7.319718113110936647e-03
2.364844274828724338e+02 4.720512888844043131e-03
2.366601276444801840e+02 4.721703844394799579e-03
2.133117587172966125e+02 7.436631154282095750e-03
2.415387901978457137e+02 4.627408523642297447e-03
2.417007468274362907e+02 4.631393486477540684e-03
2.408737650293096237e+02 4.616789946345165908e-03
2.408569411155012858e+02 4.616136090186153534e-03
2.400549246564880832e+02 4.597432789564316093e-03
2.176370467973317204e+02 6.074114473319272046e-03
2.401409388056485454e+02 4.597807963740609648e-03
2.402095011402152238e+02 4.598020341923479519e-03
2.401812200831254529e+02 4.597981761108247724e-03
2.294767640781389559e+02 4.668811912862458509e-03
2.302370460149070084e+02 4.656029842560062415e-03
2.300445916791918535e+02 4.657741402740295938e-03
2.296318797429240135e+02 4.663866940876064578e-03
2.296491228610765631e+02 4.664597399142598674e-03
2.305701720461658510e+02 4.671668172959415367e-03
2.311780944311453538e+02 4.673801318396477583e-03
2.308024164293417186e+02 4.661806355633850603e-03
2.307530601029486377e+02 4.662366207536825652e-03
2.307025559815876647e+02 4.663224375584233521e-03
2.103241926572902969e+02 6.025914592407876497e-03
2.303937777008497960e+02 4.662856000805177918e-03
2.303079157335328944e+02 4.663670869591847283e-03
2.303324852764614263e+02 4.663392743177218261e-03
2.301704661081990650e+02 4.665026580359448068e-03
2.022655083233417201e+02 6.078569313206652266e-03
2.293905047847343610e+02 4.855105299041567735e-03
2.328756067714569440e+02 4.715810862019594561e-03
2.332389287401847469e+02 4.703090470644911113e-03
2.333041340458435684e+02 4.697035697875009963e-03
2.341468123067376439e+02 4.715626828284906480e-03
2.342861428225832015e+02 4.714005119330936036e-03
2.344330528707187113e+02 4.717505482492912253e-03
2.344581705857870872e+02 4.716902944551603846e-03
2.350634600997377675e+02 4.706968288831750793e-03
2.350105696969367841e+02 4.705949173059034187e-03
2.350558209776008880e+02 4.709108137091466695e-03
2.352352845808730422e+02 4.704865742441151875e-03
2.351645231048507014e+02 4.705679524738244114e-03
2.344414954029660407e+02 4.700544394628311876e-03
2.345781063274822031e+02 4.699306324156596847e-03
2.182710590826444559e+02 7.669683416236544420e-03
2.195087919619849686e+02 8.218230459718509767e-03
2.210651189549637365e+02 4.946528009758715053e-03
2.204384856785528655e+02 4.955651452933863312e-03
2.180695994961319855e+02 4.984188249576314983e-03
2.126190297403833540e+02 7.875366746894799444e-03
2.147820492538639598e+02 5.020464412297398135e-03
2.136144429631276580e+02 5.004529247580996251e-03
2.135897299570713983e+02 5.004619850111459607e-03
2.130493798988950402e+02 4.953282215845624184e-03
2.130327553827954148e+02 4.953500412368188645e-03
2.130374997499480685e+02 4.953121411106467878e-03
2.113528191832002108e+02 4.948738010181921547e-03
1.909809167334907727e+02 7.906326181145048593e-03
2.106962884190988063e+02 4.936630498972388592e-03
2.090921357917940782e+02 4.910636588461404078e-03
2.153499672097270832e+02 5.044410202437414961e-03
2.143805754797756435e+02 5.011920345426632180e-03
2.144214798138750666e+02 5.014192400652359161e-03
2.145322645809608844e+02 5.010092991172114714e-03
1.794511539954846455e+02 7.645880618584738851e-03
2.142620146897433244e+02 5.015234662851413006e-03
2.141365425428020046e+02 5.015405772335082731e-03
2.173128272755933779e+02 5.107307446010215038e-03
2.163561485765536929e+02 5.173887042789266331e-03
2.177123291089772579e+02 5.168425198619495779e-03
2.159692709422016890e+02 5.152215018011551372e-03
2.294088019779589160e+02 5.416896468803238454e-03
2.132771940584882771e+02 5.290084786001589788e-03
2.221325723039340687e+02 6.148467298934635200e-03
2.220599305069690672e+02 6.126582971125231654e-03
