# omega_modGR tau_modGR
1.625723581105476342e+03 5.920148528735013314e-03
3.966618578996155065e+03 1.931768185774764219e-03
1.618190377284483247e+03 1.027293974308178363e-02
1.619147526236528620e+03 5.185369409194034128e-03
1.621609923108392195e+03 5.181710988456176246e-03
1.467993138993376988e+03 3.032009049147634319e-03
3.560833014821507732e+03 2.181293236668991210e-03
4.208553989468847249e+03 4.501765689565100786e-03
1.724748969206659467e+03 5.592320524587970736e-03
1.806135460126678026e+03 3.489679844102959710e-03
1.603396600498055022e+03 3.209922247818472810e-03
1.849820220110032551e+03 2.355995389920532979e-03
2.435390527513065990e+03 2.140859443462851675e-03
2.146921702091685347e+03 3.275699591893750998e-03
2.224380992000216793e+03 3.128754010517442036e-03
1.857084410221035796e+03 2.566529171519970655e-03
2.087879567051255435e+03 2.591897307765450836e-03
1.894979087319444943e+03 4.613716987423255485e-03
1.893743634014903137e+03 3.869387270904039826e-03
1.644091223691523737e+03 5.599218990276566034e-03
1.734190585891486307e+03 2.314526552756586506e-03
1.641612098382698605e+03 8.854091352444998231e-03
1.624421497136423113e+03 4.996738023801526422e-03
1.586377334310897822e+03 1.024944523664161715e-02
1.600422387325277668e+03 7.376288855335772637e-03
1.595784114887238957e+03 3.820574111013884475e-03
1.463084495022982765e+03 4.858138937509227928e-03
1.721700800073593200e+03 2.857554769956840036e-03
1.783761828833116624e+03 2.676634221377869379e-03
1.580698213875934243e+03 3.413351902104222717e-03
2.066636619059072927e+03 2.682884392474559759e-03
2.561276241262833992e+03 1.696070529366283924e-03
1.348426575123821976e+03 4.617348360213323864e-03
1.501293243606750138e+03 3.730385028482366763e-03
2.260158092994562594e+03 2.081723059350994772e-03
2.396669907254106874e+03 1.822605234127273269e-03
3.133780612799484516e+03 2.637725424531277372e-03
3.549085066282316347e+03 1.787323779727867726e-03
4.073258648022331727e+03 6.468952635119596707e-03
4.201120316821939014e+03 2.519776099150780949e-03
3.512005711225285268e+03 1.641311912686172414e-03
1.789243060062077575e+03 3.895656342668374090e-03
1.514432205092721460e+03 5.164673788696304280e-03
1.503856553974796952e+03 4.377999920993779111e-03
1.514995563209214879e+03 8.588593893897999293e-03
1.499427226635074248e+03 4.463499114782351271e-03
1.584488157193829011e+03 4.448492923826222190e-03
1.584489899576550215e+03 5.039849844765838770e-03
1.555688553979869312e+03 5.406350555746198931e-03
1.401038927257432533e+03 5.556678708017245318e-03
3.676415090399284054e+03 1.582974903340089376e-03
1.496571798077229232e+03 7.755121322211414037e-03
1.505562477439219720e+03 6.240268930743978620e-03
1.509590413723625261e+03 6.240894516750111753e-03
1.446609583553932225e+03 4.582509648568262699e-03
3.546900953899537853e+03 2.618306700138781085e-03
4.014197244356474130e+03 4.153980251492382300e-03
4.049487973306768254e+03 1.834116904055911731e-03
4.072324017061937866e+03 6.198083267634669699e-03
1.700319681464787436e+03 4.920065540870652461e-03
1.700041144362169916e+03 4.541228522729098306e-03
1.695416645599116464e+03 5.717551875554969208e-03
1.696109678337216337e+03 5.849506174503366594e-03
1.572949029697450214e+03 4.305511670584682982e-03
1.726440317234333179e+03 5.495439884247783902e-03
1.956127546546171061e+03 3.645923721107176708e-03
2.071470196058576676e+03 3.570547133425200012e-03
1.984612585183092278e+03 3.205838368940829193e-03
1.583589682594493297e+03 4.730312128005034929e-03
1.668058942977253992e+03 4.541568950063095203e-03
1.760242594180404694e+03 5.367356332305845378e-03
1.616790596845456776e+03 5.619369958890736705e-03
1.595091757464461807e+03 5.309159801552130152e-03
1.731342630810793707e+03 5.782772227238666511e-03
2.091591176722221917e+03 4.751601185663163925e-03
1.640530425371556930e+03 7.676503020276195105e-03
3.200627000587031034e+03 4.325319770711581573e-03
1.635875861021369019e+03 9.761823791220662974e-03
1.635036851694541838e+03 4.010533398592098717e-03
1.724214815105229718e+03 4.172518848396028837e-03
1.880881656210329993e+03 1.675874789274214936e-03
1.534180364878997807e+03 3.608131660710137741e-03
2.055802642676222149e+03 2.790413354336830978e-03
1.826205382240013705e+03 5.542250660532810173e-03
2.215879404899103520e+03 5.121025957854461082e-03
2.198383956100384239e+03 5.229596405801512603e-03
1.997078479442725893e+03 5.269045624080490389e-03
2.221927985907953371e+03 5.226650872729226779e-03
2.042276890513815715e+03 5.128275914132371209e-03
2.155423589925384476e+03 5.304625381833781052e-03
1.799758194987632578e+03 3.825592854165546074e-03
1.751560391778322582e+03 4.079578244073027785e-03
1.942528655114472485e+03 4.082842197887932324e-03
1.693592833394778609e+03 5.941445750090644171e-03
1.661088245942325557e+03 5.915324549598933654e-03
1.909475020961345990e+03 4.156900593210202145e-03
1.826108809528194797e+03 4.347108565620233511e-03
2.055705796650456250e+03 4.444091394095051571e-03
3.644812367126352910e+03 1.925536884010872578e-03
1.509206835675987350e+03 6.431010918724090752e-03
1.489642597278002995e+03 4.906114097367431440e-03
1.603474474883474841e+03 2.930633700369875572e-03
1.615744701777154887e+03 3.187905098166693950e-03
1.664836737061732720e+03 3.288655597214135053e-03
1.796737316618088926e+03 4.015742350573457513e-03
1.518628417715836804e+03 3.986677568729653752e-03
1.734229319926012067e+03 4.812647151202846009e-03
1.733627029873334095e+03 5.627631755290163004e-03
1.768084885147575051e+03 5.627848377049652316e-03
1.449779742749170509e+03 3.518347171378249059e-03
1.476852848475727114e+03 3.327503676893300844e-03
1.624853803419944597e+03 3.745657009713797801e-03
1.635671818692852867e+03 2.910236981082995299e-03
1.596768705361604816e+03 3.363982067991817641e-03
1.711156115782413508e+03 2.789645653143090279e-03
1.590741388691320253e+03 3.301562688516009904e-03
4.017156336363428636e+03 3.875314771150286351e-03
1.571077708501097050e+03 2.838201731797916367e-03
1.981189654188429131e+03 3.659006457293817634e-03
1.839303112514265649e+03 4.212346206380310903e-03
1.833305208065099123e+03 3.555956061244836333e-03
1.713023661671379614e+03 3.555942509824351009e-03
1.485835438030636169e+03 3.134967236917044799e-03
1.938707558300184473e+03 4.725821472386926292e-03
1.446305395804836053e+03 2.945937823818542932e-03
1.705159805148716032e+03 2.921083103719019150e-03
2.319938836837065992e+03 3.746254859433067758e-03
1.667931486355338166e+03 4.298297664276685276e-03
1.659920586240607918e+03 3.028617566705412139e-03
2.423299921496897696e+03 2.770454731641295177e-03
1.662488098267607256e+03 4.258263690088009285e-03
1.693363465273280781e+03 4.254407378706692722e-03
1.595717903693185008e+03 2.629284516921353339e-03
1.589582920344488684e+03 3.444765523033804008e-03
1.601190188286763942e+03 3.643980747399102466e-03
1.510062715700013541e+03 6.079531795991099420e-03
1.714372566318327927e+03 3.543568070438955428e-03
1.991607233621480873e+03 4.150173697253236108e-03
1.695200621599403121e+03 3.066969999451966186e-03
1.349360592430901761e+03 4.671685406337276400e-03
1.372923658346700449e+03 4.576653823111355955e-03
1.371776036297042765e+03 6.271077700068690419e-03
1.394273693994590758e+03 3.787893131387370677e-03
1.381105679212022551e+03 6.738573584034409682e-03
1.384417028978201870e+03 3.848733525250109481e-03
1.410416573888074709e+03 5.185618183679985629e-03
2.090480632347349001e+03 2.948515620897540924e-03
2.098659054043858760e+03 3.690176265171686131e-03
1.862913052220696727e+03 5.839001556472193759e-03
1.648165371953786234e+03 6.297488460306793073e-03
1.489818981802937742e+03 4.282756055420315448e-03
1.486139366188138638e+03 3.757579720401011021e-03
1.491144278372534927e+03 2.881984330996846012e-03
1.495375857591989188e+03 4.500566415276758409e-03
1.537707149810935789e+03 5.314967620198739889e-03
1.551494673788288310e+03 4.762607974506507906e-03
1.513813086087605143e+03 4.799052341766814334e-03
1.547014875068493666e+03 4.614023050400452124e-03
1.561858498640097423e+03 3.333652350342974566e-03
1.533274190586780833e+03 4.483491653860692192e-03
1.476842532747516998e+03 4.486393211847818779e-03
1.506254215436008508e+03 4.479287950437593410e-03
1.483084256311646868e+03 4.346872669571030454e-03
1.488807670028067150e+03 4.078559790720518406e-03
1.488472681181533517e+03 5.399314323530770426e-03
1.491980519104442919e+03 7.095364012619991695e-03
1.518373506643927158e+03 5.685696607363291237e-03
1.509414630958983935e+03 3.234902414338162741e-03
1.525410208589607009e+03 3.986011921369510443e-03
1.519351873287770104e+03 5.079054507525478622e-03
1.769590882383356757e+03 2.953675108523680284e-03
1.950048484342766869e+03 3.105388897508331702e-03
1.747688510995640627e+03 2.693420828409330038e-03
1.638013884534917452e+03 4.039405884994274297e-03
1.643058751415811685e+03 4.742857764583714546e-03
1.467897325694819529e+03 2.553076920605109115e-03
1.550901185082161419e+03 7.015538860021788142e-03
1.527460666329504875e+03 6.761327987329180354e-03
1.535382361013341097e+03 4.940887227874344971e-03
1.534976403917178686e+03 5.310206665411167613e-03
1.539568427625464210e+03 5.584137876447035909e-03
1.539872457761360010e+03 5.683006311816611589e-03
1.513116842480581226e+03 4.742395487285142736e-03
1.654829149237235924e+03 6.800243469360269487e-03
1.468142747473681766e+03 4.019406210018290626e-03
1.375719646340836562e+03 3.597226450797287763e-03
1.479569370127492903e+03 3.352160665084622654e-03
1.513389473486157613e+03 4.796519951905031318e-03
1.460351138616238131e+03 5.378173347115715493e-03
1.461418202913999266e+03 8.010480387854306342e-03
1.782259691672385770e+03 5.787132372123702899e-03
1.459577229897039160e+03 6.851025387318576687e-03
1.475192666983093886e+03 5.763344450325882593e-03
1.725669853656122768e+03 4.228235591428372749e-03
1.481859045806014592e+03 5.567912898018153277e-03
1.633400299265721287e+03 4.562955432889322094e-03
1.602396172503786602e+03 4.616097351294317849e-03
3.462669331008227800e+03 2.038101370165056655e-03
1.456961027998293730e+03 3.915632932487307476e-03
1.525047787887676350e+03 6.022383481281552882e-03
