# omega_GR tau_GR
1.422763780507485990e+03 5.387319285312334310e-03
1.489470255004329147e+03 4.700383293389336081e-03
1.421481630864060662e+03 5.405800204232494299e-03
1.502379164480774989e+03 4.701317854321462528e-03
1.504706209860863510e+03 4.721264481531098171e-03
1.434037648013007129e+03 5.277611049892391194e-03
1.425200214887486709e+03 5.358236559048811312e-03
1.424791541435587988e+03 5.363185587696221029e-03
1.420191245514335833e+03 5.362834571423046384e-03
1.427413737342136073e+03 4.865272210209853343e-03
1.493248793970785073e+03 4.724980508124651014e-03
1.413416319213071347e+03 5.373362334283120732e-03
1.493333287795880779e+03 4.724954921060032023e-03
1.492933448265367588e+03 4.717805945910116122e-03
1.483097373655823731e+03 4.759559538184423254e-03
1.445828429611791989e+03 4.909061413869489181e-03
1.446681521186487544e+03 5.245870882450101406e-03
1.447408310311666810e+03 5.258574569461068812e-03
1.445699066327522814e+03 5.263665484576592231e-03
1.453617212779178999e+03 5.331950226582751057e-03
1.454452508333121386e+03 5.380011106445957599e-03
1.454851947969354342e+03 5.381055954318158391e-03
1.451974490526045884e+03 5.440548185407985751e-03
1.434871104710987993e+03 5.571868825437561838e-03
1.452693901062393024e+03 5.437415844238932365e-03
1.450315720849569516e+03 5.475993770109990715e-03
1.432370781702766408e+03 5.572231833713914284e-03
1.450129249170997582e+03 5.526073134868382357e-03
1.450496529033618344e+03 5.527552727835428892e-03
1.450407861285138779e+03 5.526062092657243845e-03
1.445096117651235545e+03 5.515618644984067800e-03
1.442349632609078526e+03 5.584071900136278362e-03
1.514221924759857757e+03 4.332990894739006948e-03
1.446465698670614756e+03 5.553750977348336469e-03
1.442501087664167017e+03 5.551205305897438484e-03
1.439857885004225864e+03 5.518784805403788470e-03
1.393855270513540290e+03 5.603965677046367569e-03
1.395526935690225628e+03 5.493035444523630857e-03
1.391339697945691341e+03 5.469127836354661584e-03
1.402731289156495677e+03 5.790213742502997238e-03
1.443012472281526698e+03 5.551470721663846926e-03
1.443180171388330109e+03 5.587742946521186659e-03
1.398376299424393665e+03 5.681187673175424994e-03
1.409665217593124908e+03 5.356870533697265756e-03
1.408349213102595513e+03 5.359146166089959022e-03
1.385068325533633242e+03 6.141879243321103979e-03
1.466240699910375042e+03 5.282871906583726240e-03
1.406061512919585994e+03 5.147118757347467731e-03
1.320889076412040822e+03 5.596415794439293413e-03
1.405500349392690168e+03 5.146943282831834519e-03
1.223004447727174011e+03 5.723938945506885922e-03
1.467654934908912537e+03 5.268024847893068748e-03
1.466827774181222594e+03 5.267287278164231069e-03
1.472777754458049230e+03 5.436478209878805104e-03
1.227574633955876152e+03 5.703903700544946456e-03
1.475336976503611822e+03 4.707749552351283423e-03
1.487198858041248286e+03 5.226779769732149521e-03
1.487066725817309134e+03 5.226119216736691518e-03
1.486521979108990081e+03 5.224617645836552617e-03
1.486754598984019140e+03 5.224576898997231565e-03
1.486449018642790634e+03 5.223262693126337793e-03
1.413173888866054085e+03 5.354944288131444421e-03
1.417439207495194978e+03 5.363863893659835333e-03
1.409856603128527468e+03 5.556707924842124030e-03
1.412127426210521435e+03 5.368397528262585164e-03
1.416663913057879881e+03 5.574478522728796778e-03
1.470884236505989293e+03 5.004120250722026396e-03
1.421129676220057718e+03 5.375997633007476711e-03
1.424217413042174712e+03 5.409870236120742533e-03
1.471446165519133956e+03 5.014825548484947229e-03
1.469467977355308676e+03 5.033234756466984684e-03
1.404427175765340507e+03 5.735655601522927048e-03
1.469413961761211112e+03 5.034921706635621039e-03
1.469326870843074175e+03 5.031436628349879314e-03
1.387213115359774065e+03 6.197773582037300472e-03
1.383025308180184766e+03 6.126303129944022166e-03
1.383664279229435806e+03 6.121373730409873475e-03
1.384995038231957324e+03 6.128815098720656780e-03
1.383361796077429062e+03 6.103937550691071121e-03
1.384066893101108008e+03 6.113001589961802353e-03
1.383956239923670182e+03 6.217503123301159305e-03
1.471071233065817296e+03 4.562362386854477633e-03
1.385458451574007768e+03 6.272454560084727952e-03
1.379636403405136207e+03 6.207000991056438148e-03
1.382977755876759375e+03 6.224228778026562499e-03
1.382277940835564095e+03 6.238936883597068390e-03
1.388197062951811631e+03 6.026132617537422256e-03
1.390883254471791588e+03 6.060782659518396294e-03
1.390211064679294168e+03 6.059738696734728348e-03
1.461848676492396635e+03 4.941539372518594965e-03
1.462113093430012214e+03 4.937872686137619212e-03
1.461874501207889125e+03 4.928508293287102784e-03
1.465766183826504175e+03 4.909525817763206630e-03
1.465960422180639398e+03 4.913288547693872924e-03
1.473496302835397955e+03 4.838297367866637409e-03
1.433323541613574434e+03 5.018436501354779124e-03
1.465703415382398134e+03 4.998480980955185594e-03
1.458343006756095292e+03 4.959958233799541781e-03
1.463162647843422747e+03 4.979207844178533751e-03
1.462832920826375130e+03 4.979519569853130788e-03
1.469887868776474306e+03 5.001181958290851562e-03
1.464733381542072038e+03 4.979055261065349486e-03
1.462283226888999025e+03 4.988605761055016873e-03
1.463465478943271819e+03 4.982340469980530220e-03
1.468337671323045697e+03 4.983391868594935770e-03
1.458198587239923654e+03 4.975380135557225768e-03
1.460309623187321449e+03 4.966726542020080161e-03
1.464011908720723341e+03 5.005535658267503199e-03
1.466248069453479729e+03 4.794875476806954688e-03
1.465250778562320647e+03 4.805964790977368048e-03
1.461572810269618913e+03 4.970284777552100991e-03
1.194948465810173957e+03 6.195522351828779833e-03
1.211383804392877664e+03 6.094009191281436061e-03
1.218763999923215124e+03 6.051167856558958835e-03
1.464845213367281076e+03 4.682714350621605681e-03
1.200890194987626955e+03 6.137323932073482716e-03
1.214832377202842736e+03 6.082319972605872670e-03
1.227429579159732839e+03 6.032561004001234760e-03
1.212047303461554975e+03 6.100711880873539890e-03
1.212423149693213190e+03 6.099747769379749995e-03
1.227999507154473577e+03 5.993879524294447834e-03
1.366351013930360978e+03 4.998690641991949263e-03
1.407986590528297711e+03 4.909361419622231167e-03
1.408094236898258032e+03 4.909016968097008361e-03
1.409795509555201079e+03 4.913293461816914572e-03
1.417315304947426284e+03 4.887320674244887038e-03
1.420263758186895302e+03 4.879936146836090678e-03
1.403905829972655965e+03 4.727502095951223275e-03
1.419422984229132680e+03 4.853455600305488921e-03
1.409258667027324918e+03 4.881433943817559823e-03
1.387170444823088474e+03 4.918614807606344619e-03
1.413731135747231065e+03 4.782857360963479326e-03
1.399201100419681779e+03 4.798069446394826777e-03
1.389859928515994852e+03 4.823575404875411927e-03
1.392261893505539774e+03 4.891763091861624571e-03
1.395984433278158122e+03 4.883836790249913157e-03
1.390032214588339230e+03 4.911679416462090900e-03
1.474006351451289675e+03 4.786040298088798522e-03
1.346925531138246242e+03 4.987660485413688942e-03
1.490695086318106405e+03 4.629837764923193724e-03
1.469539683133083827e+03 4.831218697010429379e-03
1.472643619816326691e+03 4.835200290083177532e-03
1.472291473270070128e+03 4.835164652461992722e-03
1.412954152799681651e+03 4.768682910599062949e-03
1.419039715291695757e+03 4.780006794544863769e-03
1.419119608204964607e+03 4.780150224589761222e-03
1.405625396595647999e+03 4.787411711048572549e-03
1.398250998248503038e+03 4.798214671891933882e-03
1.430193765909538797e+03 4.873798184474247008e-03
1.408059564158917510e+03 4.797322665898430712e-03
1.413886077102763011e+03 4.790631964920649515e-03
1.493451774800787234e+03 4.418530004151819887e-03
1.482920783920962094e+03 4.555255657284517853e-03
1.367079004325918504e+03 5.133174406763941870e-03
1.363830887894456964e+03 5.141025092157950997e-03
1.368024055214426198e+03 5.139399954594017772e-03
1.374483955264489850e+03 5.154818727203290020e-03
1.467230165320922424e+03 4.706199029750686609e-03
1.464261391754029319e+03 5.124275687253558066e-03
1.460877660949519623e+03 5.142773122993267269e-03
1.461482943215015212e+03 5.120007790949088547e-03
1.352828592112391561e+03 5.504239842235088276e-03
1.464641615924710095e+03 5.292948172251078429e-03
1.462600252141066903e+03 5.282369121865505834e-03
1.467147564118528635e+03 5.279473101632395013e-03
1.466357176324549300e+03 5.292840295301312094e-03
1.412966403333243079e+03 5.434762446197535617e-03
1.465595828299808318e+03 5.281902536637567494e-03
1.463019845405713113e+03 5.276305058459246355e-03
1.417280941443556230e+03 5.436353144529802728e-03
1.462818286217461946e+03 5.314435126261180496e-03
1.463300169741076843e+03 5.316466343255480190e-03
1.463377758495610351e+03 5.317240424871383722e-03
1.463832850983492335e+03 5.320229937436318779e-03
1.463968351663551857e+03 5.319239809592095532e-03
1.464324582841545862e+03 5.322281129439257810e-03
1.357214541949052318e+03 5.238830479005974518e-03
1.456086529406608634e+03 5.190102428201406881e-03
1.290709282751945693e+03 5.980847185843930595e-03
1.320029579943187173e+03 5.868982404641531238e-03
1.322789411304191617e+03 5.861406270858506191e-03
1.322760421675975749e+03 5.861732772583467393e-03
1.323053618807590510e+03 5.861778597852868554e-03
1.458176287264693428e+03 5.305791399223206382e-03
1.450645403072951694e+03 5.454498734824765604e-03
1.307796053012202492e+03 5.850901734491285866e-03
1.321114636038590561e+03 5.925797857824153733e-03
1.445512383051231609e+03 5.421186167182702291e-03
1.446816508388917100e+03 5.412720187514961229e-03
1.447742455010289632e+03 5.426090400828599211e-03
1.448700665640092666e+03 5.421484957347779028e-03
1.449435562605193127e+03 5.447871393980479281e-03
1.449114885405602081e+03 5.448264005559428323e-03
1.448475237847708968e+03 5.451536604334328122e-03
1.379456041441633943e+03 5.501614935129099312e-03
1.376911539563469432e+03 5.522944047131000608e-03
1.449811244419852528e+03 5.486560704274836067e-03
1.387054056772963577e+03 5.479640909579492486e-03
1.391811059441164161e+03 5.479948225494345529e-03
1.391597954078924658e+03 5.479433701428097596e-03
1.397043067925604646e+03 5.777254458567897093e-03
1.332383624874116776e+03 5.824559964552526378e-03
1.393569405194744604e+03 5.882817168839316047e-03
1.420898555426130770e+03 5.464817976020695973e-03
1.421764732332684162e+03 5.460109947531330624e-03
1.433247684238739794e+03 5.548816540615550408e-03
1.434973198048350469e+03 5.727007341754927414e-03
1.425878548719153969e+03 6.034393778155981367e-03
1.430442552386037050e+03 5.935132423491116388e-03
1.425162281326133780e+03 5.864473615391974613e-03
1.424268208532629615e+03 5.598144625900843517e-03
1.426575003459669006e+03 5.885936977617986163e-03
1.424497801253275611e+03 5.645045699600297409e-03
1.424815955273416876e+03 5.644217900191737976e-03
1.422515184833631338e+03 5.621455734244934846e-03
1.438042738502538441e+03 5.434436259649768654e-03
1.397463326012029484e+03 5.450215137550860900e-03
1.400065950217535828e+03 5.481742759496755803e-03
1.399405240003320159e+03 5.481863216874615502e-03
1.426639610546971653e+03 4.933001067298155122e-03
1.425711687278438148e+03 4.925364635868454896e-03
1.428135255972276582e+03 4.919844444945991116e-03
1.428604175995952346e+03 4.918928318609357142e-03
1.427077620361451636e+03 4.924831560934773630e-03
1.402643982672217362e+03 5.442713882369473559e-03
1.385630521133622324e+03 5.464546257303245363e-03
1.436430172682257762e+03 4.892267234877296055e-03
1.501075415910211177e+03 4.721940185608280473e-03
1.503012960450012770e+03 4.708527130523483192e-03
1.410118419692307043e+03 5.432164616902275533e-03
1.445346935810977357e+03 4.824537957593516904e-03
1.411117222035740951e+03 5.431565212695974726e-03
1.411612317908843579e+03 5.444335393060511889e-03
1.446338173856974208e+03 4.845457152197670328e-03
1.475968202182501955e+03 5.222342554452506086e-03
1.476408052414219355e+03 5.223585318291487124e-03
1.514232780497594149e+03 4.472883562351702078e-03
1.487028950291684623e+03 5.265693656770715179e-03
1.486409969551116319e+03 5.263056921993697866e-03
1.486664491674241617e+03 5.251539509185058213e-03
1.513375447129228178e+03 4.188193164357180420e-03
1.472608621526094112e+03 5.216230892037811324e-03
1.502038221977071998e+03 4.622738737651686629e-03
1.347490229601757846e+03 5.344971519246888986e-03
1.345779628791253799e+03 5.350085939063964693e-03
1.494813708698092341e+03 4.441512038997165630e-03
1.494595229937076283e+03 4.441733420775610328e-03
1.494077749071135031e+03 4.440223872769794890e-03
1.498748198618543483e+03 4.415551542500954947e-03
1.338252604124776326e+03 5.452884344860896640e-03
1.482432664436367986e+03 4.445492103223743462e-03
1.369811143936397684e+03 5.125098595033885686e-03
1.354868332251376160e+03 5.134221194144601014e-03
1.351696916015308716e+03 5.140059964805813141e-03
1.364741845136017673e+03 5.441042906918377303e-03
1.431945387641857224e+03 5.246052899272894178e-03
1.482219071991212331e+03 4.581630192343019714e-03
1.439909717186747457e+03 5.298364640303069098e-03
1.439817630528505788e+03 5.299227665388384252e-03
1.439212726820549960e+03 5.301969900972781750e-03
1.417688932328455166e+03 5.811922379218206064e-03
1.400674549582490044e+03 5.565745107107620930e-03
1.398476206143581066e+03 5.501780305439494395e-03
1.434639813128022752e+03 5.950993732547546836e-03
1.408702373422329856e+03 4.559936267915181904e-03
1.398082406548601512e+03 5.657980999469806350e-03
1.412836720861876756e+03 4.542047433596803872e-03
1.369174628154793254e+03 4.586458182352238198e-03
1.393120297274914265e+03 5.674460058486973171e-03
1.400730354645307443e+03 5.570162191808110223e-03
1.400343049278877061e+03 5.569485893785297397e-03
1.400807660610500989e+03 5.565686205129608856e-03
1.399655693090198611e+03 5.511689373949735064e-03
1.481466264119803554e+03 5.042203571676167652e-03
1.401300944626580076e+03 5.554854341744713819e-03
1.401838564599596339e+03 5.485608299740095915e-03
1.399514089801591126e+03 5.496340711342456026e-03
1.405504657988082727e+03 5.423698040456559344e-03
1.403494798040413798e+03 5.432116733327301515e-03
1.402740083342314165e+03 5.434042020798985836e-03
1.428213652168765066e+03 5.998351317159872007e-03
1.402725153221248775e+03 5.446771548653399179e-03
1.404090177920802034e+03 5.442454493316008918e-03
1.404152158896013816e+03 5.445666096717661706e-03
1.404662916933207498e+03 5.441133470414612552e-03
1.397725614384378105e+03 5.558938296618496505e-03
1.399902238160388151e+03 5.563090168613086736e-03
1.403316159563349856e+03 5.551071417966567043e-03
1.401407924562585322e+03 5.560275438054966372e-03
1.453986410362782863e+03 4.734716447248239236e-03
1.405572989569719766e+03 5.538933032773589622e-03
1.407793453402045543e+03 5.530052519074278930e-03
1.410068817982893052e+03 5.529900638525418223e-03
1.412527198698831853e+03 5.518328742095209363e-03
1.412205893439801457e+03 5.487702866361772805e-03
1.409947718360152294e+03 5.499669273151445471e-03
1.419088288150218887e+03 5.713061298784179003e-03
1.462231203045700113e+03 4.925098222676125084e-03
1.412382050027814103e+03 5.525548551453382008e-03
1.417143533576951768e+03 5.371204207966717714e-03
1.469682387360330040e+03 4.882590624350991934e-03
1.420841046516346296e+03 5.294437432755920436e-03
1.467097756019711142e+03 4.861660835984127696e-03
1.467535446170896876e+03 4.864227822861224952e-03
1.415824630790733636e+03 5.312179457065942592e-03
1.472768906109011596e+03 4.802781479689301192e-03
1.410162077236397408e+03 5.363184818828654193e-03
1.410897906608238145e+03 5.366370924416538624e-03
1.476334563373623951e+03 4.792588016083032879e-03
1.474979845407229050e+03 4.800464548172579324e-03
1.488095430935225977e+03 4.322081407716077232e-03
1.486699581745724572e+03 4.322777927194928344e-03
1.486029172340640571e+03 4.323004637834593385e-03
1.486250489676049710e+03 4.322916950162875027e-03
1.486184828908632653e+03 4.322845569308584289e-03
1.545656231275540449e+03 4.251850816864907040e-03
1.484985007993384897e+03 4.293126636718521197e-03
1.470763138786994432e+03 5.093332024754697318e-03
1.472855867956675638e+03 5.062918896516496910e-03
1.472964408632280993e+03 5.063170913245319295e-03
1.471903366106549811e+03 5.014454411389026797e-03
1.472079115217697336e+03 5.011831175274109040e-03
1.469814639437795222e+03 4.974206082181477015e-03
1.470380507112268106e+03 4.971540854714880456e-03
1.470215708100601887e+03 4.971240110539329460e-03
1.470518823110166750e+03 4.969584479122689420e-03
1.470655895202865622e+03 4.966739986892385918e-03
1.470433424682962368e+03 4.996263511411363697e-03
1.456934905038866873e+03 5.004497397359076311e-03
1.456592956296690772e+03 5.005184757517377146e-03
1.422144758193148164e+03 5.558720057772262302e-03
1.421997998968798811e+03 5.565909164989120417e-03
1.422206190403852816e+03 5.596802622969729302e-03
1.422339556922391239e+03 5.609472855648036695e-03
1.419591105343975187e+03 5.597017506901448905e-03
1.489378807380853914e+03 4.615873048520530847e-03
1.440174449628932507e+03 5.951300204207951410e-03
1.437276898851300757e+03 5.854308907026768705e-03
1.251195423465718704e+03 6.347923156123137962e-03
1.433725816015859209e+03 5.010019205472054406e-03
1.291466549167005496e+03 6.263059078074315750e-03
1.441688840833463018e+03 5.025661256258029397e-03
1.442025250505377471e+03 5.015518988933218361e-03
1.439647336391153885e+03 5.021551389157967102e-03
1.437595207765562691e+03 5.030306971255778942e-03
1.436536452248955356e+03 5.031930330478626666e-03
1.474348779624331655e+03 5.056283797810402769e-03
1.441923797639477016e+03 4.979636152606122142e-03
1.440155329832884945e+03 4.995238842303895838e-03
1.439517046453633839e+03 5.011413226747572260e-03
1.440280662457043491e+03 5.008546037387541852e-03
1.440114632991480448e+03 5.009264401854867342e-03
1.442743167498919320e+03 5.022308475368965179e-03
1.440881894416128489e+03 5.029948281618479636e-03
1.180639360784191467e+03 6.604829566187257230e-03
1.386400060216629754e+03 6.253926817768568937e-03
1.382342445245254112e+03 6.312542101371212619e-03
1.381859662922286361e+03 6.299170290279401847e-03
1.447753362891225152e+03 4.974045055863099592e-03
1.454403571169200177e+03 4.957144504385717354e-03
1.449196700484998701e+03 5.021519182337837867e-03
1.383405555631671405e+03 6.279494396985443698e-03
1.455058213685069177e+03 4.933831139495047091e-03
1.367041123493842861e+03 5.878723128165941163e-03
1.376536978762216449e+03 5.979752825927319229e-03
1.258302909476573859e+03 6.005009258706769069e-03
1.455909469522375730e+03 4.899791015606982415e-03
1.456188917089383494e+03 4.898481855642171368e-03
1.456218571005120566e+03 4.899099358530814054e-03
1.455697563244704725e+03 4.901088389353308768e-03
1.391977544102287538e+03 5.740735187704383569e-03
1.458260614879632385e+03 4.899522742118700598e-03
1.360519077690894392e+03 5.705618692801167104e-03
1.368501857705799011e+03 5.665788616383545494e-03
1.371714258910686567e+03 5.711430290521425472e-03
1.450197992928191979e+03 5.634279409683014793e-03
1.352022033553357460e+03 5.874390413901526067e-03
1.349428181638010756e+03 5.882507931199405272e-03
1.351408745139501207e+03 5.885082489887911300e-03
1.346929551229407934e+03 5.910708440339321190e-03
1.455089413027540786e+03 5.291633929515376575e-03
1.474046780471053125e+03 4.875252726621331738e-03
1.360466916867986356e+03 5.915084571055301277e-03
1.365701715600771422e+03 5.894167360443643318e-03
1.365324371126195956e+03 5.970058183804455472e-03
1.365806448195839948e+03 5.964623948660531701e-03
1.365057755318351383e+03 6.031699704042713626e-03
1.367185240196553423e+03 6.074425520054517295e-03
1.362633805152526975e+03 6.099620769552497289e-03
1.358523284380365340e+03 6.057232452774633825e-03
1.357365113358609960e+03 6.043944662728569818e-03
1.379189677565161901e+03 5.928820522201219342e-03
1.373175621271175032e+03 6.001569368374201803e-03
1.372092377893236744e+03 5.976514750453789000e-03
1.375296507064677144e+03 5.954651065662400905e-03
1.376186022524660984e+03 5.955601137890491163e-03
1.386907443488461467e+03 5.889125861211424486e-03
1.387246034034801141e+03 5.712808334854199699e-03
1.384391143306213280e+03 5.748468765746396480e-03
1.391180190153096646e+03 5.714658562164755783e-03
1.455025282676831011e+03 5.413118663098269619e-03
1.455308824487685342e+03 5.405115650453378925e-03
1.456212066014584934e+03 5.400334824881767616e-03
1.413163697826695397e+03 6.028049380524615024e-03
1.409673811390697210e+03 6.010824397607450117e-03
1.409722722593146955e+03 6.012232222287887048e-03
1.408962800265088163e+03 6.008931309552070082e-03
1.409561730615102761e+03 6.012806559649205330e-03
1.409412372808270447e+03 6.012880346794060443e-03
1.412262997961021256e+03 6.048496432910420613e-03
1.413182666202718565e+03 6.038902098715537986e-03
1.413380887233077146e+03 6.039618423384495935e-03
1.413497164733802038e+03 6.039605761702781551e-03
1.413891675462758258e+03 6.041436760608596794e-03
1.421282745926627285e+03 5.666199419854373726e-03
1.420884656141853156e+03 5.670081640292599749e-03
1.419771465914596774e+03 5.684891777351662283e-03
1.419236900788224830e+03 5.690690161922085100e-03
1.419235869373062087e+03 5.663260031524740973e-03
1.420076091527370636e+03 5.635871447163520384e-03
1.422406055557398304e+03 5.653340388972587401e-03
1.422688233483763497e+03 5.650246823927191492e-03
1.424873475363409852e+03 5.128829213420095512e-03
1.425212323962819482e+03 5.128188411004083735e-03
1.409350918950555069e+03 5.057129156788975517e-03
1.418981832045164310e+03 5.165992850290851944e-03
1.423684516513229255e+03 5.175514486885619478e-03
1.424555717756454214e+03 5.172164920518679439e-03
1.426347671926937437e+03 5.138033464524095588e-03
1.426130738553782294e+03 5.140446075258704554e-03
1.429899357926435187e+03 5.123907657493007549e-03
1.432099284560395745e+03 5.115512663501184561e-03
1.432693487461062659e+03 5.112486737291292542e-03
1.432791602614819567e+03 5.109483608729536996e-03
1.432558794701135412e+03 5.109391767361680728e-03
1.436637463361533491e+03 5.225103133066080763e-03
1.438221400524405681e+03 5.197430113607281847e-03
1.438492781421408608e+03 5.196226262841554915e-03
1.439931369559520135e+03 5.174734906613803406e-03
1.437985358018861007e+03 5.168676069727036297e-03
1.436882288070700270e+03 5.169369562338723377e-03
1.436540070048668667e+03 5.172387812962930126e-03
1.433918449999692029e+03 5.189031749226056395e-03
1.432269488981706445e+03 5.215252920043239593e-03
1.189275231935872625e+03 5.877169049904934148e-03
1.429989527010543043e+03 5.173483714189414627e-03
1.433915840195385499e+03 5.142142456621335948e-03
1.433611910878705885e+03 5.140849662918901483e-03
1.435913630040556882e+03 5.137651563744256161e-03
1.229312513432783135e+03 5.772233723261502650e-03
1.441783847177195867e+03 5.081153690586775844e-03
1.441648332918418646e+03 5.079985065328064542e-03
1.222606374137555122e+03 5.836426499050248635e-03
1.223102068497876644e+03 5.835075601539990026e-03
1.432005939378261246e+03 5.256633985679189450e-03
1.403016376327513626e+03 5.172401840943960383e-03
1.402014818171417573e+03 5.160136504633732434e-03
1.417291218817038498e+03 5.146846875714125406e-03
1.416503387105401089e+03 5.147981042135158468e-03
1.414706767712002375e+03 5.158331581025684537e-03
1.410822932559856554e+03 5.171727170257917235e-03
1.410979247865336447e+03 5.171780848624775440e-03
1.411146481544528342e+03 5.172234100628653360e-03
1.415518002086665092e+03 5.181329243383719571e-03
1.414890102606721257e+03 5.180125805530308089e-03
1.431840124419227777e+03 4.867832530733076299e-03
1.452331100603103096e+03 4.711651130029398567e-03
1.451217116488730426e+03 4.704626738337205558e-03
1.385016193125720520e+03 4.846325118617055699e-03
1.387730741659644082e+03 4.840168532254294186e-03
1.395973699421783749e+03 4.846465530948330762e-03
1.398590125895809024e+03 4.849481934221401731e-03
1.399574091398116479e+03 4.855635513161263121e-03
1.398644100166487306e+03 4.855273320944290469e-03
1.398822684546146547e+03 4.853983880721275505e-03
1.398416342557429971e+03 4.854739886975382307e-03
1.398940769486637919e+03 4.856122439331446265e-03
1.399479286992731886e+03 4.856877271765617718e-03
1.393279505173671168e+03 5.639436117424259827e-03
1.394071487635611447e+03 5.599732539095625405e-03
1.406871754450639855e+03 5.505568963429224166e-03
1.404911597044883592e+03 4.887543436634097203e-03
1.366895410925059650e+03 4.899845456429782753e-03
1.404338868464105644e+03 5.396536945502830064e-03
1.366364835212246589e+03 4.898388555716583909e-03
1.416453053668739585e+03 5.701393272354763654e-03
1.416329138339687916e+03 5.699914253751423888e-03
1.416298703939934512e+03 5.700341083197067553e-03
1.348646426815760378e+03 4.880287660599411624e-03
1.415229473968263164e+03 5.689513864256139954e-03
1.415328561127730836e+03 5.688719125622516797e-03
1.422089012198616047e+03 5.769812766969159221e-03
1.421712724122585314e+03 5.766683666878228733e-03
1.421756310653832315e+03 5.766275423747526177e-03
1.420980239739975559e+03 5.803611840910548846e-03
1.498883237718366445e+03 4.565396888835597348e-03
1.423657485120066440e+03 5.806378306741580980e-03
1.415683021431615316e+03 5.688583558216585463e-03
1.415101373864570178e+03 5.724572012736912907e-03
1.419948032887083855e+03 5.767797908072722773e-03
1.419978255586618616e+03 5.769855154496283771e-03
1.417991986836460683e+03 5.703457344797387141e-03
1.418060032250823951e+03 5.705221284023033294e-03
1.418108969363333472e+03 5.703977187925320970e-03
1.421446071388457085e+03 5.734699113376497646e-03
1.421420402729542275e+03 5.733001399267262203e-03
1.421234433007118696e+03 5.733142802127771422e-03
1.421123565160990211e+03 5.733435151164493516e-03
1.427484512007733656e+03 5.796733713037042698e-03
1.427670620149962360e+03 5.795795956230512594e-03
1.424872426619906946e+03 5.766503288228550482e-03
1.429719242723834213e+03 5.814662777122811370e-03
1.430101521723927590e+03 5.819761441968700905e-03
1.431047861942348845e+03 5.835774604652471491e-03
1.430937096610003664e+03 5.841057886965186387e-03
1.429361234989965851e+03 5.880028730940249984e-03
1.429621878623687508e+03 5.884291001410100162e-03
1.426637885668571016e+03 5.866509258205316289e-03
1.406808883279030852e+03 4.669232018381841778e-03
1.422345162180379020e+03 5.857399564773384422e-03
1.422772163118553635e+03 5.864100739117716378e-03
1.421672284817609125e+03 5.854934500946392013e-03
1.421121161894302986e+03 5.845574706914913841e-03
1.420247437571259979e+03 5.838276414503282274e-03
1.460948341108353361e+03 5.636594300888106944e-03
1.458731837602946825e+03 5.571310137632831672e-03
1.457426176354519157e+03 5.599019108267672823e-03
1.460729207218712418e+03 5.594568856041841863e-03
1.459824088641463504e+03 5.575483571690216002e-03
1.488185451900463704e+03 4.659067669227775869e-03
1.459798654234927653e+03 5.566939228482100342e-03
1.459984996733810931e+03 5.568141281440551829e-03
1.458710746268259300e+03 5.569747542925913321e-03
1.506477997182447780e+03 4.479313276527214713e-03
1.449958833970802289e+03 5.490639194625834829e-03
1.450206073613039052e+03 5.453614284988694827e-03
1.449971381793918226e+03 5.461603579906841067e-03
1.348110765217271137e+03 6.305826442332815827e-03
1.343525578788816802e+03 6.723544898933804699e-03
1.441863415412523182e+03 5.399367497158781559e-03
1.448553256853558423e+03 5.450422080421660556e-03
1.450522026973429320e+03 5.401058086480588563e-03
1.447400576544914657e+03 5.424324073551920963e-03
1.393640958232075945e+03 6.542526803454970855e-03
1.448077259497003752e+03 5.429987889335480961e-03
1.385025872746585719e+03 6.188870448761362233e-03
1.385790714328873719e+03 6.182111581725787883e-03
1.380423068963947571e+03 6.093390620408187242e-03
1.383163768512767092e+03 6.176062241379093321e-03
1.386054048170872647e+03 6.173680349119999369e-03
1.331275980350759028e+03 6.686036983651995162e-03
1.321201568822604941e+03 6.592890951108160667e-03
1.218553969138762341e+03 5.931589953175934148e-03
1.200035809761081964e+03 6.038272403213910088e-03
1.201488060977524356e+03 6.033281961824297872e-03
1.200315184281920438e+03 6.038316857329327492e-03
1.188532386882965284e+03 5.982777760646515279e-03
1.191428769232805053e+03 5.912006396313750946e-03
1.212377281339006231e+03 5.802219275510578714e-03
1.386884002490018702e+03 6.413008393750371273e-03
1.205714312570332822e+03 5.873210842435769817e-03
1.209628268932528044e+03 5.858492163322820412e-03
1.200995500075256359e+03 5.858247733190537383e-03
1.345868325053175568e+03 6.568873346886480724e-03
1.350159991352322322e+03 6.529113854545082717e-03
1.352823726104240905e+03 6.622143546454136755e-03
1.327970311208791600e+03 6.474649743706836422e-03
1.317200431782152464e+03 6.701073027679585285e-03
1.320226409664517860e+03 6.611022327889248991e-03
1.353296853946440024e+03 6.555812469940873813e-03
1.354567004697585389e+03 6.549638254253426460e-03
1.355120009483077865e+03 6.547126049484098577e-03
1.356241842896940852e+03 6.567473908284020799e-03
1.351279937431005919e+03 6.389523360120004380e-03
1.338388818415558717e+03 6.276335489022394701e-03
1.477725105514386314e+03 4.650983272279821980e-03
1.338501682007955196e+03 6.274937849215502135e-03
1.483845850682626633e+03 4.701782700461908798e-03
1.486725149087059435e+03 4.663449097396367080e-03
1.487846264661984605e+03 4.684496841596305465e-03
1.486571055129313891e+03 4.706832749600663862e-03
1.486155351268807181e+03 4.707631156730577617e-03
