# omega_GR tau_GR
1.396070462360406282e+03 5.025115209843351166e-03
1.373359156435594514e+03 4.862706114792418252e-03
1.378607461131691252e+03 4.870395530947355979e-03
1.376817414807733712e+03 4.875000720686590260e-03
1.426945751159609927e+03 4.717499840595685938e-03
1.427487405798867712e+03 4.716084073881215109e-03
1.446163144212512634e+03 4.763290098542137876e-03
1.383490894747516677e+03 5.264246836265091233e-03
1.380988650572589904e+03 5.273230482087784901e-03
1.487415184159682667e+03 4.401350557692578803e-03
1.381479804354876023e+03 5.216174259987152104e-03
1.382247335844668896e+03 5.213173473334928310e-03
1.510596533672759506e+03 4.289175676367637351e-03
1.378875740368294828e+03 5.161933270739273508e-03
1.429440947105128089e+03 5.166016705006272816e-03
1.429582011731501325e+03 5.166312217664666834e-03
1.432750632088169368e+03 5.136594568274891089e-03
1.431940386725192639e+03 5.121224734778504276e-03
1.379279593447182606e+03 4.390637470231280315e-03
1.440862378380069458e+03 5.116248422632981886e-03
1.438470968981797569e+03 5.171344884202347218e-03
1.438820018681438569e+03 5.170827314416952779e-03
1.442926004865141067e+03 5.189096227046417070e-03
1.538566265949228409e+03 4.343805198304681765e-03
1.443980666343652501e+03 5.184336437941079560e-03
1.538174632005788681e+03 4.320023830973283331e-03
1.449978031713616701e+03 5.101075276900570235e-03
1.450837186157835959e+03 5.105011258571681004e-03
1.453345006621490711e+03 5.200251905142842107e-03
1.453390441477982904e+03 5.198896868379850392e-03
1.451109533290437639e+03 5.208084027055122009e-03
1.450472974451655318e+03 5.211199821890588266e-03
1.449304751209905135e+03 5.228944153440043784e-03
1.449581944689758075e+03 5.226570613630829136e-03
1.449347110910771562e+03 5.225072542667799462e-03
1.449279613640288062e+03 5.225559876319250951e-03
1.448807974065350891e+03 5.226434672853959469e-03
1.452681811861092228e+03 5.280013522766800402e-03
1.448711294760555347e+03 5.271041359743529851e-03
1.447230183847035732e+03 5.282357809703276327e-03
1.449860583807964076e+03 5.270300252469714737e-03
1.428433312441695762e+03 5.126295386364256024e-03
1.427759734595514374e+03 5.130210863706338720e-03
1.427355305518620526e+03 5.132376275103058515e-03
1.426956114608213056e+03 5.088242963503944796e-03
1.403851496804789804e+03 5.330877161232816519e-03
1.430341574697300985e+03 5.262771062071784633e-03
1.431330762320459371e+03 5.259474969459628120e-03
1.421152208854718310e+03 5.309123442138421155e-03
1.421210591060473462e+03 5.342075858514751426e-03
1.433836087694396610e+03 5.215318540817777751e-03
1.436943858220249467e+03 5.212944996138603633e-03
1.438334002104068304e+03 5.227510260426046496e-03
1.427468772666973791e+03 5.253909382393315980e-03
1.429943659145592619e+03 5.256525816059954594e-03
1.429674467053023136e+03 5.260729950326423036e-03
1.421610980771265076e+03 4.774783965985894899e-03
1.417888886077353845e+03 4.759863956922317021e-03
1.436841593668969836e+03 5.203948509173655403e-03
1.433993629210142899e+03 5.235491317042630967e-03
1.439016022040053258e+03 5.264860144710139384e-03
1.438651537984614151e+03 5.266159280163462166e-03
1.438491604932466089e+03 5.281326253220591446e-03
1.438186927684658485e+03 5.274838436384591232e-03
1.403699964509803976e+03 5.593910054364245425e-03
1.467338256833572586e+03 4.978760870773563975e-03
1.463324772370083565e+03 5.010388127136077875e-03
1.464537409227737726e+03 5.006120621516985635e-03
1.466662731937500212e+03 5.284846796855071673e-03
1.465937735800232986e+03 5.291321273992821358e-03
1.466191319276727882e+03 5.295911755443142438e-03
1.461956862909135452e+03 5.275416016718440654e-03
1.461234570203664134e+03 5.269203581857617724e-03
1.389381784132899156e+03 5.063459683423554916e-03
1.463994802927659066e+03 5.298105109115337427e-03
1.382546901206439543e+03 5.039343718543824215e-03
1.439767281627578996e+03 5.068578964089852888e-03
1.442105501281992019e+03 5.055550368171203394e-03
1.442392735782758336e+03 5.055181143832744063e-03
1.442910091819345553e+03 5.055656430121037263e-03
1.439438381498308900e+03 5.064904516971491938e-03
1.433605472521757747e+03 5.093674500519537567e-03
1.434848989658184109e+03 5.089130349713736137e-03
1.435586657426803640e+03 5.085914894886555890e-03
1.437719630362960743e+03 5.076239544927681722e-03
1.437976410719313662e+03 5.076642220902373784e-03
1.438260947681612379e+03 5.075904511560981949e-03
1.438880077485478751e+03 5.070600343405284871e-03
1.438219579163292110e+03 5.076124022650400219e-03
1.481237844022149375e+03 5.341318082646457667e-03
1.408262568655831046e+03 5.304411443345003266e-03
1.408987456430531665e+03 5.302929654067047548e-03
1.484081277376610160e+03 4.887170827287345108e-03
1.409723593668380545e+03 5.300784958767794548e-03
1.484550748034892422e+03 4.862993219396902038e-03
1.459296037018484412e+03 5.336481356460375663e-03
1.458364047521073189e+03 5.360534982676558313e-03
1.482922550846161585e+03 4.894451489996033515e-03
1.481797507307401929e+03 4.906855787540027013e-03
1.460534956006884386e+03 5.357938047400401770e-03
1.460319671031256121e+03 5.357577708571696629e-03
1.468598158345669844e+03 5.051741224520895149e-03
1.470041987372190988e+03 5.037456255857529659e-03
1.444836878571874422e+03 5.372710698483558478e-03
1.457165014200486439e+03 5.416193222741856779e-03
1.443798087405853039e+03 5.338558727167653541e-03
1.456762569034475518e+03 5.417730135030373977e-03
1.429325554404100785e+03 5.499368731359449702e-03
1.453509443037217807e+03 5.395759191719824883e-03
1.463349452978899762e+03 5.221934330945552337e-03
1.467194707928825210e+03 5.196984125618937106e-03
1.459532795046005049e+03 5.117659880559585414e-03
1.428671631535636607e+03 4.922809662985976227e-03
1.482697972863807763e+03 5.193055241104897572e-03
1.486944736491831236e+03 5.220547030094771154e-03
1.488937760767110376e+03 5.199716076264767999e-03
1.503035457884006519e+03 5.066571737498969628e-03
1.503013331827559568e+03 5.078082844920552182e-03
1.443427682210782223e+03 5.151821497950748348e-03
1.500610664111131655e+03 5.091632701376490322e-03
1.501961738135304813e+03 5.099955718479976668e-03
1.502015245670860168e+03 5.108895264632843866e-03
1.499269270809167665e+03 5.095854828570961330e-03
1.499447413261460952e+03 5.099341415205068534e-03
1.432393734452268745e+03 4.967321158030177722e-03
1.496038021645049866e+03 5.071510220811226502e-03
1.497117620120763831e+03 5.065548140919297511e-03
1.453051894365143653e+03 5.042900976152888022e-03
1.422646871809771255e+03 5.170876873827359894e-03
1.500099247711367525e+03 4.979782721056718112e-03
1.423278284051862784e+03 5.169022731701607837e-03
1.424120143784297397e+03 5.165866238689292150e-03
1.426285943336462651e+03 5.162221577974645398e-03
1.429350891148575329e+03 5.154280265770892072e-03
1.452050463740676378e+03 5.536813444897103337e-03
1.440534594178801854e+03 5.543996009215313228e-03
1.432394586418960444e+03 5.143998827248380361e-03
1.446976743320175046e+03 5.378803575077760295e-03
1.476143342872182302e+03 5.289313618710504185e-03
1.470341783152495054e+03 5.374624735743456332e-03
1.470273066235420629e+03 5.379336333705967560e-03
1.475868724003748412e+03 5.440162139322215346e-03
1.480777475011996330e+03 5.496563581054612728e-03
1.418791578378246413e+03 5.077335333166396909e-03
1.475831912837189066e+03 5.419032033927224587e-03
1.474883673517243778e+03 5.423694214270708552e-03
1.426451861647760779e+03 5.096531014459709970e-03
1.433231835733955222e+03 5.272676551407082766e-03
1.433185287086615062e+03 5.275125944126451798e-03
1.432356054891278291e+03 5.294148019147103430e-03
1.435488178341209505e+03 5.291387526996822743e-03
1.434152888980858279e+03 5.302317930612024041e-03
1.435497373678965459e+03 5.307215888111299455e-03
1.433169356906330904e+03 5.286932273161389605e-03
1.434269671211971854e+03 5.286109301890542719e-03
1.434376166195988844e+03 5.295301505055042580e-03
1.434457949909290392e+03 5.280184384223752039e-03
1.433878236938726559e+03 5.293933254700700433e-03
1.431530975630094190e+03 5.269236779153223769e-03
1.437393083955204020e+03 5.299054688069312555e-03
1.286288860067419364e+03 5.260718567941780575e-03
1.437445576410353169e+03 5.316526000130547720e-03
1.438438308847290727e+03 5.313150415318104551e-03
1.433250277096694390e+03 5.258872011390533854e-03
1.431531155830085709e+03 5.246317954907145018e-03
1.480274551165183766e+03 5.077962374154624051e-03
1.432728213743218021e+03 5.247089830297376779e-03
1.432735421775175155e+03 5.247977084411764928e-03
1.433413596184981316e+03 5.250510405867982351e-03
1.397759578175944398e+03 4.987850067668060661e-03
1.375653049087277623e+03 4.986504121771096788e-03
1.390344831890354499e+03 4.985776765393586975e-03
1.391313765924451445e+03 4.984493995774472858e-03
1.310144050750292763e+03 5.811354203144552741e-03
1.310611603836439826e+03 5.797388770746677959e-03
1.310613045050753954e+03 5.796908243702962246e-03
1.330129831237228927e+03 5.712166704676972448e-03
1.404449128432178441e+03 4.889765672261237907e-03
1.497119020923415746e+03 4.650990741006403618e-03
1.416324387770185695e+03 4.850990594345109055e-03
1.421356704762182517e+03 4.832980292987220164e-03
1.420972203419639754e+03 4.833464798522600463e-03
1.427316045706063051e+03 4.825485622001870166e-03
1.435725963980512688e+03 5.306993296127856911e-03
1.428581304975221201e+03 5.299609263584009917e-03
1.429754053735620118e+03 5.309398978917898894e-03
1.431005702222290665e+03 5.279096899272708865e-03
1.423831254740409349e+03 4.843600002579323029e-03
1.423598010464856543e+03 4.843749352421372958e-03
1.428733396717396772e+03 4.868360490914977468e-03
1.429317417772346289e+03 4.868415959660320029e-03
1.428936276862316163e+03 4.866940209359544613e-03
1.329567901213624054e+03 7.437188456443225189e-03
1.297796257902474508e+03 7.195832789914748291e-03
1.318172940390232270e+03 7.379195536374998088e-03
1.331739184379166318e+03 7.114692779445234636e-03
1.453898661948586096e+03 5.044799771825943420e-03
1.430837868559723802e+03 5.391613733397132048e-03
1.430005158702579365e+03 5.392629557988549809e-03
1.310017178675567720e+03 6.914348061239094373e-03
1.309184007824561604e+03 6.926020073189536642e-03
1.309333354063828438e+03 6.934552934648680576e-03
1.413372162020950782e+03 5.124007607978423549e-03
1.444119837136135857e+03 5.219655071379763339e-03
1.340666035859663680e+03 7.037979061919787636e-03
1.442493071363164745e+03 5.220631424738817784e-03
1.442919063565015222e+03 5.255284935228714607e-03
1.293449969615879581e+03 6.945846393767986411e-03
1.447809086191383813e+03 5.491882911752289133e-03
1.442014748084707207e+03 5.511576267918495350e-03
1.450001736952175406e+03 5.505402560921583005e-03
1.468616227906132735e+03 4.632981823180255289e-03
1.310326688162237588e+03 6.941167460599499336e-03
1.312232706652912384e+03 6.917452562431440979e-03
1.340386102999292007e+03 6.903816395356644244e-03
1.375745365301980428e+03 7.550697475524453459e-03
1.376063017585603802e+03 7.541260630887761454e-03
1.375788969878031594e+03 7.543564120584271733e-03
1.375396212119963820e+03 7.540179926902912215e-03
1.370938010620406658e+03 7.516202625488523428e-03
1.370979590991353462e+03 7.522216124131109009e-03
1.360787435743263131e+03 7.256842853220519737e-03
1.361336481920300912e+03 7.243222788337098407e-03
1.360803702389580621e+03 7.249077954480129954e-03
1.320581744578929374e+03 7.171235628698047378e-03
1.328043540951288833e+03 7.244768390741064025e-03
1.490919041808191423e+03 5.014117733063479937e-03
1.416052732850789198e+03 5.014215800123997258e-03
1.488711448992112537e+03 4.853195521411538330e-03
1.488942020251530266e+03 4.868041592717252050e-03
1.488063691632382643e+03 4.879989445671495743e-03
1.488031491573659650e+03 4.871210911432892650e-03
1.421002500349727825e+03 4.949332296521477374e-03
1.421923233970599085e+03 5.193961842469620518e-03
1.486494765664992883e+03 4.841499343376268368e-03
1.485978512710189761e+03 4.842592231349958018e-03
1.486291776095283467e+03 4.842778634955463915e-03
1.485980513439335482e+03 4.843049883506319632e-03
1.479181530754373625e+03 4.698489473297279111e-03
1.479919404412707991e+03 4.666515809142547655e-03
1.478735417087014866e+03 4.668776759265033140e-03
1.479700468094620192e+03 4.667045126030762089e-03
1.479961847432061631e+03 4.665510826981022173e-03
1.478928951737329271e+03 4.665601980407655357e-03
1.472080288475135376e+03 5.000366070501720793e-03
1.484344733378687124e+03 4.705729567424068310e-03
1.484567011177889526e+03 4.706936978550107370e-03
1.483309659767015319e+03 4.707770894381374527e-03
1.484323229768334159e+03 4.706973868812329952e-03
1.484690298964019121e+03 4.706955930969170324e-03
1.484909911461573529e+03 4.707241796206634507e-03
1.488353364606707373e+03 4.711274599166418407e-03
1.493998364716669357e+03 4.735340733095084846e-03
1.493862613992388788e+03 4.736314026159971907e-03
1.366222479985731979e+03 7.319718113110936647e-03
1.485875480137160366e+03 4.720512888844043131e-03
1.486979436811043342e+03 4.721703844394799579e-03
1.340277308221155181e+03 7.436631154282095750e-03
1.517632977685036849e+03 4.627408523642297447e-03
1.518650581200480701e+03 4.631393486477540684e-03
1.513454501317186214e+03 4.616789946345165908e-03
1.513348793549136417e+03 4.616136090186153534e-03
1.508309575517748499e+03 4.597432789564316093e-03
1.367453894734950609e+03 6.074114473319272046e-03
1.508850018355963130e+03 4.597807963740609648e-03
1.509280808209138286e+03 4.598020341923479519e-03
1.509103113086760459e+03 4.597981761108247724e-03
1.441845032394878899e+03 4.668811912862458509e-03
1.446622024689293994e+03 4.656029842560062415e-03
1.445412798434825618e+03 4.657741402740295938e-03
1.442819652860769793e+03 4.663866940876064578e-03
1.442927994567395899e+03 4.664597399142598674e-03
1.448715117274338581e+03 4.671668172959415367e-03
1.452534806271547495e+03 4.673801318396477583e-03
1.450174351770384192e+03 4.661806355633850603e-03
1.449864236825574835e+03 4.662366207536825652e-03
1.449546910072287574e+03 4.663224375584233521e-03
1.321505877048695083e+03 6.025914592407876497e-03
1.447606798915579247e+03 4.662856000805177918e-03
1.447067312264088059e+03 4.663670869591847283e-03
1.447221687255220786e+03 4.663392743177218261e-03
1.446203690797713307e+03 4.665026580359448068e-03
1.270871670046431063e+03 6.078569313206652266e-03
1.441303049269951543e+03 4.855105299041567735e-03
1.463200590866949142e+03 4.715810862019594561e-03
1.465483410122635405e+03 4.703090470644911113e-03
1.465893107141100927e+03 4.697035697875009963e-03
1.471187810808630275e+03 4.715626828284906480e-03
1.472063250258632934e+03 4.714005119330936036e-03
1.472986313314554991e+03 4.717505482492912253e-03
1.473144132572822400e+03 4.716902944551603846e-03
1.476947278753467344e+03 4.706968288831750793e-03
1.476614958551697327e+03 4.705949173059034187e-03
1.476899280733497108e+03 4.709108137091466695e-03
1.478026883808750199e+03 4.704865742441151875e-03
1.477582276342292289e+03 4.705679524738244114e-03
1.473039359309126667e+03 4.700544394628311876e-03
1.473897711062846838e+03 4.699306324156596847e-03
1.371437511410598972e+03 7.669683416236544420e-03
1.379214416452284468e+03 8.218230459718509767e-03
1.388993107347735531e+03 4.946528009758715053e-03
1.385055854352400956e+03 4.955651452933863312e-03
1.370171703496633427e+03 4.984188249576314983e-03
1.335924763691556109e+03 7.875366746894799444e-03
1.349515416117800214e+03 5.020464412297398135e-03
1.342179129427275484e+03 5.004529247580996251e-03
1.342023853030726514e+03 5.004619850111459607e-03
1.338628733484459190e+03 4.953282215845624184e-03
1.338524278569163016e+03 4.953500412368188645e-03
1.338554088307148504e+03 4.953121411106467878e-03
1.327968928122867283e+03 4.948738010181921547e-03
1.199968489971557119e+03 7.906326181145048593e-03
1.323843823672154031e+03 4.936630498972388592e-03
1.313764635453799428e+03 4.910636588461404078e-03
1.353083749873762827e+03 5.044410202437414961e-03
1.346992881999230576e+03 5.011920345426632180e-03
1.347249891510243970e+03 5.014192400652359161e-03
1.347945972731057054e+03 5.010092991172114714e-03
1.127524854140850493e+03 7.645880618584738851e-03
1.346247942585291867e+03 5.015234662851413006e-03
1.345459577835169966e+03 5.015405772335082731e-03
1.365416763399663523e+03 5.107307446010215038e-03
1.359405773854165773e+03 5.173887042789266331e-03
1.367926907449372493e+03 5.168425198619495779e-03
1.356974949986328738e+03 5.152215018011551372e-03
1.441418013925582727e+03 5.416896468803238454e-03
1.340060132064782920e+03 5.290084786001589788e-03
1.395700114546085615e+03 6.148467298934635200e-03
1.395243692674707972e+03 6.126582971125231654e-03
