# mf_modGR af_modGR
5.268028066013784638e+01 3.980962509826044826e-01
5.337918065360750575e+01 5.748205891185160787e-01
6.947258759491634805e+01 7.232440021339995306e-01
7.848929591093425984e+01 8.444809621901342434e-01
4.787169535922978270e+01 7.589141916580249836e-01
8.853169140314648189e+01 8.940469064789275944e-01
9.554949713788685983e+01 9.570203576495027731e-01
4.219191420459558373e+01 -8.993904397597698441e-01
8.582415952741102672e+01 8.691437428396613374e-01
5.922263205204527736e+01 7.684915376599352754e-01
6.061820487564651216e+01 5.268629707853940136e-01
1.025820008014878653e+02 9.754148380049152411e-01
1.056211116331452615e+02 9.812028266732998327e-01
4.260961595725090234e+01 9.713168701189324183e-01
6.438951479975115433e+01 8.402832953523483583e-01
7.194293406005765235e+01 9.160333196247547605e-01
5.367454423802887220e+01 7.126636409008784145e-01
8.027800388252694574e+01 9.545903152081884890e-01
6.749450137018880014e+01 7.649830536342937526e-01
7.665886569157051156e+01 8.768537311621362740e-01
8.518819862685042210e+01 8.673859132323182841e-01
8.841160738837069744e+01 8.940082795411823380e-01
8.809109331087752537e+01 9.206408642379664276e-01
9.976282545333330631e+01 9.680090518739752348e-01
9.829988501842342430e+01 9.639959393565341594e-01
8.632351491919325781e+01 9.139314168533392291e-01
1.028767932303840951e+02 9.770087054695514306e-01
9.688106471464286074e+01 9.636979815327139098e-01
1.053273103279919098e+02 9.821045184422485530e-01
1.035580112087055227e+02 9.791009707604935164e-01
1.002270807063395779e+02 9.721658773731111092e-01
1.027302743573098240e+02 9.775589787928277152e-01
2.918142204597067746e+01 -1.366522787626977209e+00
1.002992841658710148e+02 9.719067719348892798e-01
9.646324478586599582e+01 9.614848028732232432e-01
1.087600418468146586e+02 9.867143469556955981e-01
9.926391304744792876e+01 9.693943716644919384e-01
9.221707196701792952e+01 9.428609409794254104e-01
6.581096558256885487e+01 7.065391774467091324e-01
9.737005681261143764e+01 9.617832698294654925e-01
9.430441185144397309e+01 9.468722879331998854e-01
8.427619689166520800e+01 8.595182806510485163e-01
7.790412448107093724e+01 8.571177956356375027e-01
7.568169630085884592e+01 8.843948829525899447e-01
7.484112441268902671e+01 8.842872422073277949e-01
8.261950225111569068e+01 9.258111313983554691e-01
8.541589173619799169e+01 9.091810372720180444e-01
6.979559170221463660e+01 8.996673284947146465e-01
7.692015683927148473e+01 7.799499779528081822e-01
8.314453049870412826e+01 8.654613292488284593e-01
4.497194226858363919e+01 2.666543867359040254e-01
6.725908120222908337e+01 7.038152222246317757e-01
7.153132048737062121e+01 7.642234370320140080e-01
6.693228213386871062e+01 6.281284845627459479e-01
5.445828798341197086e+01 7.096681620474130092e-01
6.899085324709018607e+01 8.168572431760665609e-01
7.571813208159593955e+01 8.532148681957728575e-01
7.535208485418573332e+01 8.451514558544978017e-01
7.865708349313257486e+01 8.543351858612051597e-01
7.339465227578349982e+01 8.768996420138536196e-01
4.314880425838137512e+01 -1.558391005470478596e-01
5.129642722728262072e+01 2.578880398277763053e-01
4.456127110497521926e+01 3.063036172973260252e-01
5.311780145822255150e+01 5.129994973817683102e-01
3.981814213177578665e+01 3.549218557477972213e-01
4.012207806994943127e+01 3.045370203503897644e-01
5.710098623368652682e+01 1.985690771409160948e-01
4.877533495477777592e+01 2.352530527956697703e-02
8.257855251730624957e+01 8.754098092749279525e-01
4.991396931408405635e+01 6.515578290321641930e-01
8.256877066331888670e+01 8.789876732592281083e-01
6.440604106202150092e+01 7.824130670506439511e-01
6.835395439084004465e+01 7.221971397423778694e-01
9.669433366713687406e+01 9.602269326483217071e-01
8.174325275418053138e+01 8.582848313391033823e-01
9.083904962991937282e+01 9.168311660514896211e-01
7.011379588264475160e+01 8.088074839555625672e-01
5.895709775496005989e+01 5.991892288674103284e-01
6.954166417912408349e+01 6.890554570250984057e-01
6.808969322529735280e+01 8.402633497505322957e-01
8.102412820210017230e+01 8.575908730921639744e-01
6.268917108386629877e+01 5.575053204190402178e-01
6.746277518317138799e+01 7.147283323443268666e-01
5.739748777215041997e+01 2.139136257247014061e-01
8.204473758579116804e+01 8.179189595326923357e-01
6.613677224041505553e+01 7.565961936510789965e-01
6.769962159284393977e+01 7.736949732613689346e-01
7.944262080971120099e+01 8.892887824160792265e-01
5.249963926973357786e+01 4.144651584872319772e-01
4.814171207658959162e+01 7.661446891788639135e-01
6.026481304440279274e+01 6.793109576646866321e-01
4.916424644119017273e+01 2.806408270083722289e-01
6.073922804705900091e+01 6.344108346761763162e-01
7.281451926941697650e+01 9.286424573416112160e-01
7.196380614058978153e+01 9.224145181656490111e-01
4.038229129320874478e+01 -2.581269687685352476e-01
5.267344491001096429e+01 2.744484218534771758e-01
9.486253389118584778e+01 9.496945959660075820e-01
4.560941842067683183e+01 5.461290813884160933e-01
6.699175684298835165e+01 6.502404363456288916e-01
7.609436673061034639e+01 8.012107444403950840e-01
3.133114393903450079e+01 -8.536667266093522777e-01
3.930834448289694905e+01 6.076036408920428844e-01
8.084471802517279571e+01 8.521486598801517598e-01
8.095620617970865851e+01 8.714219711409076918e-01
6.500544478547534766e+01 8.110768345546417457e-01
7.182641611922294089e+01 7.517096245288398260e-01
5.783473695570522466e+01 8.133488151890840845e-01
5.842230147036702448e+01 7.282643268858413066e-01
7.522501580811736233e+01 8.247423758366995150e-01
1.015530872510744445e+02 9.771272720744349494e-01
7.704291931823316020e+01 8.545413016805080142e-01
7.723098119910248727e+01 8.538418842085992999e-01
7.093442721479357260e+01 7.854058027927380836e-01
6.168726511338348217e+01 6.241621863712578655e-01
7.259769419017166570e+01 8.396672608866464493e-01
8.596403566651659389e+01 8.359181705804158424e-01
8.386820069600764782e+01 8.355351906253972727e-01
7.871978480143208401e+01 7.516939333677701285e-01
4.927491444626712536e+01 6.182553090195024303e-01
5.950875149356673433e+01 5.245052955402149664e-01
5.353874205671061048e+01 2.177750717546993453e-01
6.759273434517568546e+01 6.338635448111538118e-01
9.004277990583378255e+01 8.974583546748232665e-01
7.257834271109791757e+01 6.835481793058348909e-01
4.650868909874456847e+01 4.657377880357904676e-01
7.081041108615016810e+01 7.419420149924254027e-01
7.196191015731984919e+01 7.547587935136961246e-01
7.318267652933403156e+01 7.321260103170057487e-01
7.886345018654799333e+01 7.901191922425920833e-01
7.914365119884037370e+01 7.903282913586843206e-01
7.918619874121758073e+01 7.901910444513763343e-01
7.911060164652792537e+01 8.072499578259259012e-01
6.792195851569428555e+01 7.646683285690855092e-01
7.404994440142598933e+01 7.903565980139481972e-01
7.622541369986878124e+01 8.067795590120813154e-01
8.472018991151931289e+01 8.861819532381474129e-01
6.152584485297968087e+01 5.429650967583847798e-01
5.287727935809458302e+01 1.505604988282825962e-01
8.789189635464042283e+01 8.987967023672481792e-01
7.076859721160997196e+01 9.100852930769063320e-01
8.204679184597956976e+01 8.273956779128129879e-01
8.378234207190186567e+01 8.224797730463625500e-01
6.617562371409812272e+01 8.594113874686368781e-01
7.052166646079908219e+01 7.717504011134257436e-01
5.848521343099967851e+01 6.936516885487054029e-01
6.258765160608909639e+01 6.548325657442253256e-01
8.089542028943252205e+01 8.300517149310009390e-01
5.319690400680482867e+01 6.611959639319224813e-01
5.250343433956807360e+01 4.863924982496142801e-01
5.862952652066490344e+01 8.163783934914106144e-01
6.662033106951606953e+01 7.634842563272923321e-01
6.643718831260484592e+01 6.975005938145315554e-01
6.631574319323186728e+01 6.975620481399729123e-01
5.393821107220914257e+01 2.839970068494763744e-01
6.955934300385484903e+01 8.620332124601641777e-01
8.496575894696009357e+01 8.622813379943760070e-01
9.208925340800919912e+01 9.285006135820317308e-01
8.074312785978308682e+01 8.646042549647215969e-01
6.539232001047103893e+01 6.876630466101902872e-01
4.782240525287183175e+01 5.496927261819946064e-01
5.401654845670028493e+01 4.897107215565077443e-01
8.481752231398446895e+01 9.218621284244610248e-01
7.145288677861452697e+01 7.771506069159239694e-01
8.476557824276679298e+01 8.955592613763563303e-01
7.724161394771257960e+01 8.197315175020654099e-01
2.350247701328604322e+01 -8.492580594350254142e-01
8.797198158450152050e+01 9.086679379785091992e-01
9.246541260592952938e+01 9.364615316044480053e-01
5.396857663687274709e+01 2.700258120745483437e-01
9.386726725334452226e+01 9.436754732089065456e-01
5.475982083024766922e+01 8.966287428196615394e-01
7.822470399053985091e+01 8.266908442256769574e-01
4.662373533532675651e+01 5.781545139164347979e-01
4.374069790269066260e+01 6.051258065658429164e-01
4.558611489824680518e+01 5.206417586733431691e-01
7.912435878102157005e+01 8.516424124992839628e-01
7.863238872517311506e+01 8.463456072355562965e-01
6.291972092481577761e+01 6.009581346215430164e-01
4.662977713638723998e+01 2.711678721906138900e-01
4.547168497453528602e+01 1.949647699231642495e-01
5.340717227891757801e+01 3.224324708265910999e-01
6.335184005298069110e+01 7.190160997105610186e-01
5.141341784747052657e+01 4.002526955050118573e-01
8.270363437970904386e+01 8.731816717475064937e-01
8.726651949682003817e+01 9.073097313000573205e-01
8.173634514896683356e+01 8.640262901676385443e-01
8.044191921555309932e+01 8.750747869088231212e-01
8.113636456915961048e+01 8.781129695766044518e-01
9.153892212000141626e+01 9.434927375788316750e-01
7.290480829625775527e+01 8.169090858514687081e-01
6.568798099644271815e+01 7.060035156261624811e-01
6.075796090646504410e+01 7.746511226406966877e-01
7.647310166219531880e+01 9.180161197661990125e-01
7.438550025314636116e+01 7.540422792876387836e-01
8.555916890116279205e+01 9.061169578302875616e-01
6.356272029965192161e+01 6.726572418546350463e-01
6.729583783279680631e+01 8.154878486293378748e-01
7.341171626369298053e+01 8.095968206516830357e-01
6.938431572818042525e+01 7.487890007715145568e-01
7.094266129322180348e+01 8.286615630870526328e-01
5.515634136816831301e+01 6.108294603977373338e-01
5.857493370311119207e+01 8.385013519412832794e-01
5.095357279933470807e+01 7.704641162132404020e-01
5.007917664250997802e+01 6.901488347617934505e-01
4.212984844526633310e+01 8.543770287178706901e-01
9.154013580836198116e+01 9.317286579419944426e-01
7.333493552815593830e+01 6.972379198303205738e-01
7.773594136619163919e+01 7.933889354791775483e-01
7.554956157989785481e+01 8.808403033669942594e-01
7.262515994958330623e+01 8.517249635894823534e-01
4.424870124467392429e+01 -3.676433757892560994e-01
6.385506351575932626e+01 7.043323047961480565e-01
6.980372899722119939e+01 6.350419456489697634e-01
6.876454939500436581e+01 6.717840245527930687e-01
5.352720300793385633e+01 2.320929563750809832e-01
7.019990874015167037e+01 7.963287949035413593e-01
7.270408900575229438e+01 7.932060884526392908e-01
6.394671571699218049e+01 5.503847967777314443e-01
8.838231936036706315e+01 8.869058640256805015e-01
7.586070974550474943e+01 7.634803652978088273e-01
6.857222089429907896e+01 6.889418587268281158e-01
9.130560276868203573e+01 9.319953717947293548e-01
6.632222860492848326e+01 6.051029241149283866e-01
7.021189653608892911e+01 7.187290501818168753e-01
8.145321427887267873e+01 8.620967327213215903e-01
9.678275236163395334e+01 9.541890178712925108e-01
8.076283941242462561e+01 8.087132866611761450e-01
6.325659632297653445e+01 7.797558802151073332e-01
7.050903887072759346e+01 8.076438685742297618e-01
8.275852868124836448e+01 9.034293531823616163e-01
5.680312337142696322e+01 5.603604276983928933e-01
7.113730494146699357e+01 7.323501051857226329e-01
7.046576999037071687e+01 6.549611943918460799e-01
7.315669003183514008e+01 8.598292690439569563e-01
7.838093575250780987e+01 8.600520744699876596e-01
7.720595308121285427e+01 8.687227528773442398e-01
7.288463073198816744e+01 7.589471083875835022e-01
6.890912781644080098e+01 6.733028282830035849e-01
6.731948886528951448e+01 5.314434017520508480e-01
7.038424292983529540e+01 7.981425677598753543e-01
6.612664638684988461e+01 8.068505670660958140e-01
7.665750022609879011e+01 8.053957278181097523e-01
5.803874897067596095e+01 6.333320945860529960e-01
3.231773295750002717e+01 8.453085410370685393e-01
9.051980109173028666e+01 9.166000602353474580e-01
3.327894234082429392e+01 5.864891689438078703e-02
6.328983966562671526e+01 5.190624316831105034e-01
6.353234390695159561e+01 7.986575188891035237e-01
5.580732031753222344e+01 6.737167090926886592e-01
6.197999824261354718e+01 7.804031712261405573e-01
5.188317692085143307e+01 5.445392678740120784e-01
7.986062805339624049e+01 7.172976377409672200e-01
4.459282089067689014e+01 9.211074545926324353e-01
2.303008290129574576e+01 -7.113411829749383131e-02
7.382695478048424320e+01 6.696764947698976567e-01
7.972310243669423357e+01 8.173926417428796221e-01
8.466328526957674683e+01 9.059893485407904956e-01
8.919857592584483541e+01 9.327200690663417504e-01
9.768042787519584635e+01 9.654739458916589134e-01
5.385318474789942655e+01 1.110814243995438266e-01
3.143418451103153188e+01 -6.640340218112774640e-01
1.639708663621552631e+01 -2.766801671143777952e+00
7.897658049981967565e+01 8.132489547279844189e-01
7.266609136769703525e+01 7.219253765564036529e-01
4.161690359226707869e+01 9.829928671730795431e-01
6.983484646735216472e+01 6.959701811486334044e-01
8.043008084844900907e+01 8.461809985735776474e-01
8.662753121133034995e+01 9.144653866303453782e-01
1.014534477389811258e+02 9.758379728439598999e-01
5.592614051451165835e+01 1.551192235454034174e-01
1.056532946838417928e+02 9.835097222939210848e-01
8.752239958826788779e+01 9.264778596286685763e-01
9.560089744107568777e+01 9.573339859026305243e-01
6.409079555511880244e+01 6.263097145881199035e-01
3.684986695820214209e+01 9.109662006883328944e-01
8.520018961261590107e+01 9.029218771666063237e-01
3.768600062673900908e+01 9.623555191158339461e-01
7.456388637111317053e+01 7.419751774589193882e-01
5.685951802423630141e+01 3.817395831398917583e-01
2.732069243076411169e+01 -5.423178262379013681e-01
3.715290219919148740e+01 1.248421317468089153e-01
5.915058042833082652e+01 6.414072099283865125e-01
5.888143220147706813e+01 4.691711644245022406e-01
5.507185322702284935e+01 5.709362781212194982e-01
4.173134165293356546e+01 1.151982971856557736e-02
8.658734155618029149e+01 9.147621651600478243e-01
6.075850881455812669e+01 5.051484487631491271e-01
8.404501567682133611e+01 8.938654760880272443e-01
8.470269840005411766e+01 8.949289202162529211e-01
8.856545303842936789e+01 9.172929632921279497e-01
5.988469397985522846e+01 6.930831621825499500e-01
4.379854676718620965e+01 -7.896409376694912829e-02
7.086708098523337185e+01 6.448468056066424259e-01
7.369460341681883619e+01 7.948332233985595519e-01
6.688416553484890414e+01 5.438311996756575173e-01
7.554305513151450668e+01 8.891014120017237676e-01
7.262881660469798817e+01 8.893092230022973110e-01
7.840642462082774955e+01 9.013092494165120261e-01
6.541191793428410506e+01 6.219889483444391853e-01
7.629586711046428604e+01 8.222992738333556595e-01
6.221035986365510695e+01 6.071477561523319633e-01
4.645297945603287815e+01 2.460208110538421034e-01
3.340416363248309750e+01 -8.797109384218018135e-01
7.166927386276985601e+01 8.949090985085424999e-01
7.372898292307669976e+01 8.784631277795532656e-01
6.150785095994793750e+01 6.122029167514613235e-01
8.868412927684818214e+01 9.199482647816881187e-01
8.829028021694428219e+01 9.123692616610913353e-01
7.128109595287806144e+01 7.411851074933570871e-01
9.031322423208295902e+01 9.265038988833325106e-01
7.766653555280861099e+01 8.249862617250965924e-01
9.079046328962600398e+01 9.290877469551170886e-01
7.562350531519952312e+01 7.408407958101195234e-01
3.762308973081276520e+01 -3.551527847250264269e-01
5.476466263606192086e+01 3.583733562700689435e-01
6.281971976296635063e+01 7.667914459812028571e-01
6.790989155017454948e+01 7.240045231802585413e-01
6.643983552089017053e+01 4.940710975954435424e-01
4.383577672882024956e+01 9.356887031341855065e-01
3.363411794801544374e+01 4.423586017739332688e-01
4.171751512195678657e+01 9.844750888951249168e-01
4.234939436218646591e+01 9.876801140806155122e-01
4.326200965517323738e+01 9.899702469169961994e-01
3.239660968186084489e+01 8.768641055822339325e-01
4.149036321441310093e+01 9.724943827668262042e-01
2.536455609026762303e+01 5.892380103774965683e-01
4.234091938619280882e+01 9.795922674521529983e-01
3.778148952451225284e+01 9.519796951890042713e-01
3.448555151866852952e+01 8.558806580359434868e-01
3.519022701289021882e+01 8.314491090200886170e-01
6.650486443857768393e+01 8.268936332725304039e-01
6.665257686941717452e+01 8.825082774325733181e-01
6.962776276900335404e+01 8.807603859367139076e-01
8.324080187962067612e+01 8.519461337667096901e-01
5.551730152284655162e+01 5.162393086309542412e-01
7.197659494031886140e+01 6.811269198006877357e-01
7.574661040795126610e+01 7.455919791587537482e-01
8.542023103494187808e+01 8.937591102566105894e-01
9.013966575202283593e+01 9.282117435045386111e-01
7.534130518349783756e+01 7.831741474024448424e-01
7.442894981228732831e+01 7.955731395474061607e-01
7.486443603817761527e+01 7.999454128299182676e-01
7.610057482326004674e+01 7.442839550812956340e-01
8.914110107433360497e+01 9.178400280874475792e-01
6.074147445184094352e+01 4.549071738703291956e-01
5.718404586455734062e+01 5.318837392489295102e-01
6.021200206009939393e+01 6.669181255346432469e-01
8.365436513753687109e+01 8.765587485170822646e-01
7.015176331627685613e+01 6.890425257998589181e-01
6.859508842311232968e+01 6.035187202212514146e-01
7.887746481747571181e+01 7.795678248162835056e-01
7.709823223288631766e+01 7.419048187681536177e-01
7.243685023726527561e+01 7.342507145381907963e-01
7.294245813136376455e+01 7.467281176662166065e-01
9.775628224974094849e+01 9.547621786605534622e-01
8.860217858765160770e+01 9.020597632352733708e-01
7.841170337136114199e+01 8.095382993914768122e-01
8.537469005430421021e+01 8.667559855778743660e-01
7.206029712895028183e+01 7.180704122628551733e-01
8.893286560663790397e+01 9.076566058553552363e-01
4.619636797549805607e+01 1.990017022609426034e-01
7.511435126307917187e+01 7.784674549569401414e-01
7.807088283578576693e+01 7.249329639532886560e-01
7.617849363489929715e+01 8.053617685326338593e-01
8.159501090913897769e+01 7.532986309013998127e-01
5.745634404228800918e+01 6.137544367974977488e-01
6.185958116103932980e+01 7.688547638314551236e-01
5.308574878187624790e+01 5.678660815965672626e-01
5.369960123302109878e+01 4.869502548495472372e-01
6.279173995232952166e+01 6.339847924270488599e-01
6.209966794790130962e+01 7.111607263762351749e-01
6.478442117527012556e+01 8.607773377201453080e-01
4.928992945639476631e+01 4.758195053982284817e-01
6.535332907939076108e+01 6.990951711666046897e-01
6.616062674268135879e+01 7.388947090690566322e-01
3.598615550194724477e+01 6.357050936478187975e-01
7.689969015967625410e+01 8.396166127747533015e-01
8.083752785982446198e+01 8.665005264908298699e-01
5.862916417704876437e+01 6.368384548849329585e-01
1.085796543162699237e+02 9.864206058154511014e-01
5.930226633725784779e+01 6.886240688154066092e-01
4.567106755285938391e+01 4.965613811541608191e-01
4.958711861184259817e+01 5.426824924666853178e-01
5.281867569630507120e+01 7.619189465475920686e-01
5.729944218648607546e+01 6.898487077531090250e-01
5.941365574656135351e+01 7.286353282163734457e-01
5.406915003473863379e+01 7.736457125514285549e-01
6.680037236473005180e+01 6.742790247055451269e-01
5.236906922650505436e+01 6.127352461568962294e-01
6.242567867517108482e+01 6.880234844419780282e-01
7.309086516556948254e+01 7.562551077976404912e-01
8.313289459160222350e+01 9.029052066950746802e-01
7.227364273632225888e+01 7.942868420279873831e-01
5.985416779676372556e+01 5.427739771262936053e-01
5.279591681299228156e+01 1.711237504383303909e-01
4.611034666858216724e+01 4.746322573552700375e-01
7.362719599466194609e+01 7.801756995977464637e-01
5.716893505802138975e+01 5.986764812670947178e-01
7.309847497969238361e+01 7.755555303570925707e-01
5.260991344303572959e+01 5.246833414439728838e-01
3.983052179583943797e+01 2.185095964370142863e-01
3.917803724340976146e+01 8.146308085731915893e-01
4.140551687831458594e+01 8.443222797694245330e-01
4.009358843738564104e+01 4.732189892640854545e-01
7.084733078969581754e+01 6.910776013255928163e-01
7.660310034304173143e+01 8.622336654515728727e-01
7.090721392870764817e+01 7.967497769884973602e-01
8.524389098316626701e+01 9.282726228175474104e-01
6.477731630379149408e+01 8.814321121353403399e-01
5.395301203405209378e+01 6.954963546678818442e-01
8.263187086071384613e+01 8.577633337949648329e-01
7.511222430237408787e+01 7.946202390353417355e-01
7.454045473700846003e+01 7.956049838077942082e-01
8.814110795260093312e+01 8.898779082680677854e-01
9.436792426973117642e+01 9.523203887456388461e-01
8.363921503325154561e+01 8.870205837786893088e-01
4.247058819849494427e+01 -2.127765554184744001e-01
6.964656555174826735e+01 6.736169933729122539e-01
8.303109902655918972e+01 8.201971621072231544e-01
6.588880106281069970e+01 6.630953901929705907e-01
3.560336049783966672e+01 6.911723591667110478e-01
6.834321485577352462e+01 6.341996828455376267e-01
9.096448648931797720e+01 9.499419203677178514e-01
5.676703850242380156e+01 5.318378963194974052e-01
5.029082325865395120e+01 6.377040575385894972e-01
5.634902055720849035e+01 6.807325738065477250e-01
4.519032236567743865e+01 1.677014738467471622e-01
6.692922786154544212e+01 6.292708773125335053e-01
6.693134216352582655e+01 6.292104686458079854e-01
6.457548372711791274e+01 4.990983745972280561e-01
5.325606247460260789e+01 3.855353631971042416e-01
6.140460917403782304e+01 5.643196844661058087e-01
6.787520309806600949e+01 8.463864112396304318e-01
5.651017064920840483e+01 6.560313478529276043e-01
5.664473673713931845e+01 3.920545749282198233e-01
5.507557662527315046e+01 3.359983877455553491e-01
7.744822109293704671e+01 7.930809081414247341e-01
6.581235303092726951e+01 6.085711894637655384e-01
6.642320271113703711e+01 6.082649874282866076e-01
7.064002076402285013e+01 6.928436333419154547e-01
8.954728838064411889e+01 9.286550385965963716e-01
6.688105780250468513e+01 6.640306223897400884e-01
3.893170510495387759e+01 -5.468474233793052530e-01
7.104541786817594584e+01 7.306272297817231198e-01
7.105277725664475952e+01 7.309702467874232834e-01
6.902645408842397501e+01 6.960136117967429259e-01
6.659834924735548611e+01 7.860108133874180725e-01
6.183207490990185562e+01 6.900158796290627450e-01
5.746556681588895543e+01 6.095898017290792836e-01
7.787225689730281886e+01 7.832721007211151942e-01
9.061592543336399785e+01 8.852244013461355587e-01
6.507005632101710546e+01 6.250084919355862745e-01
6.518544099605573194e+01 6.268747584735274714e-01
4.045027904570628863e+01 8.626702615730962309e-01
7.531368806932194104e+01 7.762208940385230127e-01
7.637168286687155216e+01 7.932055037715280976e-01
4.663536873371299407e+01 2.310312952483433158e-01
4.685465902271235450e+01 1.481618974742552330e-01
5.219101460269113346e+01 5.806134032917141807e-01
2.260389948061057552e+01 -1.993321119359507509e+00
6.062308859796845439e+01 7.367681475227862986e-01
5.371508238279487557e+01 6.017300973271548781e-01
9.094856225666408989e+01 9.419849642284972013e-01
7.677594881891620560e+01 8.578781960794719108e-01
5.891493514466510106e+01 6.076073726627015947e-01
5.377246098662680396e+01 4.286429500513478930e-01
6.645922660606386501e+01 5.596158379478610723e-01
7.017516820405664646e+01 5.157941839775446180e-01
5.567268032021041080e+01 4.339731021978913139e-01
8.174005584391444756e+01 8.501634585816828515e-01
7.555822161971836692e+01 7.134452054541525756e-01
6.473148052030249744e+01 5.180372532597721236e-01
8.315872502260377530e+01 9.128068503965772740e-01
7.613633666111189768e+01 8.703817077047222295e-01
5.551396026155121888e+01 3.228595270178562515e-01
7.204786803988918109e+01 6.920839787347792260e-01
5.462284464423116503e+01 5.717792219948494292e-01
7.304165866800082085e+01 7.465136986419189657e-01
6.828190010034174406e+01 6.658068813710247280e-01
6.761064519355979030e+01 6.557051382032392794e-01
6.094724005658163435e+01 4.469586989609729555e-01
6.745009251153348373e+01 6.064226103070762264e-01
7.444406235728591525e+01 7.572167974463562823e-01
3.726041644853751222e+01 8.673504468017156910e-01
4.575728521700135332e+01 1.164658451508708836e-01
8.380672170565574675e+01 8.900807524684543059e-01
8.610833643795831449e+01 9.072178243956852128e-01
8.628432647244559917e+01 9.121927396264949417e-01
7.346897207039862110e+01 7.745017365192408132e-01
8.144188435295745876e+01 8.660777736376885638e-01
8.482199382382155761e+01 8.928113010668021765e-01
9.252174839132379702e+01 9.391860212659002283e-01
8.899999126869165877e+01 9.212463097180179084e-01
8.728240009212926509e+01 8.749242305050867197e-01
6.048989978008964385e+01 5.692861088072073139e-01
6.640425382310431246e+01 6.998232382363670512e-01
4.432794002806489431e+01 -3.097303286817436607e-01
6.942572679668967339e+01 6.426378975172517549e-01
7.462287960398843722e+01 7.723997139635953024e-01
6.638819511015951491e+01 6.275036519021008896e-01
6.596146559276033372e+01 6.437432575262163059e-01
8.024800791672704747e+01 7.870550575660599790e-01
6.634165778388806700e+01 5.797424985768746541e-01
4.916053373887991285e+01 9.736543351847670724e-02
9.530533495712568026e+01 9.480008604684613260e-01
4.010177900054041089e+01 -1.000231972830963656e+00
4.004919882295873634e+01 -9.982218410187417845e-01
7.857389292291360050e+01 8.523079241453273003e-01
2.463563354938127503e+01 -2.471416820659279701e+00
7.042704401647205259e+01 7.298146312410773717e-01
6.474937659412623248e+01 6.062209747959260708e-01
7.138861838483076383e+01 7.666155968993928482e-01
4.273907569166685505e+01 -2.057861216879726118e-01
9.427691063710059893e+01 9.563964316859910886e-01
1.018882898623188851e+02 9.769269515702521112e-01
9.416735757146784636e+01 9.561458679352987655e-01
9.475862887248075594e+01 9.581195402300317632e-01
9.742968987406864301e+01 9.663170521613873021e-01
1.047488202954821901e+02 9.817958608774101092e-01
9.678482852467509190e+01 9.605426699161055959e-01
1.067953668672469263e+02 9.828179052888575962e-01
9.143817660430840988e+01 9.315969120741764975e-01
9.144774293329375325e+01 9.310161966977195114e-01
3.382243108138350607e+01 -4.664468596603883466e-01
5.064092956216937580e+01 6.040984104807077815e-01
4.932433258014440014e+01 2.523482775914431819e-01
5.842049820161116003e+01 4.858591335656941013e-01
5.276382683469829260e+01 4.086722328447973673e-01
5.065335348617585254e+01 4.375511017151200166e-01
5.305183134012827395e+01 3.400573015544555711e-01
5.076431163068484409e+01 7.447706919726759800e-01
6.318242494681295085e+01 7.027836973403176479e-01
5.606908877428025306e+01 5.835212546762871266e-01
5.455982622155961081e+01 6.272808645851994935e-01
4.978837588383343871e+01 5.401589957223833505e-01
5.118213936468816172e+01 6.658756797655218662e-01
6.575300468884300642e+01 6.081872634130240929e-01
6.173428221714988950e+01 7.440356748805372344e-01
5.873773109356463351e+01 5.931460493531963696e-01
6.046848948262785228e+01 7.150009448046776850e-01
5.603209893032215660e+01 5.676654571493744417e-01
9.219702319386622946e+01 9.406380440943604704e-01
4.638325306311406138e+01 2.983517041919833135e-01
4.847564774159588552e+01 5.897551174726426426e-01
5.924724531670046446e+01 6.559243182803818906e-01
8.756345612553496949e+01 8.816222797608974648e-01
6.222458131765844769e+01 8.345374863598348236e-01
8.799793944308905225e+01 8.997725129978435543e-01
6.583264439004938140e+01 8.378373828061216333e-01
5.402189487050921457e+01 7.037474756605639481e-01
5.859793617248472941e+01 8.052543414008687117e-01
6.265312284071045212e+01 8.108970076267469906e-01
6.377846783250186746e+01 8.003300678059356299e-01
6.984545918904049699e+01 7.671686895969093145e-01
5.310010081758638734e+01 7.666269403579546449e-01
5.836505970656170206e+01 7.696208003014300969e-01
8.289636796721380563e+01 9.015174145770066261e-01
6.299682354797942452e+01 6.640777565148504591e-01
5.576136957177954656e+01 4.960030811261718631e-01
5.875807867929901818e+01 4.525621208687350405e-01
8.407406808422794597e+01 8.835063457030201128e-01
6.247880983946620148e+01 5.491771027507826863e-01
9.355700667626986444e+01 9.168271533826006792e-01
9.132910459264579117e+01 9.035480241111168986e-01
7.075048376839950492e+01 8.882651671363535062e-01
7.795021773722638159e+01 7.999502802735529716e-01
8.470622082054156010e+01 8.707655349891076924e-01
8.506253700972501974e+01 8.605956512091725852e-01
7.161242798423526779e+01 6.910046856083098543e-01
3.947065876823802455e+01 -6.372773001046090346e-01
5.240241833898227242e+01 1.401771218355329918e-01
6.393251246964068457e+01 7.271892367167899218e-01
7.057972633380569505e+01 8.127021507185028248e-01
6.309589927747607163e+01 6.299455508468054798e-01
5.929464507781479199e+01 6.162711182653235475e-01
5.944073617710245117e+01 8.109966996727689947e-01
7.391940049735633522e+01 8.020858626437317174e-01
6.917784735093084691e+01 7.982951171332189899e-01
8.751624303042585495e+01 9.129053722649456137e-01
7.282524470373843428e+01 7.700534312692395300e-01
